store_expense_id,store_id,expense_type,amount,expense_date
4598,19,Cleaning,2360.64,2025-05-31
10361,136,Internet,8807.31,2026-01-09
13956,29,Electricity,7087.34,2025-05-27
637,197,Electricity,5349.54,2025-10-24
10834,68,Repair,2591.51,2025-04-27
18295,113,Internet,8353.99,2025-03-06
10362,200,,8883.15,2025-08-27
4307,37,Electricity,4794.55,2026-01-24
19198,156,Electricity,3293.68,2026-02-08
17225,12,Water,9717.92,2025-07-16
16035,145,Security,7515.61,2025-03-09
5330,132,Repair,5129.08,2026-01-06
10670,98,Water,1036.99,2026-02-01
3855,68,Repair,6634.69,2025-11-12
17752,25,Cleaning,2974.47,2025-04-07
17101,45,Repair,8322.96,2025-04-26
18397,85,Security,3785.74,2025-05-17
2840,106,Repair,3748.65,2025-03-13
9482,133,Repair,2947.67,2026-02-19
17103,22,Electricity,6345.47,2026-02-01
2580,136,Repair,6495.78,2026-02-11
4518,39,Internet,,2025-07-01
4729,120,,,2025-06-13
14041,8,Internet,308.52,2025-05-15
8867,33,Internet,4209.09,2025-08-25
14843,185,electricity,2342.23,2025-04-30
16209,199,Electricity,6908.38,2025-08-13
19633,73,Repair,9116.14,2025-03-30
1475,164,Security,3303.98,2025-12-17
11055,124,Cleaning,9882.62,2025-11-22
10145,65,security,6267.98,2025-08-25
6893,11,Cleaning,9303.55,2026-01-18
12762,84,Internet,6224.56,2025-06-04
16582,29,Water,5452.32,2025-06-24
7965,84,Electricity,6003.15,
11233,153,Water,1150.33,2025-08-20
8233,192,repair,7979.63,2025-03-31
156,191,Water,2458.45,2025-09-03
12912,70,Security,9678.09,2025-04-11
12463,78,ELECTRICITY,9901.59,2025-12-01
16049,168,Electricity,5691.16,2026-01-30
14411,177,Cleaning,5568.08,2025-05-26
102,63,Repair,6382.28,2025-05-20
19155,24,electricity,9587.26,2026-02-25
15126,188,Internet,2769.63,2025-07-19
11883,174,Electricity,1738.75,2025-12-01
17688,141,Internet,8536.43,
2465,153,Repair,6225.57,2025-11-18
4267,15,Electricity,6499.92,2025-12-11
18052,139,Water,8106.04,2025-08-03
16068,191,Electricity,2072.73,2025-08-07
293,163,water,8234.88,
18960,99,Electricity,8516.76,2025-06-17
10109,70,cleaning,3230.2,2025-12-18
4266,102,Repair,4448.23,2025-11-12
18630,20,Repair,7278.33,2025-09-06
13120,54,Security,2099.87,2025-11-04
4038,147,Security,7948.49,2025-05-25
16108,91,Repair,7996.85,2025-07-07
12503,12,Cleaning,1908.74,2025-05-10
697,19,Repair,2921.87,2025-09-12
10963,24,Security,4879.46,2025-09-14
5973,143,CLEANING,8060.94,2025-04-25
8916,5,Security,4854.8,2025-07-28
6928,68,Security,6509.08,2025-12-16
783,16,Water,2555.4,2026-01-03
15569,111,Cleaning,,2025-05-29
10684,42,Cleaning,7329.88,2025-11-12
13866,145,Internet,6713.74,2025-11-27
6174,191,Electricity,8372.58,2026-02-06
8471,110,electricity,2240.29,2025-06-14
19473,112,Electricity,1428.14,2025-03-29
1825,180,Repair,,2025-09-01
3930,140,Internet,1247.86,2026-02-16
7297,74,Electricity,1627.28,2025-07-17
12966,41,Repair,2409.62,2025-05-01
3004,8,INTERNET,6267.5,2026-02-20
3947,52,Internet,6634.1,2025-04-05
4631,158,Cleaning,1243.53,2025-11-18
7824,126,security,7289.41,2025-04-20
17563,116,Electricity,5557.22,2026-01-14
18390,128,Security,7335.56,2026-02-19
516,91,Water,312.35,2025-06-26
5379,96,Water,8109.29,2025-08-26
19746,92,Repair,6978.79,2025-07-13
14135,101,Electricity,,2025-12-01
577,26,Water,1513.38,2025-07-01
5876,25,Security,2620.09,2025-09-03
15134,26,Internet,338.48,2025-05-12
11063,163,,8619.43,2025-07-09
11531,141,Electricity,9715.45,2025-03-02
18031,69,Electricity,5102.38,2025-04-02
18155,125,Water,3223.31,2025-07-06
6123,18,Security,88.99,2026-01-10
19692,186,Security,705.09,2025-04-16
14880,124,Water,390.24,2026-01-10
15177,165,Cleaning,3301.22,2026-02-18
13166,7,Internet,560.14,2025-09-26
6971,19,Internet,2029.35,2025-06-15
1957,33,Internet,6443.52,2025-05-14
8044,13,Internet,7065.38,2025-06-02
12633,57,Cleaning,,2025-03-31
17410,180,Water,4742.29,2025-06-02
14862,119,Electricity,5775.98,2025-10-06
9427,123,Repair,2889.78,2025-11-09
11270,23,Cleaning,2681.7,2025-03-15
17917,17,Water,3733.78,2025-09-15
15879,37,Repair,,2025-05-07
15348,82,Cleaning,5663.97,2026-01-06
13382,195,Water,1649.12,2025-03-07
13862,96,Security,3006.32,2025-12-15
19466,80,Water,2856.57,2026-01-31
17933,68,Repair,5742.77,2025-11-06
502,40,Security,5384.16,2025-07-13
7080,103,Electricity,7396.04,2025-10-16
759,9,Internet,8944.23,2025-05-17
14841,10,Security,2280.51,2025-12-12
17925,106,Security,3708.51,2025-11-01
8390,29,Electricity,,
4807,54,Security,824.67,2025-07-26
18898,12,Repair,5799.32,2026-01-05
9001,114,Water,9140.1,2025-09-07
15504,36,Water,,2025-04-18
215,128,Security,7136.18,2025-04-21
14303,81,Repair,886.9,2025-10-06
10248,35,,7883.89,2025-04-19
1557,84,Cleaning,6129.26,2025-06-16
11711,63,Repair,8569.86,2026-01-02
10654,63,Security,5712.96,2025-03-16
3313,141,Water,7102.22,2025-10-24
4499,91,Cleaning,2650.26,2025-03-05
15124,152,Repair,,2025-03-16
10745,169,Internet,4542.89,2026-02-11
16530,193,Water,9614.73,
4100,68,water,327.13,2025-04-03
5048,90,INTERNET,5310.13,2025-12-27
15043,125,Cleaning,1628.05,2025-05-23
12432,92,Cleaning,538.08,2025-03-10
10493,50,Internet,2392.94,2025-05-22
8663,186,Internet,404.34,2025-07-20
6683,2,Electricity,,2025-04-19
15465,144,Cleaning,8289.85,
5635,41,Cleaning,1883.27,2025-11-03
18597,94,Water,633.36,2026-01-17
10596,54,Repair,7016.87,2025-06-28
5469,6,Water,8456.4,2025-03-15
9253,57,Internet,2522.93,2025-11-25
14683,12,Cleaning,,2025-04-23
1858,38,Repair,4632.37,2025-06-04
11388,15,Electricity,8184.45,2025-04-26
12710,63,Security,3316.31,2025-03-19
12198,134,Security,1658.08,2026-02-06
8719,173,Cleaning,8839.33,2025-07-23
1148,173,Security,6601.6,2025-06-28
14942,138,Electricity,2050.78,2025-06-22
3095,117,Electricity,1925.98,
4054,191,Electricity,5584.1,2025-08-13
8333,38,Electricity,,2025-08-15
3391,138,Cleaning,,2025-12-21
14040,73,Water,,2025-08-19
19241,86,Security,6850.09,2026-02-06
11931,105,Cleaning,6913.92,2025-04-15
5205,12,Internet,9767.35,2025-07-08
18752,174,Internet,5557.18,2025-07-19
5722,2,Water,4258.29,2026-01-12
2294,158,Security,5189.9,2025-12-18
14116,66,Electricity,3268.5,2025-07-22
14818,186,Electricity,3659.23,2025-04-10
17557,8,,3584.59,2025-11-08
8963,85,Internet,4532.84,2025-05-09
344,113,Repair,,2025-10-09
16116,45,Water,8844.82,2025-06-03
13251,67,Security,7301.9,2026-02-11
9532,147,Electricity,9337.46,2025-03-22
13868,144,Security,2608.29,2025-06-14
15214,147,Repair,628.6,2025-07-13
5151,49,CLEANING,3131.43,2025-04-27
18157,198,Cleaning,7153.22,
15616,126,Cleaning,3123.21,2025-03-24
9466,34,Water,9548.64,2026-02-19
15031,117,Security,6472.15,2025-05-26
4176,123,Water,9955.91,2025-11-30
19108,93,,337.67,2025-06-27
5052,57,Security,8061.49,2025-03-04
877,138,Repair,7173.92,2025-10-10
1203,182,Cleaning,270.13,2025-03-31
4513,185,Internet,959.65,2025-09-02
7584,26,Electricity,1245.58,2026-01-03
6851,159,Security,,2025-10-21
5090,161,Water,1236.14,2026-01-18
10175,92,Internet,1884.1,2025-02-28
14764,156,Security,4081.56,2025-11-23
10475,175,,7153.45,2025-04-21
10966,87,INTERNET,1700.49,2026-02-23
9849,123,Electricity,5931.4,2025-12-06
1111,150,Security,8167.54,2025-07-03
4177,164,electricity,5848.01,2025-03-27
11580,158,Water,8119.67,2025-04-23
5526,123,Internet,392.05,2025-11-11
10541,141,Cleaning,1090.32,2026-01-25
13498,27,Security,989.85,2026-02-01
5789,162,Electricity,9993.54,2025-10-02
12815,174,Internet,75.15,2025-09-30
17949,29,Cleaning,4309.94,2025-04-18
18540,88,Internet,7324.75,2025-04-08
10468,53,Cleaning,3637.3,
16754,43,Repair,4759.87,2026-01-25
526,195,Water,4713.5,
16586,114,Electricity,8494.25,2025-11-22
4627,179,,,2025-08-27
16418,103,Security,6132.74,2025-05-30
15595,158,Security,1187.23,2025-10-01
12783,94,Repair,1404.93,2025-05-19
7636,48,Internet,486.28,2025-04-05
6086,150,Security,4604.76,2025-03-25
3747,173,,,2025-11-11
6873,81,Security,6219.01,2025-12-15
2893,180,Cleaning,7722.67,2025-06-15
17850,20,Electricity,8430.71,2025-03-15
15286,133,Water,7433.82,2025-05-23
13190,76,Internet,9591.1,2025-11-16
12152,176,Security,4900.03,2025-08-20
7500,184,Water,6704.09,2026-02-01
6687,188,,3757.94,2025-07-26
12019,166,Internet,1786.73,2025-09-12
3310,11,water,4669.17,2025-07-06
6633,195,Water,6674.36,2025-10-21
18716,45,water,7147.15,2025-06-21
16973,76,,6982.3,2025-03-04
3569,92,Internet,7781.64,2025-04-16
5536,20,Internet,1087.92,2025-09-30
18327,177,Water,6000.28,2025-06-26
16924,56,Security,7283.77,2026-01-09
13718,106,Water,7881.21,2025-02-27
3616,113,Security,915.82,2026-01-04
62,94,Water,2749.92,2025-07-23
11533,99,Electricity,9017.18,2025-11-15
6272,68,Cleaning,9287.31,2025-05-27
5384,160,Internet,140.42,2025-03-01
15467,71,Electricity,8987.68,2025-06-14
11805,138,Cleaning,9948.39,2025-04-23
19130,27,Security,2998.21,2025-06-12
10052,13,Electricity,4629.06,2025-09-01
6938,30,Internet,7674.73,2026-01-21
5953,106,Repair,7911.33,2026-02-25
13793,76,,6307.16,2025-09-30
814,145,Water,9212.38,2025-09-09
5480,183,Security,3075.74,2025-08-18
6207,116,Internet,,2025-11-18
1014,184,Repair,442.3,2025-12-10
2440,167,Repair,1583.74,2026-01-24
16428,166,Security,6007.3,2025-06-23
9455,16,Water,8601.37,2025-09-10
8614,94,Security,1105.62,2025-12-25
2941,161,Internet,2690.0,2025-05-21
2731,19,Security,7487.07,2025-08-25
4192,34,Repair,8734.95,2025-05-20
18967,58,Cleaning,269.06,2025-09-30
10882,78,Cleaning,853.75,2025-12-06
8885,128,Repair,8113.81,2025-08-05
18131,42,SECURITY,4976.17,2025-09-23
1814,143,Security,258.4,2025-11-30
5392,82,Cleaning,,2026-02-05
13444,180,Water,7561.57,2026-02-02
552,4,Security,8529.21,2026-01-05
19181,50,Internet,8298.14,2025-03-22
13184,94,Repair,1912.09,2025-12-09
5446,85,Internet,2030.98,2025-05-22
1745,109,Water,4190.73,2025-08-23
3252,134,Water,1198.18,2025-10-31
19142,60,,7179.45,2025-12-22
13947,19,Repair,827.19,2025-07-26
5008,124,Repair,8483.1,2025-03-31
9598,52,cleaning,3464.0,2026-02-05
11819,45,Electricity,7578.4,2026-02-03
19525,166,Water,7392.58,2025-12-18
9208,12,Repair,6885.18,2025-09-16
15763,72,Security,5540.31,2025-10-22
9131,154,Repair,2483.93,2026-02-19
1666,57,Security,8521.68,2025-04-04
11642,106,Cleaning,8220.18,
12498,4,Water,5443.86,2025-10-23
5584,92,Security,7029.92,2025-12-21
8521,3,Internet,4550.62,2025-11-07
11777,130,Internet,1317.84,2025-12-24
442,98,Water,9867.06,2025-11-19
1730,13,Water,6171.43,2025-05-07
12324,198,Water,5894.3,2026-01-23
18871,189,Internet,279.48,2026-01-30
11247,125,,4770.01,2025-09-25
18488,196,Security,3092.09,2025-12-27
111,158,Internet,2933.03,2025-08-08
8529,151,Water,,2026-01-23
3134,83,Security,5465.33,2025-06-18
10962,151,Electricity,5260.54,2025-06-11
6433,64,Water,8822.27,2026-02-14
17030,20,Repair,,2025-12-30
9727,195,Internet,8219.27,2025-12-14
4025,43,Repair,6747.27,2026-02-09
14301,45,Repair,1596.24,2026-01-13
9101,69,Internet,5785.24,2025-03-22
7719,68,Repair,4287.64,2025-07-17
7493,100,Electricity,3401.63,2025-08-17
7353,115,,4988.14,2025-09-18
6844,26,Repair,899.81,
14396,198,Internet,5290.56,2025-05-28
6415,57,Cleaning,2031.61,2025-03-23
18614,19,Internet,4068.68,2025-12-04
13404,10,Repair,4730.8,2025-05-05
16174,191,Electricity,9427.46,2026-01-30
5832,6,Security,4771.61,2025-06-12
6901,165,Electricity,2335.68,2025-06-08
14632,163,Repair,7803.07,2026-02-09
5295,41,Repair,7756.13,2025-07-18
13991,34,Security,821.0,2025-03-02
14130,173,INTERNET,2835.88,2025-10-09
2558,142,Electricity,3030.68,2025-05-14
7053,52,INTERNET,9302.21,2025-06-19
14334,36,Repair,2443.09,2025-05-19
11191,12,Cleaning,6095.85,2025-09-19
9891,53,Internet,7184.63,2026-02-21
10698,14,Electricity,4805.01,2025-07-14
12838,44,Water,4035.92,2026-02-25
14895,177,Water,801.01,2026-01-02
4061,47,Cleaning,2975.97,2025-11-27
1252,115,Water,4841.15,2025-04-09
12232,92,Repair,9773.02,2025-03-31
19070,76,Internet,1226.06,2026-02-12
9088,5,Electricity,9800.15,2025-12-22
15522,141,Cleaning,9897.74,2025-09-01
15956,61,Electricity,,2026-01-01
2048,55,Internet,7092.96,2025-09-06
8670,184,Cleaning,8116.77,2026-02-02
13052,109,Security,4102.98,2025-09-14
11192,45,,1576.9,2025-11-27
19851,31,Internet,3953.94,2025-12-04
667,160,Security,2497.28,2025-07-23
4392,100,Repair,5435.64,2025-08-01
19268,119,Water,7529.47,2025-06-24
18087,200,Internet,3908.44,2025-07-22
3690,200,Cleaning,240.6,2025-11-07
13879,76,Cleaning,6738.64,2025-12-05
4425,107,Repair,3187.87,2025-06-18
5758,182,Cleaning,4329.92,2025-11-16
662,96,Internet,9865.83,2026-02-18
9478,76,Security,8808.51,2025-08-20
9132,92,Cleaning,7474.0,2025-10-28
13656,86,Water,9721.89,2026-02-08
6817,118,Electricity,2393.88,2025-05-05
16277,68,Electricity,2158.99,2025-04-23
4821,104,CLEANING,2877.63,2026-01-31
14787,65,Water,7411.23,2025-10-31
11947,187,Security,3374.07,2025-06-03
10344,165,Internet,7062.72,2025-07-01
1351,109,Security,8676.96,2025-05-26
13858,119,Security,8765.06,2025-09-19
6670,81,Cleaning,,2025-06-02
14522,55,Water,9422.01,
6244,64,Water,7418.07,2025-12-14
421,75,Cleaning,7926.21,2025-06-24
19967,47,,7395.28,2026-02-14
2910,59,Repair,,2025-09-04
2012,128,Security,673.4,2025-03-08
2054,60,Water,9459.7,2025-10-03
17877,87,Security,2412.89,2025-06-06
7210,189,Electricity,7956.9,2025-06-26
3104,154,Cleaning,4368.51,2026-01-13
14631,129,Repair,8798.76,2025-07-31
7684,70,Security,4850.11,2025-12-30
19520,197,Internet,6672.06,2025-07-19
2810,185,Internet,7197.4,
13419,74,Repair,8795.97,2025-09-04
19747,113,Cleaning,8991.63,2026-01-03
4211,161,Water,1099.56,2025-09-16
5778,62,Repair,1503.66,2025-10-31
15973,24,Electricity,9339.48,2025-11-26
3804,86,Security,9836.49,2025-07-09
2005,71,Cleaning,2755.9,2025-05-23
8076,143,Internet,2537.09,2025-08-10
17359,13,Security,8063.31,
16448,133,Cleaning,8582.18,2025-06-30
15415,8,repair,6935.33,2025-10-25
17328,197,Water,2732.88,2025-04-12
15910,97,Security,2500.34,2025-06-13
6061,71,Electricity,4065.02,2025-08-17
9249,81,Repair,2033.84,2025-04-14
1582,169,Cleaning,,2025-12-22
5204,194,Security,7190.88,2025-03-17
4775,13,Security,3406.44,2025-09-04
3009,138,Water,6756.5,2025-11-21
7581,158,Water,6734.2,2025-09-01
11346,112,Security,9518.46,2025-06-15
19625,20,,1901.7,2026-01-09
11767,109,Cleaning,2607.01,2025-09-22
5302,82,Security,154.61,2025-02-26
2880,35,Water,1902.05,2025-09-09
7130,124,Cleaning,9453.97,2025-06-13
660,189,Electricity,5729.24,2025-11-20
2579,19,,3610.25,2025-06-27
12753,11,Security,1773.38,2025-12-24
2391,183,Electricity,3776.8,2025-06-11
9961,163,Cleaning,5901.46,2026-01-23
1767,60,Electricity,7386.7,2025-03-15
9059,69,,2240.09,2025-12-02
4483,119,Repair,,2025-05-16
3716,3,Electricity,3153.2,2025-03-17
9298,180,Electricity,8024.1,2025-05-07
12946,150,Cleaning,3134.72,2026-01-18
18831,156,Water,8905.57,2025-08-18
14510,134,Electricity,6324.55,2026-02-13
16402,63,Repair,7967.49,2025-10-04
1648,12,Internet,8269.37,2025-08-23
14133,176,Cleaning,4363.75,2025-10-27
19284,54,WATER,6374.73,2025-10-05
11289,176,Electricity,4431.5,2025-04-16
9418,130,Water,2680.82,2025-06-06
11138,9,Internet,9004.83,2025-11-02
476,135,Security,9930.0,2025-12-29
14591,58,Security,7351.95,2025-12-07
18318,113,Water,9989.48,2025-04-19
5995,17,Internet,768.52,2025-03-26
16396,152,ELECTRICITY,4850.63,2025-10-09
16585,158,Water,3774.65,2025-11-29
19877,158,Repair,1432.33,2025-12-14
14098,31,Security,9747.36,2025-07-26
4447,77,,1849.87,2025-04-19
30,39,Repair,512.18,2025-07-08
3406,107,Internet,8076.32,2025-10-27
16868,39,Electricity,3006.03,2025-12-24
9323,21,Cleaning,6181.43,2025-05-30
9137,154,Electricity,6626.69,2025-04-28
11727,13,Cleaning,1965.67,2025-09-23
12831,136,Electricity,3557.13,2025-12-15
7149,14,Repair,4458.25,2026-02-24
5100,19,Water,447.23,2025-11-20
11597,76,Cleaning,5174.05,2025-04-28
9062,21,Cleaning,,2025-03-03
9332,139,Water,7669.55,2025-03-08
12296,152,Water,8917.73,2026-02-11
7042,65,Internet,3978.33,2025-11-26
16414,200,Repair,7797.81,
11679,110,Cleaning,5364.31,2025-09-23
14386,153,Internet,8373.38,2026-02-24
19013,31,Repair,3811.41,2026-02-01
11735,173,Electricity,4521.05,2025-06-13
4327,82,Electricity,269.56,2025-04-16
12345,99,WATER,,2025-05-22
5361,7,Internet,6052.29,
3290,144,Repair,2074.55,2025-05-04
14856,151,Internet,8625.19,
10954,97,Electricity,854.43,2025-09-19
14134,59,Repair,4698.38,2025-06-11
7271,62,Internet,3241.09,2025-07-12
89,93,Water,8877.77,
5496,8,Electricity,3371.08,2025-10-05
6083,115,,3804.62,2026-02-22
454,144,Repair,9068.23,2026-01-18
4725,11,,,
2750,141,Repair,6377.75,2025-06-27
17033,163,Cleaning,3421.87,2025-12-21
8612,17,Water,9114.61,2025-07-26
9100,145,CLEANING,3813.05,2026-02-13
19017,189,Repair,141.76,2026-01-19
18161,20,Internet,6725.03,2025-04-24
10243,29,Water,4781.49,2025-10-05
2251,68,Water,983.88,2025-04-23
14305,89,Security,4784.18,2026-01-04
18357,48,Internet,1489.05,2026-01-30
10573,186,Water,3003.16,2025-11-30
706,108,Security,9900.1,2025-11-05
13519,195,Repair,2610.55,2025-05-13
18386,94,Security,7632.28,2025-12-04
1521,192,Electricity,,2025-04-28
12800,168,Cleaning,4378.09,2025-07-24
19374,22,Water,7235.37,2026-02-16
16601,16,Security,4059.85,2025-11-12
12193,2,Water,9415.53,2025-09-20
16855,178,Security,7076.97,2025-11-30
16504,189,Internet,4300.45,2025-04-14
1466,73,Water,529.71,2026-02-07
7339,51,Cleaning,6559.65,2025-04-16
8039,133,Cleaning,3497.37,2025-08-22
6662,28,Security,4446.44,2025-08-18
2733,158,repair,625.55,2025-06-12
2635,2,Security,7144.81,2025-12-27
12064,192,Electricity,6485.72,2026-01-04
7611,136,Security,3166.16,2025-09-02
15070,144,Cleaning,9454.36,2025-07-30
19598,78,Security,4338.38,2025-11-26
5842,33,,1485.9,2025-05-24
8710,147,Security,7249.63,2025-09-26
12363,56,Repair,6349.41,2025-02-27
8749,45,,1279.55,2026-01-04
7805,113,Electricity,1197.25,2025-05-14
3737,15,Cleaning,6636.04,2025-11-30
3481,146,Electricity,1579.23,2026-01-17
8134,51,Repair,3767.38,2025-09-28
4338,64,Security,9028.91,2025-10-21
1638,145,Water,1566.54,2025-09-04
1924,160,Security,3587.16,2026-02-15
10230,168,,2654.44,2026-01-25
5676,160,Internet,382.56,2025-06-24
8775,27,Internet,9479.94,2025-07-27
14819,129,Repair,218.45,2025-03-08
723,95,Cleaning,711.64,2025-12-18
13897,180,Cleaning,5987.55,2025-08-16
7451,106,Security,5387.28,2025-12-24
3089,162,Security,5850.11,2025-04-18
16420,185,Cleaning,3482.58,2025-08-18
10867,106,Water,434.92,2025-03-03
15959,160,Water,5400.82,2025-06-09
16535,95,Cleaning,4122.96,2025-12-30
2030,88,Water,6559.04,2025-03-15
9371,196,Cleaning,7818.82,2025-02-26
902,54,Security,314.0,2025-06-07
10225,12,Repair,233.64,2025-11-22
16055,4,Repair,8418.22,2025-07-06
9613,193,internet,9038.91,2025-04-25
2053,148,Security,1699.46,2025-10-18
13428,148,Repair,,2025-12-24
12024,117,Electricity,9743.71,
3253,169,Water,6076.1,2025-05-25
10418,172,Security,868.22,
10090,66,Internet,2308.66,2025-09-21
1240,171,Security,1895.98,2025-08-15
18617,165,Water,4970.43,2026-02-13
15293,104,Security,6991.47,2025-06-18
313,68,Security,302.24,2025-10-26
15429,28,Internet,8651.55,2025-06-01
1823,37,water,6169.38,2025-08-27
1211,97,Internet,4290.5,2026-02-14
8093,64,Electricity,5879.34,2025-03-21
5327,100,Cleaning,871.59,2026-01-28
16814,12,Cleaning,3760.67,2025-07-24
8841,161,Electricity,5756.32,2025-07-17
13091,199,Water,1966.13,2025-07-15
8293,186,Electricity,755.62,2025-09-06
2253,146,Electricity,6708.54,2025-10-18
2028,24,Cleaning,9813.91,2025-08-10
5521,112,Cleaning,8351.53,2025-07-13
9772,117,Electricity,3421.07,2025-03-28
10338,90,Repair,4199.63,2025-04-05
5432,60,Repair,931.35,2025-05-15
14547,116,Cleaning,5272.53,2026-01-31
19166,126,Security,7851.74,2025-07-15
12254,56,Water,5373.98,2025-06-03
10788,172,Security,137.71,
5791,178,Electricity,2688.45,2026-02-02
13025,9,Electricity,5511.94,2026-02-22
19421,190,Water,9250.21,2025-10-26
17041,9,Internet,5122.21,2025-03-17
16656,110,Security,5138.86,2025-08-17
4001,3,Internet,5741.36,2025-07-26
9732,23,Electricity,,2026-01-01
17598,12,Repair,1206.65,2025-12-27
11253,22,Internet,8975.53,2025-08-16
7886,138,CLEANING,8235.35,2025-11-02
14259,132,Cleaning,1559.09,2025-04-03
9589,151,Internet,3588.44,2025-10-22
17499,130,Electricity,4820.49,2026-01-24
152,70,Internet,2433.64,2025-07-03
5756,115,Cleaning,3859.19,2025-05-15
15374,93,Water,4900.9,
15057,105,Repair,1443.39,2025-07-24
15546,108,,6723.72,2025-12-29
14356,77,internet,4309.87,2025-05-07
13568,193,Cleaning,4586.03,2025-03-29
3870,72,Repair,747.58,2025-08-18
16540,90,Cleaning,,2025-08-06
14176,77,water,8769.15,2025-03-08
10382,143,Electricity,7094.84,2025-12-02
13514,71,Repair,7318.9,2026-02-08
1403,52,Security,,2025-11-06
647,127,internet,5956.24,2025-12-28
10054,86,Cleaning,4127.98,2025-11-27
1872,80,Electricity,2174.44,2026-01-17
7357,2,Internet,9850.04,2025-06-07
6966,156,Repair,1308.32,2025-04-01
18673,177,Electricity,4582.01,2026-02-08
15234,11,Cleaning,4664.13,2025-11-29
13389,131,Cleaning,6287.82,
7949,148,Security,9322.53,2025-11-01
3860,128,Security,8344.76,2025-07-05
10815,146,Security,7070.92,2025-06-24
13739,168,Water,1678.24,2025-12-03
6620,108,Water,7268.41,2025-03-29
16434,169,Internet,2636.17,2025-06-11
17549,141,Electricity,8576.99,2026-01-09
12909,134,Cleaning,,2025-12-04
4893,123,Electricity,6117.64,2025-05-24
2930,117,INTERNET,3962.29,2026-01-18
13200,174,Repair,1899.72,2025-08-26
15216,94,Repair,5417.29,2025-12-17
3937,149,Electricity,4201.07,2025-09-10
11809,168,Repair,350.41,2025-10-28
9675,74,Water,4011.59,2026-02-25
19875,195,Internet,2643.26,2025-11-20
12957,53,Repair,9733.94,2025-07-23
16029,164,Security,2572.02,2025-05-19
16035,145,Security,7515.61,2025-03-09
3646,183,Cleaning,1587.2,2025-10-18
10196,177,Cleaning,9296.34,2025-05-02
4638,120,Security,6640.02,2025-10-26
6231,93,,5806.71,2025-06-17
3849,83,Water,7161.8,2026-01-18
14677,19,Electricity,,2025-08-23
11620,111,SECURITY,1439.44,2025-04-16
4378,77,REPAIR,8399.51,2025-11-16
11034,30,Electricity,7296.74,2025-05-28
12012,157,Electricity,3324.91,2025-06-17
12657,110,water,7373.05,2025-05-03
4140,36,Security,5587.96,2025-10-03
17506,1,Cleaning,6833.27,2025-12-26
5555,153,Repair,8357.99,2025-03-05
13336,139,CLEANING,7451.46,2025-09-23
19550,149,Repair,7563.93,2026-02-02
11456,85,Internet,1051.9,2026-01-02
7180,113,,5039.34,2025-12-14
17460,189,Security,3912.21,
3648,187,Electricity,4328.35,
11754,64,Repair,2195.31,2025-12-14
13187,131,Electricity,2394.64,2025-05-25
8170,111,Electricity,1988.2,2025-09-07
5855,77,Electricity,4097.4,2025-07-10
1796,68,Internet,893.68,2025-05-05
6454,191,Internet,3236.97,2025-12-24
5393,16,Cleaning,8686.4,2025-05-31
3627,137,WATER,56.5,2025-10-16
19984,114,Water,3305.42,2026-01-20
11093,2,Internet,448.13,2025-06-11
14897,110,Water,5396.97,2025-07-12
15651,122,Electricity,308.99,2025-04-23
7670,130,internet,3456.22,2025-08-18
18925,54,Security,2542.49,2025-04-16
17203,10,Electricity,4214.24,2025-05-21
13827,4,Internet,,2025-07-01
18889,12,Security,9407.85,2025-08-20
10571,80,Internet,6318.57,2025-05-03
2206,139,Repair,9184.86,
493,40,Internet,2809.94,2025-03-03
10277,155,Repair,6256.24,2025-09-26
16100,189,Water,8534.73,2025-05-28
16996,36,Electricity,3204.97,2025-04-03
14745,160,Repair,1178.31,2026-02-25
5394,95,Electricity,5851.9,2025-09-02
6025,154,Security,952.67,2026-01-18
12195,19,Cleaning,3146.36,2026-01-11
7190,51,Water,6070.46,2025-06-03
1691,61,Security,1789.64,2025-11-02
14685,85,Repair,7904.33,2025-11-07
16013,112,Water,,
9779,162,Repair,4021.14,2025-06-28
7312,25,Cleaning,5289.62,2026-02-09
4580,195,Electricity,6473.75,2026-02-05
16240,27,Repair,7357.75,2025-06-02
8905,59,Electricity,6086.86,
8195,93,Internet,3809.08,2025-04-17
5747,101,Cleaning,6759.22,2025-08-04
8256,9,Repair,8605.55,2025-08-16
3843,164,Electricity,4782.18,2025-08-05
2026,110,ELECTRICITY,2638.57,2026-01-09
10652,173,Electricity,8278.14,2025-10-23
12661,113,Electricity,2698.97,2025-12-27
18951,127,Repair,9709.93,2026-01-17
575,50,,8630.52,2025-07-10
17181,2,Repair,9754.23,2025-12-23
7925,146,repair,,
1,116,Security,3776.67,2025-05-30
19175,115,SECURITY,1885.65,2025-05-21
1629,135,Cleaning,1011.93,2026-02-17
10676,109,Internet,7729.46,2025-04-08
924,31,Electricity,8008.56,2026-01-22
14266,92,Cleaning,,2025-06-29
15746,195,Cleaning,7803.09,2025-10-06
7615,188,Water,2490.53,2025-12-01
16999,35,Internet,7049.68,2026-02-05
1226,136,Cleaning,6403.33,2025-05-30
11753,136,Water,7380.66,2026-01-22
6680,129,Cleaning,5299.42,2025-09-30
5419,52,Repair,4935.65,2025-12-04
6699,47,Security,8098.14,2025-10-04
13196,145,electricity,8507.26,
11364,16,Electricity,3749.44,2026-02-23
10286,48,Cleaning,1125.83,2025-05-08
1686,100,Electricity,8627.04,2026-01-08
7640,109,Electricity,287.65,2025-07-27
