return_id,order_id,prod_id,return_date,reason,refund_amount
1070,21599,5486,2024-03-31,Wrong Item,11586.95
1071,21621,1701,2025-06-05,Wrong Item,24307.03
1072,21672,4394,2025-06-03,Not liked,5995.71
1073,21684,439,2024-07-24,Wrong Item,143950.44
1074,21688,4760,2024-12-01,Defective,1148.25
1075,21695,3079,2026-01-07,Size issue,315.23
1076,21697,1597,2026-01-04,Not liked,5346.07
1077,21701,2302,2025-12-02,Defective,4599.83
1078,21718,2468,2025-08-11,Wrong Item,3050.08
1079,21739,1021,2026-01-08,Defective,1747.23
1080,21795,5129,2024-04-30,Defective,1209.91
1081,21796,50,2024-08-16,Wrong Item,143578.09
1082,21803,203,2024-03-20,Not liked,62731.14
1083,21805,3523,2025-09-01,Defective,1014.81
1084,21822,5070,2026-02-02,Size issue,9507.61
1085,21836,181,2025-02-27,Defective,11501.41
1086,21872,3076,2024-03-28,Wrong Item,1906.65
1087,21900,2252,2024-03-03,Wrong Item,3919.47
1088,21927,2282,2024-05-31,Not liked,891.5
1089,21934,3254,2025-08-01,Size issue,9655.38
1090,21935,4569,2024-11-21,Not liked,648.01
1091,21936,3711,2025-08-03,Defective,13683.05
1092,21944,3388,2025-10-15,Size issue,1526.94
1093,21945,1075,2024-08-12,Not liked,7278.1
1094,21961,766,2025-03-05,Not liked,790.04
1095,21985,1333,2024-12-14,Defective,1986.58
1096,22001,2762,2025-12-21,Defective,247.1
1097,22023,1815,2024-06-24,Size issue,1265.55
1098,22046,1192,2026-01-01,Defective,1091.94
1099,22071,5290,2024-08-23,Wrong Item,6827.94
1100,22081,2082,2025-11-17,Size issue,330.21
1101,22108,5241,2025-03-17,Not liked,6237.65
1102,22116,1645,2024-02-08,Not liked,5351.68
1103,22118,4941,2024-10-20,Wrong Item,814.08
1104,22119,4654,2025-12-28,Defective,1431.43
1105,22147,3808,2024-09-04,Size issue,4449.61
1106,22155,255,2024-06-10,Size issue,136536.86
1107,22160,2645,2025-10-11,Not liked,1594.67
1108,22171,3535,2025-03-12,Wrong Item,2556.26
1109,22198,3823,2024-08-08,Defective,2762.52
1110,22229,5147,2024-11-20,Not liked,6458.4
1111,22244,2568,2024-04-07,Size issue,2304.88
1112,22255,1846,2026-01-21,Wrong Item,31330.78
1113,22274,222,2024-11-13,Not liked,70308.4
1114,22312,2584,2025-04-28,Not liked,3474.49
1115,22325,2746,2026-01-22,Not liked,162.74
1116,22428,4767,2025-10-07,Not liked,1245.58
1117,22454,5758,2025-11-23,Wrong Item,19606.69
1118,22481,338,2024-09-19,Defective,83562.66
1119,22489,711,2025-06-10,Defective,5368.28
1120,22532,3187,2025-08-31,Not liked,1255.94
1121,22543,3924,2025-07-16,Size issue,9447.43
1122,22544,5611,2024-07-21,Defective,27792.3
1123,22577,5192,2024-01-29,Not liked,8957.56
1124,22596,1584,2024-09-13,Wrong Item,20221.04
1125,22602,4564,2024-09-11,Not liked,479.38
1126,22604,2684,2024-12-22,Defective,1331.85
1127,22639,1536,2026-02-24,Size issue,28277.75
1128,22658,4735,2025-07-03,Not liked,1211.4
1129,22685,5042,2025-11-02,Size issue,2769.51
1130,22714,5414,2026-01-19,Wrong Item,10316.12
1131,22720,4591,2025-10-17,Size issue,1041.64
1132,22728,2108,2024-06-25,Size issue,2906.11
1133,22747,3279,2025-01-26,Size issue,765.09
1134,22748,3208,2024-07-11,Not liked,1060.72
1135,22761,1519,2025-09-04,Not liked,14857.72
1136,22775,1549,2024-06-25,Wrong Item,14905.54
1137,22778,3310,2024-08-09,Wrong Item,3801.85
1138,22786,2235,2024-03-17,Not liked,3110.27
1139,22809,2777,2026-01-23,Defective,423.98
1140,22823,3257,2025-11-08,Size issue,1784.92
1141,22839,436,2025-07-25,Defective,94267.56
1142,22840,3278,2024-03-14,Not liked,6691.1
1143,22848,3388,2026-01-02,Size issue,1526.94
1144,22863,3743,2025-09-07,Defective,11950.76
1145,22864,44,2025-04-17,Defective,38158.55
1146,22872,3805,2026-02-08,Defective,6922.67
1147,22892,924,2025-05-11,Not liked,4203.52
1148,22918,3879,2026-02-14,Wrong Item,1534.05
1149,22923,3058,2024-10-16,Defective,1380.96
1150,22939,4858,2025-07-18,Not liked,1769.31
1151,22955,2791,2024-03-27,Not liked,1606.19
1152,22963,4224,2024-07-01,Wrong Item,5650.36
1153,22977,176,2025-07-21,Wrong Item,44691.96
1154,23012,3159,2025-12-25,Wrong Item,1148.77
1155,23030,5274,2025-10-04,Wrong Item,10553.27
1156,23033,2346,2025-09-27,Size issue,1140.16
1157,23143,4400,2024-02-15,Wrong Item,4953.96
1158,23160,1601,2024-06-15,Not liked,35266.47
1159,23161,5473,2024-10-20,Not liked,31499.27
1160,23168,5134,2025-01-11,Size issue,8141.12
1161,23174,979,2025-08-21,Size issue,5156.58
1162,23176,5598,2026-01-02,Size issue,22066.45
1163,23224,2106,2025-02-22,Wrong Item,2074.09
1164,23228,930,2025-09-26,Wrong Item,4025.0
1165,23285,918,2025-12-30,Size issue,7994.97
1166,23287,532,2025-03-17,Size issue,86679.71
1167,23338,1720,2024-08-14,Defective,11724.04
1168,23374,1632,2024-02-29,Defective,20068.76
1169,23389,3120,2025-09-08,Defective,604.7
1170,23435,664,2024-02-06,Defective,9695.68
1171,23460,3349,2025-06-18,Wrong Item,9253.01
1172,23464,5390,2025-03-02,Wrong Item,12331.85
1173,23472,4552,2024-04-03,Size issue,512.33
1174,23485,857,2024-05-22,Not liked,1528.6
1175,23495,654,2024-07-28,Defective,106443.22
1176,23517,391,2024-06-26,Size issue,54389.23
1177,23521,5214,2024-02-06,Wrong Item,14189.33
1178,23538,5725,2025-08-29,Defective,13555.49
1179,23564,863,2024-05-12,Not liked,7023.74
1180,23568,1846,2025-03-08,Defective,31330.78
1181,23637,4858,2025-04-24,Defective,1769.31
1182,23651,1,2024-03-17,Not liked,140622.17
1183,23658,3946,2024-07-19,Not liked,5795.09
1184,23660,620,2025-04-07,Wrong Item,138991.23
1185,23737,1104,2024-12-26,Size issue,6468.43
1186,23755,3814,2024-10-01,Not liked,13303.74
1187,23762,2870,2024-07-09,Not liked,1735.57
1188,23795,2861,2024-05-23,Size issue,1161.93
1189,23840,3421,2024-04-06,Size issue,13741.88
1190,23864,2130,2025-05-15,Defective,1376.35
1191,23884,1057,2024-06-08,Not liked,6173.27
1192,23885,382,2025-10-17,Defective,94331.58
1193,23912,4988,2025-10-04,Size issue,12855.05
1194,23923,664,2025-04-15,Not liked,9695.68
1195,23938,920,2026-01-26,Size issue,2732.33
1196,23958,3753,2024-10-06,Not liked,14225.29
1197,23959,4124,2025-07-13,Defective,4984.03
1198,23985,1347,2024-06-09,Size issue,2493.43
1199,23993,4653,2024-10-18,Not liked,215.73
1200,24021,3551,2024-07-16,Wrong Item,14227.73
1201,24031,5148,2024-07-18,Defective,8064.44
1202,24060,4556,2025-02-22,Size issue,870.63
1203,24063,902,2025-06-06,Defective,4662.83
1204,24108,4824,2024-10-29,Wrong Item,1390.49
1205,24221,3154,2025-03-15,Wrong Item,865.39
1206,24226,576,2024-12-16,Wrong Item,57378.9
1207,24230,4977,2025-10-16,Not liked,2449.74
1208,24234,1446,2025-09-17,Defective,5031.49
1209,24268,5621,2025-02-17,Size issue,14319.39
1210,24324,1267,2024-04-01,Wrong Item,4186.49
1211,24343,5643,2024-09-10,Wrong Item,12043.71
1212,24381,857,2026-02-26,Size issue,1528.6
1213,24422,1472,2025-12-26,Defective,38284.81
1214,24424,5740,2025-12-24,Wrong Item,41655.91
1215,24429,2783,2025-09-30,Wrong Item,250.95
1216,24433,944,2025-08-13,Wrong Item,9497.32
1217,24447,391,2024-06-21,Not liked,54389.23
1218,24458,5774,2025-06-18,Wrong Item,17433.09
1219,24465,4871,2025-12-16,Not liked,2000.48
1220,24509,4805,2024-09-03,Not liked,784.81
1221,24557,5396,2025-08-30,Not liked,13925.75
1222,24566,5125,2025-12-09,Defective,8977.7
1223,24573,600,2024-12-22,Wrong Item,46202.72
1224,24576,2245,2025-02-04,Size issue,437.15
1225,24597,4817,2025-06-01,Wrong Item,1852.47
1226,24646,2287,2024-06-05,Defective,338.69
1227,24656,4957,2025-10-28,Size issue,14357.37
1228,24675,4212,2025-10-21,Wrong Item,2772.53
1229,24677,3913,2025-04-21,Not liked,2929.49
1230,24685,1927,2024-06-18,Size issue,33984.09
1231,24767,5197,2024-08-10,Defective,1471.64
1232,24784,4381,2026-02-08,Defective,3491.79
1233,24845,5223,2025-01-28,Size issue,1593.09
1234,24863,4405,2024-09-19,Wrong Item,1197.7
1235,24869,1651,2024-11-25,Not liked,33914.03
1236,24904,3522,2024-06-27,Size issue,10288.13
1237,24905,5291,2024-03-18,Wrong Item,7960.66
1238,24926,3059,2025-06-13,Defective,191.44
1239,24939,5623,2025-06-14,Not liked,39239.12
1240,24944,2718,2024-08-11,Wrong Item,1558.85
1241,24946,1992,2024-09-24,Size issue,15654.12
1242,24957,3348,2025-04-24,Defective,12629.18
1243,24983,3218,2024-08-08,Size issue,1766.36
1244,24988,4766,2025-01-01,Defective,1843.13
1245,25014,3162,2024-11-20,Size issue,1146.92
1246,25053,3289,2024-10-31,Not liked,5261.01
1247,25054,4472,2024-10-29,Wrong Item,1854.53
1248,25059,924,2025-04-23,Wrong Item,4203.52
1249,25061,3332,2024-03-09,Wrong Item,9756.91
1250,25077,745,2025-04-17,Wrong Item,6355.32
1251,25087,4625,2024-09-21,Wrong Item,1780.22
1252,25106,5581,2025-06-03,Not liked,21525.99
1253,25233,3245,2025-09-12,Wrong Item,1107.18
1254,25241,3578,2025-08-09,Wrong Item,11561.56
1255,25255,2638,2024-08-10,Not liked,1200.8
1256,25279,4130,2024-05-01,Wrong Item,5376.43
1257,25316,3583,2026-02-26,Size issue,4791.71
1258,25332,2132,2026-01-31,Defective,3847.39
1259,25339,3394,2024-10-09,Defective,5499.72
1260,25395,4864,2024-11-15,Defective,1389.8
1261,25400,5367,2024-09-17,Defective,4055.66
1262,25435,5176,2025-05-01,Defective,3621.74
1263,25457,997,2025-03-18,Defective,9516.53
1264,25459,923,2024-09-12,Size issue,8418.92
1265,25472,4555,2024-09-18,Size issue,514.47
1266,25494,2536,2025-05-03,Not liked,3074.41
1267,25540,691,2024-10-22,Not liked,4245.32
1268,25542,5695,2025-07-01,Not liked,34622.43
1269,25572,147,2025-08-13,Size issue,23732.97
1270,25588,537,2025-01-14,Not liked,17935.55
1271,25595,3726,2025-01-13,Wrong Item,6952.14
1272,25614,5602,2024-03-18,Size issue,30458.72
1273,25617,1843,2024-05-19,Size issue,2514.62
1274,25626,2821,2024-05-29,Not liked,575.64
1275,25637,3595,2024-07-21,Defective,6559.1
1276,25639,27,2025-08-31,Not liked,121722.15
1277,25656,4137,2024-10-02,Wrong Item,1279.17
1278,25659,3808,2024-04-03,Size issue,4449.61
1279,25663,1487,2025-11-19,Wrong Item,22267.78
1280,25672,2304,2024-10-03,Not liked,2259.79
1281,25692,3719,2025-06-10,Wrong Item,9275.52
1282,25782,2779,2024-07-09,Defective,1870.37
1283,25788,3496,2024-09-27,Not liked,1852.44
1284,25809,3461,2025-11-25,Not liked,5827.11
1285,25825,2014,2025-05-08,Wrong Item,31191.41
1286,25837,410,2024-06-09,Not liked,103050.11
1287,25843,2540,2024-12-27,Not liked,1850.57
1288,25855,2447,2026-01-25,Size issue,4239.88
1289,25890,4630,2024-09-16,Defective,1315.17
1290,25912,508,2025-12-05,Defective,53116.07
1291,25913,3718,2024-05-15,Defective,12939.4
1292,25937,1834,2024-02-07,Size issue,4705.23
1293,25951,3950,2024-01-30,Not liked,687.88
1294,25977,1433,2025-11-07,Size issue,7204.91
1295,26022,2640,2025-12-26,Size issue,1248.61
1296,26025,2921,2025-08-06,Defective,449.87
1297,26048,5313,2025-11-15,Defective,13618.58
1298,26058,4306,2025-12-07,Not liked,7396.86
1299,26078,1442,2024-01-22,Size issue,7281.4
1300,26104,186,2025-02-04,Defective,81236.31
1301,26121,2782,2025-02-05,Defective,254.4
1302,26128,1680,2025-07-15,Defective,27321.64
1303,26137,4383,2025-03-14,Size issue,1379.46
1304,26140,4808,2025-03-14,Not liked,1600.41
1305,26144,5106,2024-08-30,Not liked,7030.51
1306,26150,534,2024-03-31,Wrong Item,118009.79
1307,26158,4442,2024-01-22,Wrong Item,651.84
1308,26162,1773,2026-01-29,Defective,38804.31
1309,26207,1062,2025-03-25,Wrong Item,1893.15
1310,26230,448,2024-11-23,Defective,36045.62
1311,26233,1812,2025-09-14,Defective,22592.89
1312,26246,4378,2025-10-19,Defective,1885.63
1313,26249,4125,2025-05-12,Wrong Item,7810.92
1314,26265,2663,2024-01-15,Wrong Item,1975.84
1315,26292,2855,2025-01-04,Wrong Item,965.24
1316,26304,1400,2024-02-08,Defective,601.15
1317,26309,3922,2025-05-09,Size issue,8652.61
1318,26311,5548,2024-01-12,Defective,38150.98
1319,26375,1155,2025-03-13,Not liked,1432.43
1320,26420,5285,2024-11-13,Defective,13933.07
1321,26426,3061,2024-02-18,Wrong Item,1578.49
1322,26476,5513,2024-02-26,Size issue,43920.95
1323,26485,1342,2024-09-12,Wrong Item,1327.62
1324,26506,4213,2025-03-30,Wrong Item,2144.24
1325,26515,4846,2024-10-10,Defective,784.66
1326,26520,446,2024-06-01,Size issue,126950.06
1327,26563,2774,2025-04-09,Not liked,471.85
1328,26568,2263,2024-11-22,Defective,4854.06
1329,26570,5294,2024-11-12,Defective,13843.69
1330,26581,5026,2024-01-28,Defective,9657.29
1331,26591,1459,2024-04-07,Wrong Item,607.04
1332,26608,3897,2024-10-06,Size issue,2342.56
1333,26649,846,2024-10-17,Size issue,6067.59
1334,26650,2341,2025-08-23,Size issue,1090.79
1335,26680,5079,2025-07-12,Defective,11991.18
1336,26720,2315,2025-04-10,Defective,1640.48
1337,26738,2980,2024-10-03,Wrong Item,1484.91
1338,26767,5509,2024-11-15,Defective,5377.47
1339,26840,4672,2026-01-25,Wrong Item,1522.34
1340,26842,1079,2025-12-15,Defective,884.57
1341,26887,411,2024-03-09,Not liked,84819.01
1342,26921,3229,2026-02-22,Wrong Item,1876.01
1343,26940,3577,2025-06-26,Not liked,9028.61
1344,26961,2052,2025-11-04,Not liked,4722.99
1345,26991,1640,2025-06-22,Size issue,18788.23
1346,27011,4480,2024-08-31,Size issue,154.91
1347,27018,192,2025-09-14,Defective,91256.64
1348,27022,4817,2024-05-29,Not liked,1852.47
1349,27024,5015,2025-02-14,Size issue,9421.97
1350,27064,433,2025-11-27,Size issue,11355.87
1351,27082,4954,2025-03-14,Not liked,14997.3
1352,27085,2956,2025-08-09,Size issue,1328.27
1353,27089,1548,2025-03-17,Size issue,6800.1
1354,27110,1628,2024-05-06,Size issue,799.08
1355,27283,1707,2024-09-28,Not liked,6640.24
1356,27286,4484,2024-12-16,Wrong Item,252.05
1357,27289,2025,2025-04-23,Wrong Item,6761.45
1358,27295,3002,2025-10-20,Size issue,827.9
1359,27301,489,2025-11-10,Size issue,137385.08
1360,27358,3540,2025-12-20,Defective,3283.27
1361,27359,2918,2026-02-21,Defective,848.05
1362,27397,4035,2025-07-22,Size issue,7802.86
1363,27399,3071,2025-11-27,Not liked,1599.49
1364,27432,2241,2024-03-09,Wrong Item,4376.99
1365,27434,2631,2024-05-02,Not liked,859.35
1366,27439,2381,2025-10-08,Size issue,2831.92
1367,27442,4203,2025-07-23,Wrong Item,3055.67
1368,27443,5055,2026-01-13,Wrong Item,10691.51
1369,27445,3054,2025-05-26,Defective,662.02
1370,27486,1139,2025-07-28,Not liked,1026.21
1371,27487,1379,2024-07-15,Defective,6688.73
1372,27525,4800,2025-07-14,Not liked,446.8
1373,27527,3794,2025-06-04,Defective,1867.69
1374,27536,4921,2025-05-02,Wrong Item,2143.53
1375,27589,2153,2025-03-02,Defective,1056.68
1376,27604,2231,2026-02-11,Size issue,3128.55
1377,27638,3838,2026-02-06,Not liked,4517.93
1378,27644,3962,2025-04-16,Not liked,6832.98
1379,27646,2526,2024-07-20,Wrong Item,935.95
1380,27648,3979,2025-02-08,Size issue,3513.06
1381,27652,4528,2025-02-11,Wrong Item,1554.84
1382,27660,4126,2024-08-31,Wrong Item,1106.38
1383,27664,153,2025-02-16,Size issue,97788.76
1384,27685,4316,2025-06-05,Defective,5203.23
1385,27686,4993,2024-07-30,Wrong Item,14042.7
1386,27702,2779,2024-10-12,Defective,1870.37
1387,27728,4937,2025-02-21,Not liked,4781.45
1388,27750,5343,2025-09-08,Size issue,11745.52
1389,27767,266,2024-05-11,Defective,54965.17
1390,27796,4056,2024-07-27,Size issue,3190.82
1391,27815,5424,2024-06-18,Not liked,7267.16
1392,27848,4253,2024-08-20,Size issue,419.2
1393,27857,5517,2024-11-22,Defective,25289.78
1394,27861,5325,2025-03-26,Wrong Item,6220.77
1395,27871,5810,2025-05-22,Defective,23992.17
1396,27895,4280,2024-11-22,Wrong Item,7348.26
1397,27897,5677,2025-02-05,Defective,48209.9
1398,27925,3794,2025-04-14,Size issue,1867.69
1399,27928,3337,2026-01-18,Wrong Item,14377.62
1400,27933,1154,2025-12-23,Size issue,3064.14
1401,27938,155,2024-10-23,Wrong Item,95561.11
1402,27978,2982,2024-10-19,Defective,1011.36
1403,28003,1046,2024-05-31,Wrong Item,2405.44
1404,28013,3404,2026-01-28,Wrong Item,6901.42
1405,28041,5490,2025-07-14,Size issue,9470.55
1406,28053,1960,2025-02-28,Wrong Item,30701.77
1407,28079,4600,2025-12-09,Defective,525.32
1408,28108,469,2025-09-24,Wrong Item,142001.91
1409,28124,5570,2024-04-07,Wrong Item,28348.5
1410,28132,2831,2024-12-05,Not liked,1471.02
1411,28158,2209,2025-02-18,Wrong Item,3214.49
1412,28162,2949,2025-11-09,Defective,1697.73
1413,28169,166,2026-01-21,Not liked,55968.08
1414,28187,2331,2024-10-06,Size issue,3452.0
1415,28231,4263,2024-04-07,Not liked,8642.52
1416,28251,1793,2025-10-15,Not liked,18795.97
1417,28261,5103,2024-06-24,Wrong Item,7493.36
1418,28284,3413,2024-10-18,Size issue,941.51
1419,28286,3880,2025-05-08,Defective,9029.15
1420,28288,2831,2024-08-16,Defective,1471.02
1421,28304,1856,2026-01-01,Wrong Item,18326.79
1422,28317,2893,2025-09-28,Wrong Item,1619.61
1423,28318,2797,2025-03-13,Wrong Item,1213.34
1424,28327,957,2024-11-22,Wrong Item,6988.37
1425,28341,4891,2025-10-24,Wrong Item,9648.62
1426,28469,2111,2024-01-30,Not liked,3930.8
1427,28475,4220,2025-05-15,Size issue,7899.66
1428,28476,1923,2025-01-02,Size issue,11489.12
1429,28500,973,2024-12-25,Wrong Item,4548.92
1430,28522,5089,2025-01-25,Size issue,318.79
1431,28546,2580,2025-10-24,Defective,508.89
1432,28626,390,2025-02-04,Size issue,80859.51
1433,28630,3374,2025-10-03,Wrong Item,12420.39
1434,28650,3083,2024-07-11,Size issue,760.06
1435,28687,329,2024-08-17,Size issue,108798.57
1436,28688,4980,2025-08-17,Not liked,9923.85
1437,28689,5587,2025-01-06,Defective,40365.26
1438,28738,2396,2024-06-13,Wrong Item,3549.08
1439,28752,1241,2025-11-09,Defective,2871.74
1440,28777,5662,2024-03-29,Defective,9296.6
1441,28830,4300,2025-09-14,Not liked,6729.82
1442,28836,3132,2025-03-21,Wrong Item,87.14
1443,28865,2229,2024-04-20,Defective,3535.78
1444,28874,3787,2026-01-09,Size issue,6636.86
1445,28881,1506,2024-01-28,Defective,22519.46
1446,28882,1284,2025-05-24,Wrong Item,2728.68
1447,28888,545,2025-01-05,Wrong Item,13923.93
1448,28895,1703,2024-05-15,Defective,9266.9
1449,28903,3170,2024-04-30,Not liked,1353.83
1450,28920,1097,2024-04-10,Size issue,4797.97
1451,28934,940,2025-01-24,Size issue,1962.21
1452,28949,5435,2024-11-19,Wrong Item,46719.07
1453,28960,3266,2025-04-20,Size issue,9689.39
1454,28965,890,2025-02-27,Not liked,831.08
1455,28975,2671,2025-03-27,Not liked,1559.21
1456,29037,1178,2024-08-07,Size issue,1391.86
1457,29042,2383,2025-05-17,Not liked,255.29
1458,29044,2123,2025-10-14,Not liked,3911.47
1459,29083,4837,2025-03-17,Wrong Item,291.62
1460,29115,3512,2024-05-17,Wrong Item,3816.51
1461,29120,835,2025-11-12,Not liked,2180.86
1462,29127,1536,2025-06-28,Wrong Item,28277.75
1463,29144,1983,2026-01-18,Defective,39042.24
1464,29148,57,2025-05-03,Defective,110654.04
1465,29167,3035,2024-07-07,Not liked,1164.72
1466,29217,1654,2024-09-22,Wrong Item,10178.08
1467,29225,1364,2025-03-25,Size issue,7809.7
1468,29231,2577,2024-08-05,Wrong Item,2939.41
1469,29257,2454,2024-02-14,Size issue,2506.9
1470,29259,374,2025-07-25,Not liked,12465.83
1471,29339,2666,2025-07-31,Wrong Item,1585.36
1472,29341,1417,2024-03-14,Not liked,1734.01
1473,29353,3437,2025-03-28,Wrong Item,2719.95
1474,29365,4896,2024-09-30,Wrong Item,13586.35
1475,29391,4443,2025-05-13,Not liked,1173.19
1476,29421,2067,2024-09-21,Wrong Item,1801.94
1477,29424,5664,2025-11-26,Defective,48506.31
1478,29442,2429,2026-02-25,Not liked,3758.03
1479,29465,317,2024-09-10,Defective,146877.6
1480,29468,5171,2024-04-04,Size issue,946.03
1481,29476,5717,2025-07-07,Size issue,11983.84
1482,29494,1221,2025-12-21,Defective,9879.58
1483,29528,3421,2024-07-02,Not liked,13741.88
1484,29562,2221,2026-01-07,Size issue,2326.34
1485,29574,3143,2025-11-29,Size issue,246.3
1486,29576,5324,2025-04-14,Size issue,13751.78
1487,29586,2963,2024-07-31,Size issue,1020.07
1488,29594,4591,2025-04-16,Defective,1041.64
1489,29598,3562,2024-07-10,Not liked,7393.55
1490,29632,4988,2024-02-01,Wrong Item,12855.05
1491,29657,5726,2025-09-15,Defective,30042.14
1492,29692,2255,2024-06-17,Not liked,2664.67
1493,29750,2268,2024-02-11,Size issue,4958.45
1494,29766,2051,2024-04-16,Defective,3818.71
1495,29776,5367,2024-06-19,Size issue,4055.66
1496,29805,3659,2025-04-17,Defective,1825.85
1497,29810,5057,2025-08-05,Not liked,13132.79
1498,29825,1984,2024-03-18,Defective,8789.99
1499,29835,4862,2026-01-08,Not liked,297.29
1500,29840,5406,2025-06-23,Defective,9532.08
1501,29843,4605,2024-04-19,Defective,402.66
1502,29892,5446,2025-05-22,Defective,47931.63
1503,29950,1134,2024-07-15,Defective,8569.94
1504,29980,1462,2024-03-09,Defective,5159.1
1505,30005,5495,2024-11-03,Not liked,14930.78
1506,30030,5393,2024-10-25,Not liked,2510.76
1507,30045,1542,2024-09-29,Defective,1418.37
1508,30064,4650,2024-08-17,Size issue,521.06
1509,30091,4775,2024-08-08,Size issue,1682.92
1510,30106,108,2025-01-31,Size issue,94470.39
1511,30120,408,2025-10-07,Wrong Item,104835.03
1512,30150,4695,2024-08-04,Wrong Item,621.86
1513,30163,701,2025-02-07,Not liked,9150.14
1514,30186,5291,2025-11-08,Wrong Item,7960.66
1515,30190,1825,2026-01-10,Not liked,27594.45
1516,30219,2645,2024-04-05,Not liked,1594.67
1517,30227,5681,2026-02-21,Wrong Item,35540.81
1518,30270,4301,2024-07-05,Wrong Item,6212.13
1519,30290,1818,2025-10-15,Size issue,38791.26
1520,30294,3958,2024-09-25,Wrong Item,6305.05
1521,30330,2885,2025-04-03,Wrong Item,1545.55
1522,30334,1803,2025-03-10,Not liked,38488.71
1523,30335,3705,2026-01-24,Size issue,9177.93
1524,30345,5271,2026-02-07,Not liked,4461.25
1525,30397,50,2024-03-02,Size issue,143578.09
1526,30399,1939,2024-10-05,Defective,27785.13
1527,30463,2871,2025-12-30,Not liked,754.27
1528,30467,3998,2024-08-04,Wrong Item,8831.4
1529,30491,3933,2024-08-13,Wrong Item,3674.76
1530,30523,2577,2025-07-18,Not liked,2939.41
1531,30541,3782,2024-12-08,Not liked,8770.68
1532,30666,3242,2024-04-29,Wrong Item,1977.1
1533,30673,467,2025-02-19,Defective,50367.85
1534,30735,2825,2024-10-09,Not liked,394.16
1535,30745,3003,2026-02-09,Defective,1592.91
1536,30757,3058,2025-09-21,Wrong Item,1380.96
1537,30798,37,2025-05-11,Defective,76269.65
1538,30842,5015,2024-06-27,Not liked,9421.97
1539,30851,5465,2024-12-22,Not liked,34339.06
1540,30894,4676,2024-02-17,Not liked,1907.65
1541,30907,2893,2025-07-16,Not liked,1619.61
1542,30934,2514,2025-08-31,Defective,3848.06
1543,30989,2100,2025-10-12,Size issue,933.39
1544,30991,5191,2025-09-03,Size issue,4981.74
1545,31011,2264,2025-08-17,Not liked,713.42
1546,31044,5224,2025-12-18,Not liked,7163.11
1547,31070,1588,2025-12-03,Size issue,33089.03
1548,31102,5426,2025-09-04,Not liked,2590.33
1549,31106,2011,2026-02-01,Defective,2978.72
1550,31107,3093,2024-09-06,Wrong Item,1581.78
1551,31111,4146,2024-07-12,Not liked,6437.28
1552,31126,507,2024-07-01,Not liked,104469.31
1553,31140,1000,2024-05-18,Defective,3806.89
1554,31166,3877,2024-09-10,Defective,7189.12
1555,31171,3433,2024-05-06,Size issue,11167.01
1556,31175,2727,2025-01-27,Size issue,1478.59
1557,31223,1053,2025-01-22,Size issue,6525.52
1558,31229,5322,2025-01-26,Wrong Item,2065.3
1559,31311,667,2024-07-31,Not liked,2268.9
1560,31320,1076,2026-01-25,Wrong Item,372.44
1561,31358,2703,2024-08-26,Not liked,756.6
1562,31374,5089,2025-06-02,Defective,318.79
1563,31418,1262,2025-10-01,Wrong Item,8811.71
1564,31501,3593,2024-11-12,Not liked,4722.72
1565,31526,74,2025-11-22,Wrong Item,138316.48
1566,31591,1492,2024-09-04,Wrong Item,9884.22
1567,31598,1542,2025-10-31,Wrong Item,1418.37
1568,31601,4727,2025-09-16,Size issue,446.84
1569,31607,746,2024-05-09,Defective,3970.04
1570,31659,5433,2026-01-16,Wrong Item,24086.93
1571,31662,5184,2024-12-09,Wrong Item,11494.61
1572,31674,1365,2025-12-03,Wrong Item,9746.23
1573,31679,3137,2025-02-13,Not liked,24.05
1574,31682,934,2024-07-14,Size issue,7846.48
1575,31738,2384,2024-10-11,Defective,1697.51
1576,31741,5272,2024-02-27,Defective,4096.67
1577,31763,5345,2024-05-05,Size issue,12267.81
1578,31784,5181,2025-03-07,Not liked,10696.03
1579,31785,1150,2025-05-17,Not liked,869.0
1580,31813,3083,2024-08-18,Defective,760.06
1581,31819,1046,2024-09-24,Defective,2405.44
1582,31905,282,2024-04-29,Not liked,55686.76
1583,31907,1970,2025-01-11,Defective,25475.26
1584,31951,1064,2025-02-05,Wrong Item,3756.46
1585,31965,1809,2025-02-18,Not liked,39971.77
1586,31976,1459,2024-10-31,Defective,607.04
1587,31989,1260,2025-02-07,Size issue,3890.72
1588,31994,4116,2025-11-10,Size issue,6973.89
1589,32004,746,2024-12-07,Wrong Item,3970.04
1590,32016,722,2025-01-08,Wrong Item,5398.41
1591,32026,5465,2024-11-01,Size issue,34339.06
1592,32059,2408,2025-07-23,Size issue,2644.14
1593,32134,3710,2024-05-27,Size issue,7395.46
1594,32202,5102,2025-04-26,Not liked,13138.49
1595,32283,1639,2026-01-01,Defective,34030.77
1596,32292,2030,2024-09-16,Wrong Item,19225.69
1597,32329,3660,2024-12-28,Not liked,1336.35
1598,32334,5531,2025-11-21,Defective,21884.1
1599,32352,20,2024-10-23,Not liked,30443.51
1600,32365,2055,2024-11-15,Defective,2115.21
1601,32367,2613,2025-10-20,Not liked,2421.84
1602,32418,5470,2024-04-16,Size issue,39589.59
1603,32442,3183,2025-10-17,Size issue,123.57
1604,32453,2314,2025-07-22,Not liked,2746.73
1605,32454,3045,2024-06-16,Not liked,31.49
1606,32501,5333,2025-08-14,Size issue,913.25
1607,32503,1525,2025-12-07,Size issue,12476.89
