summary_id,summary_date,total_revenue,total_orders,avg_order_value
670,2025-10-31,621551.24,489,1271.07
671,2025-11-01,91434.81,51,1792.84
672,2025-11-02,421441.57,320,1317.0
673,2025-11-03,505771.11,262,1930.42
674,2025-11-04,329105.23,295,1115.61
675,2025-11-05,116912.03,107,1092.64
676,2025-11-06,306394.02,378,810.57
677,2025-11-07,196925.73,130,1514.81
678,2025-11-08,632713.56,433,1461.23
679,2025-11-09,286035.73,150,1906.9
680,2025-11-10,125731.01,144,873.13
681,2025-11-11,392066.83,314,1248.62
682,2025-11-12,388683.29,408,952.66
683,2025-11-13,451629.58,363,1244.16
684,2025-11-14,567207.24,380,1492.65
685,2025-11-15,421082.24,273,1542.43
686,2025-11-16,518859.16,465,1115.83
687,2025-11-17,160625.9,81,1983.04
688,2025-11-18,267936.03,287,933.58
689,2025-11-19,352505.69,325,1084.63
690,2025-11-20,127415.57,108,1179.77
691,2025-11-21,650512.12,418,1556.25
692,2025-11-22,206314.35,168,1228.06
693,2025-11-23,566597.58,488,1161.06
694,2025-11-24,301119.08,376,800.85
695,2025-11-25,587798.29,339,1733.92
696,2025-11-26,433365.31,302,1434.98
697,2025-11-27,642387.95,479,1341.1
698,2025-11-28,218522.27,141,1549.8
699,2025-11-29,611432.07,450,1358.74
700,2025-11-30,90641.49,93,974.64
701,2025-12-01,487084.22,354,1375.94
702,2025-12-02,422958.86,266,1590.07
703,2025-12-03,316548.84,249,1271.28
704,2025-12-04,621512.8,355,1750.74
705,2025-12-05,275611.78,224,1230.41
706,2025-12-06,719410.31,455,1581.12
707,2025-12-07,260401.24,168,1550.01
708,2025-12-08,79741.21,69,1155.67
709,2025-12-09,142048.2,166,855.71
710,2025-12-10,628708.49,399,1575.71
711,2025-12-11,627471.08,323,1942.63
712,2025-12-12,533251.57,423,1260.64
713,2025-12-13,46318.67,53,873.94
714,2025-12-14,195196.31,206,947.55
715,2025-12-15,268989.92,181,1486.13
716,2025-12-16,203740.75,182,1119.45
717,2025-12-17,357934.86,374,957.05
718,2025-12-18,813231.93,497,1636.28
719,2025-12-19,284463.33,336,846.62
720,2025-12-20,200681.13,173,1160.01
721,2025-12-21,132779.29,128,1037.34
722,2025-12-22,95849.5,88,1089.2
723,2025-12-23,653878.33,386,1693.99
724,2025-12-24,369311.55,195,1893.91
725,2025-12-25,163545.1,163,1003.34
726,2025-12-26,283709.32,204,1390.73
727,2025-12-27,483061.06,372,1298.55
728,2025-12-28,668866.09,387,1728.34
729,2025-12-29,607319.28,432,1405.83
730,2025-12-30,709753.07,370,1918.25
731,2025-12-31,791917.93,451,1755.92
732,2026-01-01,468132.54,276,1696.13
733,2026-01-02,506071.04,424,1193.56
734,2026-01-03,562344.58,402,1398.87
735,2026-01-04,540486.16,310,1743.5
736,2026-01-05,724192.18,391,1852.15
737,2026-01-06,651728.81,334,1951.28
738,2026-01-07,63178.53,63,1002.83
739,2026-01-08,157959.4,119,1327.39
740,2026-01-09,414177.39,319,1298.36
741,2026-01-10,890007.98,497,1790.76
742,2026-01-11,242874.54,178,1364.46
743,2026-01-12,688917.12,436,1580.09
744,2026-01-13,807228.75,415,1945.13
745,2026-01-14,130955.74,140,935.4
746,2026-01-15,348174.37,361,964.47
747,2026-01-16,267779.1,258,1037.9
748,2026-01-17,333207.08,186,1791.44
749,2026-01-18,494653.22,378,1308.61
750,2026-01-19,409303.33,415,986.27
751,2026-01-20,470487.69,340,1383.79
752,2026-01-21,315310.32,324,973.18
753,2026-01-22,235924.56,134,1760.63
754,2026-01-23,73589.93,71,1036.48
755,2026-01-24,542437.95,395,1373.26
756,2026-01-25,147313.55,78,1888.64
757,2026-01-26,207742.08,126,1648.75
758,2026-01-27,793526.91,397,1998.81
759,2026-01-28,559655.85,452,1238.18
760,2026-01-29,609778.15,424,1438.16
761,2026-01-30,111644.05,61,1830.23
762,2026-01-31,533464.06,469,1137.45
763,2026-02-01,214176.63,197,1087.19
764,2026-02-02,216531.63,165,1312.31
765,2026-02-03,539036.64,359,1501.49
766,2026-02-04,777636.99,413,1882.9
767,2026-02-05,524687.27,277,1894.18
768,2026-02-06,471693.42,445,1059.99
769,2026-02-07,239105.45,257,930.37
770,2026-02-08,400048.15,335,1194.17
771,2026-02-09,152280.56,160,951.75
772,2026-02-10,59724.32,74,807.09
773,2026-02-11,114957.59,79,1455.16
774,2026-02-12,632158.92,471,1342.16
775,2026-02-13,249085.45,145,1717.83
776,2026-02-14,271004.16,172,1575.61
777,2026-02-15,218998.95,185,1183.78
