return_id,order_id,prod_id,return_date,reason,refund_amount
4331,87411,5060,2024-10-13,,12876.06
4746,94918,653,2025-10-03,Defective,101558.72
3325,66960,3053,2024-03-13,Defective,517.2
3050,61089,2729,2024-02-21,Not liked,92.98
2832,56883,5624,2024-07-19,Not liked,11579.86
7042,140477,2219,2025-11-18,Wrong Item,2668.49
6435,128221,5170,2025-06-23,Size issue,7458.17
6968,139041,4699,2024-12-04,Defective,1148.46
5088,101870,3575,2025-02-24,Defective,6808.23
6822,136386,2200,2024-05-12,Size issue,4609.06
6053,120664,109,2025-02-22,Size issue,13972.39
6023,120153,167,2025-11-13,Wrong Item,18668.06
3379,68100,5510,2024-07-01,Defective,
4608,92503,5195,2025-12-28,Wrong Item,14810.38
5738,114994,2495,2024-05-19,Size Issue,4350.93
4197,84637,5675,2025-01-27,Wrong Item,35275.13
4257,85960,710,2024-02-02,Not liked,1440.11
3767,75840,2357,2024-04-05,Defective,3496.6
1194,23923,664,2025-04-15,Not liked,9695.68
2958,59280,5126,,Defective,3844.67
1510,30106,108,2025-01-31,Size issue,94470.39
1553,31140,1000,2024-05-18,Defective,3806.89
3156,63323,1704,2025-07-05,Not liked,14606.27
4629,92890,5406,2024-11-15,Not liked,9532.08
5599,112219,2375,2025-04-01,not liked,2476.27
2108,42139,4508,2026-02-04,DEFECTIVE,240.36
3479,69926,902,2025-12-22,Wrong Item,
3114,62415,526,2025-08-13,Wrong Item,93151.26
2465,49799,2182,2024-07-03,Not liked,408.05
662,13288,428,2024-08-03,Defective,5785.64
3252,65286,2583,2025-03-27,Size issue,3023.85
7016,139946,929,2024-05-09,Defective,6484.52
4711,94297,892,2025-09-03,Wrong Item,7249.64
1819,36919,4446,2025-12-26,Defective,526.16
3941,79313,3962,2024-07-27,Wrong Item,6832.98
556,11041,2951,2025-01-16,Wrong Item,915.84
2583,52060,205,2024-08-01,Wrong Item,7711.29
659,13241,4861,2024-05-06,SIZE ISSUE,331.95
1983,39898,5617,2024-07-09,Not liked,47406.72
3333,67150,2711,2024-02-18,Size issue,450.26
3389,68269,129,2025-06-16,Defective,23829.22
6952,138756,2835,2024-09-12,Wrong Item,136.15
704,13978,2250,2026-02-23,Not liked,1883.93
2340,46654,1986,2025-10-28,Size issue,
5456,109075,4359,2024-01-24,Size issue,7710.89
720,14424,4355,2024-03-10,Not liked,8040.74
6632,132327,3077,2024-03-13,Not liked,596.49
5856,117220,3211,2025-12-26,Size issue,1578.19
2184,43691,680,2025-06-15,DEFECTIVE,9172.9
5987,119545,260,2025-12-05,Size issue,35493.7
4311,86943,3,2025-11-25,Defective,66016.8
3848,77481,625,2024-04-21,Size issue,45408.44
6413,127805,2176,2025-02-09,Defective,3854.42
5808,116236,2269,2025-11-13,wrong item,708.57
6532,130281,5460,,Wrong Item,41724.94
4736,94726,334,2025-08-19,Defective,99650.36
116,2112,879,2025-11-22,,5857.63
1660,33571,3433,2025-04-09,Not liked,11167.01
3514,70600,2957,2025-12-16,Wrong Item,1492.72
2574,51926,3189,2025-10-02,Size issue,692.78
2002,40188,1630,2025-07-25,Wrong Item,18026.57
4933,98661,2800,2024-09-25,Wrong Item,
4557,91483,930,2025-12-26,Not liked,
4690,93944,3093,2024-04-01,,1581.78
3480,69956,254,2025-09-14,Size issue,63076.49
4335,87538,4311,2025-09-24,Not liked,2123.69
1452,28949,5435,2024-11-19,Wrong Item,46719.07
5009,100204,4876,2025-03-02,Defective,8503.31
5715,114536,2258,2024-08-28,Wrong Item,4375.76
909,18395,3955,2025-02-06,Wrong Item,314.04
3571,71892,378,2025-04-03,Not liked,55994.0
4040,81295,3874,2024-03-31,Not liked,9862.51
6469,128976,195,,,113360.57
7447,149032,3718,2024-09-06,Wrong Item,12939.4
3421,68887,1602,2025-02-21,Defective,26020.08
5084,101756,1663,2024-11-08,not liked,25782.31
6417,127875,2251,2026-02-03,Not liked,3135.19
6054,120722,5105,2025-03-29,Defective,3804.28
327,6514,1981,2024-11-15,,24518.17
4222,85392,1341,2024-01-11,Defective,4647.0
2508,50732,914,2024-12-11,Wrong Item,8850.63
3509,70477,1980,2024-02-27,Not liked,
4359,88146,3859,2024-09-16,Defective,856.03
5154,103019,1314,2025-11-20,Defective,8218.54
7264,145126,4661,2024-11-05,Defective,1756.21
2795,56104,2751,2025-04-16,Not liked,1510.94
5848,117001,699,2025-04-10,Not liked,7699.51
2778,55750,660,2024-08-01,Not liked,91132.14
3788,76236,701,2025-12-04,Size issue,9150.14
35,550,1718,2024-06-10,,13149.92
7113,141703,2324,2025-08-26,Defective,3671.77
1162,23176,5598,2026-01-02,Size issue,22066.45
4856,97099,4855,2025-07-30,Size issue,942.14
4919,98387,4412,2024-07-28,Wrong Item,7532.61
6329,125953,5701,2026-01-31,SIZE ISSUE,27846.48
3047,61032,2207,2024-05-25,Wrong Item,2572.5
4656,93459,4069,2025-05-03,Size issue,9546.73
1029,20788,3289,2025-09-27,defective,5261.01
3054,61173,402,2024-10-17,Defective,68686.64
1095,21985,1333,2024-12-14,Defective,1986.58
7223,144123,2780,2025-06-16,Not liked,630.21
1034,20820,5680,2025-04-16,Size issue,15234.59
2194,43839,2103,2025-02-18,Size issue,1153.18
4995,99872,4111,2025-02-09,Not liked,
5958,119100,2091,2025-06-06,Wrong Item,592.85
4717,94411,4531,2024-08-02,Not liked,528.73
2460,49758,623,2024-11-07,Not liked,74814.2
5376,107653,2929,2024-09-27,,152.37
2182,43636,4414,2025-07-12,Defective,8705.9
6856,136997,2110,2025-10-11,Defective,3040.98
5427,108478,1677,2026-02-14,Not liked,15982.15
572,11413,918,2025-07-29,size issue,7994.97
3482,69995,4618,2024-06-02,Defective,316.98
3146,63062,2993,2025-11-19,Size issue,901.95
5535,110842,2100,2024-02-04,Not liked,933.39
370,7282,1319,2024-01-15,Size issue,2253.47
2542,51387,2921,2025-03-16,Wrong Item,449.87
5335,106699,217,2025-03-28,Not liked,123171.45
6909,137973,631,2024-01-22,Defective,56325.88
306,6142,3763,2025-04-12,Defective,6615.29
2778,55750,660,2024-08-01,Not liked,91132.14
1969,39585,414,2025-09-19,Wrong Item,103461.04
2350,47058,323,2025-11-17,Not liked,50575.58
7046,140608,1772,2025-07-29,Defective,31153.33
6201,123509,1437,2024-09-07,Not liked,6549.83
6291,125441,144,2025-02-03,size issue,111298.85
5194,103761,3649,2026-02-28,Size issue,13622.23
277,5530,5306,2025-10-04,Not liked,6729.31
3359,67673,4012,2024-07-01,Size issue,3114.15
5293,105788,2196,2024-10-17,Not liked,4026.22
1314,26265,2663,2024-01-15,wrong item,1975.84
4048,81438,3366,2025-09-07,Not liked,8440.26
4562,91573,990,2024-12-23,Not liked,7683.55
3130,62757,4039,2024-03-02,,5263.33
4910,98187,1196,2024-03-05,Size issue,9112.92
4662,93492,3240,2025-11-29,,1185.61
3729,75316,1976,,wrong item,34244.64
3002,59894,4120,2025-06-16,Defective,9072.76
6017,120086,5422,2025-12-13,Size issue,7388.55
7108,141652,5695,2025-11-01,Defective,34622.43
7229,144216,2867,2024-11-05,Size issue,888.91
2156,43101,5276,2025-02-02,Defective,1669.26
343,6693,3406,2024-08-22,Wrong Item,6759.69
2565,51837,2666,2025-02-13,Wrong Item,1585.36
1428,28476,1923,,Size issue,11489.12
4414,89131,1266,2026-02-19,Defective,9728.25
4996,99894,4090,2024-02-02,Not liked,688.48
5039,100844,230,2024-08-24,Size issue,112278.32
2661,53517,313,2025-12-21,Wrong Item,75311.66
1333,26649,846,2024-10-17,Size issue,6067.59
2445,49397,4159,2025-09-28,wrong item,4119.56
5886,117837,5697,,Defective,6252.87
717,14338,1465,2025-12-23,Defective,9058.98
6848,136782,1885,2025-08-22,,6315.25
620,12397,861,2025-07-25,Wrong Item,2079.93
3715,74911,2305,,Not liked,3989.18
6565,130767,2750,2025-10-04,Wrong Item,1540.4
2998,59828,5102,2025-02-25,Defective,13138.49
2516,50877,3615,2025-09-28,Wrong Item,14882.16
2081,41706,5459,,Defective,17359.8
5776,115602,1992,2024-11-11,Size issue,15654.12
6256,124715,605,2025-01-27,WRONG ITEM,
1664,33659,2058,2024-03-04,defective,
5112,102132,4194,2025-04-18,Size issue,7374.87
2072,41586,1919,2025-10-13,Size issue,29109.84
2018,40486,384,,Wrong Item,
5371,107562,3337,2025-04-10,Wrong Item,14377.62
1378,27644,3962,2025-04-16,Not liked,6832.98
3380,68101,3110,2025-10-28,Wrong Item,1984.28
3213,64188,2776,,Size issue,1109.35
4888,97738,5251,2024-04-20,Wrong Item,5028.58
1564,31501,3593,2024-11-12,Not liked,4722.72
149,2758,2450,2024-02-21,,477.6
2821,56738,301,2024-10-07,Not liked,111335.96
7153,142745,5460,2025-01-28,Wrong Item,41724.94
1177,23521,5214,2024-02-06,Wrong Item,14189.33
4932,98654,3097,2025-05-20,Size issue,1630.39
2708,54437,1157,2025-06-14,Defective,1166.76
4624,92758,2288,2024-10-20,Not liked,4734.76
37,603,3257,2025-02-10,Not liked,1784.92
6193,123264,387,2025-01-30,Not liked,9355.45
7072,141070,5587,2024-04-30,Not liked,40365.26
6446,128500,3291,2025-05-25,Wrong Item,9225.39
7228,144204,2581,2024-04-04,WRONG ITEM,1797.88
7002,139666,825,2025-12-04,DEFECTIVE,4477.57
324,6478,4500,2025-06-19,Not liked,1219.74
4363,88190,852,2025-08-10,Size issue,954.34
614,12198,5569,2025-04-23,Wrong Item,49208.82
1129,22685,5042,2025-11-02,Size issue,2769.51
5178,103475,4383,2025-10-26,Not liked,1379.46
1737,35227,610,2025-02-17,Size issue,6877.66
3491,70212,325,2024-08-25,,39558.6
5229,104371,2755,2024-06-25,Size issue,811.27
5323,106457,2931,2024-05-11,Defective,77.55
2295,45901,929,2024-04-14,Defective,6484.52
4252,85853,1347,2025-01-16,Defective,2493.43
3937,79108,5558,2025-05-28,Defective,5419.97
2525,51024,4299,2024-05-26,Size issue,2319.9
4312,86989,1596,2024-01-19,Size issue,17044.6
4034,81158,4125,2025-04-15,Wrong Item,7810.92
2196,43881,630,2026-01-18,Not liked,140248.9
340,6669,750,2025-07-03,Size issue,1208.59
5365,107405,4998,2024-08-29,Wrong Item,6645.33
1405,28041,5490,2025-07-14,Size issue,9470.55
661,13262,1159,2024-12-28,,9877.7
81,1401,4262,2025-12-15,Wrong Item,6138.16
730,14694,5761,2025-09-06,Wrong Item,40005.23
4149,83458,5333,2026-02-01,Size issue,913.25
1657,33514,4070,2024-10-31,Wrong Item,1883.57
1811,36700,2728,2025-07-15,Defective,1988.86
2725,54736,3017,2024-08-25,Wrong Item,923.17
1772,35823,3613,2025-01-12,Size issue,4978.24
2205,44053,4157,2025-12-22,Wrong Item,6430.19
5994,119585,4946,2024-07-16,Wrong Item,14525.13
6658,132858,161,2024-11-02,size issue,96069.55
5816,116320,4707,2024-03-09,Wrong Item,780.74
7254,144881,2355,2024-03-23,Defective,774.31
1726,35021,1004,2025-11-08,Not liked,1652.68
2891,57970,5354,2025-09-13,Defective,11158.33
6059,120824,3994,2025-03-15,Defective,4550.38
7367,147399,731,2024-12-29,Size issue,410.82
7348,146916,1815,2026-01-18,size issue,1265.55
2549,51552,3174,2025-04-13,Defective,1733.93
6392,127319,110,2024-12-08,Not liked,112861.56
4086,82121,4749,2025-10-04,Not liked,1070.02
3047,61032,2207,2024-05-25,Wrong Item,2572.5
4990,99730,2045,2024-01-25,,3766.2
2727,54764,5225,2024-10-16,Wrong Item,7340.49
7305,145899,507,2024-11-22,Defective,104469.31
2614,52549,4977,2026-02-15,Not liked,2449.74
6472,129072,5641,2025-02-15,,2585.14
5847,116979,4280,2026-01-21,defective,7348.26
6923,138123,344,2025-04-28,Defective,116187.8
523,10335,2759,2024-07-31,Wrong Item,1788.81
1575,31738,2384,2024-10-11,Defective,1697.51
4544,91123,4515,2024-03-07,,150.85
6985,139305,5398,2024-01-18,Size Issue,7631.74
4879,97583,2962,2025-08-15,DEFECTIVE,347.8
360,7013,3567,2024-02-03,Size issue,13296.18
528,10427,2541,2025-08-13,Wrong Item,1261.37
3485,70078,4966,2024-03-19,Defective,1559.3
553,11018,3694,2025-12-09,Wrong Item,14589.01
6626,132170,1694,2024-07-12,Wrong Item,36827.98
1768,35759,2344,2024-09-08,Defective,2163.5
3901,78584,4912,2024-10-01,Size issue,8665.53
5119,102314,5615,2024-06-12,Not liked,14686.31
1700,34528,5340,2025-02-06,Wrong Item,13232.2
667,13351,53,2025-06-06,not liked,111515.07
2354,47248,2891,2025-03-17,Size issue,1215.28
461,8967,3361,2025-08-23,Not liked,4588.41
30,465,793,2026-02-21,Not liked,7415.94
2456,49680,3172,2024-01-15,Size issue,1165.22
4482,90302,4439,2025-04-15,Wrong Item,164.75
3577,71995,5136,2024-11-18,Size issue,13680.82
7408,148140,4925,2026-01-24,Size issue,8875.15
46,730,5604,2025-11-01,Defective,26810.74
785,15787,3836,2024-06-15,Wrong Item,6859.44
6946,138671,1679,2025-09-04,Defective,28270.7
2232,44529,640,2025-03-27,,30694.25
3762,75774,3662,2025-01-04,Not liked,13548.42
6132,122068,4783,2024-12-01,Wrong Item,855.59
136,2482,966,2026-03-01,Size issue,8470.1
6879,137408,4560,2024-06-14,Not liked,633.71
6750,135091,5128,2026-02-22,Defective,12219.0
12,155,2182,2024-05-21,Wrong Item,408.05
637,12777,5615,2024-01-14,Size issue,14686.31
6908,137960,3559,2025-04-25,,
4350,87900,1768,2024-06-30,Size issue,25704.08
7326,146348,1981,2025-11-23,Wrong Item,24518.17
4192,84481,410,2025-08-14,Wrong Item,103050.11
205,4062,5407,2024-08-25,Not liked,5481.96
5590,112091,3479,2025-05-07,Size issue,5491.66
5654,113229,4284,2025-07-11,Size issue,5322.27
58,978,5168,2024-05-31,Size issue,2262.8
6476,129250,3291,2025-09-23,Defective,9225.39
1015,20494,1784,2024-06-04,Not liked,29587.97
5150,102974,3908,2024-11-15,Size issue,8604.7
7175,143230,1741,2024-05-10,wrong item,11081.37
5532,110805,2869,2024-09-16,Defective,784.61
1368,27443,5055,2026-01-13,Wrong Item,10691.51
3512,70509,2330,2025-11-25,Defective,2942.69
2027,40667,5444,2024-06-09,Size issue,28694.75
5696,114068,2385,2024-11-28,Not liked,4849.61
2110,42156,5302,2024-11-17,Not liked,10121.78
2118,42328,3371,2025-06-01,,
1988,39986,3971,2024-04-16,Not liked,8810.89
1588,31994,4116,2025-11-10,Size issue,6973.89
3524,70785,3647,2024-12-15,Not liked,10564.4
5791,115895,4108,2024-04-22,DEFECTIVE,4210.56
3925,78942,4054,2025-08-29,Wrong Item,1901.07
452,8846,1141,2024-12-10,Size issue,3815.19
3125,62710,4600,2025-09-15,Not liked,525.32
1039,20986,1389,2026-02-21,Wrong Item,8883.6
4054,81596,133,2024-06-28,Not liked,120719.82
6926,138206,4307,2024-01-18,Defective,2051.13
1557,31223,1053,2025-01-22,Size issue,6525.52
1229,24677,3913,2025-04-21,Not liked,2929.49
1118,22481,338,2024-09-19,Defective,83562.66
1392,27848,4253,2024-08-20,Size issue,419.2
6202,123527,1078,2025-06-05,Not liked,2694.08
821,16543,3095,2024-09-23,Defective,1747.23
270,5451,461,2025-04-25,Wrong Item,54540.61
7269,145185,3094,2024-02-08,Defective,877.78
74,1238,1114,2025-05-16,Defective,5186.64
386,7504,529,2024-05-13,Not liked,
7057,140830,1710,2025-03-01,Size issue,8362.3
5132,102670,2238,2025-05-25,NOT LIKED,4758.56
3810,76592,608,2024-05-24,Size issue,37321.08
6698,133829,171,2024-09-13,Wrong Item,108062.23
2429,48812,856,2026-01-21,Not liked,3213.55
2820,56639,2821,2025-07-18,Not liked,575.64
100,1710,5013,2024-07-12,,9849.09
2174,43500,4818,2026-01-17,Wrong Item,962.4
1043,21025,557,2024-11-29,Size issue,93377.5
4071,81949,2923,2024-03-09,Size issue,129.94
3455,69505,5620,2024-07-25,Not liked,31345.85
4667,93528,286,2024-03-16,Defective,110909.43
3799,76438,4000,2026-01-11,,2809.36
5475,109513,5266,2026-02-09,,5697.76
7296,145772,5227,2024-05-14,Wrong Item,14582.89
1592,32059,2408,,Size issue,2644.14
2253,44960,4933,2024-11-23,Defective,532.16
3106,62232,71,2024-06-19,Not liked,109041.48
1403,28003,1046,2024-05-31,Wrong Item,2405.44
3428,69059,4368,2024-09-03,Defective,2297.71
7245,144695,187,2024-07-07,Wrong Item,84153.58
3774,75993,3525,,Not liked,14104.13
2237,44715,5364,,Not liked,3049.97
3572,71904,4749,2025-11-24,Size issue,1070.02
4898,97947,1731,2024-11-06,Defective,16548.8
4262,86021,3830,2024-10-16,Not liked,5920.93
1653,33451,3083,2025-08-30,Size issue,760.06
5028,100631,1157,2024-01-11,Size issue,1166.76
4812,96291,3623,2024-04-11,Defective,9245.11
84,1485,5435,2024-05-28,Size issue,46719.07
2666,53550,5589,2025-01-06,Size issue,19738.26
4671,93577,4487,2025-04-26,,329.96
6904,137884,2090,2025-08-30,Size issue,1307.91
4417,89163,1152,2025-01-25,Size issue,8506.37
7136,142290,3367,2025-12-16,Wrong Item,5104.55
7471,149521,5567,2025-05-24,Size issue,31250.7
3310,66607,1061,2024-03-15,Wrong Item,4406.26
4547,91251,4007,2024-04-14,Defective,9336.91
5157,103084,5421,2025-08-07,Defective,4991.28
5235,104553,1735,2024-10-11,Defective,14416.54
367,7245,5368,2024-10-05,not liked,8314.51
5506,110158,4647,2025-11-12,Not liked,444.96
2383,47943,389,2024-09-11,,97583.06
4430,89332,265,2024-05-21,Defective,38769.6
5441,108795,2571,2024-09-13,Wrong Item,675.54
7142,142556,3699,2024-10-20,Defective,5234.53
6990,139338,190,2025-01-16,Size issue,54402.52
7350,146948,4415,2025-12-04,Not liked,239.13
6902,137853,2307,2024-01-30,Defective,494.78
776,15534,299,2024-10-22,Size issue,85592.05
3119,62555,3757,2024-05-26,Wrong Item,9622.13
7208,143875,3004,2025-10-31,,1408.25
5582,111893,3606,2025-03-10,Size issue,8421.26
3316,66686,2243,2025-03-31,,1340.9
481,9405,3435,2025-01-02,Size issue,13879.01
6900,137816,2981,2024-02-04,Defective,1104.25
27,422,3421,2025-01-08,Not liked,13741.88
5281,105469,3980,2024-04-26,Defective,2917.77
6015,120075,792,2024-01-17,Size issue,2931.89
1164,23228,930,2025-09-26,Wrong Item,
4057,81654,4235,2025-03-09,Wrong Item,3649.02
2810,56386,2753,2024-05-15,Size issue,833.29
2876,57716,3788,2025-12-23,Defective,3319.21
1055,21318,4618,2024-06-21,Defective,316.98
2873,57615,1923,,Wrong Item,11489.12
1876,37793,3166,2025-01-26,Wrong Item,1608.55
7399,147858,876,2024-10-07,Wrong Item,8752.25
1801,36484,5059,2024-03-19,Size issue,3002.0
3016,60224,4898,2024-11-12,Not liked,3032.92
5770,115520,3295,2026-01-13,Wrong Item,5571.98
6670,133039,3375,2025-06-01,Defective,13934.46
1774,35871,548,2024-07-25,Size issue,29391.96
1956,39318,2965,2024-09-02,Defective,401.52
5636,112886,5451,2024-07-24,Not liked,20028.02
6873,137283,3810,2024-06-29,Wrong Item,8737.21
2242,44764,313,2025-05-21,Defective,75311.66
4041,81301,4087,2024-02-28,Wrong Item,4938.05
497,9894,5238,2024-07-19,,391.48
7263,145123,4906,2025-04-25,Size issue,10712.78
5458,109099,5316,2026-02-13,Wrong Item,7141.34
5402,108089,717,2025-02-23,Defective,6017.37
4041,81301,4087,2024-02-28,Wrong Item,4938.05
5379,107673,3607,,Size Issue,3110.6
5026,100596,4981,2025-10-26,Wrong Item,7840.79
6480,129276,1364,2025-01-01,Not liked,7809.7
4565,91605,948,2024-09-21,Wrong Item,3620.34
5581,111881,3419,,Size issue,13323.56
2053,41244,3567,2025-09-10,SIZE ISSUE,13296.18
3445,69309,3532,2026-01-14,Wrong Item,6376.52
5549,111101,154,2024-06-13,Size issue,59105.94
855,17311,5430,2025-02-11,Not liked,25727.99
6505,129718,2269,2025-09-19,Defective,708.57
315,6363,3291,2024-03-28,Defective,9225.39
3965,79791,3146,,Defective,870.44
266,5410,2983,2026-01-06,Defective,593.36
4873,97388,2501,2025-04-30,Not liked,3975.08
1618,32708,2015,2024-05-19,,4159.55
5622,112558,5008,2026-02-17,defective,2923.54
6211,123666,974,2025-07-09,Defective,2588.72
2951,59196,2630,2025-05-08,Wrong Item,439.52
5364,107392,5064,2024-04-06,Defective,13650.99
1995,40108,3453,2024-07-20,Defective,9773.99
5753,115202,4102,2024-10-06,Not liked,1321.43
3282,65979,3045,2024-04-08,Defective,31.49
6925,138139,2002,2025-07-29,Wrong Item,21796.17
72,1189,571,2026-01-02,Wrong Item,22801.99
5577,111800,4457,2024-10-09,Not liked,1919.12
4698,94062,1516,2026-01-04,Defective,30957.53
7156,142781,2457,2025-11-27,Wrong Item,2522.51
865,17464,3633,2024-01-24,Wrong Item,6381.84
5233,104488,4821,2025-12-02,Size issue,958.9
3627,73072,1109,2026-02-01,not liked,8847.15
1597,32329,3660,2024-12-28,Not liked,1336.35
3022,60336,938,2024-03-12,Wrong Item,1505.67
7087,141340,4565,2024-12-31,Not liked,1924.4
7478,149637,1163,2026-02-20,Size issue,
2699,54259,845,2025-12-29,Not liked,5052.44
4556,91449,5238,2024-08-27,Size issue,391.48
5552,111276,430,2024-05-26,not liked,82842.26
2894,58062,5800,2024-11-29,,45710.46
7234,144474,3294,2025-06-18,Wrong Item,13115.78
4586,92050,1849,2024-05-12,Wrong Item,26049.58
1836,37196,4624,2024-03-06,Wrong Item,1400.79
4825,96518,467,2025-04-22,Defective,50367.85
2230,44501,1789,2025-12-30,Not liked,17004.21
5270,105262,1327,2026-02-21,Size issue,1875.39
3081,61688,3643,2024-12-09,Wrong Item,5962.17
931,18889,1786,2025-02-25,Size issue,14698.6
41,670,630,2024-12-02,Wrong Item,140248.9
6964,138984,2123,2026-02-22,size issue,3911.47
615,12241,1602,2024-08-06,Wrong Item,26020.08
6702,133864,4088,2024-11-11,Defective,3811.83
4779,95717,2280,2024-07-13,Wrong Item,3992.39
5308,106232,2533,2025-03-16,Size issue,267.9
5528,110701,2006,2025-07-21,Not liked,29918.36
3238,64795,3495,2024-05-29,Defective,11527.59
2853,57241,1750,2025-10-02,Not liked,8903.87
1436,28688,4980,2025-08-17,Not liked,9923.85
6665,132932,3345,2025-08-12,Wrong Item,5483.88
3395,68429,4889,2025-08-15,Defective,10392.21
593,11767,5185,2024-04-10,Defective,10483.65
6879,137408,4560,2024-06-14,Not liked,633.71
3712,74847,3888,2024-05-21,Wrong Item,964.08
363,7124,4228,2025-04-10,Size issue,9266.12
2763,55438,4070,2026-02-03,Not liked,1883.57
6508,129801,3525,2024-03-29,Size issue,14104.13
4009,80640,3389,2025-08-16,Not liked,13369.9
390,7645,96,2024-04-01,size issue,58297.31
6423,128001,2162,2025-05-22,Size issue,1901.71
4383,88549,5251,2024-12-09,Wrong Item,5028.58
790,15853,1050,2025-06-02,Defective,2088.44
1371,27487,1379,2024-07-15,Defective,6688.73
2477,50142,3799,2025-01-02,Size issue,1197.14
5140,102805,3352,,Wrong Item,6755.71
3971,79835,4109,2025-02-22,Size issue,3867.24
4378,88470,4989,2025-08-03,Not liked,2896.14
3392,68277,5802,2026-01-30,Wrong Item,8271.26
3297,66286,3953,2024-06-16,Not liked,2567.42
722,14488,668,2024-05-11,Wrong Item,3917.34
2573,51915,2571,2024-02-13,Not liked,
5737,114985,2773,2024-05-30,NOT LIKED,1688.32
5794,115922,4672,2025-05-27,Size issue,1522.34
3967,79807,2518,2025-02-20,Wrong Item,259.56
3868,77958,3505,2024-10-15,Size issue,13826.53
4001,80458,3215,2025-05-05,Not liked,1015.6
5024,100571,1228,2024-07-31,Not liked,3174.12
2353,47123,1592,2024-07-05,Wrong Item,31923.96
2724,54724,4577,2025-03-15,Wrong Item,1882.12
1009,20354,3466,2024-03-01,Not liked,13189.25
5560,111434,5486,2024-03-12,Wrong Item,11586.95
2842,57031,4239,2025-01-21,Defective,475.59
7490,149830,2505,2024-07-17,Not liked,4517.83
1930,38817,931,2025-03-02,Size issue,2142.34
4982,99658,1311,2024-02-02,,6426.96
1586,31976,1459,2024-10-31,Defective,607.04
3945,79485,1764,2024-12-16,Not liked,11197.35
2858,57422,4778,2025-01-03,Wrong Item,1690.38
7360,147192,4777,2025-03-04,Not liked,
222,4527,2707,2025-09-02,Wrong Item,419.41
6285,125324,3492,2024-12-16,Defective,13410.56
4946,98835,1073,2025-05-17,Defective,4473.75
4598,92157,1187,2026-03-02,size issue,454.08
6524,130185,5343,2025-08-04,Defective,11745.52
7125,142115,154,2024-11-15,Size issue,59105.94
6325,125921,4455,2025-05-03,Defective,126.06
4800,96068,2723,2025-11-02,Wrong Item,1819.17
1030,20800,4631,2024-08-30,Defective,1556.09
4678,93650,5095,2025-01-14,Defective,14204.89
106,1772,479,,Wrong Item,
4403,88932,3118,2024-10-18,,1348.14
3268,65662,1730,2026-02-05,Wrong Item,25471.07
5213,104081,5420,,,9730.89
6548,130526,4910,2025-01-02,Not liked,8286.37
1060,21395,2386,2025-08-11,Size issue,2057.85
136,2482,966,2026-03-01,Size issue,8470.1
7230,144254,498,2026-01-22,Defective,2443.41
2827,56789,3186,2024-08-20,Not liked,1481.66
5455,109070,5495,2024-03-10,Not liked,14930.78
181,3486,947,2025-10-14,Not liked,3543.28
3178,63658,2071,2025-01-21,Wrong Item,2180.79
563,11205,4627,2026-01-11,Not liked,
5837,116762,4687,2024-07-01,Not liked,1444.87
2739,54958,5275,2026-01-15,Wrong Item,4785.05
6559,130728,2115,2025-11-18,Not liked,1081.32
4267,86175,3899,2025-10-07,Wrong Item,9055.95
7301,145859,3811,2025-08-20,Wrong Item,10034.37
5182,103514,1964,2025-06-30,Not liked,33454.65
6361,126657,4850,2024-05-28,Not liked,892.62
5389,107791,3443,2025-01-03,Size issue,8873.83
774,15464,2676,2024-10-25,size issue,1504.08
4744,94884,1015,2024-11-25,Defective,5014.59
5520,110502,2497,2024-08-15,Defective,610.29
3575,71960,3751,2024-07-12,Wrong Item,1579.43
1494,29766,2051,2024-04-16,Defective,3818.71
1956,39318,2965,2024-09-02,Defective,401.52
5367,107445,5247,2025-03-08,Wrong Item,6425.32
5774,115592,2815,2024-05-18,Not Liked,
2527,51116,5640,2025-02-19,Wrong Item,32555.16
2989,59750,1258,2025-06-07,Defective,6446.54
4915,98280,3506,2025-04-08,Not liked,5178.74
7025,140127,1241,2025-09-09,Size issue,2871.74
1898,38310,2198,2025-03-08,,4304.56
6617,131994,583,2025-05-31,Size issue,120355.64
1048,21143,3573,2026-01-19,WRONG ITEM,1743.01
6593,131327,5813,2025-08-26,Size issue,26024.19
6681,133301,997,2024-11-03,Wrong Item,9516.53
6189,123221,2959,,Wrong Item,1785.27
321,6442,4585,2025-12-11,Size issue,60.35
2137,42671,3791,2024-11-30,Wrong Item,12470.87
1180,23568,1846,2025-03-08,Defective,31330.78
854,17303,3246,2024-10-11,Size issue,96.9
3263,65527,3600,2024-09-14,Defective,3983.25
119,2143,2404,2024-11-15,Defective,192.04
2996,59804,4294,2025-01-01,Size issue,9500.84
3292,66205,5437,2024-03-29,Defective,48573.57
4534,90951,3420,2024-03-19,Wrong Item,11973.91
2697,54241,2607,2024-09-09,Size issue,4460.08
2652,53322,1025,2025-04-21,Defective,9784.66
6396,127456,3508,2025-06-19,Not liked,5001.36
1178,23538,5725,2025-08-29,Defective,13555.49
5548,111075,3659,2024-03-19,Not liked,1825.85
4096,82359,2264,2024-11-09,Not liked,713.42
2424,48746,2303,2024-03-27,Not liked,3946.98
5542,110945,1319,2024-12-03,Wrong Item,2253.47
2292,45865,2728,2024-07-30,Defective,1988.86
6756,135273,2245,2026-02-21,Not liked,437.15
3641,73380,1694,2025-01-03,Not liked,36827.98
1610,32526,2200,2025-03-07,,4609.06
1998,40140,2580,2024-02-17,,508.89
