shipment_id,supplier_id,warehouse_id,product_id,quantity,shipped_date,arrival_date,status
322,13,4,761,594.0,2025-10-08,2025-10-10,Received
1283,15,5,3276,491.0,2025-12-31,2026-01-06,Received
71,48,2,4014,857.0,2024-08-21,2024-08-29,Delayed
1860,36,5,4149,80.0,2024-11-01,2024-11-07,RECEIVED
1643,10,1,1490,,2025-09-26,2025-10-09,Received
1564,71,4,4267,164.0,2025-05-09,2025-05-13,In Transit
1614,73,2,1251,359.0,2025-07-27,2025-08-07,Received
760,15,4,1764,796.0,,2024-08-14,Received
1776,91,5,1804,902.0,2025-01-31,2025-02-06,Received
10,59,5,5400,660.0,2026-01-14,2026-01-18,Received
1253,6,3,2239,199.0,2025-11-15,2025-11-21,Received
1586,42,5,2644,114.0,2025-01-21,2025-01-27,Delayed
1254,41,4,4409,994.0,2024-09-13,2024-09-17,Received
593,63,1,4201,769.0,2024-07-06,2024-07-11,Received
545,50,1,2448,968.0,,2024-08-12,Received
846,71,5,65,598.0,2026-02-11,2026-02-19,In Transit
353,18,3,1582,836.0,2024-09-30,2024-10-12,Delayed
1142,22,5,4019,807.0,2025-10-05,2025-10-10,Received
683,65,1,2199,720.0,2025-01-16,2025-01-27,received
486,33,1,4285,324.0,2024-06-01,2024-06-13,In Transit
530,77,4,3619,660.0,2024-02-23,2024-03-04,In Transit
1584,50,4,2323,968.0,2025-10-23,2025-11-04,Received
1177,39,5,2667,113.0,2024-08-21,2024-08-29,Received
1695,46,1,4568,146.0,2025-01-18,2025-01-20,RECEIVED
123,27,4,5005,961.0,2024-09-08,2024-09-20,Received
908,42,2,47,459.0,,2024-12-04,
1913,28,5,1538,205.0,2024-05-06,2024-05-14,Received
875,24,2,3070,530.0,2025-10-16,2025-10-27,
427,53,5,2947,485.0,,2025-01-24,received
1426,38,1,691,196.0,2024-12-17,2024-12-20,In Transit
878,10,5,5786,348.0,2025-11-18,2025-11-25,Received
1461,30,5,1483,594.0,2025-05-15,2025-05-25,Received
1006,12,1,2611,672.0,2026-01-12,2026-01-16,In Transit
141,50,2,1436,125.0,2024-12-18,2024-12-27,Received
1383,25,3,4234,724.0,2025-12-02,2025-12-10,In Transit
122,15,5,631,257.0,2025-05-15,2025-05-18,Received
1532,49,2,5091,494.0,2024-09-19,2024-09-27,Received
827,25,3,3081,235.0,2025-09-06,2025-09-19,Received
431,26,1,417,648.0,2024-05-18,2024-05-29,Delayed
339,35,2,169,528.0,,2025-04-22,Received
1770,49,1,4915,606.0,2025-07-08,2025-07-18,Received
1242,9,2,1243,907.0,2025-10-14,2025-10-26,In Transit
1255,3,3,3336,839.0,2024-03-08,2024-03-18,In Transit
1193,73,3,3126,628.0,2025-11-24,2025-11-27,Received
927,44,1,411,661.0,2024-07-21,2024-08-02,RECEIVED
1070,28,5,725,769.0,2024-09-13,2024-09-15,Delayed
1541,85,2,4494,577.0,2025-02-04,2025-02-14,received
1938,40,2,709,788.0,2024-10-21,2024-10-24,Received
500,45,3,839,734.0,,2025-09-27,Received
472,63,5,5221,481.0,2025-05-10,2025-05-15,In Transit
1795,79,3,5732,499.0,2024-03-15,2024-03-19,In Transit
707,74,1,5397,684.0,2024-05-04,2024-05-08,Received
1818,60,4,2737,,2024-02-29,,Received
512,42,3,2053,,2024-06-26,2024-07-07,Received
574,61,3,5242,,2024-07-14,2024-07-17,Received
1053,25,1,455,336.0,2024-12-06,2024-12-13,Received
135,2,2,5343,367.0,2024-05-20,2024-06-01,Received
237,27,3,139,512.0,2025-08-19,2025-08-26,Received
34,7,4,2403,625.0,2025-08-16,2025-08-23,Received
6,68,1,4823,954.0,2024-07-28,2024-08-09,Received
139,26,3,1515,724.0,2025-12-11,2025-12-23,In Transit
1087,50,3,1222,773.0,2025-04-13,2025-04-23,In Transit
1062,56,2,219,,2024-08-15,2024-08-26,In Transit
1833,88,5,333,,2024-08-13,2024-08-22,Received
984,30,1,4404,570.0,2024-05-21,2024-05-25,Received
1644,42,3,145,628.0,2026-01-21,,Received
309,8,2,1173,617.0,2025-10-02,2025-10-13,RECEIVED
1319,14,2,4217,566.0,2025-01-21,2025-01-23,Received
883,40,5,3662,971.0,2024-03-10,2024-03-13,Received
914,57,1,1936,312.0,2025-12-02,2025-12-15,Received
1038,23,2,1503,770.0,2026-01-09,2026-01-17,Received
52,53,1,2443,540.0,2026-02-14,2026-02-19,Received
544,22,5,811,413.0,2025-10-20,2025-10-25,Received
1154,68,4,888,293.0,,2025-01-03,DELAYED
264,43,4,1632,761.0,2024-08-09,2024-08-20,Received
946,27,4,876,226.0,2025-02-10,2025-02-15,
1202,51,1,1064,239.0,2024-03-23,2024-03-29,Received
934,47,3,4916,111.0,2024-12-14,2024-12-17,Received
1821,51,5,1536,836.0,2025-12-27,2026-01-07,In Transit
1968,19,1,2662,924.0,2025-08-18,2025-08-26,Received
1758,7,5,761,492.0,2024-03-26,2024-03-30,RECEIVED
408,54,1,988,490.0,2025-09-22,2025-10-03,Received
907,57,2,239,519.0,2025-02-15,2025-02-17,Received
1935,30,4,1132,752.0,2025-02-10,2025-02-15,Received
746,49,2,786,307.0,2025-05-17,2025-05-30,received
1081,26,4,1082,213.0,2024-03-16,2024-03-20,Received
1050,58,2,3617,150.0,2025-09-12,2025-09-15,Received
621,79,4,1309,348.0,2024-03-01,2024-03-12,Received
1110,39,2,4569,110.0,2026-01-27,2026-02-09,Received
694,2,3,927,142.0,2025-03-31,2025-04-08,Received
1871,64,5,1719,516.0,2024-06-11,2024-06-24,Delayed
1003,83,5,3307,442.0,2024-09-11,2024-09-15,In Transit
89,21,4,5251,248.0,2024-10-19,2024-10-24,In Transit
1075,43,5,5387,498.0,2025-12-04,2025-12-08,Received
220,20,1,3954,452.0,2024-03-01,2024-03-09,Received
1229,74,2,436,175.0,2025-11-18,2025-11-29,Received
1720,80,4,1968,834.0,2024-11-20,2024-11-30,Received
254,67,4,5129,856.0,2026-01-05,2026-01-08,received
435,84,2,1537,378.0,2024-03-26,2024-03-29,In Transit
1152,37,3,5374,406.0,2025-09-07,2025-09-10,Delayed
1454,76,3,4976,502.0,,2025-05-08,Received
1459,42,5,4647,228.0,2026-01-07,2026-01-12,in transit
1226,51,4,4519,810.0,2024-06-19,2024-06-26,
607,63,4,1191,218.0,2025-11-02,2025-11-05,RECEIVED
1923,33,4,1671,372.0,2024-02-17,2024-02-20,Received
1285,52,4,4825,169.0,2024-10-16,2024-10-24,Received
1073,76,5,4273,280.0,2025-02-03,2025-02-05,Received
1388,89,3,5036,933.0,2025-05-04,,
1742,90,1,4626,104.0,2024-03-06,2024-03-16,In Transit
1004,75,1,875,111.0,2024-08-19,2024-09-01,Received
807,47,4,4151,997.0,2024-08-20,2024-08-25,Delayed
1560,47,5,3909,638.0,2024-08-14,2024-08-17,RECEIVED
303,82,2,5257,919.0,2024-10-03,2024-10-06,Received
1753,6,1,5677,186.0,2024-03-11,2024-03-22,In Transit
1149,41,1,4109,615.0,2025-01-18,2025-01-27,Delayed
1715,75,4,2044,91.0,2025-03-04,2025-03-14,Received
1076,58,3,4447,502.0,2024-12-01,2024-12-09,Delayed
1346,5,3,110,665.0,2025-09-15,2025-09-17,Received
1759,30,3,4959,877.0,2024-11-05,2024-11-09,Delayed
1989,91,4,1038,579.0,2025-01-06,2025-01-13,Received
67,90,2,5454,407.0,,2025-10-26,In Transit
1215,12,1,3986,442.0,2024-07-03,2024-07-16,In Transit
1272,22,3,3706,217.0,2025-10-07,2025-10-15,Delayed
1,41,3,5260,769.0,2025-04-06,2025-04-11,IN TRANSIT
1344,81,2,181,,2025-10-12,2025-10-23,Received
168,72,1,2933,810.0,,2025-11-03,In Transit
757,11,1,2078,314.0,2025-02-19,,Received
903,90,5,4169,234.0,2024-03-17,2024-03-22,RECEIVED
888,81,5,4250,199.0,2024-11-22,2024-11-25,
684,81,2,5790,609.0,2024-11-27,2024-12-10,Received
282,38,2,4046,858.0,2024-12-08,2024-12-15,Received
234,56,2,3297,78.0,,2024-04-01,In Transit
1760,1,4,223,69.0,2024-12-23,2025-01-01,Received
1059,18,2,1262,760.0,2025-04-05,2025-04-12,Received
523,36,2,1010,59.0,2024-05-19,2024-05-28,Received
1551,45,1,5287,295.0,2024-04-04,2024-04-06,Received
1964,26,1,4283,967.0,2025-08-15,2025-08-24,Received
636,66,2,4927,720.0,2024-10-23,2024-10-25,Received
584,6,5,664,955.0,2025-07-31,2025-08-13,Received
745,64,3,919,330.0,2024-07-05,2024-07-10,Received
160,30,5,5011,199.0,2024-07-30,2024-08-12,Received
608,48,1,2998,810.0,2025-06-13,2025-06-24,Delayed
890,53,1,4787,560.0,2025-09-09,2025-09-11,Received
364,37,5,5727,364.0,2025-09-25,,Received
1520,33,4,3457,551.0,2025-11-05,2025-11-14,Received
232,55,2,1330,279.0,2026-01-22,2026-01-29,Received
231,6,1,137,825.0,2025-07-20,2025-07-26,Received
639,75,1,2764,976.0,2024-06-06,2024-06-18,Received
1466,17,3,2848,107.0,2024-06-08,2024-06-10,Received
307,53,2,350,285.0,2025-10-20,2025-10-31,In Transit
969,88,1,4625,285.0,2024-09-10,,Received
1809,69,2,1667,339.0,2025-12-17,2025-12-25,Received
1070,28,5,725,769.0,2024-09-13,2024-09-15,Delayed
399,23,4,2030,679.0,2025-10-04,2025-10-10,Received
536,53,3,5714,642.0,2024-03-25,2024-04-02,Received
576,33,5,925,781.0,2024-02-28,2024-03-08,Received
330,62,1,4553,361.0,2024-12-17,2024-12-25,Received
1435,26,2,1259,722.0,2024-10-08,2024-10-13,In Transit
1381,61,4,3487,319.0,2024-03-21,2024-04-01,Received
1870,53,5,1608,254.0,2025-09-27,2025-10-10,received
542,38,2,5812,98.0,2024-11-07,2024-11-14,Received
1212,89,2,2697,679.0,2024-04-14,2024-04-23,received
596,59,5,3361,52.0,2025-01-16,2025-01-28,Received
1877,71,5,1555,506.0,,2024-11-26,Received
1785,75,4,1931,177.0,2024-08-19,2024-08-27,Received
1727,75,4,1507,680.0,2025-03-12,2025-03-17,Received
895,49,3,5207,922.0,2024-05-28,2024-06-08,In Transit
1404,17,5,4573,593.0,2024-10-20,2024-10-30,Received
624,72,3,1736,173.0,2026-01-14,2026-01-18,In Transit
481,23,1,2690,542.0,2024-09-05,2024-09-09,Received
1205,82,5,2187,436.0,2024-04-12,2024-04-16,Received
1139,2,3,4674,147.0,2026-01-13,2026-01-18,Received
551,37,1,5122,706.0,2025-03-14,2025-03-17,Received
537,32,3,4896,235.0,2025-10-20,2025-10-22,Received
1447,7,4,431,112.0,2025-02-24,2025-03-02,Received
414,16,4,2809,260.0,2025-06-11,2025-06-17,Received
387,3,4,2262,848.0,2024-05-23,2024-06-05,received
211,28,4,5335,254.0,,2025-03-04,Received
337,66,1,5163,792.0,2024-07-14,2024-07-19,Delayed
726,8,3,3052,547.0,2025-04-21,2025-05-03,received
1303,68,3,2410,534.0,2025-04-03,2025-04-09,Received
16,25,1,1583,,2025-07-30,2025-08-06,Received
1072,44,5,3499,629.0,2026-02-08,2026-02-12,Delayed
1740,38,4,3365,344.0,2026-01-31,2026-02-07,
1728,62,5,90,988.0,2024-07-03,2024-07-16,Received
1437,75,4,2746,147.0,2026-01-10,2026-01-16,Received
1607,44,5,3794,63.0,2024-03-24,2024-04-01,In Transit
563,41,2,17,612.0,2026-02-04,2026-02-11,Received
422,52,2,4458,283.0,2024-09-25,2024-10-05,Received
103,81,4,5722,324.0,2024-07-31,2024-08-09,Received
9,21,3,2015,431.0,2025-08-09,2025-08-13,Received
39,9,2,4969,417.0,2025-11-20,2025-11-30,Received
609,83,4,2218,,2025-05-29,2025-06-01,Received
275,60,3,198,398.0,2025-04-28,2025-05-02,IN TRANSIT
1196,79,2,3278,72.0,2024-10-05,2024-10-18,Received
1134,11,3,1805,736.0,2025-10-20,2025-10-23,Received
1920,48,5,929,663.0,2026-01-10,2026-01-18,Received
1628,63,1,1555,907.0,2024-09-02,2024-09-07,Received
485,6,1,1462,694.0,2024-08-01,2024-08-06,received
243,39,4,1649,90.0,2025-01-31,2025-02-03,Received
288,70,5,4411,833.0,2024-08-08,2024-08-13,Received
1204,24,1,4685,83.0,2025-08-30,2025-09-01,Received
1879,60,4,5029,241.0,2024-12-26,2025-01-02,In Transit
1328,73,1,1896,296.0,2024-11-07,2024-11-09,Delayed
1020,68,3,1636,540.0,2025-06-21,2025-06-29,In Transit
647,4,3,3538,65.0,2025-03-16,2025-03-26,
64,5,3,1110,554.0,2026-01-05,2026-01-16,Received
1534,42,4,5559,849.0,2025-12-14,2025-12-21,Received
1172,81,4,4685,376.0,,2024-10-31,Received
1657,54,4,1133,74.0,2025-03-11,2025-03-19,Received
12,79,4,1599,236.0,2024-10-04,2024-10-16,Received
143,34,5,3364,304.0,2025-06-06,2025-06-18,In Transit
279,91,4,1208,599.0,2025-03-07,2025-03-16,Received
1223,82,5,660,929.0,2024-07-05,2024-07-15,Received
26,22,5,5302,141.0,2025-06-16,2025-06-28,Received
462,12,1,4156,775.0,2025-07-03,2025-07-05,In Transit
736,26,2,2896,913.0,2024-08-18,2024-08-31,RECEIVED
385,30,2,47,231.0,2025-12-24,2025-12-30,Received
224,46,3,5667,582.0,2024-10-17,2024-10-19,Received
941,3,1,4548,963.0,2026-01-10,2026-01-13,Received
473,71,1,874,760.0,2024-12-24,2025-01-02,Received
280,52,5,3706,80.0,2024-02-25,2024-02-29,Received
913,46,2,2619,797.0,2025-11-29,2025-12-07,Received
625,7,3,951,605.0,2024-11-10,2024-11-16,Received
1180,71,5,1292,354.0,2024-11-17,,Received
189,63,5,5158,140.0,2024-11-05,2024-11-15,Received
669,37,2,3984,765.0,2025-08-17,2025-08-23,Received
367,42,3,5664,,2024-11-21,2024-11-27,Received
293,13,3,2481,884.0,2024-09-12,2024-09-19,Received
1450,55,5,1573,270.0,2025-10-05,2025-10-17,Received
140,78,5,3118,951.0,2025-07-24,2025-07-29,Received
1930,28,3,543,528.0,2024-04-08,2024-04-17,RECEIVED
1921,69,2,1207,759.0,2024-12-11,2024-12-15,Received
1138,22,1,502,606.0,2025-11-18,2025-11-25,Received
1984,40,2,5681,187.0,2024-06-24,2024-07-02,Received
1227,69,5,1005,727.0,2025-10-05,2025-10-14,Received
1209,52,2,1822,55.0,2024-03-02,2024-03-06,In Transit
1875,19,3,1467,482.0,2024-03-15,2024-03-17,received
1468,16,3,5587,277.0,2024-07-25,2024-07-31,Received
703,48,3,851,757.0,2025-11-11,2025-11-18,Received
1090,75,5,5229,575.0,2024-02-19,2024-02-27,Received
1617,82,3,5065,727.0,2025-01-04,,Received
72,91,3,2837,140.0,2024-07-27,2024-08-06,Received
615,54,3,628,473.0,2024-08-20,2024-08-25,Received
468,22,3,199,,2024-12-31,2025-01-04,Received
897,29,3,4112,490.0,2024-06-12,2024-06-25,Received
426,17,3,1674,790.0,2025-04-14,2025-04-23,Received
1364,75,2,1234,917.0,2025-04-13,2025-04-19,in transit
1981,88,3,587,930.0,2026-01-22,2026-02-02,Received
1701,19,2,5567,530.0,2024-03-14,2024-03-27,Received
789,47,2,5768,966.0,2026-02-06,2026-02-14,Delayed
1366,49,2,2238,54.0,2026-02-01,2026-02-10,Received
610,15,5,964,309.0,2025-04-18,2025-04-28,Received
640,63,4,1416,865.0,2026-01-15,2026-01-23,Received
269,74,5,1776,762.0,2025-08-31,2025-09-12,
514,16,5,2915,,2024-09-19,2024-09-29,Received
712,89,5,4371,,2024-04-10,2024-04-12,
107,11,3,4244,595.0,2025-09-06,2025-09-08,In Transit
13,91,5,987,264.0,2024-11-16,2024-11-19,Received
953,70,4,3858,377.0,2024-07-09,2024-07-13,In Transit
1422,89,4,5806,451.0,2024-04-14,2024-04-26,Received
84,23,4,4728,462.0,2024-12-30,2025-01-07,Received
1884,9,1,796,811.0,2024-10-17,2024-10-29,Received
603,86,1,1926,667.0,2024-05-23,2024-05-26,Received
142,9,3,2664,200.0,2025-03-08,2025-03-21,Received
814,43,4,4410,135.0,2025-07-27,2025-07-29,In Transit
1631,60,4,4925,676.0,2024-11-24,2024-11-29,In Transit
838,14,1,3963,281.0,2024-11-22,2024-11-25,Received
920,6,4,2824,729.0,2024-08-17,2024-08-19,Received
931,21,2,3730,576.0,2024-11-17,2024-11-21,Received
1068,59,5,1652,959.0,2025-06-21,2025-06-25,In Transit
1252,21,3,521,113.0,2024-10-20,2024-10-28,Received
1835,68,5,3202,967.0,,2024-12-25,RECEIVED
1055,4,4,1988,,2024-05-22,2024-05-26,Received
1350,46,1,3435,,2025-01-17,2025-01-25,Received
1779,55,4,1857,592.0,2025-02-04,2025-02-15,Received
1910,2,3,5773,69.0,2024-03-02,2024-03-10,Received
1538,45,1,53,257.0,2024-09-03,2024-09-08,Received
860,22,2,3018,707.0,,2024-02-29,Received
578,41,2,932,238.0,2025-06-13,2025-06-26,In Transit
1815,30,1,5352,587.0,2025-08-07,2025-08-12,Received
1563,2,1,4647,145.0,2024-11-29,2024-12-01,In Transit
1009,30,2,1613,417.0,2024-03-21,2024-03-29,Received
1199,36,3,3896,917.0,2025-10-12,2025-10-25,Received
1086,52,5,1032,,2025-03-09,2025-03-12,
191,79,4,1495,412.0,2026-02-11,2026-02-16,Received
553,6,3,1946,404.0,2025-01-14,2025-01-22,RECEIVED
150,15,2,5318,229.0,2024-10-18,2024-10-29,Received
940,48,3,3868,772.0,2025-05-04,2025-05-16,Received
747,10,3,1399,949.0,2025-11-01,,Received
1083,8,3,2300,963.0,2025-02-12,2025-02-17,Received
1163,75,5,420,991.0,2025-01-14,2025-01-16,Received
158,29,2,5151,859.0,2024-10-06,2024-10-15,Received
1676,13,3,4522,378.0,2024-03-26,2024-04-04,Received
994,52,5,3427,853.0,2024-02-22,2024-02-29,In Transit
1314,49,1,2282,94.0,2025-03-25,2025-03-28,Received
1592,33,4,4846,887.0,2025-12-29,2026-01-03,Received
1108,76,4,300,556.0,2026-01-14,2026-01-22,In Transit
1998,57,4,4043,625.0,2025-02-21,2025-03-01,Received
1878,46,4,561,,2024-10-23,2024-10-30,Received
1602,46,4,4586,413.0,2024-07-16,2024-07-19,
1192,26,5,5217,990.0,2024-11-14,2024-11-22,Received
893,57,5,3628,,2025-12-21,2025-12-25,Received
1900,32,2,3428,323.0,2024-11-15,2024-11-27,Received
284,2,2,3089,92.0,2025-07-21,2025-07-27,Received
898,39,3,484,,2025-01-02,2025-01-10,Received
1290,9,1,4510,168.0,2024-03-12,2024-03-23,Received
1621,14,5,260,,2025-04-05,2025-04-12,Delayed
1530,10,2,191,785.0,2024-09-10,2024-09-18,Received
183,70,2,5268,84.0,2025-11-03,,Received
241,13,5,388,227.0,2024-09-20,2024-09-29,Received
1993,87,1,4249,915.0,2025-02-26,2025-03-01,In Transit
837,8,5,1341,472.0,2025-04-16,2025-04-22,Received
1825,3,4,3998,947.0,2025-04-10,2025-04-21,in transit
505,54,4,5441,605.0,2024-05-01,2024-05-09,Received
1358,10,3,5758,790.0,2025-10-05,2025-10-14,In Transit
262,16,3,4137,126.0,2025-11-29,2025-12-11,Received
1810,81,2,5770,333.0,2025-04-20,2025-04-25,Received
688,61,2,5336,350.0,2024-09-18,2024-09-29,Received
905,26,1,2690,847.0,,2025-02-26,In Transit
1640,45,4,2382,881.0,2025-12-07,2025-12-15,Received
812,8,1,207,976.0,2024-04-30,2024-05-09,Received
1334,15,2,5348,630.0,2024-07-12,2024-07-16,
1927,32,5,5396,906.0,2026-02-14,2026-02-21,Received
1417,33,3,3387,814.0,2024-08-09,2024-08-16,In Transit
1160,20,4,2779,202.0,2024-10-15,2024-10-22,In Transit
769,39,5,2016,,2024-11-20,2024-12-02,Received
503,47,1,4123,978.0,2026-02-05,2026-02-16,Received
250,65,2,5159,414.0,2025-06-17,2025-06-28,Received
660,42,5,4303,97.0,2025-05-24,2025-06-05,Received
1036,20,5,1839,406.0,2026-02-05,2026-02-18,In Transit
1630,45,5,1982,261.0,2025-06-24,2025-07-05,Received
36,87,1,3019,772.0,2024-07-10,2024-07-13,Received
1332,57,2,3525,125.0,2025-03-09,2025-03-18,Received
1134,11,3,1805,736.0,2025-10-20,2025-10-23,Received
642,37,2,394,967.0,2025-07-29,2025-08-09,Received
719,57,5,489,856.0,2024-04-06,2024-04-14,Received
681,9,3,2808,533.0,2025-01-27,2025-02-08,Received
1130,74,4,4171,260.0,2025-01-20,2025-01-22,Received
38,10,3,1034,366.0,2024-11-03,2024-11-13,received
1093,2,3,4643,62.0,2024-12-21,,Received
1284,77,3,5021,824.0,2025-08-23,2025-09-01,Received
61,79,3,133,841.0,2024-10-01,2024-10-14,Received
1005,23,1,2974,214.0,2025-06-04,2025-06-07,In Transit
482,4,2,4035,456.0,2024-04-01,2024-04-06,Received
1184,12,1,4745,398.0,,2024-07-11,Received
1581,68,5,2920,369.0,2025-03-12,2025-03-19,Received
1734,90,5,2598,289.0,2025-02-24,,Received
1925,61,4,2153,,2025-07-05,2025-07-17,Received
1115,74,1,3264,157.0,2025-09-04,2025-09-11,Received
1982,58,3,5059,808.0,2024-05-18,2024-05-25,Received
1817,71,2,5048,,2025-05-02,2025-05-12,Received
966,70,1,752,665.0,,2025-01-09,In Transit
1107,74,4,2681,,2025-11-14,2025-11-20,In Transit
128,11,4,4806,244.0,2024-03-05,2024-03-16,Received
1939,40,2,1762,850.0,2025-12-07,2025-12-12,Received
1327,18,1,3962,841.0,2025-03-01,2025-03-03,Received
461,46,1,5591,805.0,,2024-04-25,In Transit
1494,45,3,3614,991.0,2025-05-27,2025-06-03,Received
593,63,1,4201,769.0,2024-07-06,2024-07-11,Received
1893,87,4,2665,359.0,2025-09-02,2025-09-05,Received
174,35,1,4063,69.0,,2024-05-21,Received
287,41,3,5083,475.0,2025-11-19,2025-11-23,in transit
508,25,1,2216,134.0,,2025-04-19,Received
438,6,2,1886,96.0,2024-10-27,2024-10-29,RECEIVED
780,1,4,1093,307.0,2024-11-21,2024-11-30,received
1831,82,3,2097,675.0,2026-01-11,2026-01-13,received
69,38,3,4224,992.0,2024-06-27,2024-06-30,Received
1917,81,5,4173,881.0,2025-07-13,,In Transit
1517,11,2,2650,986.0,2024-07-11,2024-07-18,Received
876,32,3,4326,584.0,2024-08-20,2024-08-31,Received
1159,72,2,2067,323.0,2024-06-22,2024-06-26,Received
445,67,5,736,613.0,2025-06-12,2025-06-19,Received
668,2,4,5592,692.0,2025-07-26,2025-07-28,Received
1131,39,3,1998,867.0,2025-01-09,2025-01-15,Received
1714,34,5,1656,109.0,2025-05-18,2025-05-29,RECEIVED
1645,3,2,827,363.0,2025-07-05,2025-07-15,Received
1829,24,2,2625,811.0,2025-06-28,2025-07-10,Received
1514,60,1,4965,932.0,2024-08-04,2024-08-15,Received
102,48,3,520,618.0,2025-08-03,2025-08-09,In Transit
518,44,2,5576,668.0,2024-02-25,2024-03-05,Received
939,37,2,531,543.0,2024-04-08,2024-04-12,Received
475,80,5,194,275.0,2024-05-19,2024-05-27,
1706,58,4,2608,887.0,2025-02-06,2025-02-16,Received
63,12,3,960,151.0,2025-06-23,2025-07-05,Received
674,55,2,3232,787.0,2024-11-18,2024-11-29,Received
1515,65,5,3313,388.0,2024-12-14,2024-12-18,Received
1558,46,4,2455,813.0,2025-04-07,2025-04-17,Received
1949,71,3,2327,518.0,2025-11-24,2025-12-05,Received
1256,24,4,1197,72.0,2024-12-06,2024-12-16,Received
290,33,1,2987,984.0,2024-08-29,2024-09-05,Received
1934,63,2,3713,939.0,2026-02-02,2026-02-09,Received
1125,60,2,2904,296.0,2024-04-26,2024-05-04,Received
1221,86,5,3546,129.0,2025-10-28,,Received
1795,79,3,5732,499.0,2024-03-15,2024-03-19,In Transit
1349,2,1,3598,,2025-11-21,2025-11-23,Received
1576,16,2,3030,477.0,2025-01-29,2025-01-31,Received
876,32,3,4326,584.0,2024-08-20,2024-08-31,Received
1726,25,3,5628,819.0,2025-03-06,2025-03-15,Received
1750,37,4,5634,603.0,2025-04-08,2025-04-17,Delayed
226,14,2,562,932.0,,2025-11-28,Received
618,51,3,1115,956.0,2025-05-03,2025-05-14,Received
556,35,4,3634,426.0,,2024-09-22,received
915,70,1,1460,733.0,2024-10-31,2024-11-02,Received
301,49,5,3608,689.0,2024-08-08,2024-08-11,Received
1610,22,3,76,,2024-09-17,2024-09-26,Received
62,48,1,1519,986.0,2024-06-29,2024-07-09,Received
1603,53,2,5609,573.0,2024-12-01,2024-12-12,Received
251,47,3,5001,790.0,2024-12-25,2025-01-05,Received
1339,15,3,517,237.0,2026-01-19,2026-01-28,In Transit
1183,15,4,2219,474.0,2025-12-14,2025-12-27,Received
1752,21,2,232,469.0,2025-06-22,2025-06-26,In Transit
1390,32,1,5128,961.0,2024-07-01,,Received
1064,60,3,717,240.0,2025-01-15,,Received
1206,67,4,97,498.0,2024-12-07,2024-12-10,Received
47,30,2,1250,468.0,2024-03-08,2024-03-16,
207,33,1,1973,289.0,2024-11-27,2024-12-08,
285,64,2,2571,534.0,2025-10-05,2025-10-11,Delayed
235,68,4,1636,740.0,,2025-02-02,IN TRANSIT
1315,71,5,111,267.0,2025-08-23,2025-09-02,Received
276,88,3,998,494.0,2024-05-23,2024-05-30,Received
1099,46,1,1575,235.0,2024-09-24,2024-10-07,Received
981,3,3,467,767.0,2026-01-22,2026-01-25,Received
345,82,4,1685,865.0,2025-02-23,2025-03-08,In Transit
848,51,5,528,941.0,2024-03-02,2024-03-04,Received
93,15,3,5400,146.0,2024-08-29,2024-09-09,Received
860,22,2,3018,707.0,,2024-02-29,Received
48,43,2,3993,797.0,2024-06-23,2024-07-05,Received
368,48,4,1430,897.0,2025-10-12,2025-10-20,Received
315,62,3,3359,425.0,2024-09-23,2024-09-27,Received
734,23,3,2385,555.0,2024-04-14,2024-04-20,Received
348,82,1,5045,642.0,2025-02-06,2025-02-08,Received
741,83,5,4472,372.0,2024-12-31,2025-01-07,RECEIVED
1295,42,3,110,503.0,2025-06-07,2025-06-17,Received
974,49,2,2266,192.0,2026-01-01,2026-01-06,Received
1058,32,2,3099,138.0,2025-09-20,2025-09-27,In Transit
752,62,5,5299,79.0,2024-04-28,2024-05-10,In Transit
1756,49,3,2357,933.0,2025-06-15,2025-06-20,Received
1597,9,1,2747,248.0,2025-11-25,2025-11-29,Delayed
1341,83,3,1540,109.0,2024-08-10,2024-08-21,Received
1531,9,4,4444,500.0,2025-07-25,2025-07-31,Received
1987,16,2,5158,987.0,2024-12-17,2024-12-20,Received
942,51,4,4227,806.0,2024-11-29,2024-12-12,Received
1248,17,5,3380,666.0,2025-01-23,2025-02-05,Received
1119,32,4,681,116.0,2025-05-22,2025-05-30,Received
569,26,2,202,,2024-11-28,2024-12-09,Received
23,8,1,5203,747.0,2024-03-20,2024-03-25,Received
1375,10,2,2742,849.0,2025-02-26,2025-03-01,Received
1011,77,3,4249,300.0,2024-07-23,2024-07-26,Received
1296,68,1,4598,295.0,2025-06-03,2025-06-05,In Transit
1568,53,4,4440,,2024-03-13,2024-03-16,Received
747,10,3,1399,949.0,2025-11-01,,Received
15,82,1,2162,580.0,2025-02-19,2025-02-22,Received
1084,79,1,3541,,2025-07-15,2025-07-27,Received
1945,88,2,2514,643.0,,2026-01-25,Received
1509,21,3,5363,800.0,2024-09-03,2024-09-07,Received
825,81,2,2737,127.0,2025-12-08,2025-12-16,RECEIVED
1126,16,5,3218,66.0,2025-08-12,2025-08-21,In Transit
1693,23,4,2538,220.0,2025-10-25,,Received
402,2,2,2256,349.0,2024-07-07,2024-07-11,Delayed
1905,1,4,1379,498.0,2025-02-16,2025-02-20,In Transit
1505,22,5,1116,288.0,2024-12-25,2025-01-07,Received
1537,5,2,3811,589.0,2025-01-11,2025-01-19,Received
1765,73,3,542,,2025-03-02,2025-03-08,Received
336,38,2,137,382.0,2024-03-13,2024-03-16,In Transit
