warehouse_id,product_id,snapshot_date,quantity_on_hand
1,4253,2025-06-29,1647.0
3,2185,2025-03-13,1077.0
1,4253,2025-07-29,1686.0
4,3878,2026-01-03,2100.0
2,3013,2025-05-23,1338.0
3,4457,2026-02-18,2291.0
2,2261,2025-06-25,1711.0
4,3878,2026-01-03,2100.0
3,3013,2025-07-16,1952.0
4,959,2025-08-23,1940.0
2,4334,2025-05-08,1238.0
4,2185,2026-01-03,2326.0
5,4642,2025-10-09,1805.0
2,959,2025-07-10,1554.0
4,546,2026-02-17,2684.0
3,4457,2025-05-03,1262.0
2,4642,2025-11-12,1967.0
5,754,2025-03-23,1080.0
4,4642,2026-01-14,2081.0
4,3013,2025-03-31,1179.0
4,1089,2025-09-10,1875.0
4,476,2025-11-17,2148.0
3,2185,2025-11-10,2091.0
1,1089,2025-09-08,1617.0
4,2784,2025-03-06,1002.0
5,3878,2025-11-27,2351.0
5,4253,2025-10-14,1755.0
1,1089,2026-01-06,2320.0
5,4334,2025-08-04,2004.0
2,4253,2025-07-03,1852.0
4,517,2025-11-02,2209.0
1,1353,2025-07-30,1677.0
5,1353,2025-11-25,2461.0
1,2185,2025-10-01,1661.0
4,2261,2025-08-28,1446.0
1,4821,2025-12-30,2637.0
3,4457,2025-03-15,1037.0
1,2185,2025-12-07,2018.0
4,4642,2025-10-13,1709.0
3,4457,2025-08-17,1683.0
5,517,2025-12-01,1947.0
4,4821,2025-07-28,1718.0
2,4334,2025-08-20,1713.0
2,546,2026-01-04,2159.0
5,2784,2025-06-06,1215.0
4,4334,2026-02-16,2449.0
2,2185,2025-05-17,1389.0
2,1209,,1902.0
5,4457,2025-08-01,1570.0
1,4334,2026-01-08,1910.0
5,959,2025-04-02,1159.0
2,1353,2025-07-11,1798.0
4,1089,2025-11-02,2095.0
3,1089,,1663.0
4,2261,2025-06-03,1161.0
1,4821,2025-11-27,2491.0
5,476,2025-05-01,1396.0
5,2261,2026-01-14,2863.0
2,3013,2025-07-13,1619.0
3,4334,2025-11-04,2446.0
3,3013,2026-01-25,2774.0
4,2185,2025-04-27,1143.0
1,4334,,1077.0
4,4253,2025-03-18,
3,476,2025-07-04,1656.0
2,2261,2025-09-15,2003.0
2,546,2025-09-06,1732.0
1,2784,2025-07-15,1565.0
1,517,,1315.0
4,1353,2025-06-23,1675.0
3,3907,,2462.0
3,2185,2025-11-01,2053.0
2,3013,2025-12-24,2287.0
4,1360,2025-11-08,2114.0
3,1089,2025-11-25,2095.0
5,1353,2025-07-23,1703.0
3,959,2025-07-22,1428.0
1,3878,2026-02-12,2345.0
2,4334,2025-08-05,1705.0
1,517,2025-12-07,1892.0
3,4821,2025-03-20,1009.0
3,1209,2025-09-30,1730.0
1,1360,2025-12-26,2698.0
2,517,2026-01-08,2417.0
2,1360,2025-10-19,1615.0
4,546,2025-08-15,1720.0
5,1360,2025-11-22,2267.0
3,1089,2026-02-03,2416.0
1,2185,2025-05-06,991.0
1,517,2025-10-21,1648.0
4,517,2025-05-04,1145.0
4,1353,2025-09-17,1899.0
1,1360,2025-06-04,1724.0
4,4642,2026-02-12,2239.0
1,754,2025-09-29,1997.0
3,517,2025-11-20,2438.0
5,1360,2025-07-19,1754.0
2,3907,2025-11-05,2122.0
3,3013,2025-07-04,1868.0
2,4642,2025-05-05,1459.0
5,1360,2025-11-13,2223.0
1,2261,,1451.0
4,4642,2025-06-27,1434.0
4,4457,2025-12-24,2407.0
5,4821,2025-07-31,1309.0
5,2185,2025-03-07,1030.0
2,4253,2026-01-07,3340.0
4,1089,2025-08-16,1778.0
1,4334,2026-01-28,
1,3907,2025-05-14,1498.0
3,476,2025-07-25,1708.0
1,3878,2025-09-21,1784.0
1,1209,2025-06-01,1447.0
4,1360,2025-06-02,1733.0
3,3013,2026-02-05,2805.0
5,4334,2025-05-22,1629.0
2,1360,2025-11-21,1721.0
5,4821,2025-04-25,1006.0
2,2784,2025-10-22,2268.0
1,4253,2025-04-05,1183.0
5,4457,2025-12-21,2334.0
3,4334,2025-12-07,2608.0
3,4642,2025-04-19,1342.0
3,1353,2025-07-08,1392.0
1,2784,2026-02-14,2654.0
4,1360,2026-01-30,2600.0
4,4253,2025-10-12,1819.0
1,4821,2025-09-15,2231.0
4,3907,2026-02-18,2709.0
4,4821,2026-02-03,2570.0
2,1360,2025-04-04,1090.0
4,2784,2025-08-17,1728.0
3,3013,2025-09-15,2262.0
2,4821,2025-09-07,1755.0
2,4642,2025-06-29,1627.0
3,1353,2025-11-05,2064.0
2,754,2025-12-08,2898.0
1,4457,2025-06-20,1166.0
3,4334,2025-04-05,1220.0
5,517,2025-07-08,1468.0
4,517,2025-12-22,2283.0
3,2185,2025-09-05,1784.0
3,1089,2025-08-14,1739.0
4,2185,2025-03-23,1149.0
2,2185,2025-04-23,1286.0
5,476,2025-06-08,1454.0
4,3878,2026-02-19,2424.0
3,1089,2025-06-21,1656.0
1,3878,2025-05-09,1264.0
1,4821,2026-01-13,2697.0
2,2185,2025-12-31,2447.0
3,3013,2026-01-16,2743.0
4,1089,2025-09-24,1957.0
2,3907,2026-02-03,2494.0
5,1089,2025-10-02,2001.0
1,1360,2025-03-20,1121.0
2,3907,2026-02-11,2498.0
4,4457,2025-03-28,1273.0
5,2784,2025-05-09,1257.0
1,4821,2025-03-25,1310.0
3,2784,2025-12-29,2105.0
1,476,2025-05-29,1390.0
1,1209,2026-01-17,2904.0
5,546,2025-11-30,2436.0
4,4457,2025-05-22,1499.0
5,3878,2025-12-16,2343.0
3,476,2025-04-20,1235.0
2,4821,2025-03-27,1182.0
3,2185,2025-06-18,1452.0
3,4821,2025-06-09,1428.0
5,517,2025-09-26,1735.0
1,2261,2025-07-05,1519.0
5,546,2025-06-29,1929.0
3,4253,2025-07-06,1886.0
5,476,2025-12-02,2250.0
1,1089,2025-07-29,1488.0
1,4821,2026-01-09,2701.0
4,2784,2025-03-03,
3,517,2025-05-16,1401.0
1,4821,2025-04-20,1363.0
2,1209,2025-11-26,2061.0
1,3013,2025-08-18,
5,546,2026-01-11,2458.0
4,2784,2025-09-09,1858.0
3,1353,2025-07-09,1396.0
3,754,2025-03-09,1051.0
3,546,2025-03-05,1032.0
3,4334,2025-09-08,1962.0
4,2185,2025-09-28,1761.0
1,754,2025-09-24,1969.0
1,4334,2026-01-10,1926.0
4,2185,2025-12-25,2234.0
3,4821,2025-09-27,1957.0
5,2784,2025-11-17,1892.0
3,3907,2025-11-26,
4,3907,2025-02-27,1003.0
4,546,2025-07-10,1702.0
2,4334,2026-02-05,2324.0
2,517,2025-05-01,1242.0
3,3013,2025-11-15,2704.0
2,4642,2025-12-22,2118.0
1,2784,2025-12-16,2356.0
4,4334,2025-03-07,1098.0
1,754,2025-09-09,1899.0
2,2185,2025-09-27,1999.0
5,2261,2025-11-23,2760.0
3,754,2026-02-13,2294.0
4,4457,2025-04-21,1324.0
5,754,2025-12-18,2076.0
2,546,2025-09-13,1754.0
4,4253,2025-08-20,1704.0
5,1209,2025-09-11,1723.0
2,2784,2026-02-04,2896.0
2,3907,2025-10-13,2105.0
4,2261,2025-12-27,1771.0
3,4642,2025-08-10,2015.0
2,476,2025-11-04,2556.0
3,4821,2025-06-23,1541.0
2,4334,,1240.0
4,2185,,1146.0
2,4253,2026-02-12,3717.0
3,754,2025-12-03,1956.0
5,959,2025-05-28,1353.0
5,4334,2025-08-01,2010.0
2,3013,2025-12-03,2052.0
5,2261,2025-04-11,1295.0
5,517,2025-07-06,1460.0
4,4457,,1797.0
2,1360,2025-10-30,1673.0
5,4253,2025-09-04,
5,4457,2026-02-07,2594.0
1,1353,,1901.0
5,959,2025-10-12,1962.0
3,1089,2025-07-10,1667.0
1,1360,2025-05-06,1513.0
3,4457,2026-01-01,2326.0
2,1209,2025-05-12,
1,546,2025-03-12,1197.0
4,2261,2025-04-23,979.0
2,4642,2025-09-21,1709.0
4,3878,2025-04-17,948.0
1,3013,2025-04-18,1394.0
2,4334,2025-12-02,2185.0
3,1209,2025-06-08,1473.0
1,1089,2025-04-30,1203.0
5,1089,2026-01-25,2441.0
5,3013,2025-12-26,2593.0
5,754,2025-03-06,1017.0
3,4457,2025-05-22,1342.0
3,2784,2025-04-18,1351.0
1,476,2025-11-08,2155.0
5,2784,2025-09-01,1617.0
5,4334,2025-04-25,
5,3907,2025-06-18,1817.0
2,3907,2025-12-09,2288.0
1,4253,,1710.0
4,4642,2026-01-16,
3,3878,2025-02-28,1047.0
4,1360,2025-04-01,1234.0
4,4457,2025-04-20,1302.0
4,4457,2025-12-01,2391.0
3,3907,2025-12-06,2392.0
1,3013,2025-03-04,1024.0
3,1089,2025-11-05,1976.0
1,2185,2025-06-19,1282.0
5,546,2025-03-09,1065.0
2,959,2025-11-22,2034.0
3,4457,2025-03-13,1011.0
4,2784,2025-04-20,1186.0
2,1360,2025-06-02,1051.0
1,3013,2025-09-10,1907.0
3,3907,2025-05-14,1263.0
1,3878,2025-11-04,2015.0
3,3013,2025-05-13,1530.0
4,4253,2025-09-11,1780.0
1,959,2025-05-30,
2,1360,2025-07-06,1172.0
4,2784,2025-11-23,2180.0
4,3907,2025-08-21,2092.0
5,754,2026-01-24,2362.0
2,476,2025-07-25,1874.0
4,3013,2026-01-07,2188.0
3,476,2025-08-26,1914.0
3,4334,2025-08-04,1903.0
4,1360,2025-09-14,1932.0
2,2784,2026-01-13,2680.0
2,1209,2025-12-08,
4,4821,2025-12-19,2208.0
2,3907,2025-11-09,
1,546,2025-12-31,2524.0
4,4821,2025-11-20,1976.0
1,2261,2025-05-23,1362.0
3,4821,2025-08-13,1752.0
5,3878,2025-03-26,1147.0
5,959,2025-08-04,1647.0
5,517,,2043.0
4,754,2026-02-07,2277.0
4,3013,2025-05-25,1296.0
5,4334,2026-01-12,2640.0
3,476,2025-08-03,1752.0
1,754,2025-09-20,1996.0
4,476,2026-02-15,2553.0
1,4334,2025-07-25,1340.0
2,517,2025-04-18,1278.0
3,1360,2025-11-27,
1,754,2025-11-30,2270.0
3,959,2025-03-16,1083.0
4,959,2025-06-26,1635.0
3,2784,,1004.0
3,1360,2025-04-25,1373.0
3,1209,2025-07-01,1499.0
2,2185,2025-03-16,1142.0
1,2185,2025-04-30,
4,1360,2025-03-14,1126.0
1,959,,2594.0
5,959,2026-02-07,2303.0
4,754,2025-06-17,1535.0
5,2185,2025-11-09,2117.0
3,959,2025-08-25,
2,754,2025-07-04,
5,546,2025-12-27,2490.0
1,3878,2026-02-15,2358.0
4,2185,2025-10-06,1732.0
2,546,2025-12-10,1909.0
2,546,2025-06-12,1396.0
3,2185,2025-10-11,1992.0
1,4821,2025-04-11,1375.0
2,3907,2025-06-29,1534.0
4,2185,2025-06-14,1263.0
2,476,2025-04-11,1215.0
4,4334,2025-04-09,1330.0
3,1353,2026-02-06,2692.0
5,476,2025-06-04,1444.0
4,546,2025-12-13,2265.0
1,2784,,2736.0
1,546,2025-03-08,1187.0
5,2185,,1034.0
4,546,2025-10-06,1887.0
2,4821,2025-11-30,2164.0
1,4253,2025-12-05,2319.0
4,754,2025-12-15,1953.0
5,476,2025-05-16,1405.0
2,1089,2025-06-07,1469.0
5,4642,2025-05-10,1112.0
2,476,2025-03-05,1060.0
1,4253,2025-04-16,1224.0
3,3013,,2282.0
1,2185,2025-04-13,1051.0
5,4642,2025-06-14,1339.0
1,959,2025-10-02,2002.0
4,4253,2025-05-25,1363.0
1,3907,2025-08-11,1956.0
4,959,2025-07-16,1751.0
3,4821,2025-03-31,1035.0
1,1209,2025-07-30,1981.0
4,1360,2025-08-20,1843.0
3,4642,2025-11-01,2317.0
1,4334,2026-02-20,2072.0
1,476,2026-02-11,2648.0
4,1360,2025-03-01,1032.0
1,2185,2025-05-27,1178.0
3,4642,2025-06-07,1699.0
4,4821,2025-06-26,1568.0
2,3907,2025-05-07,1157.0
1,1353,2025-03-20,1052.0
4,3907,2025-06-03,1794.0
5,1353,2025-03-22,998.0
4,1209,2025-05-08,1440.0
1,754,2025-03-18,963.0
3,2261,2025-03-10,1165.0
2,1353,2025-08-06,1886.0
5,959,2025-08-03,1638.0
3,1209,2025-03-03,1032.0
5,4642,2025-07-17,1345.0
3,546,2025-06-20,1453.0
5,2185,2025-05-14,
4,1353,2025-11-28,2394.0
2,754,2025-09-08,2493.0
2,3878,2025-05-06,1217.0
2,3013,2025-09-02,1875.0
4,476,2025-11-30,2214.0
2,2784,2025-05-07,1410.0
5,1089,2025-12-22,2414.0
5,959,2025-06-27,1554.0
4,546,2025-10-22,1925.0
1,1353,2025-12-05,2152.0
4,2784,2025-10-07,1983.0
5,1360,2025-07-31,
5,476,2025-09-03,1942.0
1,3878,2026-01-13,2210.0
5,3013,2025-05-25,1502.0
3,4253,2025-10-02,2257.0
5,1089,2025-05-04,1370.0
4,4821,2025-05-05,1416.0
2,4253,2025-11-21,
1,3013,,1985.0
2,1360,2025-11-11,1742.0
1,2185,2025-10-05,1710.0
3,476,2026-01-20,2201.0
1,476,2025-08-25,1702.0
3,4334,2025-07-31,1856.0
4,2185,2025-10-08,1777.0
2,959,2025-08-28,1861.0
5,3907,2025-05-30,1680.0
5,2261,,1126.0
3,3907,,1483.0
5,3907,2026-02-08,2629.0
4,754,2025-04-28,1297.0
5,1089,2026-01-19,2400.0
3,1209,2025-03-11,997.0
2,754,2025-03-24,1287.0
1,517,2026-02-18,1957.0
5,517,2025-05-07,1099.0
3,4642,2025-12-27,2491.0
4,2185,2025-11-19,1997.0
1,1209,2026-01-13,2969.0
5,4821,2025-10-31,1527.0
5,4457,2025-05-09,1395.0
4,4642,2026-02-23,2347.0
4,3907,2025-11-05,2596.0
2,1209,2025-06-24,1476.0
1,517,2025-05-24,1186.0
3,3907,2025-10-28,2148.0
1,1089,2025-03-30,1138.0
4,546,2025-09-10,1807.0
5,2185,2025-11-11,2111.0
4,3013,2025-10-08,1954.0
3,1353,2025-04-27,1176.0
5,476,2025-05-14,1398.0
2,4821,2025-11-02,1983.0
2,476,2025-10-11,2371.0
3,1353,2025-11-01,2064.0
4,2784,,2467.0
1,476,2025-12-05,2344.0
4,1209,2025-12-19,2484.0
1,2784,2025-09-30,1935.0
2,2261,2025-03-11,1108.0
1,2784,2025-11-05,2118.0
3,546,2026-01-04,2590.0
1,1360,,2756.0
2,2784,2025-04-09,1279.0
3,3013,2025-10-02,2472.0
5,2261,2025-12-04,2814.0
1,2784,2025-04-19,1142.0
2,1353,2025-05-12,
3,2185,2025-04-26,1359.0
3,1360,2025-06-19,1420.0
1,4642,2025-07-01,1591.0
1,546,2025-08-21,1733.0
3,959,2025-12-14,
5,3907,2026-02-19,2652.0
2,4334,2025-09-30,1930.0
2,4821,2025-05-26,1519.0
2,4821,2025-09-16,1802.0
5,2185,2026-02-14,2782.0
1,4334,2025-09-10,1491.0
2,476,2026-02-07,2888.0
3,4457,2025-08-01,1632.0
4,1353,2025-05-20,1355.0
5,1209,2025-11-16,1973.0
2,4253,2025-07-08,1885.0
2,517,2025-04-23,1249.0
4,4821,2025-07-30,1730.0
2,4253,2025-04-26,1292.0
3,959,2025-03-14,1053.0
4,3907,2025-10-31,2578.0
3,1353,2025-07-26,1398.0
5,476,2025-08-16,1791.0
2,2185,2026-01-29,2661.0
3,1353,2025-07-31,1443.0
4,2261,2025-11-12,1536.0
4,1353,,2612.0
1,2261,2026-02-05,2409.0
5,1360,2025-06-27,1597.0
1,959,2025-05-21,1302.0
3,546,2025-07-30,1604.0
3,1360,2025-09-28,1718.0
1,4821,2025-04-14,1376.0
4,4821,2026-01-20,2502.0
4,2261,2025-05-11,1147.0
4,3907,2025-04-23,1541.0
4,3013,2025-04-22,1218.0
2,476,2026-02-16,2892.0
3,2261,2025-03-17,1114.0
2,4642,2025-12-23,2134.0
1,476,2025-10-09,2143.0
5,3907,2026-02-20,2663.0
1,1360,2025-08-15,1964.0
2,517,2025-04-15,1227.0
3,2185,2025-04-07,1291.0
4,3878,2025-07-09,1395.0
1,754,2025-07-13,1555.0
2,754,2025-10-24,2714.0
5,959,2025-03-18,1088.0
3,1353,2025-08-03,
5,1089,2025-09-26,2028.0
5,3907,2025-08-27,2118.0
1,476,2026-01-02,2541.0
4,517,2026-01-21,2427.0
5,2784,,1263.0
2,4334,2025-08-10,1737.0
5,3907,2025-07-09,1904.0
4,546,2025-04-28,1313.0
4,4253,2025-12-30,2243.0
4,1353,2025-12-03,2418.0
1,476,2025-11-03,2139.0
5,1353,2025-11-20,2419.0
1,3878,2025-10-23,1958.0
5,4821,2025-04-04,966.0
2,517,2025-11-26,2283.0
1,517,2025-11-18,1744.0
5,1209,2025-10-14,1801.0
3,959,2025-09-20,1654.0
1,476,2025-07-27,1567.0
4,3907,2026-01-29,2734.0
4,1089,2025-03-30,1190.0
4,4457,2025-06-14,
2,4457,2026-02-22,2239.0
1,1089,2025-12-21,2132.0
3,4457,2025-03-02,1015.0
2,4334,2025-05-22,1281.0
4,546,2025-11-03,2045.0
2,2185,2025-04-11,1291.0
5,517,2026-01-08,2138.0
3,1353,2025-06-14,1370.0
2,3878,2025-05-17,1321.0
4,754,2026-02-18,2377.0
4,4642,2026-01-08,2037.0
3,959,2025-03-04,1023.0
5,4334,2025-06-28,1845.0
4,546,2025-05-06,1433.0
2,4642,2025-12-19,2051.0
4,4642,2026-02-15,2255.0
2,959,2025-09-26,1943.0
2,1360,,1818.0
2,1209,2025-12-02,2111.0
1,2784,2026-01-26,2666.0
1,2784,2025-11-13,
4,4253,2025-04-24,1286.0
3,4334,2025-05-27,1487.0
4,4334,2025-11-14,2004.0
2,3013,2026-01-17,2395.0
1,517,2025-06-27,1231.0
2,1089,2025-10-18,1938.0
1,3907,2025-03-29,1284.0
3,1360,2025-09-30,1708.0
2,754,2025-07-06,2136.0
1,4334,2025-06-27,1277.0
1,3907,2025-05-04,1453.0
3,1209,2025-07-08,1546.0
3,2185,2025-07-24,1584.0
3,1089,2025-09-27,1840.0
5,3878,2025-05-05,1306.0
4,2185,2026-01-13,2338.0
3,517,2025-05-08,1328.0
4,4642,2025-03-28,1092.0
4,4334,2025-12-14,
4,754,2025-10-27,2009.0
5,517,2025-10-16,1823.0
3,4334,2025-10-23,2366.0
3,3878,2025-08-09,1566.0
5,4457,2025-03-29,1202.0
3,3907,2025-12-20,2458.0
2,4334,2026-01-15,2278.0
5,1353,2025-06-11,1529.0
4,2185,2025-04-24,1122.0
3,2784,2025-09-26,1752.0
5,4821,2025-09-08,1351.0
5,517,2025-03-05,
3,1209,2025-06-20,
5,1353,2025-05-26,1389.0
3,1209,2025-08-26,1649.0
3,517,2025-11-01,2300.0
1,2261,2025-10-05,2018.0
4,754,2025-03-07,1023.0
3,517,2025-03-24,1038.0
5,4457,2025-03-25,1204.0
4,3878,2025-09-05,1709.0
5,476,2025-05-17,
5,1360,2025-12-14,2473.0
2,476,2025-11-26,2713.0
2,4334,2025-04-19,1147.0
4,4457,2025-12-27,2430.0
5,4821,2025-12-22,1880.0
4,4334,2026-02-07,2365.0
1,517,2025-05-12,1169.0
1,2261,2025-08-20,1700.0
2,4642,2025-03-02,1045.0
2,4334,2026-02-10,2282.0
3,517,2025-04-15,1189.0
4,754,2025-04-17,1192.0
1,517,2025-08-06,1304.0
5,4457,2025-03-05,997.0
5,4253,,1972.0
4,959,2025-10-13,2326.0
2,2261,2025-11-23,2464.0
1,2185,2025-11-26,1910.0
4,2261,2025-07-26,1219.0
1,2185,2025-07-16,1503.0
1,2261,2025-08-16,1713.0
1,4334,2025-08-06,1412.0
4,3013,2025-11-26,2101.0
2,3013,2025-11-22,2032.0
1,1089,2025-08-06,1448.0
4,1353,2026-01-18,2645.0
4,4821,2026-01-07,2377.0
3,546,2025-07-08,1531.0
2,4253,2025-12-08,2957.0
5,3878,2025-11-25,2337.0
2,2261,2025-07-18,1780.0
5,3907,2025-03-22,1285.0
2,4821,2025-11-26,2131.0
2,754,2026-02-18,3221.0
2,1353,2025-08-30,1997.0
4,4457,2026-01-09,2431.0
1,1089,2025-12-12,2147.0
4,4334,2025-11-18,2028.0
2,2784,2025-06-03,1571.0
5,1360,2025-10-30,2162.0
2,3907,2025-08-05,1739.0
2,1360,2025-07-10,1187.0
5,4457,2025-12-10,2281.0
1,476,2025-08-24,1712.0
4,4642,2025-10-24,1818.0
4,1209,2026-01-06,2510.0
3,4821,2025-09-29,1973.0
3,959,2026-02-20,2166.0
3,546,2026-01-14,2651.0
4,1089,2025-06-24,1510.0
4,4821,2025-12-28,2310.0
1,1360,2025-02-28,1008.0
5,1353,2025-12-25,2665.0
5,959,2025-05-10,1237.0
4,4334,2025-12-11,2260.0
3,1360,2025-03-16,1119.0
2,754,2025-10-26,2705.0
4,2261,2025-10-28,1544.0
3,959,2025-08-07,1431.0
5,546,2025-09-01,2068.0
4,546,2025-06-07,
1,4253,2025-06-19,1576.0
5,3907,2025-11-19,2564.0
3,1209,2025-08-24,1650.0
1,1360,2025-11-24,2461.0
2,4253,2025-11-12,2908.0
4,1360,2025-12-19,2333.0
5,2261,2025-10-24,2665.0
2,3013,2025-04-28,
5,754,2025-11-29,1876.0
5,4334,2025-05-30,1683.0
5,476,2025-09-06,1951.0
1,3013,,1381.0
5,2784,2025-03-15,1014.0
5,3907,2025-08-19,2040.0
1,3907,2025-04-20,1393.0
1,4821,2025-04-19,1345.0
4,1360,2025-11-20,2117.0
2,1353,,2015.0
3,3013,2026-01-17,2767.0
5,959,2025-07-18,1541.0
2,2261,2025-11-29,2522.0
2,959,2025-10-06,1884.0
4,1353,2025-03-23,1054.0
1,3907,2025-12-16,2992.0
1,2261,2026-02-15,2426.0
1,546,2025-12-11,2348.0
3,3013,2025-09-02,2222.0
3,3907,2025-05-31,1277.0
1,4821,2025-06-11,1580.0
2,2784,2025-06-22,1698.0
4,517,2025-05-29,1228.0
2,2784,2025-12-18,2420.0
2,959,,2081.0
3,476,2025-10-15,2075.0
4,3013,2025-12-20,2108.0
2,3907,2025-07-21,1646.0
4,3878,2025-12-03,1955.0
2,1360,2025-08-04,1340.0
4,1209,2025-09-08,1936.0
2,517,2025-05-23,1385.0
5,2185,2025-05-28,1516.0
4,1353,2025-04-04,1155.0
4,3878,2025-06-28,1351.0
5,2261,2026-02-05,2896.0
1,3013,2025-10-24,2034.0
2,1089,2025-05-13,1394.0
4,546,2025-04-27,
1,3013,2025-03-06,1024.0
1,1209,2025-02-26,996.0
3,1360,2025-07-06,1482.0
5,1209,2026-01-06,2308.0
3,1353,2026-02-07,2688.0
3,1089,2025-03-18,1032.0
4,476,2025-03-23,1072.0
4,4642,2025-06-25,1404.0
2,4253,2026-02-01,3595.0
5,546,2025-12-21,2446.0
2,2784,,1609.0
2,546,2025-05-08,1216.0
3,1353,2025-03-02,978.0
5,4253,2025-08-03,1571.0
1,3907,2025-10-30,2607.0
3,3013,2025-10-30,2687.0
3,4253,2025-11-21,2540.0
5,3013,2025-07-31,1738.0
1,476,2025-03-18,1045.0
1,4334,2025-07-22,1342.0
5,3013,2025-08-02,1780.0
3,517,2025-06-15,1610.0
4,2784,2026-02-13,2510.0
3,1360,2025-05-01,1398.0
4,4457,2025-09-18,1922.0
2,754,2025-06-26,2042.0
5,4334,2025-05-11,1559.0
1,4253,2026-02-19,2719.0
1,4457,2025-11-26,
1,1209,2025-05-23,1345.0
2,1353,2025-07-10,
1,2261,2025-12-05,2285.0
5,1089,2025-10-03,1983.0
1,1209,2025-10-31,2737.0
2,1353,2025-05-28,1369.0
4,4457,2025-05-25,
3,3878,2025-03-25,
5,2185,2025-12-21,2356.0
3,4457,2026-02-06,2297.0
4,1089,2025-08-09,1757.0
5,2185,2025-11-01,
2,517,,
2,4253,2025-05-03,1357.0
5,2261,2025-06-03,1652.0
4,4642,2025-03-21,
3,3013,2025-03-31,1208.0
5,476,2025-03-25,1332.0
1,517,2025-08-23,1394.0
4,3907,,2621.0
2,754,2025-03-01,1002.0
3,1209,2025-04-20,1249.0
2,1089,2025-12-02,2310.0
3,1089,2025-10-27,1942.0
3,2185,2025-07-13,1534.0
4,546,2025-12-27,2331.0
2,2261,2025-11-17,2408.0
4,4457,2026-01-01,2398.0
2,1353,2025-10-16,2208.0
2,1209,2025-09-09,1886.0
5,4457,2025-11-07,2180.0
2,959,2025-10-23,1937.0
2,2261,2025-09-05,1924.0
2,754,2026-01-28,3197.0
3,1353,2025-09-17,1817.0
4,4821,2025-05-15,1497.0
3,2261,2025-09-18,1864.0
1,4457,2025-08-24,1397.0
1,4334,2025-05-02,1200.0
5,959,2026-01-06,2280.0
4,517,2025-11-22,2229.0
1,2261,2025-06-02,1386.0
1,1209,2025-10-10,2552.0
3,1360,2025-12-19,1850.0
2,754,2025-11-06,2758.0
1,4334,2025-09-19,1466.0
1,3013,2025-09-26,2005.0
5,517,2025-04-18,1063.0
4,4642,2025-03-01,1015.0
5,3878,2025-06-27,1676.0
1,1360,2025-08-02,2005.0
1,2784,2025-10-31,2062.0
5,476,2025-12-20,2236.0
4,4457,2025-10-17,2079.0
2,4642,2025-09-11,1701.0
5,476,2025-10-06,1975.0
4,1209,,1506.0
3,1353,2025-07-25,1406.0
3,959,2025-03-22,1078.0
1,4642,2026-01-12,2497.0
4,4642,2025-07-12,1468.0
2,2185,2025-12-18,2354.0
1,2185,2025-04-20,983.0
2,3907,2025-09-08,1901.0
4,476,2025-02-28,977.0
2,3878,2025-10-29,2038.0
1,4334,2026-01-14,1953.0
3,959,2026-01-01,1923.0
3,3013,2025-03-26,1143.0
3,1089,2025-07-12,1659.0
4,2185,,2528.0
2,4821,2025-09-17,1793.0
5,4642,2025-12-30,2123.0
5,4821,,1939.0
4,2784,2025-03-09,1014.0
4,2261,,1537.0
2,546,2025-05-04,1198.0
1,754,2025-07-12,1532.0
2,2261,2025-07-31,1812.0
2,959,2025-05-09,1249.0
3,1209,2025-12-31,2269.0
2,4457,2026-02-12,2236.0
2,1209,2025-12-20,2129.0
3,3013,2025-07-01,1821.0
2,1360,2025-11-02,1687.0
2,959,,1487.0
2,1089,2025-09-28,1850.0
3,3013,2025-05-15,1580.0
1,3878,2025-05-24,1467.0
2,3013,2026-02-12,2594.0
5,4253,2025-04-16,1362.0
4,3013,2025-02-28,1018.0
2,2261,2026-01-11,2692.0
4,546,2025-11-22,2104.0
1,4253,2025-04-03,1186.0
5,4253,,2258.0
1,4334,2025-12-12,1784.0
1,476,,1732.0
1,1353,2025-03-11,1014.0
4,3907,2025-04-29,1622.0
1,546,2025-03-02,1039.0
2,4642,2025-10-23,1860.0
3,4642,2026-01-21,2645.0
2,959,2025-06-28,1534.0
1,2185,2025-05-14,1082.0
2,959,2025-04-15,1249.0
4,4457,2025-10-19,2081.0
4,2261,2026-01-21,1816.0
1,2185,2025-11-13,1898.0
1,4642,2025-10-20,
3,754,2025-10-04,1662.0
5,4253,2026-02-21,2415.0
3,4821,2026-02-05,2431.0
3,1353,,2588.0
4,3878,2026-01-02,2107.0
3,3907,2026-01-25,2769.0
4,4457,2025-06-04,1550.0
1,2261,2025-08-18,1717.0
2,4253,2026-01-15,
4,754,2025-08-23,1850.0
5,4642,2025-12-18,2032.0
2,1360,,1841.0
3,1209,2025-12-04,2139.0
4,1209,2025-06-15,1644.0
2,517,2025-10-07,2060.0
4,1353,2025-07-01,1684.0
3,1360,2025-06-15,1440.0
1,476,2025-09-13,1889.0
1,1209,2025-06-03,1456.0
5,4334,2025-10-24,2258.0
2,4821,2025-11-20,2108.0
3,1209,2025-12-02,2141.0
3,1209,2025-06-04,1500.0
3,3013,2025-12-30,2803.0
1,3013,2025-05-28,1526.0
5,4457,2025-10-15,1942.0
5,4457,2025-05-16,1365.0
2,754,2025-03-05,1082.0
1,3878,,1723.0
3,1353,2025-12-28,2401.0
5,1209,2025-09-26,1729.0
5,1360,2025-03-02,1020.0
4,3878,2025-05-30,1213.0
