store_id,product_id,quantity_on_hand,reorder_level
160,3364,6.0,11.0
198,188,67.0,18.0
122,3120,123.0,28.0
49,4280,94.0,41.0
188,2853,35.0,22.0
110,3140,,
180,5117,70.0,39.0
155,4173,103.0,35.0
159,4014,92.0,36.0
174,3564,14.0,27.0
83,4974,88.0,24.0
146,726,59.0,33.0
115,5226,17.0,42.0
146,2012,178.0,39.0
86,795,111.0,39.0
68,1933,16.0,38.0
35,2535,4.0,38.0
132,3478,97.0,25.0
154,4673,86.0,23.0
99,1215,28.0,33.0
86,718,25.0,43.0
186,875,35.0,21.0
96,4895,46.0,31.0
136,2882,65.0,31.0
193,5508,130.0,38.0
99,3162,189.0,36.0
142,3890,177.0,15.0
34,5026,9.0,21.0
62,552,146.0,37.0
47,1122,65.0,14.0
94,2667,140.0,23.0
26,4441,16.0,39.0
65,133,173.0,19.0
71,4962,193.0,38.0
78,684,131.0,38.0
109,2013,156.0,26.0
106,1657,11.0,18.0
65,3812,128.0,40.0
103,3689,29.0,11.0
184,5329,163.0,22.0
114,3833,,34.0
28,362,162.0,14.0
103,4956,20.0,26.0
34,5156,111.0,16.0
199,4763,74.0,14.0
109,2369,33.0,15.0
162,3571,9.0,17.0
52,4201,164.0,27.0
41,501,43.0,49.0
124,1147,155.0,49.0
34,895,148.0,28.0
138,2369,67.0,48.0
171,2067,39.0,20.0
39,5794,,49.0
190,1045,115.0,47.0
56,2342,191.0,15.0
112,1345,182.0,42.0
166,3824,86.0,24.0
87,5773,,26.0
96,853,23.0,16.0
7,221,38.0,41.0
67,301,,21.0
73,3211,160.0,24.0
126,838,163.0,41.0
148,992,132.0,10.0
193,5157,81.0,23.0
176,661,191.0,36.0
69,4393,68.0,31.0
144,895,102.0,34.0
193,1775,75.0,21.0
67,182,102.0,37.0
142,5636,128.0,46.0
74,4908,88.0,21.0
133,2616,59.0,44.0
84,4185,75.0,29.0
106,1380,42.0,21.0
159,5662,39.0,17.0
79,1879,3.0,44.0
13,4253,123.0,35.0
80,3960,5.0,49.0
67,1543,6.0,28.0
197,4890,6.0,32.0
44,1486,61.0,29.0
191,4511,157.0,21.0
85,3750,91.0,37.0
107,241,98.0,22.0
149,2111,187.0,18.0
98,2743,105.0,14.0
83,261,159.0,23.0
70,886,5.0,43.0
26,3638,193.0,49.0
163,5053,66.0,36.0
58,5115,13.0,35.0
173,3178,174.0,26.0
147,2155,199.0,36.0
35,5017,28.0,
138,3116,,29.0
36,2519,78.0,12.0
72,4777,63.0,46.0
89,3877,133.0,13.0
124,764,122.0,46.0
107,4138,9.0,44.0
127,1159,157.0,45.0
32,3944,23.0,43.0
56,4436,43.0,31.0
93,4817,114.0,34.0
182,2245,76.0,24.0
74,754,186.0,35.0
93,731,190.0,44.0
89,1570,45.0,36.0
119,2950,115.0,11.0
15,1036,68.0,33.0
35,873,41.0,30.0
173,1774,49.0,38.0
170,2504,116.0,11.0
29,4371,56.0,13.0
162,268,177.0,48.0
43,16,136.0,49.0
124,5514,136.0,10.0
18,3523,35.0,22.0
185,287,32.0,12.0
156,5266,133.0,11.0
157,2313,67.0,18.0
84,5069,81.0,38.0
41,3214,78.0,36.0
148,4924,190.0,
157,3422,134.0,22.0
32,3518,90.0,45.0
161,378,121.0,15.0
94,5748,117.0,22.0
196,4445,194.0,45.0
154,3320,89.0,21.0
95,2709,192.0,31.0
57,4807,44.0,39.0
1,5087,5.0,44.0
21,597,155.0,40.0
151,260,9.0,19.0
140,2539,101.0,12.0
165,1954,65.0,38.0
25,1970,145.0,43.0
126,4251,25.0,10.0
165,4597,34.0,48.0
131,1328,134.0,20.0
104,269,85.0,47.0
97,5242,,47.0
155,1496,93.0,21.0
90,138,150.0,20.0
117,2580,8.0,43.0
9,4865,51.0,32.0
104,3621,70.0,19.0
141,2597,117.0,47.0
60,1118,98.0,33.0
121,4456,51.0,
13,5611,42.0,31.0
76,2386,53.0,23.0
98,3334,155.0,35.0
71,55,44.0,44.0
98,2157,67.0,23.0
188,3439,42.0,43.0
176,3112,27.0,25.0
69,917,32.0,24.0
180,5609,122.0,26.0
45,3612,57.0,42.0
84,5391,162.0,32.0
64,1660,169.0,19.0
181,5620,13.0,42.0
116,4513,171.0,18.0
93,5233,23.0,28.0
63,3611,139.0,17.0
53,3705,145.0,35.0
65,1844,108.0,40.0
117,415,,36.0
88,2391,10.0,38.0
33,3897,126.0,36.0
86,1154,41.0,14.0
69,5141,187.0,25.0
101,1075,134.0,17.0
194,1032,88.0,14.0
191,5370,115.0,31.0
63,2114,13.0,22.0
3,946,194.0,49.0
191,2954,50.0,14.0
144,1959,,34.0
98,535,183.0,35.0
110,569,148.0,49.0
58,4014,157.0,13.0
58,939,167.0,33.0
178,2706,55.0,26.0
109,4462,118.0,19.0
6,4694,125.0,19.0
148,1832,,23.0
70,1623,118.0,46.0
5,4553,95.0,19.0
146,1342,79.0,11.0
111,2914,198.0,32.0
142,4523,51.0,42.0
115,5768,,31.0
55,1019,127.0,33.0
128,1515,159.0,20.0
114,5453,162.0,28.0
81,5161,185.0,45.0
142,3035,41.0,36.0
113,4804,194.0,23.0
48,1618,6.0,48.0
53,2735,40.0,
114,4574,23.0,41.0
186,294,7.0,10.0
45,99,102.0,16.0
69,2054,78.0,25.0
147,4780,132.0,26.0
135,2860,96.0,47.0
188,1199,112.0,43.0
164,480,143.0,33.0
6,4388,9.0,29.0
163,361,157.0,11.0
56,1009,195.0,47.0
33,4117,,28.0
40,2401,26.0,29.0
23,1964,178.0,33.0
185,5601,92.0,45.0
104,1464,21.0,30.0
45,2850,118.0,28.0
52,5578,24.0,39.0
98,2852,29.0,15.0
148,691,73.0,30.0
49,774,15.0,11.0
46,4872,49.0,12.0
42,2854,119.0,
122,160,90.0,26.0
158,1406,43.0,24.0
53,1843,35.0,27.0
67,731,7.0,47.0
116,1736,88.0,10.0
37,2533,166.0,17.0
192,2106,118.0,
93,2290,16.0,32.0
27,3174,73.0,31.0
143,573,21.0,30.0
135,4490,115.0,11.0
60,2135,181.0,49.0
26,1641,105.0,28.0
16,920,110.0,46.0
30,2635,162.0,44.0
85,4390,97.0,40.0
189,2369,186.0,19.0
32,2539,183.0,41.0
27,4561,153.0,44.0
100,5577,190.0,36.0
10,4700,91.0,23.0
177,4069,127.0,23.0
36,988,183.0,28.0
73,3446,134.0,10.0
135,568,83.0,12.0
173,5220,63.0,44.0
186,279,121.0,49.0
68,1179,50.0,28.0
109,1451,2.0,34.0
175,2572,134.0,29.0
66,5675,78.0,39.0
83,1691,38.0,46.0
145,380,28.0,30.0
180,5554,157.0,33.0
57,1149,46.0,37.0
121,168,75.0,36.0
124,964,61.0,46.0
107,4560,160.0,18.0
101,5794,154.0,27.0
102,3158,60.0,32.0
57,1488,72.0,24.0
158,347,61.0,21.0
122,2464,56.0,23.0
17,4344,67.0,19.0
33,2468,137.0,28.0
194,916,12.0,13.0
15,1463,157.0,33.0
188,788,60.0,39.0
152,3613,11.0,33.0
36,724,91.0,11.0
111,3266,6.0,36.0
49,347,162.0,43.0
94,2906,168.0,34.0
112,3472,174.0,29.0
50,182,143.0,48.0
117,5459,,16.0
71,4639,36.0,14.0
29,4712,47.0,39.0
106,1859,192.0,42.0
59,3322,121.0,31.0
48,582,103.0,19.0
64,5700,182.0,27.0
90,2478,192.0,44.0
183,683,19.0,40.0
24,3587,11.0,17.0
22,1165,66.0,25.0
95,5360,157.0,34.0
43,1063,48.0,31.0
42,932,153.0,42.0
114,5341,136.0,
16,3551,10.0,28.0
177,3086,109.0,21.0
147,410,114.0,46.0
113,4927,28.0,34.0
40,920,138.0,47.0
175,4174,10.0,49.0
188,5212,181.0,37.0
129,4072,8.0,21.0
90,3225,198.0,34.0
10,4313,186.0,28.0
173,4778,83.0,32.0
119,5589,143.0,18.0
75,3841,121.0,38.0
4,5227,13.0,47.0
143,1849,110.0,47.0
160,2375,146.0,38.0
87,2103,4.0,22.0
5,5612,17.0,
51,5670,116.0,22.0
153,228,,22.0
67,1586,45.0,41.0
98,1349,102.0,36.0
61,1798,3.0,24.0
184,1801,70.0,40.0
88,1433,102.0,24.0
112,5575,95.0,16.0
39,1308,182.0,33.0
156,4300,90.0,12.0
198,2815,173.0,18.0
68,2564,179.0,
105,1802,30.0,11.0
168,226,178.0,37.0
175,1402,28.0,39.0
57,1716,182.0,41.0
141,3094,194.0,19.0
103,1154,160.0,45.0
187,4718,35.0,47.0
38,5480,,35.0
138,3215,119.0,41.0
110,4872,37.0,23.0
196,5805,,44.0
34,5369,164.0,13.0
83,1662,107.0,
155,4789,38.0,23.0
43,3208,84.0,25.0
25,2384,160.0,31.0
178,2306,43.0,14.0
94,1314,85.0,20.0
61,5542,23.0,46.0
167,2556,0.0,34.0
179,4784,11.0,46.0
142,1187,97.0,49.0
77,2675,84.0,14.0
159,2332,124.0,29.0
146,571,133.0,
39,1123,58.0,22.0
146,497,168.0,43.0
60,1218,40.0,27.0
106,47,109.0,14.0
148,295,128.0,26.0
42,2044,78.0,31.0
86,1069,59.0,35.0
106,16,184.0,29.0
101,652,44.0,19.0
125,2877,186.0,18.0
20,921,82.0,38.0
139,2312,191.0,33.0
108,3811,103.0,15.0
23,4921,20.0,26.0
106,4474,82.0,46.0
103,3774,1.0,24.0
129,4252,110.0,23.0
89,3457,87.0,23.0
176,4287,86.0,41.0
169,3644,21.0,13.0
49,3866,194.0,38.0
194,363,44.0,10.0
178,281,60.0,33.0
183,2835,,47.0
3,3824,50.0,30.0
162,4670,64.0,28.0
166,3347,111.0,48.0
190,1788,118.0,16.0
26,2814,126.0,35.0
167,2259,115.0,17.0
148,1224,,35.0
193,997,78.0,35.0
150,5113,13.0,33.0
151,3102,53.0,
145,2911,82.0,13.0
196,2876,37.0,18.0
125,5175,40.0,21.0
66,1575,91.0,31.0
31,376,84.0,44.0
95,5106,84.0,23.0
149,73,72.0,19.0
42,136,23.0,18.0
138,3552,73.0,16.0
28,4119,93.0,30.0
1,1539,187.0,36.0
110,3815,184.0,33.0
160,608,38.0,49.0
73,3970,197.0,47.0
34,1077,6.0,30.0
29,5,150.0,27.0
88,4290,42.0,19.0
120,5612,120.0,45.0
108,4646,158.0,18.0
33,3124,190.0,36.0
179,5516,,26.0
79,544,63.0,45.0
191,1939,80.0,47.0
130,2871,101.0,32.0
98,3028,26.0,28.0
3,2182,106.0,28.0
108,2111,58.0,16.0
82,4482,22.0,26.0
88,4726,113.0,42.0
188,1869,135.0,35.0
156,3893,24.0,34.0
80,5715,150.0,
68,4816,93.0,23.0
67,3543,161.0,28.0
91,2584,,49.0
120,514,87.0,16.0
156,4819,157.0,25.0
117,4118,123.0,17.0
117,4814,116.0,11.0
89,1080,98.0,14.0
122,3952,22.0,38.0
190,4686,6.0,21.0
192,1549,188.0,45.0
145,4403,,32.0
124,4820,138.0,10.0
189,4714,88.0,45.0
189,1973,165.0,48.0
37,3342,12.0,20.0
71,2187,176.0,39.0
143,114,1.0,29.0
198,4261,,41.0
190,3311,193.0,16.0
86,5740,37.0,27.0
82,2190,93.0,11.0
54,232,170.0,29.0
53,3869,54.0,25.0
19,3013,60.0,24.0
28,3891,97.0,
141,3662,184.0,33.0
44,3198,72.0,29.0
182,107,15.0,41.0
145,3733,112.0,26.0
163,4186,38.0,15.0
13,114,103.0,28.0
35,1963,40.0,32.0
194,2019,0.0,27.0
123,5526,55.0,34.0
71,1453,175.0,48.0
6,5691,34.0,33.0
189,3584,179.0,43.0
172,4735,167.0,29.0
81,3561,117.0,21.0
8,3908,183.0,36.0
22,5043,114.0,43.0
70,3361,,44.0
138,1242,133.0,29.0
167,312,37.0,35.0
152,3277,,30.0
40,5743,167.0,46.0
10,573,25.0,25.0
194,1436,97.0,48.0
195,4693,44.0,
101,3302,98.0,23.0
163,2234,54.0,10.0
18,491,10.0,40.0
136,965,151.0,13.0
161,1634,7.0,45.0
121,1245,49.0,10.0
84,5590,42.0,21.0
60,3562,,38.0
29,800,195.0,46.0
34,2549,151.0,29.0
15,527,159.0,16.0
81,5264,161.0,43.0
22,2422,162.0,28.0
3,1984,91.0,14.0
4,3950,74.0,39.0
93,3182,150.0,13.0
46,1065,95.0,47.0
102,252,78.0,41.0
152,5150,141.0,38.0
57,4022,178.0,10.0
109,638,21.0,17.0
183,4707,165.0,35.0
93,4822,43.0,17.0
189,1386,,34.0
66,224,125.0,21.0
165,1740,161.0,10.0
185,4144,0.0,47.0
61,5145,132.0,40.0
162,689,32.0,26.0
87,423,83.0,11.0
90,4610,26.0,47.0
117,3732,195.0,19.0
143,4884,111.0,23.0
106,5807,25.0,14.0
146,3710,95.0,30.0
114,4225,38.0,25.0
82,4786,41.0,42.0
143,2619,32.0,32.0
157,4535,160.0,17.0
176,4664,80.0,31.0
171,5470,,49.0
88,637,182.0,30.0
33,599,143.0,21.0
75,2691,153.0,
147,1014,132.0,41.0
95,5,78.0,38.0
147,4457,112.0,
105,4238,,35.0
75,5062,,47.0
127,5544,183.0,23.0
89,4501,106.0,40.0
94,1429,,42.0
90,2967,112.0,11.0
43,5123,64.0,38.0
137,2567,70.0,32.0
136,718,,10.0
138,1779,187.0,17.0
63,4367,111.0,33.0
195,1620,80.0,14.0
194,985,111.0,40.0
149,2442,27.0,18.0
167,2,10.0,37.0
105,3451,106.0,13.0
18,423,136.0,25.0
23,3411,37.0,
36,4154,83.0,45.0
104,2705,119.0,24.0
185,296,110.0,24.0
194,1755,16.0,32.0
118,2126,93.0,13.0
55,1334,153.0,31.0
160,672,175.0,36.0
30,3839,169.0,46.0
173,663,126.0,13.0
79,2362,154.0,49.0
171,4916,103.0,48.0
26,2882,91.0,13.0
146,1015,132.0,23.0
72,5008,76.0,45.0
73,107,97.0,32.0
101,4404,69.0,34.0
70,1518,,35.0
23,1508,99.0,27.0
51,111,,32.0
132,2181,134.0,11.0
104,1634,104.0,39.0
47,783,83.0,22.0
95,2968,63.0,37.0
158,5310,163.0,44.0
124,4313,73.0,47.0
195,3713,190.0,34.0
51,3318,22.0,36.0
80,3504,79.0,30.0
120,4048,131.0,
171,5077,70.0,43.0
133,5492,175.0,12.0
158,1617,97.0,48.0
22,4607,150.0,46.0
161,3748,124.0,30.0
60,760,17.0,47.0
176,2740,120.0,28.0
68,4113,169.0,29.0
183,495,99.0,47.0
165,5164,144.0,23.0
110,5652,36.0,49.0
112,322,142.0,45.0
150,2767,165.0,33.0
124,893,96.0,49.0
51,291,15.0,46.0
170,5401,77.0,26.0
142,3584,32.0,25.0
26,4776,165.0,25.0
97,5300,163.0,44.0
82,4295,155.0,31.0
153,4025,107.0,30.0
147,5391,104.0,24.0
199,3714,90.0,40.0
25,109,181.0,23.0
156,4736,107.0,16.0
175,2929,1.0,46.0
60,3890,112.0,31.0
156,290,100.0,14.0
127,558,189.0,33.0
26,1675,162.0,39.0
7,4487,113.0,17.0
55,5475,13.0,21.0
96,3463,20.0,41.0
176,3173,73.0,24.0
137,5660,186.0,48.0
36,3588,16.0,14.0
157,2494,11.0,20.0
3,872,23.0,24.0
78,320,151.0,
185,5035,61.0,17.0
36,4585,,48.0
110,4554,117.0,33.0
135,2308,99.0,25.0
112,5230,185.0,14.0
99,5325,114.0,44.0
105,1390,197.0,48.0
78,1999,165.0,35.0
184,4966,196.0,49.0
100,5329,134.0,16.0
68,1320,144.0,31.0
126,2852,16.0,15.0
152,2917,184.0,12.0
69,5650,114.0,32.0
160,521,147.0,43.0
38,5588,197.0,30.0
46,3565,105.0,38.0
154,3613,53.0,36.0
116,4568,191.0,22.0
191,4220,150.0,15.0
21,2295,192.0,23.0
166,3507,39.0,22.0
178,3276,54.0,16.0
113,3675,19.0,43.0
26,1694,68.0,23.0
10,3990,179.0,26.0
74,2382,36.0,35.0
152,5331,3.0,30.0
23,913,95.0,29.0
119,352,121.0,12.0
191,1115,119.0,30.0
168,1103,12.0,41.0
109,1985,162.0,37.0
161,4178,172.0,45.0
66,4235,85.0,21.0
26,3425,116.0,15.0
152,2936,,
190,4632,120.0,39.0
112,282,121.0,30.0
35,2930,105.0,20.0
77,368,,23.0
163,1,186.0,36.0
56,2861,129.0,47.0
121,3643,187.0,10.0
128,2890,162.0,38.0
151,106,99.0,45.0
5,3101,121.0,38.0
86,1375,46.0,46.0
56,2239,126.0,21.0
39,2349,157.0,45.0
60,1319,197.0,48.0
96,3665,40.0,49.0
54,895,133.0,37.0
58,3635,61.0,49.0
17,1039,136.0,16.0
11,2694,116.0,26.0
20,5686,179.0,39.0
10,5094,193.0,37.0
66,667,176.0,46.0
188,4738,10.0,15.0
176,1949,180.0,44.0
105,1350,177.0,27.0
65,354,83.0,46.0
89,6,127.0,27.0
36,2151,,40.0
139,5333,110.0,46.0
50,523,193.0,13.0
11,5636,170.0,
127,4214,87.0,39.0
100,4672,136.0,35.0
172,5470,156.0,35.0
93,4910,77.0,37.0
148,1098,152.0,44.0
190,2379,24.0,11.0
94,184,30.0,17.0
152,795,69.0,23.0
138,4172,14.0,
45,2060,100.0,41.0
125,3607,160.0,11.0
76,3925,101.0,41.0
126,1898,7.0,29.0
23,2909,35.0,39.0
164,4011,92.0,12.0
95,2291,48.0,
174,5488,109.0,31.0
8,4168,100.0,10.0
199,2864,185.0,28.0
200,4393,124.0,35.0
50,1367,70.0,15.0
122,4152,148.0,14.0
110,5521,26.0,41.0
58,4063,43.0,12.0
97,363,141.0,32.0
163,4608,84.0,
7,111,171.0,49.0
62,2072,40.0,19.0
111,3767,60.0,31.0
116,5565,84.0,35.0
150,561,23.0,38.0
83,5389,38.0,
184,4801,65.0,17.0
65,827,,10.0
31,3782,197.0,49.0
27,342,146.0,39.0
137,5599,194.0,17.0
184,4473,109.0,11.0
45,282,33.0,
69,4846,187.0,10.0
81,3742,153.0,49.0
113,2817,13.0,24.0
17,2474,83.0,
47,3410,111.0,44.0
60,1640,14.0,13.0
188,2599,32.0,22.0
22,3764,175.0,26.0
79,2620,170.0,34.0
93,3975,17.0,31.0
6,3925,174.0,33.0
160,2874,37.0,48.0
136,4080,,48.0
99,4413,103.0,10.0
150,1986,42.0,48.0
7,2338,89.0,38.0
69,3484,167.0,47.0
126,1183,,31.0
159,4585,188.0,11.0
186,3443,31.0,31.0
104,2825,169.0,24.0
118,5497,28.0,43.0
33,4509,164.0,12.0
125,619,65.0,45.0
192,3859,140.0,30.0
116,5495,106.0,40.0
171,4821,125.0,18.0
36,2528,159.0,35.0
134,5617,116.0,47.0
68,4078,32.0,18.0
115,4201,137.0,16.0
19,115,,28.0
10,672,43.0,39.0
178,12,144.0,23.0
93,2425,50.0,22.0
183,1658,46.0,10.0
2,4644,159.0,28.0
107,5418,117.0,15.0
18,3679,6.0,17.0
104,992,96.0,13.0
15,3629,4.0,15.0
116,2971,153.0,26.0
148,769,9.0,24.0
128,952,172.0,22.0
170,1083,73.0,48.0
183,264,195.0,39.0
194,5184,196.0,27.0
59,3135,,18.0
103,4515,117.0,28.0
8,1376,18.0,20.0
70,3208,177.0,46.0
116,4472,170.0,38.0
28,3721,148.0,17.0
108,3348,154.0,13.0
44,4512,55.0,27.0
143,2848,4.0,41.0
88,4275,54.0,43.0
175,1629,88.0,10.0
188,130,140.0,30.0
11,3849,2.0,35.0
72,2979,57.0,46.0
21,1035,,37.0
187,1291,68.0,
200,2202,156.0,10.0
166,838,183.0,15.0
111,5222,68.0,40.0
117,4586,155.0,36.0
27,3296,48.0,11.0
43,3034,176.0,16.0
83,2153,169.0,28.0
85,4057,133.0,32.0
174,55,25.0,10.0
139,2235,62.0,38.0
11,2666,178.0,16.0
35,933,45.0,11.0
83,2213,52.0,48.0
18,2919,104.0,
160,3840,35.0,21.0
159,4542,183.0,17.0
23,2536,46.0,28.0
176,5214,55.0,42.0
22,1214,77.0,14.0
71,2201,136.0,20.0
84,1675,167.0,45.0
62,41,184.0,11.0
34,4764,111.0,49.0
182,3433,141.0,11.0
32,3761,50.0,12.0
51,4224,117.0,10.0
73,2048,178.0,38.0
49,5785,138.0,49.0
71,3980,35.0,18.0
90,2354,51.0,39.0
122,2037,64.0,
192,1165,47.0,34.0
182,3309,59.0,37.0
107,2952,26.0,11.0
171,3831,,38.0
108,3757,152.0,26.0
67,3664,181.0,23.0
32,2150,165.0,41.0
39,4264,74.0,31.0
122,1954,31.0,42.0
6,2027,34.0,26.0
39,4505,,28.0
55,4341,136.0,39.0
138,5006,85.0,44.0
2,1756,80.0,15.0
137,5439,53.0,
128,4866,93.0,21.0
196,5334,166.0,41.0
134,4908,158.0,15.0
78,4187,62.0,13.0
130,5385,155.0,26.0
42,5762,105.0,42.0
156,180,167.0,36.0
36,3564,126.0,22.0
66,3827,122.0,35.0
183,5784,78.0,
145,4385,158.0,23.0
38,607,31.0,49.0
146,2048,109.0,28.0
125,5793,29.0,11.0
117,448,172.0,32.0
179,1372,53.0,41.0
162,5710,157.0,30.0
92,4380,145.0,10.0
39,5027,73.0,12.0
121,2677,195.0,12.0
160,5771,96.0,19.0
172,4806,197.0,21.0
49,4099,163.0,48.0
28,4813,,47.0
119,3091,198.0,35.0
150,1973,59.0,32.0
195,3474,115.0,33.0
149,2500,102.0,19.0
118,4827,97.0,14.0
185,1913,123.0,46.0
143,5717,171.0,35.0
192,3962,95.0,26.0
89,1064,143.0,18.0
192,476,109.0,37.0
160,2012,137.0,17.0
126,3320,140.0,35.0
83,143,182.0,19.0
91,5566,56.0,39.0
56,2466,30.0,48.0
18,3185,197.0,26.0
179,2249,174.0,42.0
57,3208,54.0,34.0
94,3557,83.0,18.0
12,4254,110.0,31.0
81,3291,58.0,
71,147,131.0,25.0
65,4620,78.0,13.0
179,4829,114.0,44.0
99,1820,27.0,46.0
75,4474,103.0,32.0
185,2622,138.0,18.0
177,3072,81.0,13.0
117,2261,87.0,41.0
123,1147,21.0,11.0
71,4044,186.0,38.0
163,3027,170.0,45.0
10,5022,52.0,39.0
113,271,11.0,39.0
77,5346,109.0,12.0
171,3764,108.0,24.0
83,1804,9.0,13.0
23,4756,111.0,48.0
139,2633,,31.0
62,2179,151.0,35.0
62,1997,139.0,16.0
164,2663,127.0,24.0
120,4307,180.0,
52,2045,93.0,29.0
175,5640,140.0,25.0
114,4638,23.0,37.0
165,3119,2.0,44.0
13,5038,113.0,47.0
140,2222,48.0,47.0
107,2311,119.0,11.0
29,1748,161.0,34.0
123,5374,142.0,32.0
31,741,156.0,46.0
87,139,62.0,34.0
151,314,27.0,35.0
68,2827,63.0,48.0
22,144,156.0,37.0
42,5156,147.0,15.0
40,2057,133.0,23.0
128,2816,71.0,26.0
185,1843,174.0,29.0
53,3579,102.0,12.0
28,2400,156.0,30.0
33,5087,29.0,31.0
118,3669,149.0,
177,3666,158.0,
28,4136,39.0,28.0
57,5345,139.0,14.0
86,3599,129.0,28.0
172,2517,122.0,12.0
101,5587,184.0,22.0
72,686,70.0,22.0
15,4135,147.0,13.0
11,2374,160.0,14.0
170,3239,99.0,35.0
147,840,62.0,16.0
137,2475,183.0,49.0
180,5694,11.0,20.0
48,2429,188.0,28.0
180,4332,170.0,25.0
132,745,114.0,11.0
13,4217,141.0,36.0
134,5088,38.0,41.0
157,1690,176.0,26.0
37,2078,195.0,46.0
68,3949,8.0,17.0
70,414,95.0,
104,4152,11.0,38.0
28,2094,123.0,43.0
148,4119,164.0,28.0
150,1833,66.0,47.0
159,2821,105.0,31.0
93,1181,53.0,21.0
129,665,19.0,48.0
81,5746,185.0,36.0
128,3777,99.0,34.0
124,3922,35.0,21.0
144,5482,85.0,32.0
39,3016,3.0,39.0
77,1325,17.0,26.0
1,1160,92.0,41.0
132,5118,148.0,27.0
176,238,154.0,23.0
108,2247,128.0,35.0
8,4761,24.0,47.0
67,623,85.0,10.0
17,5607,50.0,24.0
122,3948,92.0,10.0
26,1961,102.0,39.0
3,1494,136.0,45.0
98,2760,17.0,16.0
16,3858,20.0,31.0
200,797,17.0,28.0
62,2497,133.0,17.0
148,2455,187.0,37.0
142,3754,68.0,45.0
34,928,12.0,37.0
149,2595,149.0,33.0
88,3278,67.0,45.0
134,5040,,25.0
169,3627,43.0,28.0
75,1287,70.0,42.0
71,1443,149.0,24.0
86,5114,52.0,34.0
28,3518,103.0,16.0
2,3100,,20.0
122,5464,194.0,44.0
119,2866,58.0,48.0
152,226,183.0,15.0
54,4875,7.0,34.0
9,2821,56.0,19.0
40,883,197.0,41.0
25,661,147.0,34.0
200,4889,11.0,43.0
124,2595,134.0,40.0
69,3715,126.0,40.0
31,232,165.0,46.0
188,4890,140.0,38.0
136,524,110.0,44.0
124,1347,61.0,43.0
189,5537,83.0,31.0
86,5446,76.0,26.0
122,4745,7.0,49.0
177,2456,39.0,21.0
164,3156,50.0,12.0
129,3370,25.0,14.0
162,2836,30.0,43.0
169,5622,116.0,11.0
106,616,172.0,30.0
37,1611,61.0,34.0
98,5627,93.0,45.0
185,4250,29.0,24.0
49,3450,93.0,39.0
75,3423,191.0,33.0
98,2664,81.0,34.0
190,2951,190.0,10.0
190,1983,33.0,14.0
115,1942,130.0,44.0
52,2175,106.0,26.0
136,4044,11.0,42.0
133,5268,99.0,10.0
17,218,96.0,26.0
163,3189,83.0,49.0
30,3427,137.0,43.0
85,952,76.0,24.0
2,4887,27.0,24.0
58,4488,40.0,
150,2178,89.0,48.0
118,3759,54.0,49.0
34,496,159.0,19.0
57,2294,146.0,22.0
116,1659,78.0,17.0
193,2614,106.0,39.0
177,4448,187.0,25.0
84,2525,21.0,42.0
150,1686,92.0,41.0
173,5530,96.0,32.0
82,237,147.0,22.0
50,3947,150.0,42.0
84,681,21.0,25.0
76,3304,17.0,47.0
18,1890,104.0,13.0
52,5477,79.0,44.0
190,3586,182.0,30.0
81,1187,78.0,
78,40,82.0,34.0
166,4357,184.0,27.0
164,3865,7.0,37.0
98,925,81.0,26.0
151,1510,12.0,39.0
5,3541,63.0,31.0
100,4069,29.0,48.0
128,1969,158.0,38.0
122,3798,95.0,28.0
122,1935,170.0,23.0
118,5571,4.0,32.0
107,1397,,
93,1299,3.0,43.0
113,992,164.0,15.0
39,71,172.0,46.0
9,3471,58.0,49.0
183,2553,160.0,43.0
1,3439,129.0,
170,5315,68.0,35.0
95,4046,67.0,45.0
115,3919,59.0,27.0
10,2481,78.0,41.0
101,2718,52.0,47.0
178,2987,130.0,27.0
197,4896,110.0,41.0
171,4724,168.0,24.0
146,2975,,12.0
56,3710,120.0,48.0
151,3581,110.0,45.0
31,2195,149.0,19.0
76,4048,168.0,20.0
141,852,3.0,14.0
107,5445,3.0,21.0
7,1184,102.0,16.0
131,5365,45.0,30.0
163,4988,97.0,35.0
164,4999,104.0,31.0
72,5011,8.0,28.0
15,4578,167.0,17.0
26,4214,109.0,40.0
103,3482,66.0,47.0
147,4378,7.0,11.0
108,2962,43.0,38.0
194,1227,9.0,29.0
45,28,113.0,12.0
88,5175,29.0,30.0
98,645,23.0,42.0
110,4924,21.0,35.0
135,2458,5.0,29.0
162,566,36.0,41.0
73,175,,10.0
97,258,56.0,10.0
25,2295,106.0,10.0
14,3680,181.0,18.0
80,3479,57.0,33.0
27,4400,117.0,14.0
129,1661,158.0,39.0
135,134,197.0,
193,1539,118.0,37.0
162,2786,141.0,11.0
62,3685,31.0,15.0
7,5301,58.0,32.0
76,1564,116.0,23.0
200,784,174.0,38.0
28,2966,117.0,
79,2786,109.0,36.0
189,5523,49.0,29.0
158,1780,165.0,15.0
31,1858,35.0,31.0
71,362,125.0,42.0
153,1285,124.0,19.0
93,2662,38.0,34.0
168,1877,19.0,35.0
8,4968,104.0,32.0
163,5777,105.0,21.0
14,1617,134.0,33.0
146,5806,26.0,28.0
77,3719,42.0,25.0
74,780,126.0,25.0
94,707,107.0,30.0
136,2201,164.0,26.0
134,4471,43.0,12.0
34,5376,8.0,19.0
102,1738,33.0,11.0
32,4387,79.0,
80,830,179.0,22.0
