summary_id,summary_date,total_revenue,total_orders,avg_order_value
115,2024-04-24,375648.16,217.0,1731.1
13,2024-01-13,421178.7,301.0,1399.26
554,2025-07-07,246539.45,,1494.18
144,,108121.18,96.0,1126.26
659,2025-10-20,,282.0,1342.19
650,2025-10-11,515513.07,314.0,1641.76
302,2024-10-28,684874.6,428.0,1600.17
38,2024-02-07,696138.14,381.0,1827.13
49,2024-02-18,751020.47,425.0,1767.11
160,2024-06-08,232715.18,,1491.76
47,2024-02-16,149533.8,95.0,1574.04
426,2025-03-01,168309.03,110.0,1530.08
502,2025-05-16,131498.43,90.0,1461.09
714,2025-12-14,238287.17,248.0,960.84
708,2025-12-08,297607.18,177.0,1681.4
451,,257940.44,316.0,816.27
364,2024-12-29,196608.12,112.0,1755.43
136,2024-05-15,424545.07,477.0,890.03
633,2025-09-24,630691.84,,1414.11
375,2025-01-09,413778.16,302.0,1370.13
156,2024-06-04,601587.2,353.0,1704.21
22,2024-01-22,225921.61,115.0,1964.54
217,2024-08-04,342151.6,331.0,1033.69
116,2024-04-25,579302.04,405.0,1430.38
296,2024-10-22,562212.91,492.0,1142.71
242,2024-08-29,640166.17,448.0,
138,2024-05-17,179330.04,110.0,1630.27
24,2024-01-24,293612.82,,1254.76
459,2025-04-03,632766.43,491.0,1288.73
730,2025-12-30,278245.95,211.0,1318.7
623,2025-09-14,672716.96,438.0,1535.88
341,2024-12-06,468282.56,361.0,1297.18
583,2025-08-05,346727.05,351.0,987.83
546,2025-06-29,492916.51,310.0,1590.05
505,2025-05-19,86589.16,76.0,1139.33
325,2024-11-20,500570.74,412.0,1214.98
622,2025-09-13,299216.21,239.0,1251.95
413,2025-02-16,355752.63,186.0,1912.65
786,2026-02-24,570774.54,415.0,1375.36
612,2025-09-03,137827.71,91.0,1514.59
345,2024-12-10,280221.05,183.0,1531.26
560,2025-07-13,,172.0,1029.08
656,2025-10-17,490153.53,255.0,1922.17
225,2024-08-12,481774.81,271.0,1777.77
360,,511704.99,308.0,1661.38
536,2025-06-19,711433.46,416.0,1710.18
114,2024-04-23,838342.92,466.0,1799.02
666,2025-10-27,73432.31,80.0,
470,2025-04-14,398369.45,234.0,1702.43
344,2024-12-09,335535.83,324.0,1035.6
448,2025-03-23,466913.14,466.0,1001.96
641,2025-10-02,567355.76,309.0,1836.1
307,2024-11-02,183640.05,159.0,1154.97
642,2025-10-03,331402.89,259.0,1279.55
606,2025-08-28,76062.43,70.0,1086.61
339,2024-12-04,532475.36,286.0,1861.8
430,2025-03-05,85976.14,97.0,886.35
380,2025-01-14,799307.86,418.0,1912.22
611,2025-09-02,475527.99,353.0,1347.1
201,2024-07-19,445237.56,278.0,1601.57
337,2024-12-02,137854.83,121.0,1139.3
377,2025-01-11,361786.48,417.0,867.59
9,2024-01-09,205628.23,151.0,1361.78
93,2024-04-02,325661.7,344.0,946.69
694,2025-11-24,,79.0,819.39
271,2024-09-27,377041.86,409.0,921.86
455,2025-03-30,147772.55,155.0,953.37
214,2024-08-01,713680.33,498.0,1433.09
541,2025-06-24,796300.27,399.0,1995.74
593,2025-08-15,,384.0,1129.65
490,2025-05-04,590335.77,298.0,1980.99
306,2024-11-01,485779.34,243.0,1999.09
596,2025-08-18,427282.67,378.0,1130.38
226,2024-08-13,,323.0,1952.97
435,2025-03-10,182939.17,140.0,1306.71
436,2025-03-11,511398.21,491.0,1041.54
699,2025-11-29,341171.83,288.0,1184.62
476,2025-04-20,90010.04,80.0,1125.13
775,2026-02-13,716393.53,455.0,1574.49
198,2024-07-16,212806.24,108.0,1970.43
260,2024-09-16,651491.1,374.0,1741.95
193,2024-07-11,,151.0,937.5
412,2025-02-15,479781.89,358.0,1340.17
19,2024-01-19,,493.0,1703.46
575,2025-07-28,383741.96,443.0,866.23
182,2024-06-30,419576.78,327.0,1283.11
456,2025-03-31,73988.85,54.0,1370.16
192,2024-07-10,119902.22,125.0,959.22
210,2024-07-28,269435.91,241.0,1117.99
773,2026-02-11,,122.0,1444.34
363,2024-12-28,460039.25,281.0,1637.15
736,2026-01-05,499571.3,498.0,1003.16
211,2024-07-29,100246.52,66.0,1518.89
672,2025-11-02,375131.17,271.0,1384.25
680,2025-11-10,323649.34,193.0,1676.94
698,2025-11-28,401994.35,278.0,
169,,409143.06,214.0,1911.88
476,2025-04-20,90010.04,80.0,1125.13
1,2024-01-01,145488.61,174.0,836.14
571,2025-07-24,659856.73,451.0,1463.1
123,2024-05-02,120496.53,63.0,1912.64
322,2024-11-17,816286.93,420.0,1943.54
37,2024-02-06,251759.43,135.0,1864.88
509,2025-05-23,356619.69,,1058.22
592,2025-08-14,495882.14,290.0,1709.94
386,2025-01-20,359489.52,,1762.2
514,2025-05-28,365186.88,264.0,1383.28
165,2024-06-13,261295.95,234.0,1116.65
689,2025-11-19,375832.85,366.0,1026.87
634,2025-09-25,130175.49,77.0,1690.59
23,2024-01-23,397853.29,444.0,896.07
318,2024-11-13,146049.56,164.0,890.55
181,2024-06-29,289093.41,184.0,1571.16
218,2024-08-05,170136.28,,1736.08
552,2025-07-05,617407.3,312.0,1978.87
624,2025-09-15,397272.83,466.0,852.52
723,2025-12-23,537663.92,285.0,1886.54
660,2025-10-21,165304.04,176.0,939.23
51,2024-02-20,211908.26,261.0,811.91
663,2025-10-24,836941.05,478.0,1750.92
142,2024-05-21,125645.55,99.0,1269.15
333,2024-11-28,547664.74,302.0,1813.46
783,2026-02-21,391107.7,365.0,1071.53
702,2025-12-02,371743.28,402.0,924.73
349,2024-12-14,374252.6,249.0,1503.02
636,2025-09-27,,165.0,1231.34
609,2025-08-31,158216.42,190.0,832.72
243,2024-08-30,245986.23,280.0,878.52
398,2025-02-01,694917.13,482.0,1441.74
592,2025-08-14,495882.14,290.0,1709.94
163,2024-06-11,283981.96,147.0,1931.85
577,2025-07-30,181381.49,120.0,1511.51
42,,89468.71,55.0,1626.7
450,2025-03-25,74210.3,60.0,1236.84
21,2024-01-21,118047.4,,1008.95
440,2025-03-15,417680.62,313.0,1334.44
354,2024-12-19,522575.58,394.0,1326.33
526,2025-06-09,507186.63,433.0,1171.33
537,2025-06-20,854950.19,470.0,1819.04
441,2025-03-16,74468.54,85.0,876.1
346,2024-12-11,652520.13,382.0,1708.17
20,2024-01-20,865493.87,488.0,
202,2024-07-20,459135.19,396.0,1159.43
132,2024-05-11,388796.7,201.0,1934.31
445,2025-03-20,110551.97,107.0,1033.2
685,2025-11-15,124935.27,86.0,1452.74
324,,304774.12,307.0,992.75
516,2025-05-30,200529.73,159.0,1261.19
285,2024-10-11,407559.69,457.0,891.82
250,2024-09-06,152644.47,97.0,1573.65
480,2025-04-24,455561.6,449.0,1014.61
392,2025-01-26,546749.53,484.0,1129.65
88,,531490.5,320.0,1660.91
724,2025-12-24,154705.83,181.0,
423,2025-02-26,503409.08,373.0,1349.62
384,2025-01-18,538017.09,422.0,1274.92
94,2024-04-03,342178.77,258.0,1326.27
213,,292094.19,279.0,1046.93
524,2025-06-07,455822.58,297.0,1534.76
613,2025-09-04,,492.0,973.46
704,2025-12-04,,,927.05
757,2026-01-26,754043.5,391.0,1928.5
262,2024-09-18,161003.79,88.0,1829.59
2,2024-01-02,406425.0,,1157.91
273,2024-09-29,75275.61,70.0,
522,2025-06-05,291378.75,183.0,1592.23
240,2024-08-27,158048.03,98.0,1612.73
194,2024-07-12,431092.43,338.0,1275.42
168,2024-06-16,506903.21,335.0,1513.14
120,2024-04-29,299510.41,178.0,1682.64
259,2024-09-15,343771.31,267.0,1287.53
433,2025-03-08,203618.73,109.0,
38,2024-02-07,696138.14,381.0,1827.13
161,2024-06-09,392161.79,,1436.49
139,2024-05-18,395019.91,290.0,1362.14
350,2024-12-15,279554.5,,1306.33
179,2024-06-27,397967.23,376.0,1058.42
556,2025-07-09,451140.84,293.0,1539.73
733,2026-01-02,117899.35,125.0,943.19
74,2024-03-14,139025.49,126.0,1103.38
621,2025-09-12,196725.64,121.0,1625.83
254,2024-09-10,165798.77,121.0,1370.24
513,2025-05-27,783497.35,419.0,1869.92
388,2025-01-22,227476.81,187.0,1216.45
331,2024-11-26,77634.91,90.0,862.61
674,2025-11-04,135700.25,94.0,1443.62
498,,234837.98,182.0,1290.32
140,2024-05-19,347790.05,252.0,1380.12
181,2024-06-29,289093.41,184.0,1571.16
274,2024-09-30,352273.81,374.0,
759,2026-01-28,619975.18,443.0,1399.49
260,2024-09-16,651491.1,374.0,1741.95
72,2024-03-12,734830.89,480.0,1530.9
721,2025-12-21,436325.59,,894.11
564,2025-07-17,288387.27,216.0,1335.13
100,,,239.0,1154.65
492,2025-05-06,122989.52,95.0,1294.63
512,2025-05-26,360170.12,230.0,1565.96
779,2026-02-17,133532.14,84.0,
555,2025-07-08,,232.0,1134.12
372,2025-01-06,762537.72,432.0,1765.13
109,2024-04-18,607197.58,375.0,1619.19
150,2024-05-29,335561.47,246.0,1364.07
506,2025-05-20,571805.63,350.0,1633.73
329,2024-11-24,214829.56,185.0,1161.24
719,2025-12-19,132981.85,104.0,1278.67
175,2024-06-23,421015.93,227.0,1854.7
673,2025-11-03,511943.79,366.0,1398.75
53,2024-02-22,338119.94,256.0,1320.78
623,2025-09-14,672716.96,438.0,1535.88
79,2024-03-19,80339.96,66.0,1217.27
681,2025-11-11,53537.12,56.0,956.02
15,2024-01-15,480817.64,438.0,1097.76
519,2025-06-02,635658.29,452.0,1406.32
632,2025-09-23,325301.62,406.0,801.24
355,2024-12-20,303778.03,180.0,1687.66
79,2024-03-19,80339.96,66.0,1217.27
553,2025-07-06,160803.81,88.0,1827.32
720,2025-12-20,141037.16,133.0,1060.43
304,2024-10-30,579445.9,385.0,1505.05
309,2024-11-04,52875.11,60.0,881.25
224,2024-08-11,437642.5,375.0,1167.05
26,2024-01-26,458772.7,332.0,1381.85
745,2026-01-14,353996.86,204.0,1735.28
105,2024-04-14,185321.17,113.0,1640.01
335,2024-11-30,409040.75,208.0,1966.54
394,2025-01-28,442095.23,463.0,954.85
176,2024-06-24,713858.4,359.0,1988.46
461,2025-04-05,258603.71,206.0,1255.36
35,,521806.03,406.0,1285.24
598,2025-08-20,121551.85,150.0,810.35
199,2024-07-17,130251.16,114.0,
129,2024-05-08,387877.87,211.0,1838.28
686,2025-11-16,422843.99,,1478.48
716,2025-12-16,618479.99,,1472.57
587,2025-08-09,335343.74,232.0,1445.45
