change_id,table_name,record_id,column_name,old_value,new_value,changed_by,changed_at,action
8155,products,1620,price,4344.16,,750.0,,UPDATE
5680,products,3642,price,2502.14,2449.8,68.0,2024-03-14 18:37:34,UPDATE
7842,products,2353,price,,2129.95,1196.0,,UPDATE
117,employees,2314,salary,59370,71113,1074.0,2024-11-22 21:07:07,UPDATE
326,employees,1824,salary,46032,48615,154.0,2024-03-12 06:04:23,UPDATE
748,products,1835,price,,,639.0,2025-11-06 03:07:09,UPDATE
7068,employees,2640,salary,64236,70977,,2024-06-01 23:31:23,UPDATE
62,products,4223,price,4712.82,,777.0,2024-06-23 05:25:47,UPDATE
3630,products,4340,price,,1403.13,1845.0,2024-08-28 08:12:53,UPDATE
2382,products,77,price,2418.01,2285.64,1239.0,2024-04-26 09:13:20,UPDATE
6785,,1150,price,3839.13,3570.81,2787.0,2025-03-18 13:26:14,UPDATE
378,products,4477,Price,,3604.52,2535.0,2024-12-25 01:02:51,UPDATE
9959,Products,3354,price,4735.34,4540.29,807.0,,UPDATE
8174,products,4840,price,4812.86,4498.29,2316.0,2025-08-29 18:24:35,UPDATE
7029,products,3562,price,763.13,,267.0,2024-02-27 07:36:34,UPDATE
706,products,2800,price,2852.87,2644.39,1469.0,2025-01-24 19:39:51,UPDATE
2021,employees,2726,salary,74824,86906,289.0,2025-03-16 21:22:56,UPDATE
6461,products,126,,477.57,463.22,590.0,,UPDATE
8767,employees,463,salary,36482,,2439.0,2024-07-07 23:23:44,UPDATE
5586,,4,salary,57134,60533,791.0,2025-08-11 22:20:32,UPDATE
7272,products,1536,price,2714.24,2931.94,1928.0,2024-01-02 22:47:15,UPDATE
176,products,402,price,345.82,327.98,1364.0,2024-05-26 00:18:50,UPDATE
4753,products,5037,price,840.41,848.05,920.0,,UPDATE
296,products,5577,price,2424.61,2526.74,366.0,2024-02-15 04:31:01,UPDATE
3108,products,1270,price,818.64,772.22,158.0,2024-11-16 17:46:36,UPDATE
9928,products,3345,PRICE,2774.47,2540.54,1060.0,2025-03-04 20:18:34,UPDATE
412,EMPLOYEES,1716,salary,63895,72706,2583.0,,UPDATE
1162,products,3437,PRICE,4170.62,4162.42,2098.0,2025-03-24 14:24:13,UPDATE
3165,products,5187,price,1294.97,1328.68,2313.0,2024-10-21 01:33:33,UPDATE
3480,products,698,price,2293.56,2261.41,279.0,2024-11-18 22:02:23,UPDATE
3171,EMPLOYEES,450,salary,50716,57428,2414.0,2025-06-25 04:24:10,UPDATE
9192,employees,111,salary,42834,48158,2067.0,2024-12-15 10:09:55,UPDATE
9430,,66,salary,40794,46573,2316.0,2024-11-11 22:42:34,UPDATE
7980,employees,1767,,43050,50248,682.0,2025-08-13 07:56:48,UPDATE
1535,products,3515,price,4627.46,4756.59,1993.0,2024-06-04 02:58:04,UPDATE
4863,products,177,price,1152.34,1237.61,534.0,2025-08-06 05:36:33,UPDATE
9493,products,2151,price,3578.99,3700.8,1341.0,2024-01-08 04:51:50,Update
1440,products,2973,price,621.25,,1881.0,2024-02-18 18:38:08,UPDATE
1189,products,3307,price,4008.7,3918.1,1169.0,2026-01-25 03:03:24,UPDATE
8403,products,5534,price,4419.63,4202.95,1346.0,2025-10-17 10:53:36,UPDATE
4901,employees,1295,salary,65305,75563,2583.0,2025-07-06 16:07:16,UPDATE
9909,products,912,price,3543.75,3224.97,2561.0,2025-10-03 19:29:15,UPDATE
2446,employees,1370,salary,35476,38627,1591.0,2026-01-24 14:15:35,UPDATE
3526,PRODUCTS,5431,price,2384.56,2388.27,439.0,2025-02-27 21:27:22,UPDATE
6963,products,2831,price,4199.85,4613.46,,2024-08-13 08:00:02,Update
576,products,5639,price,4540.67,4332.77,823.0,2025-02-23 18:13:11,UPDATE
9303,products,1848,price,295.98,276.85,211.0,2024-10-21 20:26:46,UPDATE
7224,products,5508,price,723.2,687.93,169.0,2026-01-11 22:19:10,UPDATE
3972,products,4087,price,2291.66,2132.45,1633.0,2024-08-31 18:49:39,UPDATE
9113,employees,1848,salary,58448,66652,603.0,2024-05-17 05:20:27,UPDATE
8983,Employees,1795,salary,52411,58787,2432.0,2024-01-30 14:51:55,UPDATE
5633,products,1918,,1894.94,,331.0,2025-07-21 11:40:12,UPDATE
2118,products,4611,price,992.48,961.15,1950.0,2025-07-11 05:47:04,UPDATE
2904,employees,1299,salary,60831,69923,1869.0,2024-10-30 05:16:33,UPDATE
9619,products,3249,price,3001.1,,362.0,2024-08-05 04:14:06,UPDATE
4259,employees,1270,salary,41457,43752,2224.0,2024-11-16 10:19:23,UPDATE
4600,products,899,price,1050.4,1086.2,901.0,2025-08-10 14:35:51,UPDATE
2269,products,2612,price,2058.49,2256.0,282.0,2025-04-28 22:43:05,UPDATE
8461,products,278,price,2398.49,2488.11,836.0,2025-01-19 16:18:26,UPDATE
2285,products,3290,price,1837.05,1832.02,1267.0,2024-02-05 11:11:55,UPDATE
7338,products,2711,price,1220.93,1222.73,219.0,,UPDATE
8634,employees,1114,salary,65436,73794,835.0,2024-09-18 15:35:50,UPDATE
8256,products,2953,price,3323.32,3490.3,627.0,2024-12-06 12:49:14,UPDATE
1513,products,2077,price,4014.84,3637.72,391.0,2026-01-29 19:20:29,UPDATE
4006,products,1541,price,1089.01,1046.2,2529.0,2025-04-30 18:40:32,UPDATE
7071,employees,221,salary,39987,46940,224.0,2024-10-27 19:02:56,UPDATE
6075,products,4302,price,2254.31,2380.64,2286.0,2025-07-06 15:58:34,UPDATE
6470,products,3233,price,4671.72,4404.84,1969.0,2025-08-26 21:26:02,UPDATE
6334,products,1886,price,3788.79,4014.81,1942.0,2025-12-28 07:15:04,UPDATE
9946,employees,2171,salary,66013,74702,2718.0,2025-07-09 02:42:38,UPDATE
9153,products,500,price,2393.83,2177.38,1100.0,2024-11-28 18:03:16,UPDATE
4028,products,673,price,3053.01,3333.34,835.0,2024-03-10 11:26:42,UPDATE
489,products,4127,price,348.19,353.08,1682.0,2025-11-17 00:24:42,UPDATE
39,products,5029,price,,2674.26,161.0,2025-11-05 05:10:27,UPDATE
9031,products,5053,price,4451.9,4124.32,193.0,2024-05-19 11:57:02,UPDATE
4090,products,3472,PRICE,3131.12,2908.5,148.0,2024-12-14 05:01:27,UPDATE
8024,products,4220,price,2862.09,2642.85,2260.0,2025-01-04 12:03:55,UPDATE
1073,products,2330,price,1298.6,1275.87,799.0,2024-02-28 09:08:05,UPDATE
7810,products,636,price,806.01,878.68,1898.0,,
8405,,1940,price,2539.3,2770.15,2672.0,2025-12-10 06:47:06,UPDATE
8066,products,1308,price,2931.63,2794.56,122.0,2024-01-05 20:32:34,UPDATE
9978,Products,3457,price,4375.85,4405.24,2552.0,2024-08-05 12:14:29,UPDATE
9365,employees,152,salary,77103,,937.0,2026-02-12 19:27:32,
3628,products,1008,price,3670.28,3626.01,843.0,2024-03-31 00:58:21,update
9123,products,5520,price,1728.93,1775.8,570.0,2025-05-19 04:45:13,UPDATE
8243,products,4372,price,2958.51,,210.0,2025-12-03 02:42:22,
827,employees,1401,salary,,79501,1614.0,2025-11-29 01:57:15,UPDATE
7984,products,2868,,4115.89,,2129.0,2024-04-28 08:09:22,UPDATE
9371,,1938,price,3799.37,3900.13,1594.0,,UPDATE
9944,products,4241,price,2489.32,2721.23,1214.0,2024-07-18 07:25:49,UPDATE
6691,products,1347,price,3913.84,3536.26,972.0,2024-05-28 10:12:09,UPDATE
4759,products,5546,price,,625.31,282.0,2024-03-16 14:37:33,UPDATE
5644,products,5645,price,2365.7,2269.52,556.0,2024-11-07 00:09:49,UPDATE
8423,products,661,price,3803.95,3810.18,1052.0,2025-08-21 17:38:18,UPDATE
7803,products,576,Price,3142.09,2871.33,613.0,2025-11-16 16:50:40,
2356,products,5384,PRICE,3823.14,4170.86,2965.0,2024-06-09 15:34:08,
6147,products,2255,,2125.69,1940.79,1532.0,2025-08-03 17:16:52,UPDATE
5210,products,399,,2532.54,2671.91,2733.0,2024-07-12 09:31:18,UPDATE
8843,products,937,price,3678.7,3684.31,769.0,2025-08-26 21:29:51,UPDATE
7970,Products,882,price,4602.43,4320.89,2834.0,2024-01-10 17:38:38,UPDATE
6007,products,5138,price,,1729.52,1861.0,2025-08-28 21:52:22,UPDATE
2766,,2146,price,1558.69,1463.56,603.0,2025-02-09 16:58:43,UPDATE
1669,employees,2146,salary,79235,86387,2701.0,2025-01-11 22:22:46,UPDATE
4318,,303,price,2689.0,2694.08,2345.0,2025-12-23 03:06:43,UPDATE
7956,employees,1751,Salary,70488,78848,2498.0,2026-01-07 12:57:53,UPDATE
7266,products,479,price,2067.92,2050.21,738.0,2024-03-02 02:10:50,UPDATE
4849,employees,1018,salary,49630,58795,505.0,2025-04-11 07:51:07,UPDATE
7008,products,4458,price,4136.05,4107.95,,2025-10-14 18:35:51,UPDATE
7191,employees,2489,SALARY,59243,64439,986.0,2025-10-28 00:03:42,UPDATE
2217,Products,2953,,2005.88,2123.03,337.0,2026-02-01 07:48:38,UPDATE
7196,products,1477,price,1044.51,966.8,209.0,2025-12-04 21:35:16,UPDATE
4860,products,4049,price,1614.55,1666.25,378.0,2024-01-04 23:38:58,UPDATE
1973,employees,2669,salary,63901,69686,2015.0,2024-01-15 11:50:16,UPDATE
6565,products,3913,price,4659.14,4925.63,2863.0,2024-04-09 22:02:01,UPDATE
600,products,1808,price,3904.47,4204.51,2253.0,2025-12-27 12:38:00,UPDATE
6983,products,4863,price,2471.22,2569.08,705.0,2025-08-05 00:53:13,UPDATE
9787,employees,2379,salary,47137,51948,2027.0,2024-06-24 06:16:44,UPDATE
122,employees,2839,salary,56016,60815,1349.0,2024-12-15 04:33:46,UPDATE
1604,products,3626,price,312.81,329.67,1750.0,2025-06-29 07:58:12,UPDATE
8585,products,255,price,330.6,360.22,1847.0,2024-07-06 19:13:34,UPDATE
3637,products,103,price,4998.32,4711.54,1859.0,2026-01-19 13:21:32,UPDATE
6005,products,4391,price,1645.71,1682.65,2523.0,2025-04-22 13:24:27,UPDATE
9350,products,4217,,,2463.64,552.0,2024-10-14 04:15:43,UPDATE
9839,employees,1703,SALARY,40234,,1054.0,2024-01-05 07:43:34,UPDATE
2629,employees,2214,salary,72537,85376,1198.0,2025-08-17 23:26:34,UPDATE
5384,products,1600,price,4534.65,4527.97,130.0,2025-09-15 11:42:27,
7514,products,3740,PRICE,2532.43,2600.63,1769.0,2025-09-19 02:30:29,UPDATE
6273,Products,2012,price,2515.33,2368.07,1660.0,2024-02-23 17:20:08,UPDATE
9774,PRODUCTS,3679,price,1610.42,,652.0,2024-02-13 06:44:11,UPDATE
2022,employees,2561,Salary,56013,66155,2024.0,2024-10-07 01:15:33,UPDATE
5099,products,1812,price,4417.75,4558.57,2682.0,2024-10-25 12:23:02,
9908,products,1314,,4534.63,4909.79,1522.0,2026-02-12 04:08:25,UPDATE
8170,products,1850,price,2723.81,2688.26,2962.0,2024-03-02 17:04:37,UPDATE
5088,products,3093,price,3502.62,3189.51,2910.0,2025-05-19 01:21:47,UPDATE
988,products,4517,Price,650.45,639.94,1692.0,2025-02-14 11:45:15,UPDATE
4312,employees,2764,salary,59807,67471,1393.0,2025-03-21 01:01:51,UPDATE
1731,products,3587,price,,1089.87,931.0,2024-04-04 00:06:31,UPDATE
9611,employees,250,salary,32977,35923,447.0,,update
7166,employees,2596,,74128,83813,1669.0,,UPDATE
841,Employees,2124,salary,49939,54238,1652.0,2024-09-03 20:48:58,Update
6851,products,2279,price,1961.04,2124.86,331.0,2025-07-02 00:58:16,UPDATE
5572,products,5581,price,1895.84,1946.37,888.0,2025-06-10 06:14:40,UPDATE
7423,products,918,price,4629.85,4365.61,773.0,2025-10-31 12:55:31,UPDATE
4670,products,238,price,3033.26,3233.08,1205.0,2024-03-17 09:29:32,update
5389,Products,777,price,4495.14,4367.91,2209.0,2025-06-20 07:18:13,UPDATE
6701,products,3560,price,,4166.56,1861.0,2024-04-04 01:18:42,UPDATE
7670,,2009,price,3004.58,2982.07,2427.0,2024-12-28 06:03:35,UPDATE
3236,,2358,price,2495.69,2265.33,882.0,2025-02-13 22:19:59,UPDATE
7757,employees,1700,Salary,61785,65592,310.0,2025-07-12 20:24:27,UPDATE
5814,products,492,price,3237.95,3323.38,949.0,2025-09-09 11:45:43,UPDATE
8141,products,1937,price,4248.9,4336.05,1067.0,2024-06-26 17:46:36,UPDATE
5670,employees,1840,salary,49395,52146,2060.0,2024-07-12 00:05:27,
4802,employees,2868,salary,35351,40874,2758.0,2025-10-30 14:15:50,UPDATE
2185,products,1555,price,4359.85,4653.82,825.0,2025-03-04 03:08:56,UPDATE
397,products,118,price,121.61,,1421.0,2024-08-24 16:37:44,UPDATE
4677,products,740,price,2199.8,2008.93,2754.0,2025-02-17 15:34:59,UPDATE
9680,employees,1550,salary,41107,44370,1077.0,2025-01-02 10:10:12,UPDATE
250,employees,2258,salary,46178,50401,1099.0,2024-03-30 17:22:59,UPDATE
3362,products,5697,,1760.03,1869.11,1648.0,2025-03-13 07:59:33,UPDATE
4523,products,1118,price,2660.67,2827.56,,2026-02-08 21:19:26,UPDATE
21,employees,2236,salary,79587,89128,2921.0,2025-04-28 05:33:42,UPDATE
2267,products,5174,price,1561.23,1421.48,333.0,2025-05-24 08:34:27,UPDATE
2264,products,4018,Price,3399.19,3647.44,540.0,2024-12-13 23:55:37,UPDATE
7613,products,1406,price,253.78,248.68,2129.0,,UPDATE
2275,Employees,1090,salary,69357,75894,691.0,2024-05-15 19:44:38,UPDATE
9869,employees,2794,salary,,,2709.0,,UPDATE
3038,products,5234,price,1554.93,1535.35,490.0,2024-10-18 13:51:54,UPDATE
5981,employees,693,salary,33507,35746,14.0,2025-03-09 15:54:21,UPDATE
4388,products,1222,price,3577.26,3871.12,2853.0,2024-08-15 06:05:25,UPDATE
3276,products,2487,price,286.64,313.77,13.0,2025-07-19 13:00:49,UPDATE
9740,products,3410,price,2645.46,2842.41,2608.0,2025-09-28 11:06:22,UPDATE
1275,employees,1885,salary,67842,79491,401.0,2025-03-03 13:48:22,update
1150,products,5194,price,3193.0,,1943.0,2025-11-01 21:56:29,UPDATE
3405,employees,2817,salary,57140,65767,148.0,2024-02-05 02:31:11,update
4657,employees,254,salary,34980,39584,467.0,2025-11-30 02:47:24,UPDATE
9941,products,3573,price,184.21,187.89,1285.0,2025-01-31 14:43:19,UPDATE
3683,products,2480,price,881.05,835.47,428.0,2025-01-25 16:00:25,UPDATE
5822,Employees,2985,salary,60366,70636,370.0,2024-05-23 23:38:51,UPDATE
8624,employees,2792,salary,59676,68190,1277.0,2024-09-30 08:06:38,UPDATE
3202,,1706,price,4081.86,4187.66,859.0,2025-03-11 02:55:44,UPDATE
7437,products,4620,price,383.52,361.18,1416.0,2024-09-29 19:48:20,UPDATE
7143,employees,1143,,37527,42867,2358.0,,UPDATE
6473,employees,1080,salary,79656,93242,54.0,2024-05-29 07:08:04,UPDATE
4448,products,1962,price,4748.62,4780.92,1811.0,2025-06-06 05:13:14,UPDATE
376,,1249,price,3322.88,3431.33,1861.0,2025-06-04 22:47:44,UPDATE
613,products,1730,price,3549.54,3405.02,779.0,2025-02-20 09:02:31,UPDATE
9330,employees,226,salary,68627,77280,181.0,2025-10-31 20:53:44,UPDATE
1437,employees,2897,salary,,79631,,2025-03-15 09:13:19,UPDATE
8783,products,356,price,1576.06,1587.89,991.0,,update
240,products,2285,price,3895.71,3919.75,2755.0,2025-12-01 14:15:35,UPDATE
9626,products,5423,price,2662.64,2511.71,1815.0,2024-02-06 12:13:13,UPDATE
3860,employees,1868,salary,51439,55719,2291.0,2025-12-25 12:36:40,UPDATE
9700,products,442,price,4046.37,3942.49,2286.0,2026-02-06 02:26:14,UPDATE
3886,products,5465,price,4915.87,4649.1,,,UPDATE
9383,products,110,price,3792.33,3608.13,2165.0,2024-06-30 08:50:30,UPDATE
4797,,2021,salary,49692,59609,2069.0,2025-07-05 00:19:23,UPDATE
3459,employees,269,salary,73569,82396,1211.0,2025-07-10 03:40:26,UPDATE
6413,products,3599,price,882.78,859.04,244.0,2024-06-06 17:46:30,UPDATE
898,employees,2724,SALARY,40745,45707,1550.0,2025-12-01 21:56:03,UPDATE
7767,products,1067,price,2353.0,2322.9,2554.0,2024-07-29 05:57:10,
682,,837,salary,61182,,43.0,2024-06-01 09:41:43,UPDATE
302,,2665,salary,30001,33256,1332.0,2025-03-14 11:22:09,UPDATE
2891,PRODUCTS,1378,price,3873.15,4011.88,2415.0,2025-10-10 16:57:25,UPDATE
9566,employees,1585,salary,57646,62027,,2024-03-09 10:18:19,UPDATE
418,products,2361,price,224.65,233.09,534.0,2024-09-08 22:56:50,UPDATE
5207,employees,1207,salary,65779,72344,1410.0,2024-04-29 16:12:46,UPDATE
5370,PRODUCTS,533,,694.72,709.71,791.0,,UPDATE
1087,products,2536,price,1208.31,,369.0,2026-01-13 00:04:21,UPDATE
1485,products,13,price,4069.09,4271.24,2383.0,2025-08-16 12:09:58,update
5343,products,853,price,560.8,541.33,1747.0,2024-06-16 09:34:35,UPDATE
6924,products,2681,price,4876.78,4552.49,1945.0,2025-04-04 04:35:22,UPDATE
7368,employees,1310,salary,,83833,1410.0,2024-01-25 17:26:46,UPDATE
616,products,4480,price,2456.53,2313.82,154.0,2024-09-28 15:52:36,UPDATE
2006,products,1535,Price,378.81,387.37,77.0,2024-01-02 20:54:21,UPDATE
3716,products,571,price,4449.08,4100.82,2473.0,2024-04-04 08:42:50,UPDATE
3464,products,669,PRICE,3580.54,3685.41,1916.0,2025-12-31 16:40:35,
64,products,5394,price,3766.37,3614.27,1658.0,2025-06-17 01:20:11,UPDATE
1820,products,3076,price,270.78,269.64,2411.0,2025-02-14 07:39:13,Update
8771,products,3345,price,4898.83,4765.13,2771.0,2025-10-09 23:58:46,UPDATE
6526,,4002,price,,3991.44,2677.0,2024-01-10 18:11:20,UPDATE
6036,Products,809,price,2881.65,2633.12,2126.0,2024-08-14 13:07:43,update
7532,employees,2085,Salary,69671,81325,851.0,2025-10-10 03:19:16,UPDATE
3431,products,2311,price,1511.66,1445.28,953.0,2026-01-29 12:42:05,UPDATE
3013,EMPLOYEES,2634,salary,,86035,522.0,2025-01-04 14:23:33,UPDATE
399,employees,2767,salary,49184,53494,2862.0,2026-02-07 00:41:44,UPDATE
4202,products,4961,price,4857.08,5117.04,2772.0,2025-06-22 06:08:34,UPDATE
9705,products,3340,price,3806.33,3580.21,2231.0,2024-01-15 11:04:59,UPDATE
1115,products,4623,price,3712.75,4045.69,2077.0,2024-01-13 13:54:08,
8722,products,3534,price,1217.55,1106.33,2228.0,2024-01-17 12:40:06,UPDATE
5508,employees,2198,,69887,74927,446.0,2025-01-04 20:51:32,UPDATE
1024,Employees,1569,salary,72921,79443,56.0,2025-11-29 01:07:30,UPDATE
5074,products,5065,price,3068.45,,2219.0,2025-09-15 23:35:47,UPDATE
9571,,2326,salary,48464,56751,2917.0,2025-03-30 09:37:32,UPDATE
9391,employees,1674,salary,70255,78236,2515.0,2025-09-24 04:24:55,UPDATE
8315,products,35,price,4645.21,4849.13,1361.0,2024-03-01 10:24:25,
3846,products,4866,price,4375.02,4271.28,412.0,2024-05-04 21:50:03,UPDATE
6932,products,498,price,383.63,370.32,312.0,2024-08-01 15:44:06,UPDATE
579,products,5535,,2744.8,2581.61,2489.0,2025-03-25 23:15:01,UPDATE
2631,Products,1702,price,,314.86,1777.0,2025-11-15 05:38:39,UPDATE
2708,products,3813,price,911.65,868.29,1449.0,2025-10-31 13:34:45,UPDATE
7101,products,771,price,4698.23,4512.99,1453.0,2024-09-20 03:43:48,UPDATE
4012,employees,292,salary,58933,66454,2653.0,2024-06-08 10:46:30,UPDATE
2418,products,2732,price,4983.68,5449.77,,2026-01-28 09:06:56,UPDATE
7112,PRODUCTS,4518,price,3608.28,3622.98,2196.0,2024-07-07 19:21:55,UPDATE
2126,employees,872,,65462,77197,2731.0,,UPDATE
4920,products,2487,price,1661.81,1637.54,427.0,2025-08-19 18:02:00,
4697,products,4103,price,4895.31,5280.2,6.0,2024-09-07 00:53:50,UPDATE
8091,products,3188,price,1971.83,1902.77,963.0,2024-11-25 07:07:37,update
4214,PRODUCTS,4749,Price,357.64,340.34,924.0,,UPDATE
1432,products,2016,price,1343.84,1363.65,,2025-08-09 11:57:19,UPDATE
202,products,4780,price,3633.01,3673.41,2003.0,2024-12-14 00:02:06,UPDATE
8770,products,1333,price,4416.24,4124.89,2144.0,2024-05-01 23:22:34,UPDATE
2393,employees,1908,Salary,34627,40571,2803.0,2025-01-03 06:41:40,UPDATE
7155,products,5646,price,4981.52,5271.57,161.0,2025-03-29 20:52:16,UPDATE
1096,,3654,price,4732.58,4835.49,1674.0,2025-04-19 12:30:34,UPDATE
6822,products,2400,price,758.28,,280.0,2024-10-20 06:11:01,UPDATE
1482,employees,1176,salary,78062,90432,286.0,2025-04-27 03:55:15,UPDATE
7854,products,2516,price,101.68,102.22,335.0,2024-03-31 19:32:41,UPDATE
8261,employees,1653,salary,51382,56176,2391.0,2025-04-10 06:22:05,UPDATE
1010,products,969,price,4741.43,4974.32,764.0,2024-11-06 14:53:00,
7275,products,5525,price,4985.2,4696.44,2161.0,2024-01-01 14:13:58,UPDATE
3809,products,5643,,3022.23,3200.08,2219.0,2024-07-23 16:08:55,UPDATE
1110,products,2770,price,2747.88,2897.13,1449.0,2024-04-14 22:43:24,UPDATE
294,products,2370,price,1471.7,1424.35,2636.0,2024-10-03 10:37:43,UPDATE
8164,products,4605,price,4072.16,4195.79,1630.0,2024-01-29 01:40:43,UPDATE
8613,PRODUCTS,1530,price,4418.36,,324.0,2025-10-01 20:38:03,UPDATE
50,products,1457,price,839.32,809.84,1663.0,,UPDATE
1434,products,1012,price,3096.49,3026.86,2980.0,2025-12-20 14:15:05,UPDATE
8603,products,77,price,422.88,441.52,2292.0,2025-08-15 22:43:30,UPDATE
7687,employees,1609,salary,78709,92207,2551.0,2024-03-15 05:05:03,UPDATE
130,employees,673,,66464,75216,644.0,,UPDATE
3837,employees,513,,43114,51625,2129.0,2025-10-30 04:45:09,UPDATE
7389,products,5765,price,3432.55,3112.57,1512.0,2025-02-14 20:08:36,
992,products,4096,price,4506.69,4781.32,603.0,2024-10-31 10:24:53,UPDATE
3820,employees,2737,salary,53062,59546,,2025-04-19 05:40:19,UPDATE
3107,employees,697,salary,40984,46014,387.0,2025-01-30 21:44:11,UPDATE
7287,products,158,price,191.34,199.46,280.0,2025-07-04 06:24:09,update
1199,products,2507,price,1283.99,1378.92,521.0,2025-04-11 00:54:38,UPDATE
4668,products,2262,price,1111.77,,248.0,2025-12-09 05:08:15,UPDATE
7971,,4547,price,515.04,518.85,1689.0,2025-08-19 06:21:08,UPDATE
1468,products,5121,price,3532.42,3467.0,2346.0,2025-12-19 18:24:12,UPDATE
6686,,759,salary,68291,81130,954.0,2024-09-09 03:25:00,Update
947,products,1098,price,1068.09,1115.38,358.0,2024-08-01 19:41:40,UPDATE
4690,products,2022,price,1004.28,910.7,74.0,2024-11-12 13:19:45,UPDATE
9266,employees,2996,salary,49640,57089,1533.0,2025-07-18 16:47:44,UPDATE
5375,employees,2508,SALARY,65397,71039,2147.0,,UPDATE
5299,employees,2806,salary,51908,60759,954.0,2025-09-14 15:30:58,UPDATE
4929,products,707,price,1424.83,1499.78,1804.0,2024-12-20 04:29:49,UPDATE
9305,products,958,price,610.36,663.72,2783.0,2025-05-09 07:09:05,UPDATE
2570,employees,2545,salary,42710,49701,2829.0,2024-09-07 16:07:37,
4908,employees,1558,salary,35094,40344,1516.0,2025-08-31 12:21:51,UPDATE
500,Products,4457,price,,2682.36,1960.0,,UPDATE
6087,products,2722,price,1607.19,1553.81,485.0,2024-04-14 04:32:18,UPDATE
3828,products,5195,price,2871.06,3095.46,1087.0,2024-02-22 16:57:06,UPDATE
7310,products,3891,price,3668.41,3680.39,1539.0,2024-08-14 09:02:34,UPDATE
7123,products,5225,price,3102.76,3073.64,,2024-01-22 20:49:22,UPDATE
2590,products,2010,price,1725.14,1616.7,376.0,2025-02-11 01:17:05,UPDATE
9921,products,215,price,2763.88,2747.85,697.0,2024-01-01 02:21:20,UPDATE
9179,employees,2944,salary,42883,47352,1088.0,2025-04-14 07:35:03,UPDATE
7807,products,2372,PRICE,1813.94,1648.88,2433.0,2025-11-10 03:20:33,UPDATE
5777,products,3147,price,4120.75,4266.21,1798.0,2025-03-26 05:15:41,UPDATE
9258,employees,2894,salary,62484,66046,1436.0,2024-05-29 03:58:47,UPDATE
6583,products,2948,price,,1178.26,2024.0,2025-11-14 02:11:22,UPDATE
9123,products,5520,price,1728.93,1775.8,570.0,2025-05-19 04:45:13,UPDATE
4047,products,4442,price,1982.92,1785.54,413.0,,UPDATE
3926,employees,1067,salary,67802,74415,2273.0,2024-05-13 23:27:29,UPDATE
4702,employees,1458,salary,59622,67919,16.0,2025-09-20 03:40:53,UPDATE
7787,products,5221,price,4114.97,4294.22,2631.0,2024-10-20 07:03:14,UPDATE
2503,products,4777,PRICE,483.04,450.22,100.0,2024-10-22 20:21:33,UPDATE
9749,,5098,price,749.44,732.55,2116.0,2024-12-03 06:58:52,UPDATE
7256,products,1485,price,1143.25,1174.31,2574.0,2024-01-08 18:19:05,UPDATE
9828,products,2364,price,2544.71,2762.71,960.0,2024-12-11 19:23:52,UPDATE
8527,products,3733,price,3351.27,3649.55,2691.0,2024-11-30 20:55:04,
3511,employees,2616,salary,68339,80136,1135.0,2024-06-01 12:03:33,UPDATE
7662,Products,1652,price,,3414.21,938.0,2024-01-05 23:50:38,UPDATE
6265,products,842,Price,2904.58,2628.22,119.0,,UPDATE
261,employees,1054,salary,70499,,2812.0,2024-02-03 07:36:56,UPDATE
8155,products,1620,price,4344.16,,750.0,,UPDATE
4882,employees,2855,,34560,40376,404.0,2026-01-25 08:36:18,UPDATE
5696,employees,739,salary,,60190,1494.0,2025-04-27 12:24:33,UPDATE
8023,products,1881,Price,2494.65,2658.74,2307.0,2025-04-23 13:17:20,UPDATE
8058,products,4612,price,544.56,518.14,108.0,2024-12-11 05:11:18,UPDATE
1582,products,109,price,2434.94,,2777.0,2024-06-28 08:43:30,
3711,products,3874,PRICE,1561.38,1676.03,2259.0,,UPDATE
9805,products,4621,price,4811.38,4543.08,549.0,2025-06-14 11:17:55,UPDATE
1047,products,2401,Price,,2062.55,1329.0,2025-02-06 22:32:33,UPDATE
2195,products,3962,price,860.86,915.81,2766.0,,UPDATE
7836,products,1374,price,3934.8,3726.0,2498.0,2025-06-11 10:22:55,Update
8413,employees,1787,salary,63375,67901,2603.0,2025-12-08 01:58:52,UPDATE
4481,products,580,price,1952.65,1817.6,2090.0,2026-01-25 14:52:50,UPDATE
2958,products,5268,price,4868.03,4567.7,2281.0,2024-04-05 22:48:09,Update
3966,employees,2244,salary,55260,58867,1636.0,2024-02-10 04:42:12,UPDATE
2663,products,1400,price,4792.02,4713.36,2654.0,2024-05-09 22:17:33,UPDATE
666,employees,1534,SALARY,38438,41278,1329.0,2025-08-16 16:20:06,UPDATE
4624,employees,138,salary,71168,79297,,,UPDATE
2502,products,4327,price,,564.52,241.0,2025-12-03 07:56:24,UPDATE
5005,employees,2603,salary,70088,74891,2389.0,2024-08-08 16:49:31,UPDATE
2412,,2212,,,,2295.0,2026-02-10 15:22:38,UPDATE
10000,products,2794,price,755.52,827.54,4.0,2025-06-25 21:50:05,UPDATE
226,PRODUCTS,4347,price,1385.61,1279.98,2584.0,2024-05-25 12:17:42,UPDATE
9355,products,4331,price,2433.0,2471.37,1303.0,2025-12-20 23:12:31,Update
8840,products,4321,price,1413.59,1414.55,372.0,2025-08-25 19:36:18,UPDATE
4643,employees,1200,salary,78522,87308,15.0,2024-05-12 09:50:30,UPDATE
6224,products,4919,,2886.11,2860.53,2899.0,2025-06-28 10:31:13,UPDATE
