promo_id,promo_name,discount_percent,start_date,end_date,active
488,Expanded Sale,5,2024-11-09,2024-11-18,True
489,User-centric Sale,5,2025-05-21,2025-05-29,False
490,Compatible Sale,15,2026-01-09,2026-01-13,True
491,Monitored Sale,15,2025-07-10,2025-07-20,True
492,Robust Sale,15,2025-09-07,2025-09-15,False
493,Organic Sale,20,2024-09-24,2024-10-05,False
494,Centralized Sale,50,2024-12-15,2024-12-25,False
495,Open-source Sale,25,2024-02-27,2024-03-05,False
496,Synergized Sale,50,2025-04-07,2025-04-21,True
497,De-engineered Sale,20,2025-08-31,2025-09-11,True
498,Open-source Sale,10,2025-12-10,2025-12-23,False
499,Open-architected Sale,15,2025-05-20,2025-05-25,False
500,Monitored Sale,20,2025-05-13,2025-05-19,True
501,Devolved Sale,15,2024-05-05,2024-05-18,True
502,Cloned Sale,50,2025-04-07,2025-04-14,True
503,Streamlined Sale,25,2024-07-25,2024-08-09,False
504,Digitized Sale,25,2025-01-31,2025-02-03,False
505,Distributed Sale,20,2024-12-27,2025-01-03,False
506,Optional Sale,50,2025-07-12,2025-07-18,False
507,Profit-focused Sale,20,2025-09-22,2025-10-02,False
508,Organized Sale,5,2025-06-19,2025-06-27,True
509,Object-based Sale,25,2025-08-19,2025-08-25,False
510,Secured Sale,20,2026-01-15,2026-01-25,False
511,User-friendly Sale,25,2025-05-21,2025-06-05,False
512,Re-engineered Sale,25,2025-02-19,2025-02-26,False
513,Diverse Sale,50,2025-12-21,2025-12-30,False
514,Focused Sale,15,2025-10-12,2025-10-26,True
515,Expanded Sale,20,2024-02-24,2024-02-29,False
516,Ameliorated Sale,20,2025-09-12,2025-09-20,True
517,Integrated Sale,50,2024-12-09,2024-12-17,False
518,Programmable Sale,20,2025-12-09,2025-12-14,False
519,Optional Sale,15,2026-01-15,2026-01-23,True
520,Reverse-engineered Sale,50,2025-02-04,2025-02-09,True
521,Quality-focused Sale,10,2025-12-04,2025-12-12,False
522,Programmable Sale,25,2024-04-06,2024-04-14,True
523,Open-source Sale,15,2024-07-06,2024-07-10,True
524,Devolved Sale,25,2025-08-19,2025-08-27,False
525,User-centric Sale,5,2025-03-29,2025-04-05,True
526,Focused Sale,50,2024-02-29,2024-03-05,False
527,User-centric Sale,25,2024-03-10,2024-03-25,True
528,Horizontal Sale,10,2024-08-17,2024-09-01,False
529,Operative Sale,15,2025-01-17,2025-01-26,False
530,Public-key Sale,10,2025-05-10,2025-05-22,False
531,User-friendly Sale,15,2024-09-23,2024-10-05,True
532,Networked Sale,5,2025-05-17,2025-05-25,True
533,Pre-emptive Sale,15,2024-04-29,2024-05-05,True
534,Persevering Sale,25,2026-01-04,2026-01-14,True
535,User-centric Sale,5,2025-05-25,2025-06-05,True
536,Public-key Sale,25,2025-08-18,2025-08-22,False
537,Right-sized Sale,10,2024-10-06,2024-10-09,False
538,Synergized Sale,15,2025-03-17,2025-03-24,False
539,Realigned Sale,10,2025-07-24,2025-08-06,False
540,Fundamental Sale,15,2025-03-25,2025-04-03,True
541,Re-engineered Sale,15,2024-05-15,2024-05-22,False
542,Fundamental Sale,10,2024-06-21,2024-06-26,True
543,Multi-tiered Sale,20,2025-05-15,2025-05-25,True
544,Digitized Sale,15,2025-06-30,2025-07-06,False
545,Cross-platform Sale,25,2024-09-06,2024-09-20,False
546,Profound Sale,15,2025-10-14,2025-10-27,False
547,Automated Sale,15,2025-03-06,2025-03-16,False
548,Programmable Sale,20,2024-03-25,2024-04-03,True
549,De-engineered Sale,20,2024-10-06,2024-10-11,True
550,Focused Sale,15,2025-05-30,2025-06-05,True
551,Fundamental Sale,25,2024-11-14,2024-11-17,True
552,Organized Sale,5,2024-08-29,2024-09-04,True
553,Up-sized Sale,10,2025-10-20,2025-10-25,False
554,Visionary Sale,5,2025-07-02,2025-07-07,False
555,Pre-emptive Sale,20,2025-12-24,2025-12-28,False
556,Stand-alone Sale,10,2024-08-27,2024-09-06,True
557,Centralized Sale,25,2025-06-15,2025-06-20,False
558,Diverse Sale,50,2024-06-11,2024-06-23,True
559,Re-engineered Sale,20,2024-08-04,2024-08-16,True
560,Reduced Sale,50,2025-10-30,2025-11-07,False
561,Phased Sale,10,2025-09-26,2025-10-04,True
562,Reactive Sale,20,2025-12-02,2025-12-05,True
563,Optimized Sale,15,2025-02-22,2025-03-04,False
564,Implemented Sale,10,2025-09-25,2025-10-05,True
565,Switchable Sale,50,2025-05-04,2025-05-08,False
566,Centralized Sale,10,2024-04-05,2024-04-10,False
567,Visionary Sale,5,2025-09-24,2025-10-02,False
568,Synergized Sale,50,2025-01-11,2025-01-23,False
569,Phased Sale,15,2025-07-04,2025-07-19,True
570,Innovative Sale,25,2025-09-20,2025-09-28,False
571,Stand-alone Sale,20,2024-05-20,2024-05-27,False
572,Integrated Sale,5,2025-10-15,2025-10-29,False
573,Compatible Sale,25,2025-01-19,2025-01-22,True
574,Proactive Sale,5,2026-02-09,2026-02-24,False
575,Sharable Sale,15,2024-05-30,2024-06-02,False
576,Progressive Sale,50,2025-08-28,2025-09-12,True
577,Seamless Sale,10,2025-10-25,2025-11-02,False
578,Future-proofed Sale,5,2025-01-19,2025-01-27,False
579,Implemented Sale,25,2024-09-20,2024-09-24,False
580,Universal Sale,20,2024-07-19,2024-07-24,False
581,Inverse Sale,5,2025-04-26,2025-04-30,False
582,Decentralized Sale,15,2025-04-09,2025-04-14,False
583,Expanded Sale,20,2026-01-13,2026-01-26,True
584,Self-enabling Sale,20,2025-03-11,2025-03-16,False
585,Phased Sale,20,2024-12-05,2024-12-10,True
586,Face-to-face Sale,10,2025-06-05,2025-06-10,True
587,Ameliorated Sale,5,2025-04-10,2025-04-13,True
588,Upgradable Sale,25,2025-03-26,2025-04-02,False
589,User-centric Sale,15,2025-05-08,2025-05-13,True
590,Synergized Sale,50,2024-03-12,2024-03-18,True
591,Advanced Sale,15,2025-05-11,2025-05-19,False
592,Upgradable Sale,20,2025-02-11,2025-02-17,True
593,Multi-tiered Sale,25,2024-06-20,2024-06-28,False
594,Automated Sale,10,2025-10-03,2025-10-09,False
595,Optional Sale,50,2025-08-23,2025-09-03,False
596,Visionary Sale,5,2025-10-06,2025-10-10,True
597,Multi-tiered Sale,10,2025-09-27,2025-10-06,True
598,Down-sized Sale,10,2025-05-10,2025-05-16,False
599,Pre-emptive Sale,10,2025-04-23,2025-05-05,True
600,Progressive Sale,25,2025-04-06,2025-04-20,True
601,Phased Sale,20,2025-01-05,2025-01-14,False
602,Proactive Sale,15,2024-06-21,2024-07-05,True
603,Cross-group Sale,50,2024-12-06,2024-12-20,False
604,Monitored Sale,20,2025-03-13,2025-03-18,True
605,Intuitive Sale,50,2024-10-27,2024-11-06,False
606,Ergonomic Sale,20,2024-04-09,2024-04-13,True
607,Streamlined Sale,20,2024-08-17,2024-08-28,True
608,Public-key Sale,25,2025-01-01,2025-01-12,False
609,Multi-channeled Sale,15,2024-11-27,2024-12-07,True
610,Optimized Sale,10,2024-11-07,2024-11-15,True
611,Multi-lateral Sale,25,2025-12-24,2026-01-08,False
612,Reactive Sale,50,2025-05-19,2025-05-28,True
613,Robust Sale,10,2025-03-04,2025-03-15,False
614,Synchronized Sale,20,2025-11-27,2025-12-01,True
615,Cross-group Sale,50,2024-03-20,2024-03-25,True
616,User-friendly Sale,50,2024-07-14,2024-07-20,False
617,Visionary Sale,5,2025-09-09,2025-09-12,False
618,Organic Sale,5,2025-03-12,2025-03-27,False
619,Re-engineered Sale,10,2024-07-09,2024-07-21,False
620,Enterprise-wide Sale,15,2024-10-20,2024-10-29,True
621,Cross-group Sale,15,2024-04-06,2024-04-09,False
622,Proactive Sale,10,2024-06-17,2024-07-02,False
623,Front-line Sale,20,2024-03-18,2024-03-28,True
624,Operative Sale,20,2024-10-14,2024-10-20,False
625,Proactive Sale,15,2024-12-13,2024-12-16,True
626,Inverse Sale,20,2024-04-23,2024-05-02,True
627,Intuitive Sale,5,2024-05-05,2024-05-19,True
628,Digitized Sale,20,2024-05-30,2024-06-12,True
629,Public-key Sale,20,2024-12-03,2024-12-16,False
630,Adaptive Sale,5,2024-10-01,2024-10-10,False
631,Adaptive Sale,25,2025-10-06,2025-10-16,False
632,User-centric Sale,10,2024-07-27,2024-08-03,False
633,De-engineered Sale,5,2025-12-16,2025-12-19,False
634,Vision-oriented Sale,10,2025-11-05,2025-11-13,False
635,Expanded Sale,5,2025-07-14,2025-07-19,False
636,Cross-group Sale,15,2026-01-23,2026-02-05,False
637,Profit-focused Sale,5,2025-09-02,2025-09-09,False
638,Expanded Sale,20,2024-07-14,2024-07-29,True
639,Front-line Sale,20,2026-01-09,2026-01-21,True
640,Persistent Sale,5,2024-04-17,2024-04-20,False
641,Polarized Sale,5,2024-10-20,2024-11-02,True
642,Focused Sale,50,2024-11-23,2024-12-08,True
643,Down-sized Sale,50,2025-09-05,2025-09-20,False
644,Reactive Sale,15,2026-02-07,2026-02-17,False
645,Front-line Sale,10,2025-01-27,2025-02-08,False
646,Proactive Sale,50,2025-04-05,2025-04-12,False
647,Re-contextualized Sale,5,2024-10-15,2024-10-21,True
648,Phased Sale,15,2024-06-07,2024-06-16,False
649,Proactive Sale,25,2025-10-25,2025-11-01,True
650,Persistent Sale,5,2026-02-04,2026-02-13,False
651,User-centric Sale,10,2025-01-09,2025-01-24,False
652,Mandatory Sale,25,2024-04-17,2024-04-20,False
653,Universal Sale,5,2025-05-02,2025-05-15,False
654,Horizontal Sale,50,2025-08-20,2025-09-04,False
655,Assimilated Sale,20,2024-02-23,2024-03-04,True
656,Multi-lateral Sale,10,2025-01-20,2025-01-30,False
657,Horizontal Sale,25,2025-01-03,2025-01-09,False
658,Enhanced Sale,5,2025-11-06,2025-11-11,True
659,Monitored Sale,5,2025-11-16,2025-11-26,False
660,Realigned Sale,15,2025-01-23,2025-02-04,True
661,Compatible Sale,50,2024-12-25,2025-01-04,True
662,Balanced Sale,15,2025-08-23,2025-08-30,True
663,Vision-oriented Sale,10,2025-03-26,2025-04-08,False
664,Reactive Sale,15,2025-09-20,2025-09-27,True
665,Configurable Sale,20,2024-03-11,2024-03-19,False
666,Business-focused Sale,25,2025-06-14,2025-06-23,True
667,User-friendly Sale,10,2025-02-08,2025-02-19,False
668,Diverse Sale,15,2024-09-11,2024-09-18,True
669,Multi-layered Sale,15,2024-04-18,2024-04-29,False
670,Stand-alone Sale,25,2024-05-23,2024-05-31,False
671,Polarized Sale,5,2024-03-22,2024-04-01,True
672,User-centric Sale,25,2025-10-20,2025-10-23,False
673,Self-enabling Sale,5,2025-10-02,2025-10-14,True
674,Enterprise-wide Sale,10,2024-05-17,2024-05-23,False
675,Synergistic Sale,25,2025-07-17,2025-07-23,True
676,Cross-group Sale,5,2024-04-10,2024-04-20,True
677,Robust Sale,20,2025-12-25,2026-01-03,False
678,User-centric Sale,10,2024-11-02,2024-11-07,False
679,Function-based Sale,10,2024-11-21,2024-11-24,True
680,Focused Sale,15,2024-12-13,2024-12-17,False
681,Automated Sale,15,2025-08-07,2025-08-13,True
682,Networked Sale,5,2025-03-12,2025-03-20,False
683,Integrated Sale,50,2024-04-03,2024-04-10,False
684,Programmable Sale,5,2025-10-18,2025-10-29,True
685,Re-engineered Sale,5,2025-03-19,2025-04-01,True
686,Total Sale,20,2025-02-02,2025-02-10,False
687,Realigned Sale,25,2025-08-21,2025-09-04,True
688,Customizable Sale,50,2025-09-21,2025-10-01,True
689,Robust Sale,10,2026-01-05,2026-01-12,False
690,Exclusive Sale,50,2024-03-12,2024-03-27,True
691,Profit-focused Sale,5,2024-06-20,2024-06-27,True
692,Front-line Sale,50,2024-10-19,2024-10-24,False
693,Ameliorated Sale,15,2024-07-27,2024-08-09,False
694,Team-oriented Sale,20,2024-03-24,2024-03-28,True
695,Synergistic Sale,25,2026-01-04,2026-01-13,True
696,Cloned Sale,10,2024-06-05,2024-06-18,True
697,Seamless Sale,20,2025-06-26,2025-06-29,True
698,Expanded Sale,20,2025-12-30,2026-01-05,False
699,Persistent Sale,25,2025-03-12,2025-03-27,False
700,Networked Sale,50,2026-01-17,2026-01-28,False
701,Managed Sale,5,2024-03-24,2024-04-08,True
702,Right-sized Sale,50,2025-12-07,2025-12-16,False
703,Reduced Sale,50,2025-11-15,2025-11-30,False
704,Front-line Sale,5,2026-01-08,2026-01-21,False
705,Persevering Sale,25,2024-09-19,2024-10-02,False
706,Public-key Sale,20,2025-02-21,2025-02-25,True
707,Open-source Sale,50,2024-12-15,2024-12-30,False
708,Business-focused Sale,20,2025-01-03,2025-01-14,True
709,Optional Sale,25,2024-11-08,2024-11-18,False
710,Compatible Sale,20,2024-06-22,2024-07-06,True
711,Configurable Sale,50,2024-08-02,2024-08-15,False
712,Innovative Sale,20,2025-12-08,2025-12-15,False
713,Reduced Sale,10,2025-08-08,2025-08-19,True
714,Networked Sale,25,2025-06-01,2025-06-10,True
715,Open-source Sale,15,2026-01-05,2026-01-14,False
716,Public-key Sale,50,2026-01-21,2026-01-29,True
717,Innovative Sale,10,2026-01-28,2026-02-10,True
718,Inverse Sale,25,2025-06-18,2025-07-02,True
719,User-centric Sale,50,2026-01-16,2026-01-24,False
720,Virtual Sale,5,2024-09-01,2024-09-08,False
721,Intuitive Sale,10,2025-06-30,2025-07-03,True
722,Exclusive Sale,25,2025-01-20,2025-02-01,False
723,Balanced Sale,25,2024-08-08,2024-08-21,False
724,Stand-alone Sale,5,2025-03-16,2025-03-21,True
725,De-engineered Sale,15,2024-03-31,2024-04-09,False
726,Synergized Sale,50,2024-10-24,2024-11-05,False
727,Exclusive Sale,5,2025-04-06,2025-04-12,True
728,Triple-buffered Sale,20,2025-07-11,2025-07-21,False
729,Vision-oriented Sale,20,2025-10-18,2025-11-02,False
730,Diverse Sale,5,2025-09-20,2025-09-23,True
731,Public-key Sale,25,2024-02-22,2024-03-03,False
732,Customer-focused Sale,10,2024-07-28,2024-08-04,False
733,Secured Sale,25,2024-07-06,2024-07-12,False
734,Programmable Sale,25,2024-09-28,2024-10-12,True
735,Reverse-engineered Sale,10,2024-08-19,2024-09-01,False
736,Reactive Sale,25,2024-09-19,2024-09-29,True
737,Profit-focused Sale,5,2024-08-25,2024-08-29,True
738,Customizable Sale,5,2025-02-11,2025-02-22,False
739,Reactive Sale,10,2024-10-24,2024-11-06,True
740,Organic Sale,15,2025-05-05,2025-05-14,True
741,Synergistic Sale,25,2025-07-31,2025-08-09,False
742,Exclusive Sale,5,2024-11-23,2024-12-02,True
743,Managed Sale,25,2025-11-08,2025-11-23,False
744,User-centric Sale,15,2025-07-02,2025-07-12,False
745,Networked Sale,20,2025-05-17,2025-05-27,False
746,Business-focused Sale,20,2025-12-18,2025-12-28,False
747,Profit-focused Sale,10,2025-02-13,2025-02-25,False
748,Integrated Sale,25,2024-09-11,2024-09-25,False
749,Compatible Sale,50,2025-11-09,2025-11-13,False
750,Reduced Sale,25,2024-12-16,2024-12-23,False
751,Polarized Sale,25,2024-12-17,2024-12-21,False
752,Adaptive Sale,15,2025-01-19,2025-01-31,True
753,Persistent Sale,20,2025-08-28,2025-09-11,True
754,User-friendly Sale,20,2024-03-09,2024-03-19,True
755,Down-sized Sale,15,2024-09-06,2024-09-20,True
756,Grass-roots Sale,10,2025-07-31,2025-08-11,False
757,Public-key Sale,10,2024-09-17,2024-09-28,False
758,Switchable Sale,15,2025-06-22,2025-06-25,False
759,Streamlined Sale,15,2025-08-20,2025-08-29,True
760,Universal Sale,10,2024-12-14,2024-12-19,True
761,Assimilated Sale,10,2025-10-27,2025-11-06,False
762,Fundamental Sale,15,2024-11-29,2024-12-10,False
763,Synergized Sale,10,2025-09-02,2025-09-10,False
764,Integrated Sale,25,2025-06-11,2025-06-17,False
765,Implemented Sale,15,2024-07-28,2024-08-01,False
766,Horizontal Sale,15,2026-02-02,2026-02-15,True
767,User-centric Sale,25,2024-09-21,2024-09-30,False
768,Cross-group Sale,10,2026-01-26,2026-02-03,False
769,Fundamental Sale,5,2024-09-18,2024-09-23,False
770,Exclusive Sale,25,2025-06-09,2025-06-18,True
771,Extended Sale,20,2025-04-16,2025-04-21,False
772,Horizontal Sale,25,2025-07-14,2025-07-27,False
773,Multi-tiered Sale,20,2025-11-21,2025-11-26,False
774,User-friendly Sale,10,2025-12-07,2025-12-16,True
775,Secured Sale,25,2025-09-08,2025-09-13,False
776,Intuitive Sale,15,2024-05-21,2024-06-02,True
777,Cross-platform Sale,5,2024-08-25,2024-09-01,False
778,Expanded Sale,5,2024-09-21,2024-09-24,False
779,Upgradable Sale,10,2025-08-09,2025-08-20,False
780,Focused Sale,50,2024-10-17,2024-10-23,False
781,Re-engineered Sale,50,2024-04-08,2024-04-20,False
782,Innovative Sale,20,2024-08-18,2024-08-30,False
783,User-centric Sale,20,2024-06-08,2024-06-20,False
784,Fundamental Sale,15,2025-08-24,2025-09-03,True
785,Secured Sale,20,2024-03-16,2024-03-21,True
786,Distributed Sale,50,2024-05-03,2024-05-07,True
787,Right-sized Sale,20,2025-04-29,2025-05-02,False
788,Profound Sale,50,2024-02-28,2024-03-13,False
789,Fully-configurable Sale,10,2024-07-28,2024-08-12,False
790,Multi-channeled Sale,20,2024-07-27,2024-08-02,False
791,Vision-oriented Sale,20,2025-09-24,2025-10-06,False
792,Self-enabling Sale,25,2025-09-01,2025-09-15,True
793,Self-enabling Sale,50,2024-07-19,2024-07-26,True
794,Function-based Sale,25,2025-09-27,2025-10-01,False
795,Right-sized Sale,10,2025-02-25,2025-03-01,True
796,Centralized Sale,10,2025-06-08,2025-06-22,True
797,Profound Sale,50,2025-08-31,2025-09-05,True
798,Front-line Sale,10,2024-02-20,2024-03-06,True
799,Robust Sale,25,2025-08-12,2025-08-17,True
800,Optional Sale,25,2025-04-28,2025-05-06,True
