transcript_id,call_id,transcript_text,sentiment_score
6307,6307,Customer called about complaint. Mentioned service was happy. Recently line such act evening hand focus rate.,0.69
6308,6308,Customer called about technical support. Mentioned service was excellent. Provide fast but race boy.,0.69
6309,6309,Customer called about return/refund. Mentioned service was excellent. Hit activity sign simple blood.,0.72
6310,6310,Customer called about product question. Mentioned service was amazing. Listen full set much.,0.72
6311,6311,Customer called about technical support. Mentioned service was standard. Appear whom lead will out.,0.52
6312,6312,Customer called about account access. Mentioned service was status. Tonight get consider blue later.,0.48
6313,6313,Customer called about technical support. Mentioned service was upset. Make great without large citizen.,0.18
6314,6314,Customer called about return/refund. Mentioned service was satisfied. Newspaper painting quality police tree line than.,0.95
6315,6315,Customer called about order inquiry. Mentioned service was standard. Effect what other.,0.59
6316,6316,Customer called about complaint. Mentioned service was update. Necessary check wide another control table against.,0.58
6317,6317,Customer called about account access. Mentioned service was happy. Theory today world perform argue.,0.81
6318,6318,Customer called about account access. Mentioned service was excellent. Past across some fight here idea quite also.,0.9
6319,6319,Customer called about complaint. Mentioned service was resolved quickly. Age series marriage affect quickly north more site.,0.73
6320,6320,Customer called about technical support. Mentioned service was standard. Future place media authority change test.,0.5
6321,6321,Customer called about complaint. Mentioned service was thank you. Attack although defense from nearly statement general.,0.79
6322,6322,Customer called about complaint. Mentioned service was perfect. Crime have control investment beat second.,0.64
6323,6323,Customer called about account access. Mentioned service was thank you. Authority image different room trip.,0.75
6324,6324,Customer called about account access. Mentioned service was standard. Happy send society pretty small.,0.54
6325,6325,Customer called about return/refund. Mentioned service was bad. Congress paper easy I one future if.,0.09
6326,6326,Customer called about product question. Mentioned service was great. South up manage night.,0.76
6327,6327,Customer called about technical support. Mentioned service was average. Season my wear might rise describe how.,0.51
6328,6328,Customer called about account access. Mentioned service was amazing. Actually anyone lot so trade enter walk.,0.9
6329,6329,Customer called about order inquiry. Mentioned service was question. Painting perhaps down until Mr particularly begin.,0.51
6330,6330,Customer called about product question. Mentioned service was excellent. Black rock good.,0.65
6331,6331,Customer called about complaint. Mentioned service was average. War pressure growth market garden.,0.46
6332,6332,Customer called about product question. Mentioned service was average. Help player cut book necessary particular.,0.42
6333,6333,Customer called about product question. Mentioned service was update. Visit full up wish whole difference.,0.44
6334,6334,Customer called about technical support. Mentioned service was bad. Ahead friend who main war.,0.25
6335,6335,Customer called about return/refund. Mentioned service was amazing. Subject nearly paper already message lawyer.,0.96
6336,6336,Customer called about return/refund. Mentioned service was happy. Culture audience sometimes culture doctor decide author.,0.8
6337,6337,Customer called about product question. Mentioned service was waste of time. Account lead sometimes.,0.38
6338,6338,Customer called about return/refund. Mentioned service was slow. While pay significant once ready bed quality.,0.0
6339,6339,Customer called about return/refund. Mentioned service was happy. Draw accept population.,0.65
6340,6340,Customer called about technical support. Mentioned service was refund. Congress by senior less dinner who they.,0.28
6341,6341,Customer called about billing issue. Mentioned service was okay. Challenge instead my two Congress.,0.56
6342,6342,Customer called about order inquiry. Mentioned service was question. Serious sound less natural detail knowledge away.,0.57
6343,6343,Customer called about billing issue. Mentioned service was excellent. Candidate particularly catch family.,0.83
6344,6344,Customer called about complaint. Mentioned service was refund. Treat than agree simply difference after.,0.23
6345,6345,Customer called about technical support. Mentioned service was amazing. Central stay money area believe south.,0.84
6346,6346,Customer called about return/refund. Mentioned service was amazing. Low maybe spend education success.,0.72
6347,6347,Customer called about return/refund. Mentioned service was average. Mission majority cold result understand growth.,0.56
6348,6348,Customer called about account access. Mentioned service was update. Act long peace writer.,0.43
6349,6349,Customer called about billing issue. Mentioned service was perfect. Turn possible resource whether involve arrive always discover.,0.98
6350,6350,Customer called about complaint. Mentioned service was amazing. Candidate task home production.,0.87
6351,6351,Customer called about order inquiry. Mentioned service was great. Method have seem poor develop like be feeling.,0.73
6352,6352,Customer called about order inquiry. Mentioned service was excellent. Five born public step agent energy.,0.98
6353,6353,Customer called about order inquiry. Mentioned service was average. Morning word provide mission relate so draw support.,0.53
6354,6354,Customer called about billing issue. Mentioned service was update. Throughout tree as rate down turn across.,0.46
6355,6355,Customer called about account access. Mentioned service was complaint. Population general prevent near of.,0.05
6356,6356,Customer called about billing issue. Mentioned service was resolved quickly. Expect guess view.,0.81
6357,6357,Customer called about product question. Mentioned service was amazing. Number manager exist apply six.,0.89
6358,6358,Customer called about account access. Mentioned service was happy. Well learn site company.,0.6
6359,6359,Customer called about product question. Mentioned service was amazing. Pretty citizen particular lot.,0.89
6360,6360,Customer called about technical support. Mentioned service was great. Down matter enough agreement author.,0.63
6361,6361,Customer called about product question. Mentioned service was refund. Study together option write home cost hair.,0.31
6362,6362,Customer called about technical support. Mentioned service was perfect. Professor fine truth.,0.72
6363,6363,Customer called about billing issue. Mentioned service was update. Make once run later.,0.52
6364,6364,Customer called about technical support. Mentioned service was amazing. Various member point feel fast part wrong.,0.74
6365,6365,Customer called about product question. Mentioned service was excellent. Space girl test keep.,0.84
6366,6366,Customer called about product question. Mentioned service was angry. Interesting read too itself measure hotel edge.,0.28
6367,6367,Customer called about billing issue. Mentioned service was fine. On animal over nation pressure appear sea range.,0.42
6368,6368,Customer called about billing issue. Mentioned service was status. Much run stop security decide deep dark.,0.54
6369,6369,Customer called about return/refund. Mentioned service was standard. Summer game hope fast similar blue.,0.45
6370,6370,Customer called about return/refund. Mentioned service was fine. Various purpose modern wind public upon order.,0.41
6371,6371,Customer called about order inquiry. Mentioned service was okay. Can believe for state student baby investment.,0.58
6372,6372,Customer called about product question. Mentioned service was standard. Idea upon color nice find house term.,0.5
6373,6373,Customer called about account access. Mentioned service was resolved quickly. Bit woman along production area.,0.61
6374,6374,Customer called about return/refund. Mentioned service was amazing. Ground detail heart around test room.,0.61
6375,6375,Customer called about technical support. Mentioned service was perfect. Always nearly camera something.,0.94
6376,6376,Customer called about product question. Mentioned service was update. End produce development program ball protect stage.,0.59
6377,6377,Customer called about account access. Mentioned service was fine. Kind trouble sit create town.,0.58
6378,6378,Customer called about return/refund. Mentioned service was standard. Wife audience war raise nation fall.,0.45
6379,6379,Customer called about account access. Mentioned service was average. Table born attack manager set age message.,0.44
6380,6380,Customer called about account access. Mentioned service was terrible. Though bad report stand.,0.38
6381,6381,Customer called about product question. Mentioned service was slow. Science no indicate store soon staff other.,0.2
6382,6382,Customer called about complaint. Mentioned service was excellent. Street box before else role great many.,0.73
6383,6383,Customer called about return/refund. Mentioned service was complaint. Issue central crime.,0.33
6384,6384,Customer called about technical support. Mentioned service was status. Camera teacher yeah because.,0.46
6385,6385,Customer called about return/refund. Mentioned service was great. Discussion allow subject true.,0.65
6386,6386,Customer called about technical support. Mentioned service was upset. He account remember cold lot.,0.36
6387,6387,Customer called about order inquiry. Mentioned service was happy. Yourself situation yard factor off grow.,0.74
6388,6388,Customer called about product question. Mentioned service was fine. Table American society world quite stand attack whatever.,0.48
6389,6389,Customer called about account access. Mentioned service was terrible. Dinner lead itself.,0.15
6390,6390,Customer called about technical support. Mentioned service was resolved quickly. Successful how fast adult quickly.,0.62
6391,6391,Customer called about return/refund. Mentioned service was question. Lay data age.,0.55
6392,6392,Customer called about billing issue. Mentioned service was satisfied. Friend now less out civil economic.,0.72
6393,6393,Customer called about complaint. Mentioned service was amazing. Close surface rest tree.,0.62
6394,6394,Customer called about return/refund. Mentioned service was complaint. Keep work even around civil suffer believe whose.,0.18
6395,6395,Customer called about order inquiry. Mentioned service was question. Fill side our analysis responsibility.,0.52
6396,6396,Customer called about product question. Mentioned service was perfect. Audience spring strong well memory write second view.,0.97
6397,6397,Customer called about order inquiry. Mentioned service was fine. Look share reveal second whether rather serious big.,0.56
6398,6398,Customer called about product question. Mentioned service was great. History article might morning happy.,0.67
6399,6399,Customer called about order inquiry. Mentioned service was standard. Eat appear our economy while.,0.46
6400,6400,Customer called about complaint. Mentioned service was waste of time. Concern instead position organization quality simple.,0.01
6401,6401,Customer called about technical support. Mentioned service was perfect. Attack hundred true star.,0.91
6402,6402,Customer called about technical support. Mentioned service was amazing. Add east process administration within war.,0.93
6403,6403,Customer called about return/refund. Mentioned service was thank you. Share nothing region local condition way.,0.89
6404,6404,Customer called about return/refund. Mentioned service was status. Truth sing research thing.,0.51
6405,6405,Customer called about complaint. Mentioned service was resolved quickly. Skill forward page pick certain.,0.78
6406,6406,Customer called about order inquiry. Mentioned service was okay. Serve head character firm.,0.54
6407,6407,Customer called about return/refund. Mentioned service was great. Lead hour point play but collection film.,0.88
6408,6408,Customer called about order inquiry. Mentioned service was thank you. Include far I structure above.,0.97
6409,6409,Customer called about complaint. Mentioned service was status. Compare moment data indeed music catch laugh.,0.58
6410,6410,Customer called about technical support. Mentioned service was okay. On store man she clear.,0.52
6411,6411,Customer called about technical support. Mentioned service was thank you. Various build tree me.,0.93
6412,6412,Customer called about billing issue. Mentioned service was question. May either wife institution level.,0.52
6413,6413,Customer called about order inquiry. Mentioned service was happy. Player process western.,0.71
6414,6414,Customer called about order inquiry. Mentioned service was perfect. Else design company hundred evidence.,0.89
6415,6415,Customer called about product question. Mentioned service was status. Former seek else film page even else.,0.43
6416,6416,Customer called about technical support. Mentioned service was thank you. Class level long prepare.,0.85
6417,6417,Customer called about technical support. Mentioned service was update. General land serve his event rest experience.,0.51
6418,6418,Customer called about return/refund. Mentioned service was average. Sign industry adult fear free.,0.41
6419,6419,Customer called about return/refund. Mentioned service was thank you. When later big yourself choose.,0.82
6420,6420,Customer called about order inquiry. Mentioned service was complaint. Mention page increase kid behavior.,0.19
6421,6421,Customer called about order inquiry. Mentioned service was complaint. Everything why get run marriage carry.,0.25
6422,6422,Customer called about order inquiry. Mentioned service was question. Deal away coach education pretty win star.,0.52
6423,6423,Customer called about complaint. Mentioned service was perfect. Eye leader discuss likely key memory read either.,0.63
6424,6424,Customer called about return/refund. Mentioned service was standard. Dinner despite likely own heavy white us.,0.44
6425,6425,Customer called about product question. Mentioned service was average. Thing magazine turn whatever practice scientist chair.,0.47
6426,6426,Customer called about technical support. Mentioned service was fine. Possible ago cost idea program tell.,0.56
6427,6427,Customer called about product question. Mentioned service was happy. Good special Mrs civil court.,0.64
6428,6428,Customer called about product question. Mentioned service was question. Ten drop particular night wait protect right.,0.42
6429,6429,Customer called about return/refund. Mentioned service was question. Gun current become single pattern billion morning various.,0.52
6430,6430,Customer called about order inquiry. Mentioned service was slow. A huge attack should model understand herself college.,0.19
6431,6431,Customer called about account access. Mentioned service was bad. Successful cause onto fight.,0.07
6432,6432,Customer called about account access. Mentioned service was great. Him travel realize challenge cultural resource.,0.69
6433,6433,Customer called about technical support. Mentioned service was broken. Try to firm candidate letter skin.,0.11
6434,6434,Customer called about product question. Mentioned service was update. Under over Democrat catch situation support.,0.52
6435,6435,Customer called about complaint. Mentioned service was thank you. Soon seven time bar table would race.,0.89
6436,6436,Customer called about complaint. Mentioned service was amazing. Institution partner ahead government whether.,0.88
6437,6437,Customer called about order inquiry. Mentioned service was refund. Process gas week care.,0.31
6438,6438,Customer called about return/refund. Mentioned service was average. Seek billion major voice.,0.44
6439,6439,Customer called about order inquiry. Mentioned service was average. Table open benefit general group realize forward shoulder.,0.56
6440,6440,Customer called about product question. Mentioned service was perfect. Fear film training significant health line song practice.,0.69
6441,6441,Customer called about order inquiry. Mentioned service was fine. Range arm group try clearly security half.,0.46
6442,6442,Customer called about product question. Mentioned service was average. Draw morning western manage.,0.51
6443,6443,Customer called about return/refund. Mentioned service was fine. Either bank writer growth sure explain particularly.,0.44
6444,6444,Customer called about order inquiry. Mentioned service was perfect. Simple deep thousand three another.,0.62
6445,6445,Customer called about technical support. Mentioned service was standard. Job real bag worker former central heart.,0.51
6446,6446,Customer called about order inquiry. Mentioned service was average. Week join program turn.,0.56
6447,6447,Customer called about technical support. Mentioned service was satisfied. West tax statement.,0.76
6448,6448,Customer called about billing issue. Mentioned service was perfect. Air same appear world away degree.,0.7
6449,6449,Customer called about product question. Mentioned service was waste of time. Identify couple board before professional finally fear.,0.39
6450,6450,Customer called about return/refund. Mentioned service was thank you. Goal growth culture feeling challenge nation book.,0.7
6451,6451,Customer called about technical support. Mentioned service was thank you. Fast try TV speech oil hit policy late.,0.83
6452,6452,Customer called about billing issue. Mentioned service was upset. Teach series first include worker prove with evidence.,0.35
6453,6453,Customer called about order inquiry. Mentioned service was thank you. Market per audience much.,0.63
6454,6454,Customer called about billing issue. Mentioned service was average. Away suggest back sing rock rule.,0.54
6455,6455,Customer called about order inquiry. Mentioned service was fine. Attorney cause ever later.,0.53
6456,6456,Customer called about complaint. Mentioned service was status. Up recent reach attorney.,0.52
6457,6457,Customer called about billing issue. Mentioned service was amazing. Reduce each sea rather performance fund.,0.77
6458,6458,Customer called about return/refund. Mentioned service was broken. Imagine along see theory.,0.21
6459,6459,Customer called about complaint. Mentioned service was update. Themselves represent off sport notice.,0.6
6460,6460,Customer called about order inquiry. Mentioned service was great. Set first remember offer real.,1.0
6461,6461,Customer called about technical support. Mentioned service was okay. See join quality level friend.,0.47
6462,6462,Customer called about order inquiry. Mentioned service was thank you. Court possible bill high.,0.77
6463,6463,Customer called about product question. Mentioned service was slow. Another actually similar season.,0.29
6464,6464,Customer called about return/refund. Mentioned service was complaint. Determine opportunity significant away.,0.16
6465,6465,Customer called about order inquiry. Mentioned service was resolved quickly. Food method dark community imagine hard by.,0.77
6466,6466,Customer called about complaint. Mentioned service was excellent. But statement yet likely.,0.99
6467,6467,Customer called about order inquiry. Mentioned service was amazing. Song energy certainly daughter.,0.95
6468,6468,Customer called about product question. Mentioned service was status. Structure man out remain start grow person.,0.47
6469,6469,Customer called about complaint. Mentioned service was average. Deep magazine during American.,0.46
6470,6470,Customer called about return/refund. Mentioned service was update. Catch have avoid.,0.42
6471,6471,Customer called about product question. Mentioned service was resolved quickly. Million different agent health personal loss also.,0.84
6472,6472,Customer called about complaint. Mentioned service was average. Class every work agent research.,0.53
6473,6473,Customer called about product question. Mentioned service was perfect. Allow voice record.,0.83
6474,6474,Customer called about product question. Mentioned service was amazing. Often evening forget writer especially wind.,0.84
6475,6475,Customer called about account access. Mentioned service was update. Same crime price down.,0.49
6476,6476,Customer called about order inquiry. Mentioned service was great. Clear buy however goal.,0.78
6477,6477,Customer called about account access. Mentioned service was update. Claim between get offer center.,0.58
6478,6478,Customer called about billing issue. Mentioned service was question. Decade open cold exist another.,0.49
6479,6479,Customer called about return/refund. Mentioned service was excellent. Deep threat success generation become opportunity red low.,0.93
6480,6480,Customer called about return/refund. Mentioned service was question. Ever administration tax him ready partner.,0.45
6481,6481,Customer called about product question. Mentioned service was thank you. Level song people gun sell.,0.84
6482,6482,Customer called about return/refund. Mentioned service was update. Marriage quickly contain effect fly.,0.49
6483,6483,Customer called about product question. Mentioned service was average. Join physical government all miss several.,0.53
6484,6484,Customer called about billing issue. Mentioned service was happy. Through play popular nor seem.,0.75
6485,6485,Customer called about product question. Mentioned service was average. Bag director according school western.,0.42
6486,6486,Customer called about return/refund. Mentioned service was standard. Benefit radio yet book.,0.56
6487,6487,Customer called about complaint. Mentioned service was standard. Pull mention head carry include film cost.,0.59
6488,6488,Customer called about technical support. Mentioned service was great. Husband child section account.,0.71
6489,6489,Customer called about billing issue. Mentioned service was thank you. Say bank be establish.,0.71
6490,6490,Customer called about return/refund. Mentioned service was perfect. Son Congress glass three pass.,0.64
6491,6491,Customer called about billing issue. Mentioned service was thank you. Question modern enough want.,0.93
6492,6492,Customer called about return/refund. Mentioned service was standard. Less get five item.,0.47
6493,6493,Customer called about order inquiry. Mentioned service was refund. Question very five if let tree.,0.04
6494,6494,Customer called about order inquiry. Mentioned service was update. Foot strategy what short same small forward.,0.59
6495,6495,Customer called about order inquiry. Mentioned service was refund. Resource company hundred expert popular who success open.,0.26
6496,6496,Customer called about technical support. Mentioned service was amazing. Throughout sit quality education home.,0.87
6497,6497,Customer called about account access. Mentioned service was happy. Wish apply beyond push.,0.88
6498,6498,Customer called about account access. Mentioned service was standard. Project traditional pattern perform believe know sister.,0.59
6499,6499,Customer called about technical support. Mentioned service was slow. Option push low nor of kitchen.,0.12
6500,6500,Customer called about order inquiry. Mentioned service was question. Hope physical hot instead bad.,0.52
6501,6501,Customer called about billing issue. Mentioned service was resolved quickly. Within half recently evidence.,0.8
6502,6502,Customer called about order inquiry. Mentioned service was waste of time. Figure place red by.,0.35
6503,6503,Customer called about billing issue. Mentioned service was satisfied. East start enough develop language his.,0.94
6504,6504,Customer called about return/refund. Mentioned service was satisfied. Behavior ago painting.,0.98
6505,6505,Customer called about technical support. Mentioned service was satisfied. Least fact rather.,0.82
6506,6506,Customer called about return/refund. Mentioned service was status. East should yeah seat make kitchen.,0.44
6507,6507,Customer called about return/refund. Mentioned service was update. Few bill type show their.,0.51
6508,6508,Customer called about billing issue. Mentioned service was angry. Current music fact teach share world.,0.16
6509,6509,Customer called about product question. Mentioned service was perfect. Else ok street team a phone management.,0.93
6510,6510,Customer called about technical support. Mentioned service was standard. Thus population born success game around court.,0.48
6511,6511,Customer called about return/refund. Mentioned service was complaint. Better station increase down.,0.33
6512,6512,Customer called about account access. Mentioned service was refund. Pretty instead use clearly culture prepare maybe my.,0.35
6513,6513,Customer called about complaint. Mentioned service was bad. Science just wall television scientist personal might.,0.2
6514,6514,Customer called about billing issue. Mentioned service was update. Main fight watch.,0.4
6515,6515,Customer called about billing issue. Mentioned service was satisfied. Arrive important system lead man structure minute.,0.74
6516,6516,Customer called about product question. Mentioned service was update. Surface science it score drive best forward.,0.57
6517,6517,Customer called about complaint. Mentioned service was update. Standard under many several dream mother upon worker.,0.48
6518,6518,Customer called about billing issue. Mentioned service was waste of time. Ability law individual people.,0.16
6519,6519,Customer called about order inquiry. Mentioned service was standard. Memory magazine garden behavior result name.,0.46
6520,6520,Customer called about order inquiry. Mentioned service was update. Among special late partner let.,0.41
6521,6521,Customer called about account access. Mentioned service was broken. Since song strategy land mission least.,0.29
6522,6522,Customer called about return/refund. Mentioned service was great. Wall offer table pull social turn.,0.87
6523,6523,Customer called about technical support. Mentioned service was resolved quickly. Fine human build.,0.71
6524,6524,Customer called about billing issue. Mentioned service was status. Management popular arm concern life last report.,0.5
6525,6525,Customer called about product question. Mentioned service was standard. Reach close long close trouble city education compare.,0.49
6526,6526,Customer called about return/refund. Mentioned service was amazing. These race there charge total by.,0.8
6527,6527,Customer called about product question. Mentioned service was upset. Than hour let memory poor key.,0.17
6528,6528,Customer called about complaint. Mentioned service was excellent. Peace magazine main occur contain.,0.74
6529,6529,Customer called about return/refund. Mentioned service was okay. Miss partner appear feel.,0.5
6530,6530,Customer called about return/refund. Mentioned service was average. Look wife fall game.,0.51
6531,6531,Customer called about technical support. Mentioned service was okay. Return garden modern market try over.,0.41
6532,6532,Customer called about return/refund. Mentioned service was excellent. Significant minute something lay from matter easy.,0.6
6533,6533,Customer called about order inquiry. Mentioned service was angry. Card few these when state impact hope.,0.32
6534,6534,Customer called about order inquiry. Mentioned service was excellent. Tree present score may.,0.7
6535,6535,Customer called about product question. Mentioned service was fine. Decade choice staff heart dinner window.,0.43
6536,6536,Customer called about order inquiry. Mentioned service was status. Rest character wife improve star answer important.,0.56
6537,6537,Customer called about order inquiry. Mentioned service was standard. Study issue challenge run fund want make.,0.58
6538,6538,Customer called about order inquiry. Mentioned service was question. Miss middle public make voice game.,0.4
6539,6539,Customer called about return/refund. Mentioned service was amazing. Hit experience good act PM.,0.7
6540,6540,Customer called about complaint. Mentioned service was excellent. White picture affect hundred determine compare.,0.67
6541,6541,Customer called about order inquiry. Mentioned service was standard. Fish believe door heart expert standard.,0.44
6542,6542,Customer called about product question. Mentioned service was amazing. Truth about news above process discussion stand.,0.78
6543,6543,Customer called about technical support. Mentioned service was excellent. Stand know control follow.,0.62
6544,6544,Customer called about return/refund. Mentioned service was refund. Opportunity almost development act outside drop set.,0.08
6545,6545,Customer called about technical support. Mentioned service was excellent. Mouth less this character probably couple.,0.73
6546,6546,Customer called about complaint. Mentioned service was complaint. Skill entire rest chair increase.,0.04
6547,6547,Customer called about account access. Mentioned service was excellent. Sometimes forget quite down nice.,0.71
6548,6548,Customer called about order inquiry. Mentioned service was update. Air evidence with enjoy build unit who word.,0.47
6549,6549,Customer called about product question. Mentioned service was thank you. Participant parent safe former like we.,0.65
6550,6550,Customer called about complaint. Mentioned service was amazing. Happy network send read.,0.83
6551,6551,Customer called about return/refund. Mentioned service was fine. Minute manager though dinner build hope oil.,0.5
6552,6552,Customer called about billing issue. Mentioned service was slow. Enough white forget change long benefit.,0.33
6553,6553,Customer called about order inquiry. Mentioned service was refund. Wide suffer entire attack.,0.03
6554,6554,Customer called about complaint. Mentioned service was excellent. Total poor trouble catch fast technology fact.,0.95
6555,6555,Customer called about order inquiry. Mentioned service was fine. Interesting change record must pressure.,0.46
6556,6556,Customer called about return/refund. Mentioned service was waste of time. Into walk prepare support show begin face.,0.24
6557,6557,Customer called about order inquiry. Mentioned service was update. Leader best truth society outside material piece meet.,0.49
6558,6558,Customer called about billing issue. Mentioned service was question. Kid walk risk.,0.55
6559,6559,Customer called about complaint. Mentioned service was complaint. Sister easy second no pattern fine different edge.,0.04
6560,6560,Customer called about account access. Mentioned service was standard. Friend administration have local.,0.58
6561,6561,Customer called about billing issue. Mentioned service was amazing. Bill school probably here house expect simple.,0.63
6562,6562,Customer called about product question. Mentioned service was great. Study for accept rock.,0.66
6563,6563,Customer called about product question. Mentioned service was update. Course goal film.,0.53
6564,6564,Customer called about order inquiry. Mentioned service was standard. Building surface garden one left.,0.44
6565,6565,Customer called about order inquiry. Mentioned service was standard. Rock avoid boy describe series best.,0.52
6566,6566,Customer called about billing issue. Mentioned service was slow. Democratic yeah live suffer president idea.,0.28
6567,6567,Customer called about order inquiry. Mentioned service was complaint. Wall result eight treat I music kid.,0.35
6568,6568,Customer called about order inquiry. Mentioned service was excellent. A condition notice it sister.,0.7
6569,6569,Customer called about account access. Mentioned service was standard. Government much show college art more.,0.42
6570,6570,Customer called about return/refund. Mentioned service was okay. Door black enough admit.,0.44
6571,6571,Customer called about order inquiry. Mentioned service was update. Experience stand season season.,0.53
6572,6572,Customer called about return/refund. Mentioned service was standard. And seven other.,0.43
6573,6573,Customer called about technical support. Mentioned service was thank you. Today form item even worker life short dream.,0.92
6574,6574,Customer called about account access. Mentioned service was great. Result industry usually agency international civil toward.,0.96
6575,6575,Customer called about billing issue. Mentioned service was status. Word day cold create energy join.,0.59
6576,6576,Customer called about order inquiry. Mentioned service was amazing. Fund thought best.,0.67
6577,6577,Customer called about product question. Mentioned service was perfect. Expect education financial time money.,0.65
6578,6578,Customer called about return/refund. Mentioned service was slow. Order smile mission very.,0.15
6579,6579,Customer called about order inquiry. Mentioned service was standard. Child any somebody cell before few lot.,0.54
6580,6580,Customer called about return/refund. Mentioned service was happy. Girl their particularly knowledge.,0.74
6581,6581,Customer called about account access. Mentioned service was question. Always generation condition season.,0.42
6582,6582,Customer called about complaint. Mentioned service was standard. Meeting life office no bar behind senior.,0.55
6583,6583,Customer called about order inquiry. Mentioned service was okay. Many later treatment thank.,0.45
6584,6584,Customer called about complaint. Mentioned service was status. First audience prepare analysis senior along party.,0.43
6585,6585,Customer called about billing issue. Mentioned service was update. Sister easy scene indeed the hot of teach.,0.42
6586,6586,Customer called about complaint. Mentioned service was standard. Husband job help computer level.,0.57
6587,6587,Customer called about complaint. Mentioned service was amazing. Physical religious wide goal raise.,0.83
6588,6588,Customer called about complaint. Mentioned service was amazing. Although sing guy billion weight fund.,0.88
6589,6589,Customer called about return/refund. Mentioned service was amazing. General tax piece suggest.,0.86
6590,6590,Customer called about product question. Mentioned service was happy. Seem information enjoy economy.,0.98
6591,6591,Customer called about order inquiry. Mentioned service was amazing. Magazine employee especially account.,0.83
6592,6592,Customer called about product question. Mentioned service was terrible. By begin modern turn especially list.,0.28
6593,6593,Customer called about return/refund. Mentioned service was great. Single beyond treatment key today reason under understand.,0.76
6594,6594,Customer called about complaint. Mentioned service was happy. No hand population positive worry entire tough.,0.77
6595,6595,Customer called about complaint. Mentioned service was slow. Bank executive interview red reveal team.,0.21
6596,6596,Customer called about return/refund. Mentioned service was amazing. Expect marriage against effect alone.,0.9
6597,6597,Customer called about technical support. Mentioned service was amazing. Key win interest true face institution eye.,0.83
6598,6598,Customer called about technical support. Mentioned service was satisfied. Late direction to central.,0.94
6599,6599,Customer called about product question. Mentioned service was average. Despite stand win debate black.,0.57
6600,6600,Customer called about order inquiry. Mentioned service was excellent. Worker nor mean health indeed.,0.93
6601,6601,Customer called about order inquiry. Mentioned service was update. Wife relate specific.,0.59
6602,6602,Customer called about order inquiry. Mentioned service was amazing. Actually ground field everybody including after.,0.97
6603,6603,Customer called about account access. Mentioned service was waste of time. Happen sing weight boy respond.,0.3
6604,6604,Customer called about order inquiry. Mentioned service was great. Account reduce safe poor relate official whom.,0.64
6605,6605,Customer called about order inquiry. Mentioned service was amazing. Necessary happy operation recognize color.,0.82
6606,6606,Customer called about complaint. Mentioned service was resolved quickly. No month size structure.,0.81
6607,6607,Customer called about return/refund. Mentioned service was update. We strong because.,0.6
6608,6608,Customer called about product question. Mentioned service was great. Agree meet leg already subject.,0.87
6609,6609,Customer called about order inquiry. Mentioned service was terrible. Development program have establish then ten difference.,0.2
6610,6610,Customer called about account access. Mentioned service was okay. Majority nature two effect girl government national if.,0.49
6611,6611,Customer called about complaint. Mentioned service was amazing. Guy offer worry fast garden.,0.93
6612,6612,Customer called about order inquiry. Mentioned service was update. Final industry thus behavior.,0.54
6613,6613,Customer called about product question. Mentioned service was status. May by at a.,0.52
6614,6614,Customer called about return/refund. Mentioned service was happy. Memory phone usually pay after food final.,0.83
6615,6615,Customer called about account access. Mentioned service was average. Peace explain enjoy after.,0.5
6616,6616,Customer called about return/refund. Mentioned service was amazing. Front listen member gun art.,0.78
6617,6617,Customer called about complaint. Mentioned service was resolved quickly. Sit return ground training message young what.,0.7
6618,6618,Customer called about complaint. Mentioned service was great. Agreement citizen strategy policy husband record.,0.79
6619,6619,Customer called about product question. Mentioned service was satisfied. Meet thus class water.,0.96
6620,6620,Customer called about product question. Mentioned service was thank you. Large three more new morning like situation none.,0.78
6621,6621,Customer called about order inquiry. Mentioned service was slow. From respond recognize in kid hour he.,0.17
6622,6622,Customer called about order inquiry. Mentioned service was okay. Hour right within office build.,0.42
6623,6623,Customer called about return/refund. Mentioned service was standard. No present purpose agency happen detail.,0.6
6624,6624,Customer called about complaint. Mentioned service was okay. Successful try American door should.,0.41
6625,6625,Customer called about product question. Mentioned service was resolved quickly. Yourself create bank mention keep cup.,0.89
6626,6626,Customer called about technical support. Mentioned service was great. Everyone history our.,0.84
6627,6627,Customer called about return/refund. Mentioned service was resolved quickly. Vote budget eat.,0.67
6628,6628,Customer called about product question. Mentioned service was slow. Increase trouble war down.,0.25
6629,6629,Customer called about order inquiry. Mentioned service was fine. Hand future sometimes arm measure group particularly final.,0.49
6630,6630,Customer called about complaint. Mentioned service was angry. They tough from security spend mind success include.,0.22
6631,6631,Customer called about product question. Mentioned service was slow. List need many significant.,0.16
6632,6632,Customer called about account access. Mentioned service was standard. Your expect skin.,0.58
6633,6633,Customer called about product question. Mentioned service was slow. Three conference hair memory television consider become.,0.05
6634,6634,Customer called about complaint. Mentioned service was amazing. Test hospital chair authority yet unit early.,0.67
6635,6635,Customer called about billing issue. Mentioned service was update. Race recently accept charge city official head full.,0.43
6636,6636,Customer called about technical support. Mentioned service was standard. Church economy current center religious.,0.56
6637,6637,Customer called about complaint. Mentioned service was great. Your agreement early.,0.85
6638,6638,Customer called about technical support. Mentioned service was standard. Soon stay argue practice generation know country church.,0.51
6639,6639,Customer called about order inquiry. Mentioned service was excellent. Anything political but foot.,0.67
6640,6640,Customer called about product question. Mentioned service was amazing. Three guy support must trouble report.,0.61
