call_id,customer_id,agent_id,call_start_time,call_duration_seconds,call_reason,status
7085,3304,233,2025-05-25 13:20:34.499227,566,Technical Support,Dropped
7086,45020,1067,2026-02-14 23:05:26.067333,483,Return/Refund,Pending
7087,33841,1317,2025-04-02 05:00:22.828817,1564,Order Inquiry,Dropped
7088,40264,146,2025-08-05 10:09:11.700939,1684,Order Inquiry,Escalated
7089,16867,1496,2025-12-20 01:51:36.785508,429,Complaint,Dropped
7090,8496,2247,2025-05-16 21:31:59.130607,1692,Product Question,Pending
7091,27965,550,2025-11-18 04:33:59.828813,515,Return/Refund,Escalated
7092,3688,245,2025-05-07 19:29:05.258687,333,Return/Refund,Escalated
7093,980,2259,2025-04-15 16:19:15.795935,1392,Return/Refund,Dropped
7094,22452,1067,2025-04-14 01:04:27.890530,1194,Billing Issue,Escalated
7095,49765,2723,2025-11-19 05:21:20.991478,144,Complaint,Dropped
7096,43107,302,2025-07-30 16:46:08.920904,1691,Order Inquiry,Pending
7097,7478,2660,2025-07-04 03:31:22.604391,512,Complaint,Escalated
7098,2467,1591,2025-05-16 19:45:55.824946,760,Account Access,Escalated
7099,22850,1270,2025-05-09 13:53:19.516127,591,Product Question,Escalated
7100,27033,79,2025-10-12 01:39:23.276500,1378,Return/Refund,Escalated
7101,4494,352,2025-04-15 05:29:24.669286,1230,Order Inquiry,Resolved
7102,5992,2984,2025-12-30 23:42:05.225495,1437,Product Question,Resolved
7103,21583,2168,2025-05-18 20:05:49.303469,472,Order Inquiry,Pending
7104,31734,2965,2025-12-23 17:24:28.674969,1504,Product Question,Pending
7105,10586,1811,2025-10-22 09:38:02.402283,393,Order Inquiry,Dropped
7106,12740,2691,2025-07-07 15:47:13.841656,1303,Order Inquiry,Escalated
7107,44530,2874,2025-12-15 19:29:21.740737,1360,Return/Refund,Pending
7108,6685,2646,2025-12-21 22:52:05.083122,982,Return/Refund,Dropped
7109,24757,2623,2025-08-30 03:51:26.806890,1302,Billing Issue,Pending
7110,28879,352,2025-02-28 19:49:20.279742,1409,Order Inquiry,Escalated
7111,11601,2691,2026-02-08 07:38:47.754344,796,Complaint,Escalated
7112,38701,1984,2026-01-17 04:02:53.826494,1446,Return/Refund,Dropped
7113,20605,302,2025-09-12 23:41:37.253333,574,Account Access,Escalated
7114,22013,462,2025-06-28 09:13:42.625542,883,Order Inquiry,Dropped
7115,17988,63,2025-08-18 07:16:22.764733,1235,Return/Refund,Escalated
7116,31371,2922,2025-12-12 21:07:05.107818,379,Order Inquiry,Escalated
7117,4455,229,2025-04-04 18:11:08.935956,626,Account Access,Pending
7118,7357,1562,2025-12-29 12:06:56.979064,1237,Complaint,Escalated
7119,33978,2121,2025-09-01 16:47:12.875377,182,Order Inquiry,Dropped
7120,31302,427,2025-10-17 01:46:26.873348,709,Billing Issue,Resolved
7121,49016,2211,2026-02-13 00:03:08.019335,780,Complaint,Resolved
7122,47775,1255,2025-03-29 05:32:02.684155,627,Account Access,Dropped
7123,28947,2630,2025-08-27 11:32:08.098120,1166,Billing Issue,Dropped
7124,3891,1447,2025-07-18 17:16:30.722606,765,Return/Refund,Resolved
7125,44813,2137,2025-04-22 04:19:13.932167,478,Order Inquiry,Escalated
7126,45564,988,2025-06-16 21:47:58.410642,393,Product Question,Resolved
7127,25835,2846,2025-06-12 23:58:13.379231,729,Technical Support,Resolved
7128,39421,278,2025-10-24 04:05:44.202364,1505,Technical Support,Dropped
7129,26294,462,2025-10-19 15:54:59.998983,1062,Product Question,Resolved
7130,40320,401,2025-10-30 06:17:53.432446,910,Return/Refund,Pending
7131,14406,2043,2025-05-04 12:26:31.364752,781,Order Inquiry,Resolved
7132,27597,2882,2025-06-05 02:19:33.121573,1366,Billing Issue,Dropped
7133,16799,234,2025-10-05 19:51:50.366983,878,Billing Issue,Pending
7134,40971,1195,2025-02-26 12:22:49.518961,1690,Complaint,Resolved
7135,49834,2623,2025-12-13 22:11:18.351138,1105,Technical Support,Escalated
7136,16168,62,2025-05-12 13:23:05.167453,1335,Product Question,Resolved
7137,31663,494,2025-04-30 14:25:24.952826,1078,Return/Refund,Escalated
7138,36970,1984,2025-02-24 00:56:11.730757,614,Billing Issue,Resolved
7139,14907,2785,2025-11-20 18:21:44.101654,167,Return/Refund,Dropped
7140,19352,290,2025-10-13 23:08:41.720181,987,Technical Support,Escalated
7141,21936,1103,2026-01-01 14:45:10.868319,1677,Product Question,Resolved
7142,43369,1503,2025-11-17 06:34:03.447105,998,Order Inquiry,Pending
7143,36736,1737,2025-06-26 19:54:42.858985,938,Return/Refund,Pending
7144,41084,245,2025-05-13 04:16:58.496096,378,Product Question,Resolved
7145,39520,315,2025-03-08 07:20:10.352053,841,Order Inquiry,Escalated
7146,30628,62,2025-04-13 21:22:15.759137,475,Billing Issue,Resolved
7147,401,2770,2025-10-05 15:35:28.298023,570,Complaint,Escalated
7148,37496,2680,2025-11-16 17:40:50.088189,1674,Complaint,Dropped
7149,19566,630,2025-05-07 11:10:32.803454,69,Product Question,Pending
7150,7796,2168,2025-11-27 12:05:21.201857,1785,Product Question,Escalated
7151,46534,1020,2025-05-19 03:23:37.272532,160,Return/Refund,Dropped
7152,18284,1827,2025-07-20 10:42:53.513288,237,Return/Refund,Dropped
7153,11993,1317,2025-08-23 10:04:38.614950,938,Product Question,Escalated
7154,23057,881,2025-07-03 20:43:28.617321,1601,Product Question,Resolved
7155,46578,357,2025-04-23 00:37:21.171847,463,Order Inquiry,Pending
7156,8707,79,2025-08-21 06:28:14.937450,855,Return/Refund,Escalated
7157,36117,2404,2025-05-21 02:30:47.547798,1514,Complaint,Resolved
7158,15526,1737,2025-03-09 09:01:30.908751,643,Order Inquiry,Pending
7159,40698,939,2025-11-05 09:49:25.896663,1490,Technical Support,Pending
7160,15191,482,2025-07-21 18:50:17.715303,867,Technical Support,Resolved
7161,26468,2660,2025-04-23 17:35:16.975961,1665,Complaint,Pending
7162,48769,2474,2025-09-21 11:07:56.541133,1410,Billing Issue,Dropped
7163,49216,401,2025-11-16 13:31:52.467582,1721,Return/Refund,Pending
7164,29625,512,2025-06-09 08:26:33.380547,1586,Return/Refund,Pending
7165,212,2846,2025-03-13 17:36:46.909462,453,Account Access,Escalated
7166,28690,757,2025-07-13 18:44:06.751658,1070,Billing Issue,Escalated
7167,42149,1661,2025-10-01 08:58:05.145859,1164,Account Access,Escalated
7168,25025,94,2025-06-16 09:02:57.997152,509,Account Access,Escalated
7169,36990,62,2025-08-03 22:38:45.080936,247,Complaint,Escalated
7170,2913,2360,2025-08-09 11:06:17.278865,290,Return/Refund,Resolved
7171,34104,1834,2025-08-25 22:23:36.439775,820,Order Inquiry,Dropped
7172,26724,2404,2026-01-08 09:30:24.074577,430,Order Inquiry,Pending
7173,25018,245,2025-06-13 04:19:25.381744,1737,Return/Refund,Pending
7174,3644,1076,2025-09-04 06:39:25.690933,952,Account Access,Dropped
7175,29591,805,2025-11-03 15:33:28.425187,979,Complaint,Resolved
7176,48634,2121,2025-06-21 12:19:12.010337,1428,Technical Support,Pending
7177,6346,1103,2025-05-16 01:26:50.641667,1535,Order Inquiry,Resolved
7178,49798,2713,2025-06-04 21:44:28.776407,1553,Return/Refund,Resolved
7179,20864,1661,2025-05-18 09:35:02.169159,878,Complaint,Resolved
7180,31389,2785,2025-04-22 23:47:28.452349,161,Product Question,Resolved
7181,35294,2259,2025-08-22 22:06:28.587188,870,Product Question,Resolved
7182,26717,854,2025-03-28 16:23:56.273662,584,Return/Refund,Escalated
7183,23196,1267,2025-05-31 16:48:01.688760,1231,Order Inquiry,Dropped
7184,34180,1572,2025-08-30 10:47:59.422948,1680,Technical Support,Dropped
7185,17496,2642,2025-08-18 12:02:07.324117,1269,Order Inquiry,Resolved
7186,11785,1024,2025-11-06 13:18:00.918247,1623,Complaint,Dropped
7187,32830,1811,2025-04-27 01:39:29.029088,1328,Complaint,Pending
7188,22766,1640,2025-02-20 23:32:33.316850,110,Return/Refund,Pending
7189,5356,2148,2026-01-20 14:15:33.356435,869,Return/Refund,Escalated
7190,9565,353,2026-02-08 11:12:04.999882,291,Complaint,Dropped
7191,49264,1403,2025-04-14 11:28:48.805084,1206,Product Question,Escalated
7192,46222,1677,2025-11-10 16:42:38.204644,708,Order Inquiry,Resolved
7193,27507,881,2026-01-29 12:10:02.040262,1173,Return/Refund,Dropped
7194,16441,800,2025-09-08 23:03:43.384517,960,Return/Refund,Pending
7195,8582,1403,2026-02-12 09:17:47.983929,1531,Complaint,Pending
7196,26590,401,2025-12-07 06:18:37.909094,243,Order Inquiry,Dropped
7197,47948,278,2025-10-17 16:31:31.380871,357,Account Access,Dropped
7198,44571,191,2025-03-05 08:21:18.134894,805,Order Inquiry,Resolved
7199,409,2922,2025-05-23 20:40:49.213295,439,Complaint,Pending
7200,8771,2646,2025-08-12 19:34:24.008245,1185,Technical Support,Resolved
7201,4803,1255,2025-07-12 13:05:20.986234,397,Billing Issue,Resolved
7202,143,2646,2025-08-02 00:49:19.128509,166,Order Inquiry,Pending
7203,8761,515,2025-06-22 15:25:03.329854,394,Account Access,Escalated
7204,3629,515,2025-12-10 09:08:18.406591,273,Billing Issue,Escalated
7205,27655,2101,2025-02-18 03:12:00.012949,1615,Return/Refund,Resolved
7206,31857,1984,2026-01-01 16:00:58.810173,1625,Billing Issue,Resolved
7207,2085,1859,2025-09-07 12:55:58.845830,1547,Return/Refund,Resolved
7208,33825,2922,2025-10-25 04:17:48.282581,449,Technical Support,Dropped
7209,16538,394,2025-12-30 18:20:16.509258,1440,Complaint,Resolved
7210,5835,2642,2025-12-05 17:57:07.974066,660,Account Access,Pending
7211,37014,462,2026-02-12 00:43:00.394145,1659,Order Inquiry,Pending
7212,49500,482,2025-08-18 17:18:07.484172,1091,Return/Refund,Resolved
7213,48505,1394,2026-01-23 04:40:39.904912,71,Product Question,Resolved
7214,14514,494,2025-03-28 08:23:16.867507,215,Complaint,Resolved
7215,40827,2629,2025-10-14 13:26:08.503338,1778,Product Question,Dropped
7216,49793,2121,2025-11-08 16:26:08.994213,443,Return/Refund,Resolved
7217,49156,2642,2026-01-12 03:25:59.372278,1104,Account Access,Escalated
7218,28853,357,2025-11-21 00:18:53.885386,582,Account Access,Pending
7219,17892,2449,2025-10-06 15:37:08.040099,1642,Product Question,Resolved
7220,24038,988,2025-10-14 12:49:08.674068,1069,Billing Issue,Resolved
7221,45396,1225,2025-10-23 03:27:19.065263,1591,Complaint,Escalated
7222,47282,1214,2025-08-23 00:52:22.486409,264,Order Inquiry,Pending
7223,13705,1637,2025-05-30 11:06:35.923979,348,Account Access,Dropped
7224,49297,2137,2025-09-08 08:38:23.023247,730,Account Access,Resolved
7225,37626,1447,2025-07-23 14:00:30.803754,310,Order Inquiry,Pending
7226,42300,175,2025-12-05 01:34:52.895293,65,Order Inquiry,Escalated
7227,16527,2623,2025-07-31 16:02:57.224621,1266,Complaint,Pending
7228,15907,512,2025-05-26 03:54:06.461957,1031,Product Question,Resolved
7229,5372,394,2025-04-03 13:00:45.889677,1013,Return/Refund,Escalated
7230,45301,1859,2025-06-22 13:29:15.335601,426,Billing Issue,Pending
7231,36411,175,2025-09-04 01:48:14.753101,1028,Order Inquiry,Escalated
7232,28579,401,2025-03-21 13:45:32.506432,757,Account Access,Dropped
7233,20379,779,2026-01-10 06:12:58.677890,238,Product Question,Pending
7234,43349,2284,2025-11-11 06:56:03.857074,1102,Product Question,Escalated
7235,2740,1985,2025-02-22 08:55:03.689312,103,Account Access,Pending
7236,5358,2168,2025-07-14 01:12:25.175180,945,Order Inquiry,Escalated
7237,39823,1827,2025-04-19 09:53:46.527346,1009,Product Question,Dropped
7238,45008,2808,2025-05-21 13:38:47.795247,365,Return/Refund,Escalated
7239,38859,2788,2025-12-21 09:13:03.212811,1748,Account Access,Resolved
7240,43096,462,2026-01-09 03:47:01.039433,755,Product Question,Dropped
7241,8054,1317,2025-07-15 09:51:40.706529,1583,Return/Refund,Dropped
7242,7272,2572,2025-11-14 11:45:41.779273,1591,Complaint,Escalated
7243,25661,2434,2025-06-25 22:40:35.794191,1646,Account Access,Dropped
7244,40944,2874,2025-11-24 14:21:36.209190,1127,Product Question,Pending
7245,33745,2850,2025-10-11 22:14:23.057924,812,Technical Support,Pending
7246,19825,512,2025-09-19 19:21:37.648942,1563,Account Access,Resolved
7247,11878,1859,2025-11-30 09:59:03.440177,165,Product Question,Resolved
7248,12255,1270,2025-08-03 08:24:07.155386,530,Technical Support,Escalated
7249,31580,1255,2025-09-17 16:49:33.442938,461,Return/Refund,Resolved
7250,20020,1195,2025-04-27 18:01:55.165681,1578,Complaint,Dropped
7251,19357,2698,2025-08-20 21:31:19.750181,1255,Account Access,Dropped
7252,34620,1859,2025-03-28 08:39:32.847942,242,Technical Support,Resolved
7253,21797,988,2025-07-22 19:41:26.803454,1161,Order Inquiry,Resolved
7254,45343,2360,2025-11-14 02:26:22.373547,931,Order Inquiry,Pending
7255,39522,2717,2025-10-14 22:42:52.619753,835,Billing Issue,Dropped
7256,24015,630,2025-09-25 22:40:45.606437,172,Complaint,Pending
7257,25255,2786,2025-11-21 23:05:54.809017,649,Account Access,Pending
7258,9823,2141,2026-01-13 07:55:38.760260,818,Account Access,Dropped
7259,38218,2247,2025-08-17 03:20:10.218460,308,Order Inquiry,Dropped
7260,31904,2646,2025-09-07 00:28:02.805387,380,Complaint,Dropped
7261,28851,2539,2025-05-03 23:26:58.429662,1144,Product Question,Resolved
7262,4558,2039,2025-11-25 18:39:16.393959,600,Account Access,Escalated
7263,22021,2043,2025-08-19 05:20:13.269659,905,Return/Refund,Dropped
7264,47807,2757,2025-05-23 23:09:16.206754,713,Complaint,Pending
7265,35065,2039,2025-11-24 09:13:42.667399,1290,Order Inquiry,Dropped
7266,21448,175,2025-05-02 09:52:24.816837,562,Return/Refund,Resolved
7267,15009,2168,2026-01-25 01:47:36.138890,626,Product Question,Resolved
7268,47647,2660,2025-10-09 15:12:56.852563,1505,Complaint,Dropped
7269,36522,2260,2026-01-08 22:35:41.556560,1026,Return/Refund,Dropped
7270,49626,146,2025-07-20 11:01:52.729887,1242,Product Question,Pending
7271,38902,1640,2025-03-16 22:50:05.534854,363,Account Access,Resolved
7272,49164,1811,2025-09-11 04:44:29.609217,465,Return/Refund,Dropped
7273,24196,2334,2025-05-03 22:55:32.464087,1741,Technical Support,Resolved
7274,43200,2717,2025-10-29 18:28:17.460067,1438,Product Question,Dropped
7275,43209,1827,2025-05-28 13:49:26.581407,1575,Order Inquiry,Pending
7276,44030,1675,2025-10-20 08:42:43.830412,690,Order Inquiry,Resolved
7277,30780,1984,2025-07-06 00:06:37.438694,1428,Order Inquiry,Pending
7278,28951,1675,2025-11-07 03:24:20.305962,1037,Return/Refund,Pending
7279,32790,2474,2025-12-29 21:52:58.965194,1345,Account Access,Escalated
7280,34213,2939,2025-09-22 01:17:17.768456,123,Return/Refund,Pending
7281,34211,2178,2025-12-09 10:37:47.854993,661,Order Inquiry,Escalated
7282,37383,62,2025-09-15 02:15:38.267671,1244,Order Inquiry,Dropped
7283,20479,529,2026-01-06 14:50:30.246859,897,Return/Refund,Dropped
7284,36488,1985,2025-08-09 22:29:28.214025,1600,Product Question,Pending
7285,31728,1758,2026-01-04 21:55:08.743590,978,Return/Refund,Pending
7286,43447,62,2026-02-12 23:21:13.240463,1654,Account Access,Pending
7287,35362,1416,2025-05-14 10:07:48.344172,637,Product Question,Dropped
7288,38406,1822,2025-06-29 11:20:59.088745,1571,Product Question,Dropped
7289,22351,1615,2025-02-24 12:39:24.670906,630,Account Access,Dropped
7290,13695,353,2025-08-05 08:34:48.304793,1483,Order Inquiry,Escalated
7291,35647,2539,2025-10-05 22:14:08.438607,118,Return/Refund,Dropped
7292,41562,1251,2025-02-15 18:00:52.689657,1738,Product Question,Pending
7293,44118,757,2025-03-03 02:25:35.902078,288,Order Inquiry,Dropped
7294,13925,353,2026-02-11 15:14:48.016217,1599,Complaint,Pending
7295,10265,2250,2025-06-09 02:24:50.861908,1205,Technical Support,Resolved
7296,36689,2757,2026-02-13 17:52:10.524023,157,Product Question,Dropped
7297,25665,1827,2025-08-03 04:54:47.750688,896,Order Inquiry,Dropped
7298,39921,512,2025-06-09 08:25:19.735405,150,Return/Refund,Dropped
7299,38503,694,2025-08-15 01:44:30.452721,1008,Technical Support,Dropped
7300,31633,2625,2025-12-02 09:16:55.935220,653,Order Inquiry,Dropped
7301,26826,278,2025-11-11 07:48:19.417879,872,Product Question,Escalated
7302,14042,1503,2026-01-07 18:44:09.432511,475,Complaint,Resolved
7303,42446,2247,2026-01-16 18:48:56.281610,509,Technical Support,Escalated
7304,34582,2629,2025-11-05 19:41:56.252755,415,Account Access,Pending
7305,34216,1403,2025-10-26 22:50:01.055881,404,Return/Refund,Resolved
7306,4562,757,2025-12-20 11:34:06.341415,477,Billing Issue,Resolved
7307,13953,482,2025-04-23 23:44:05.250874,844,Complaint,Dropped
7308,44675,2039,2026-01-01 13:50:18.419726,1534,Product Question,Pending
7309,40874,854,2025-08-28 14:29:52.860869,1798,Order Inquiry,Dropped
7310,43478,1985,2025-08-24 07:18:25.137764,1228,Order Inquiry,Escalated
7311,33834,1103,2025-07-25 17:50:55.089534,1584,Order Inquiry,Dropped
7312,39225,2770,2025-08-16 13:54:55.989249,1082,Order Inquiry,Escalated
7313,39785,234,2025-07-30 22:30:18.433221,1441,Return/Refund,Pending
7314,16690,1447,2025-09-04 22:01:27.830224,270,Order Inquiry,Resolved
7315,9374,413,2025-07-12 15:11:19.067777,268,Return/Refund,Escalated
7316,21819,1640,2025-08-28 08:26:35.722061,1218,Technical Support,Dropped
7317,44317,2137,2025-02-26 21:08:11.702993,508,Order Inquiry,Dropped
7318,17342,94,2026-01-22 00:42:54.680478,450,Technical Support,Dropped
7319,46579,313,2025-11-04 20:16:14.688191,596,Billing Issue,Dropped
7320,31211,1595,2025-04-29 07:08:04.828568,1511,Product Question,Pending
7321,24328,2922,2025-08-11 11:26:22.553500,1280,Billing Issue,Dropped
7322,22241,2882,2025-05-25 07:06:50.668485,1363,Account Access,Resolved
7323,47303,2713,2025-11-26 01:50:14.924828,1309,Technical Support,Escalated
7324,18059,2840,2025-07-22 01:07:53.343942,1754,Return/Refund,Dropped
7325,48474,2965,2025-10-07 05:24:26.327811,1592,Complaint,Pending
7326,13778,1572,2025-11-06 21:39:03.288604,1577,Order Inquiry,Pending
7327,29228,895,2025-06-06 09:14:49.658126,1172,Billing Issue,Escalated
7328,44736,1255,2025-09-12 09:59:14.711561,499,Technical Support,Resolved
7329,32872,2148,2025-05-06 05:36:48.777053,1347,Technical Support,Resolved
7330,49981,2630,2025-06-03 19:04:27.173662,173,Billing Issue,Escalated
7331,1385,2260,2025-11-28 18:16:43.138783,1159,Billing Issue,Escalated
7332,42250,2785,2025-02-25 04:48:32.034996,407,Billing Issue,Dropped
7333,42076,139,2025-10-20 15:43:53.279598,241,Billing Issue,Pending
7334,13008,1317,2025-06-11 01:38:51.686048,1497,Complaint,Resolved
7335,3590,2539,2025-02-25 19:54:00.366009,996,Order Inquiry,Resolved
7336,5050,2646,2025-07-20 20:18:36.567490,1083,Technical Support,Escalated
7337,21086,2334,2025-07-06 12:15:14.855182,1375,Technical Support,Escalated
7338,9083,1822,2025-07-23 08:53:59.114656,733,Product Question,Dropped
7339,28281,2630,2025-11-22 01:11:05.288885,751,Order Inquiry,Dropped
7340,11863,2043,2025-02-16 13:58:56.643833,803,Return/Refund,Dropped
7341,1828,1811,2025-03-30 05:30:42.809052,385,Billing Issue,Dropped
7342,8850,2168,2025-07-23 16:28:00.257143,299,Billing Issue,Pending
7343,5357,1403,2025-08-08 04:23:24.303721,1711,Return/Refund,Escalated
7344,23934,302,2025-08-10 21:32:33.364064,970,Complaint,Dropped
7345,39081,233,2025-09-17 05:58:04.047187,181,Account Access,Pending
7346,45749,1822,2025-12-14 11:50:50.665544,275,Technical Support,Resolved
7347,26936,1591,2025-04-08 23:24:20.824342,1710,Return/Refund,Pending
7348,28494,1270,2026-02-14 06:33:42.547571,535,Order Inquiry,Pending
7349,31038,2239,2026-02-15 01:03:05.838150,88,Account Access,Pending
7350,30507,1394,2025-05-21 19:54:45.528304,308,Product Question,Pending
7351,48431,1597,2025-02-21 22:21:18.828528,1083,Complaint,Resolved
7352,41250,2020,2025-10-27 09:05:01.020420,1525,Complaint,Pending
7353,26724,2568,2025-09-03 12:52:53.261091,841,Complaint,Resolved
7354,28466,1020,2025-02-26 21:42:34.805289,203,Product Question,Pending
7355,21793,969,2025-08-17 19:44:27.563252,107,Return/Refund,Pending
7356,18896,401,2025-04-30 23:57:12.154370,978,Order Inquiry,Pending
7357,413,805,2025-05-02 11:49:16.726821,1231,Complaint,Pending
7358,39955,1225,2025-07-02 17:06:38.863369,1090,Product Question,Pending
7359,31002,2284,2025-03-01 15:15:48.863635,706,Complaint,Escalated
7360,29582,494,2025-10-08 08:46:31.595912,709,Return/Refund,Escalated
7361,26590,2834,2025-12-29 17:43:16.460202,1729,Order Inquiry,Resolved
7362,16371,229,2025-08-02 20:08:32.762747,1113,Return/Refund,Dropped
7363,32052,352,2025-09-11 16:11:14.358860,645,Return/Refund,Escalated
7364,20984,290,2025-07-24 12:23:37.287418,1751,Complaint,Pending
7365,32541,34,2025-05-14 10:55:13.195693,1414,Complaint,Escalated
7366,29827,1255,2025-08-21 11:30:33.393988,1088,Account Access,Resolved
7367,48324,401,2026-02-13 23:17:07.943799,1332,Order Inquiry,Escalated
7368,33352,2572,2025-03-23 05:34:09.924827,460,Return/Refund,Dropped
7369,46742,1255,2026-01-20 16:05:57.006050,225,Complaint,Dropped
7370,44135,1225,2026-01-13 06:35:34.832813,794,Account Access,Escalated
7371,38098,2059,2026-01-07 16:41:58.145468,1370,Technical Support,Escalated
7372,40210,2148,2026-02-09 15:52:16.581319,525,Product Question,Pending
7373,46430,139,2025-11-03 13:29:46.886818,924,Return/Refund,Escalated
7374,37189,1868,2025-07-14 06:02:04.094574,400,Return/Refund,Resolved
7375,5518,2723,2026-01-05 14:04:22.543849,1027,Complaint,Escalated
7376,4286,2723,2025-12-29 23:55:48.022078,444,Complaint,Resolved
7377,45809,1394,2026-02-07 01:38:41.200063,868,Return/Refund,Dropped
7378,15786,191,2025-05-17 16:30:42.553442,1408,Billing Issue,Dropped
7379,46365,1305,2026-01-15 19:19:35.896631,1689,Order Inquiry,Resolved
7380,250,1859,2025-06-24 01:31:43.015150,1219,Technical Support,Pending
7381,10075,2303,2025-07-01 22:24:39.514112,97,Account Access,Escalated
7382,44545,2939,2025-06-12 11:38:44.192317,1092,Account Access,Dropped
7383,33737,2568,2026-01-11 02:39:02.517089,767,Complaint,Pending
7384,41737,1455,2026-01-03 06:46:34.075604,624,Technical Support,Dropped
7385,35768,550,2025-08-18 19:03:33.299525,546,Complaint,Dropped
7386,35130,2698,2025-09-30 00:13:07.997980,508,Complaint,Dropped
7387,740,413,2026-01-23 10:44:05.360549,1352,Product Question,Dropped
7388,15949,800,2025-05-03 18:07:10.093635,1490,Product Question,Pending
7389,16052,371,2025-04-20 22:00:56.330797,1474,Order Inquiry,Escalated
7390,31857,212,2025-06-25 09:04:58.506105,1544,Product Question,Resolved
7391,24946,2788,2025-05-05 08:42:12.011029,1337,Order Inquiry,Dropped
7392,26893,1591,2025-08-09 11:39:39.848705,698,Billing Issue,Dropped
7393,49048,357,2025-08-29 04:47:04.326840,1389,Product Question,Dropped
7394,19033,2178,2025-03-26 10:28:47.803930,848,Product Question,Escalated
7395,24201,2785,2026-01-13 00:22:10.811040,507,Return/Refund,Resolved
7396,8030,2874,2025-03-03 02:58:05.100733,231,Technical Support,Pending
7397,2719,884,2025-11-21 13:08:50.847401,1384,Order Inquiry,Resolved
7398,13633,2168,2025-05-23 07:35:22.755832,1080,Return/Refund,Pending
7399,28563,175,2025-09-20 03:44:27.180752,779,Return/Refund,Resolved
7400,46748,427,2025-06-17 18:09:10.859659,210,Order Inquiry,Dropped
7401,47288,2043,2025-09-06 19:28:14.472578,1198,Order Inquiry,Dropped
7402,4859,2965,2025-07-21 10:01:10.986796,817,Order Inquiry,Escalated
7403,44313,2642,2025-05-23 10:35:06.966542,1737,Complaint,Dropped
7404,9147,1236,2026-02-10 10:13:23.964449,1510,Order Inquiry,Pending
7405,4444,2539,2025-11-02 19:52:03.993762,1008,Complaint,Escalated
7406,43229,1403,2025-12-24 16:15:04.274868,554,Complaint,Dropped
7407,6148,1758,2025-12-24 15:40:55.744549,458,Account Access,Dropped
7408,20784,2630,2025-07-25 17:45:50.960016,1029,Account Access,Dropped
7409,25139,2190,2025-02-25 05:42:14.508212,293,Return/Refund,Resolved
7410,43180,2043,2025-02-27 11:57:56.455711,1261,Technical Support,Pending
7411,25934,79,2025-06-25 05:03:59.308828,488,Billing Issue,Escalated
7412,45142,2474,2026-01-07 15:18:49.576942,310,Order Inquiry,Dropped
7413,7960,1595,2026-01-09 03:47:46.665758,1384,Technical Support,Pending
7414,49551,494,2026-01-08 16:35:08.429283,1259,Product Question,Dropped
7415,46353,2178,2025-05-03 19:23:56.642702,1182,Order Inquiry,Resolved
7416,45337,2405,2025-12-26 18:42:51.490453,1148,Account Access,Dropped
7417,39466,1195,2025-02-17 15:08:25.811494,834,Order Inquiry,Escalated
7418,10514,212,2025-09-09 13:30:43.044869,278,Order Inquiry,Dropped
7419,10495,2059,2025-11-04 03:32:27.366973,1469,Technical Support,Escalated
7420,41781,2698,2025-06-26 23:29:39.985427,218,Order Inquiry,Pending
7421,38435,2020,2025-09-13 23:00:09.289735,624,Complaint,Pending
7422,45915,757,2025-11-27 03:51:14.925133,1101,Product Question,Pending
7423,14526,313,2025-12-17 22:30:04.866981,1006,Complaint,Pending
7424,37045,2404,2025-03-17 05:16:06.515634,223,Return/Refund,Escalated
7425,48925,1103,2025-05-10 18:12:17.982277,1078,Account Access,Pending
7426,31586,2211,2025-05-31 14:42:03.415632,1001,Order Inquiry,Escalated
7427,40264,1225,2025-11-04 11:05:36.413635,473,Complaint,Pending
7428,48957,191,2026-01-10 17:24:06.188354,1663,Product Question,Pending
7429,977,2680,2025-07-01 14:43:04.669480,1015,Technical Support,Pending
7430,36974,217,2025-09-08 02:04:51.548762,1672,Return/Refund,Resolved
7431,5460,683,2025-11-09 02:44:27.292217,231,Complaint,Pending
7432,44990,1255,2025-07-30 23:32:44.874398,241,Order Inquiry,Escalated
7433,39255,229,2025-04-16 00:41:11.352985,1766,Return/Refund,Resolved
7434,6150,1985,2025-07-24 01:49:32.546664,1234,Complaint,Dropped
7435,1303,757,2026-01-19 09:24:50.583599,1657,Technical Support,Pending
7436,37526,217,2025-11-23 03:20:13.701745,1023,Product Question,Dropped
7437,23567,2850,2025-12-18 16:17:24.064946,183,Order Inquiry,Pending
7438,15246,2405,2025-09-27 18:15:34.595816,676,Order Inquiry,Dropped
7439,25349,462,2025-04-11 01:28:21.611341,1779,Order Inquiry,Pending
7440,2109,1827,2026-01-01 03:41:32.355528,1529,Product Question,Pending
7441,29744,2939,2025-06-08 01:30:50.706343,1415,Complaint,Dropped
7442,28753,2808,2025-07-20 05:48:04.975719,77,Return/Refund,Pending
7443,2386,779,2026-01-29 05:18:15.891871,1006,Complaint,Pending
7444,4023,139,2025-03-21 20:22:54.094210,1237,Billing Issue,Escalated
7445,34921,1447,2025-08-20 14:57:46.553704,208,Product Question,Pending
7446,41879,2850,2025-12-24 04:12:29.519117,753,Order Inquiry,Dropped
7447,21756,1394,2025-03-17 20:20:56.281265,1140,Return/Refund,Dropped
7448,12242,290,2025-05-15 05:14:55.666324,124,Order Inquiry,Dropped
7449,7150,1020,2025-08-24 20:48:03.852206,738,Order Inquiry,Resolved
7450,34572,359,2025-03-21 17:13:40.171406,1445,Account Access,Escalated
