ticket_id,customer_id,agent_id,category,priority,status,created_date,resolved_date,subject
8335,14914,1014,Return Request,Medium,Open,2024-10-22,2024-10-27 21:00:00,
5846,42910,678,Payment Failure,Critical,In Progress,2025-08-18,,Payment Failure - Quo in cupiditate aperiam.
4267,20372,1288,Return Request,Low,Open,2025-07-24,2025-07-25 23:00:00,Return Request - Libero libero facere corrupti magni.
4765,4951,236,Order Status,Medium,Closed,2025-12-07,,Order Status - Nostrum autem quod facilis.
181,31896,1408,Return Request,High,,2024-09-04,2024-09-06 10:00:00,Return Request - Harum hic nemo delectus.
8467,840,1063,Product Defect,High,Open,2024-09-08,2024-09-12 19:00:00,Product Defect - Similique praesentium nesciunt veniam.
5985,13104,886,LOGIN ISSUE,Medium,Resolved,2024-10-15,2024-10-15 15:00:00,Login Issue - Laboriosam quisquam fugiat repudiandae ratione.
584,12849,76,Account Update,High,In Progress,2025-03-26,2025-03-29 04:00:00,ACCOUNT UPDATE - PARIATUR QUAE VOLUPTATES CORRUPTI.
6358,19746,193,Product Defect,Critical,Open,2025-05-20,2025-05-22 21:00:00,Product Defect - Omnis beatae.
8618,33769,2299,Account Update,Low,Open,2024-06-06,,Account Update - Inventore exercitationem tempore beatae laborum.
268,48536,2229,Return Request,Low,Open,2024-10-01,2024-10-06 10:00:00,Return Request - Necessitatibus laudantium voluptatem consequuntur tempore.
7702,37778,2309,Payment Failure,High,Closed,2025-07-22,2025-07-24 00:00:00,Payment Failure - Architecto officiis officiis numquam explicabo.
8875,41614,2865,Order Status,High,In Progress,2025-04-23,2025-04-23 12:00:00,Order Status - Autem perspiciatis.
1443,22215,183,Payment Failure,Critical,Resolved,2024-12-24,2024-12-30 21:00:00,
870,49134,924,Order Status,Low,Resolved,2024-06-30,,Order Status - Unde maiores veniam.
4895,10383,1154,Order Status,Critical,Open,2025-09-23,2025-09-26 13:00:00,Order Status - Similique expedita enim quidem.
4125,36992,382,Account Update,Low,Open,2025-02-12,2025-02-14 23:00:00,Account Update - Porro vitae.
3533,48606,1967,Login Issue,Medium,IN PROGRESS,2025-06-07,2025-06-11 18:00:00,Login Issue - Nihil officia vero illo.
8780,6141,2109,Login Issue,Critical,Resolved,2025-10-11,2025-10-17 13:00:00,Login Issue - Exercitationem tempora nam saepe.
1745,32514,1567,Order Status,medium,In Progress,2025-05-11,2025-05-15 14:00:00,Order Status - Expedita sapiente.
3542,35536,78,Order Status,High,Open,2024-08-09,2024-08-14 17:00:00,
7009,39149,1853,Account Update,High,Closed,2024-07-01,2024-07-04 21:00:00,Account Update - Deleniti aliquam repellendus ex.
4017,26269,2396,Payment Failure,Medium,In Progress,2025-09-17,2025-09-22 00:00:00,Payment Failure - Optio deserunt consequuntur.
3279,7505,2805,Payment Failure,Low,,2024-02-06,2024-02-07 16:00:00,PAYMENT FAILURE - DOLORES NIHIL IPSAM ASSUMENDA.
4585,18073,1318,Return Request,Medium,IN PROGRESS,2024-12-10,2024-12-13 14:00:00,Return Request - At expedita.
4833,34998,1669,Account Update,Medium,Open,2025-08-23,2025-08-28 16:00:00,
6619,4893,525,Account Update,Low,In Progress,2025-08-18,2025-08-20 08:00:00,Account Update - Ipsam nostrum alias animi.
4097,26097,1362,Product Defect,Critical,Resolved,2025-01-15,2025-01-16 04:00:00,Product Defect - Aliquam impedit consequuntur.
3970,16402,29,Return Request,High,In Progress,2025-12-20,,Return Request - Odit consectetur tempore.
9008,33725,1724,Login Issue,Low,In Progress,2024-06-28,,Login Issue - Qui dolore excepturi quam.
4761,33876,646,Account Update,Low,In Progress,2025-09-12,2025-09-13 13:00:00,ACCOUNT UPDATE - MINUS SOLUTA EX PARIATUR EXCEPTURI.
9043,34835,1495,RETURN REQUEST,,Resolved,2024-02-29,,Return Request - Illum alias ea dolor ut.
1752,49448,1466,Login Issue,Low,Open,2025-04-24,,Login Issue - Harum dolore rerum debitis nihil.
3353,18346,899,Order Status,Critical,Open,2025-10-13,2025-10-19 04:00:00,Order Status - Accusamus incidunt pariatur dignissimos.
9,8191,507,Payment Failure,Medium,Closed,2024-04-02,2024-04-04 19:00:00,Payment Failure - Voluptatibus magni molestiae.
7829,21992,2287,Order Status,Low,Resolved,,2024-09-20 19:00:00,
8320,35712,1156,Return Request,Low,Resolved,2025-09-03,,Return Request - Fugit doloribus quasi distinctio maiores.
853,24458,732,Payment Failure,Low,Closed,2024-07-21,2024-07-23 00:00:00,Payment Failure - Cumque error delectus quas.
2118,33431,1516,Login Issue,Low,In Progress,2025-08-24,2025-08-25 18:00:00,Login Issue - Maxime nulla dolor.
6699,31950,1121,Order Status,Low,In Progress,2025-05-06,2025-05-06 11:00:00,Order Status - Expedita officia tenetur.
7705,8432,413,Product Defect,Low,Resolved,2024-10-19,2024-10-25 08:00:00,Product Defect - Quasi necessitatibus sit.
3208,35920,2634,PRODUCT DEFECT,Medium,In Progress,2025-07-05,,
1484,6813,843,,High,Open,2024-03-20,,LOGIN ISSUE - PLACEAT CUM SED ODIT.
3954,3794,211,Return Request,Critical,In Progress,2024-08-25,2024-08-28 00:00:00,Return Request - Repellat aliquam facilis doloribus.
1321,21820,1159,Payment Failure,Medium,Closed,2025-05-31,,Payment Failure - Sit repudiandae.
9680,1092,1999,Order Status,High,Open,2024-08-15,2024-08-16 17:00:00,Order Status - Eveniet est adipisci.
253,38796,2569,Order Status,Low,Closed,2025-02-05,2025-02-07 05:00:00,Order Status - Corrupti consectetur.
317,35251,910,Return Request,Critical,In Progress,2025-01-04,,Return Request - Quam ipsa nisi.
1177,12205,1395,Order Status,Low,Resolved,2024-10-29,2024-10-30 13:00:00,Order Status - Eveniet voluptatum voluptates consectetur.
1524,3281,1172,Payment Failure,Medium,Closed,2025-05-02,2025-05-02 20:00:00,Payment Failure - Laudantium ea repellat.
3371,44428,1844,Product Defect,Low,Open,2024-01-08,2024-01-09 22:00:00,Product Defect - Officiis magni soluta blanditiis.
5478,24766,74,Account Update,High,Closed,2025-10-30,2025-11-01 20:00:00,Account Update - Iure animi ipsam autem adipisci.
4561,273,1255,Product Defect,critical,Closed,2024-09-02,2024-09-07 05:00:00,Product Defect - Excepturi labore.
426,22589,1843,Product Defect,Medium,,2024-04-10,2024-04-13 03:00:00,Product Defect - Asperiores cupiditate praesentium reiciendis.
8705,33375,954,Login Issue,Medium,Closed,2025-03-07,2025-03-09 13:00:00,Login Issue - Atque quis minus occaecati deserunt.
9823,5514,964,Order Status,High,Resolved,2025-01-19,2025-01-23 18:00:00,Order Status - Sint adipisci.
9799,6573,749,Order Status,Low,In Progress,2025-07-02,2025-07-07 04:00:00,Order Status - Excepturi velit culpa.
2355,29950,2002,Return Request,Medium,In Progress,2026-02-14,2026-02-16 11:00:00,Return Request - Accusantium molestiae soluta odio debitis.
6633,27851,2134,,,Closed,,2025-04-29 17:00:00,Login Issue - Consequuntur aliquid a mollitia velit.
9580,37023,2594,Account Update,Low,Open,2025-02-28,2025-03-01 09:00:00,Account Update - Ducimus ut.
8514,6166,1435,Order Status,High,Open,2025-08-22,2025-08-28 10:00:00,Order Status - Eligendi pariatur.
75,15026,822,Return Request,MEDIUM,In Progress,2024-06-19,2024-06-24 11:00:00,
8326,3493,679,,Medium,In Progress,2024-05-07,2024-05-12 10:00:00,Payment Failure - Doloremque consequatur blanditiis unde quasi.
7871,13991,2445,Return Request,Low,Closed,2024-02-04,2024-02-06 01:00:00,Return Request - Esse maiores neque.
1496,7979,2442,Account Update,Medium,,2025-02-27,2025-03-01 21:00:00,Account Update - Doloribus similique molestiae quia quibusdam.
252,21932,888,Account Update,High,In Progress,2025-06-09,2025-06-09 21:00:00,Account Update - Fugiat Aliquam Rem Corporis.
1012,19630,1859,payment failure,Medium,Closed,2025-03-28,2025-03-29 22:00:00,Payment Failure - Eaque pariatur ipsa nihil.
4430,7408,1958,Return Request,low,In Progress,2025-06-16,2025-06-21 12:00:00,Return Request - Magnam eius recusandae repudiandae.
8119,16655,2293,,,In Progress,2024-01-27,2024-02-01 11:00:00,Product Defect - Voluptatum eum at.
9574,38849,1235,Account Update,Medium,Closed,2024-01-27,,Account Update - Praesentium quas nam commodi.
4990,39986,8,Login Issue,Medium,Closed,2025-12-09,2025-12-12 09:00:00,Login Issue - Molestias cumque numquam dolore.
9712,26312,2850,Order Status,Critical,Open,2024-09-30,2024-10-05 08:00:00,Order Status - Eligendi sint cumque et.
7768,36801,1317,,HIGH,Resolved,2024-01-22,,Return Request - Corrupti expedita iure.
6034,21957,1512,Return Request,Low,Open,2024-10-10,2024-10-10 20:00:00,Return Request - Fuga maiores.
6505,28332,2025,Product Defect,High,In Progress,2025-05-05,2025-05-06 19:00:00,Product Defect - Delectus nostrum rerum nisi.
4700,39871,2835,Payment Failure,Low,Open,2025-10-14,2025-10-17 21:00:00,Payment Failure - Dolore et.
7157,13551,131,Return Request,High,In Progress,2024-08-15,,Return Request - Reprehenderit vero aut.
1233,32888,486,Return Request,,In Progress,2024-01-20,2024-01-25 22:00:00,Return Request - Magnam Laborum Voluptas.
9473,25160,2508,Login Issue,Medium,Open,2024-04-19,2024-04-20 08:00:00,Login Issue - Error similique aspernatur enim non.
8397,20452,1595,Login Issue,Low,CLOSED,2025-07-02,2025-07-05 16:00:00,Login Issue - Officia voluptatibus corrupti consequuntur.
9985,31987,2826,Account Update,High,Closed,2024-05-21,2024-05-25 10:00:00,account update - quo officiis optio commodi.
2307,812,324,Account Update,Critical,Open,2024-12-21,2024-12-27 09:00:00,Account Update - At deserunt aspernatur quos soluta.
539,10863,2655,Order Status,Low,Resolved,2025-07-06,2025-07-11 02:00:00,Order Status - Possimus repudiandae id vero in.
9196,39546,480,Order Status,Critical,Resolved,2026-02-03,2026-02-08 01:00:00,Order Status - Tempora fuga nemo.
5309,19973,2419,Return Request,Low,Closed,2024-04-06,2024-04-11 08:00:00,Return Request - Aperiam voluptate sequi.
3533,48606,1967,Login Issue,Medium,IN PROGRESS,2025-06-07,2025-06-11 18:00:00,Login Issue - Nihil officia vero illo.
6633,27851,2134,,,Closed,,2025-04-29 17:00:00,Login Issue - Consequuntur aliquid a mollitia velit.
9448,14285,1728,Order Status,Critical,Resolved,2025-06-27,2025-06-30 05:00:00,Order Status - Vel perferendis.
6155,6639,595,Order Status,Medium,Open,2024-07-07,2024-07-12 08:00:00,Order Status - Nesciunt nihil perspiciatis.
9852,31349,1426,Product Defect,High,Closed,2025-10-05,2025-10-07 14:00:00,Product Defect - Vel in velit.
5537,33038,1088,Login Issue,LOW,Open,,2024-08-28 04:00:00,LOGIN ISSUE - COMMODI QUO UT.
7795,33192,1259,Product Defect,Low,In Progress,2026-01-09,2026-01-11 13:00:00,Product Defect - Quis dolore saepe.
7264,33287,1115,Return Request,Medium,Open,2024-10-06,,Return Request - Assumenda vel tempore.
4514,27566,694,Account Update,,Resolved,2024-05-12,2024-05-15 00:00:00,Account Update - Rem consectetur vero nihil.
3374,27839,1128,Payment Failure,High,In Progress,2024-08-18,2024-08-22 16:00:00,Payment Failure - Voluptatum at commodi.
7175,24899,2150,Payment Failure,High,,2025-09-03,,Payment Failure - Ratione iste numquam.
8185,36530,1126,Return Request,High,Resolved,2025-01-12,,Return Request - Ad alias adipisci distinctio.
9068,25223,1806,Account Update,High,Closed,2025-02-02,2025-02-04 17:00:00,Account Update - Totam dicta iure aliquam ex.
5453,5393,1147,Login Issue,Critical,Open,2024-01-18,2024-01-18 02:00:00,Login Issue - Vitae earum architecto ab labore.
3195,20531,2388,Account Update,High,Open,2025-04-13,2025-04-18 17:00:00,Account Update - Cum quae nulla ipsam.
1398,20211,2871,Product Defect,Low,Resolved,2025-09-30,2025-09-30 02:00:00,Product Defect - Temporibus labore.
6959,26770,1085,Account Update,Medium,In Progress,2024-07-13,2024-07-19 22:00:00,Account Update - Sit tempore sint minus quod.
6816,10769,16,,High,Open,2026-01-06,2026-01-08 14:00:00,order status - mollitia iusto cupiditate.
7856,4611,2042,,High,Resolved,2025-08-29,,Product Defect - Voluptatem illo.
3256,20513,105,Product Defect,High,Resolved,,2025-06-24 19:00:00,Product Defect - Itaque minima saepe odit.
6178,7907,2395,Payment Failure,High,Open,2025-01-17,2025-01-23 02:00:00,payment failure - itaque deserunt.
604,29772,1208,Order Status,Medium,In Progress,2024-06-23,2024-06-25 21:00:00,Order Status - Esse vero voluptate quaerat.
3243,7081,1735,Payment Failure,Critical,In Progress,2025-05-30,2025-05-31 07:00:00,Payment Failure - Officia alias quasi ut corrupti.
4845,35101,1831,Login Issue,Low,Resolved,,,Login Issue - Sequi illo eum cumque quod.
4389,39904,2727,Product Defect,Medium,Resolved,2025-03-19,2025-03-21 09:00:00,Product Defect - Modi consequatur ad.
4258,7551,1655,Order Status,High,Resolved,2025-01-31,,Order Status - Odio nobis asperiores nobis.
3430,14520,301,Login Issue,Medium,Resolved,2025-12-23,2025-12-29 18:00:00,Login Issue - Asperiores Blanditiis.
7362,31626,1131,Account Update,Critical,Resolved,2025-12-22,,Account Update - Non natus.
1957,38713,1348,Return Request,Critical,Open,2025-03-01,,Return Request - Fugiat a magni officiis.
9314,21954,162,Product Defect,Medium,Closed,2024-11-17,2024-11-18 16:00:00,Product Defect - Quia consectetur fugiat.
4633,35333,558,Order Status,Critical,Resolved,2024-09-22,2024-09-28 13:00:00,Order Status - Dolor velit.
4390,35564,1958,,Low,Resolved,2024-10-21,2024-10-21 20:00:00,login issue - optio modi vero.
7133,19686,454,Product Defect,Low,In Progress,2024-05-01,2024-05-02 00:00:00,
2733,33390,2891,Account Update,High,Open,2024-07-23,2024-07-26 19:00:00,Account Update - Numquam nam dolor itaque veritatis.
2474,31862,644,Payment Failure,Low,Closed,2025-08-22,,Payment Failure - Deserunt architecto adipisci eveniet.
5753,18884,129,Return Request,High,Closed,2025-11-13,2025-11-18 03:00:00,Return Request - Assumenda culpa laboriosam.
3939,22959,595,Order Status,Low,Closed,2025-06-02,2025-06-04 07:00:00,Order Status - Dolorem enim cum.
4764,46799,70,Account Update,Low,Resolved,2025-04-20,2025-04-22 22:00:00,Account Update - Quibusdam quidem minima.
4060,13542,2172,Account Update,Critical,,2024-02-10,2024-02-11 17:00:00,account update - voluptate doloremque minus.
8360,24455,1395,Return Request,High,In Progress,2024-06-07,2024-06-08 01:00:00,Return Request - Repellat nemo beatae eius.
67,7468,1948,Return Request,Critical,Resolved,2024-01-30,2024-02-03 01:00:00,Return Request - Optio libero molestias qui.
6990,34618,2792,Login Issue,Critical,Closed,2024-11-22,2024-11-26 19:00:00,Login Issue - Culpa quae.
9750,4826,209,Account Update,Critical,Resolved,2025-03-14,2025-03-18 23:00:00,Account Update - Officiis hic.
919,23598,301,Payment Failure,Low,Closed,2024-04-29,,Payment Failure - Nostrum deserunt ratione.
1960,17200,546,Order Status,High,Closed,2024-04-25,,Order Status - Modi esse laudantium ad.
8301,28925,2623,Product Defect,Critical,Closed,2025-02-12,2025-02-18 07:00:00,Product Defect - Consectetur quisquam error harum fugiat.
3266,34962,1484,Payment Failure,medium,Closed,,2025-10-01 07:00:00,payment failure - repellat ea temporibus maiores.
2707,45051,2460,Order Status,Critical,Closed,2026-02-09,2026-02-13 16:00:00,Order Status - Quibusdam facere odit labore.
1187,5381,342,Order Status,Low,In Progress,2024-10-29,2024-11-04 07:00:00,Order Status - Magnam ut.
5975,42074,2959,Account Update,Critical,Resolved,2024-07-23,2024-07-23 13:00:00,Account Update - Consequuntur veniam tempore cupiditate.
6300,36489,1067,Return Request,LOW,Open,2024-01-11,2024-01-13 00:00:00,Return Request - Natus aperiam sed impedit.
2241,8619,1652,Login Issue,Low,Open,2025-07-22,2025-07-27 06:00:00,Login Issue - Natus a minus hic.
934,46009,1109,Payment Failure,Medium,In Progress,2024-07-31,2024-08-04 03:00:00,
7469,24197,1571,Return Request,Critical,Closed,,,Return Request - Animi fugit maxime ullam commodi.
5743,20569,182,Order Status,High,Closed,2025-11-14,2025-11-16 19:00:00,Order Status - Quos quis esse.
6615,38416,2908,Return Request,,In Progress,2024-05-04,,Return Request - Accusantium magnam molestiae soluta.
2544,24208,1345,Product Defect,Critical,Closed,2024-10-08,2024-10-09 06:00:00,Product Defect - Nostrum odio nihil.
1543,25483,338,Product Defect,,Resolved,2024-12-22,2024-12-28 20:00:00,Product Defect - Sapiente ipsa.
3632,7713,2319,Payment Failure,High,Open,2025-10-02,,Payment Failure - Nam fugit officia nobis.
4873,13523,2908,Payment Failure,Low,Closed,,2024-09-26 17:00:00,Payment Failure - Vitae aut libero minus impedit.
2505,14793,1547,ACCOUNT UPDATE,Low,In Progress,2025-11-24,2025-11-24 12:00:00,Account Update - Deleniti praesentium provident similique.
3657,16752,2043,Login Issue,High,Open,2025-08-10,,Login Issue - Delectus illo.
7520,49405,2393,Order Status,Low,Open,2025-04-11,,Order Status - Cupiditate pariatur.
1904,36574,1137,Return Request,Critical,Open,2025-04-14,2025-04-18 12:00:00,
450,27294,894,Payment Failure,High,Resolved,2025-07-30,2025-08-01 20:00:00,Payment Failure - Culpa Eveniet Adipisci Rerum.
5559,20183,2117,Order Status,Low,Resolved,2025-10-05,2025-10-08 15:00:00,Order Status - Nulla ad minus exercitationem repudiandae.
7528,5906,1022,Login Issue,High,CLOSED,2025-08-05,2025-08-05 15:00:00,Login Issue - Impedit illo eveniet dicta.
7475,7881,1068,Product Defect,Medium,Closed,2026-01-13,2026-01-19 05:00:00,Product Defect - Quaerat modi laborum eaque.
7019,28749,996,Payment Failure,Medium,Closed,2024-08-24,,Payment Failure - Dolorem occaecati assumenda cum.
7767,4747,2996,PAYMENT FAILURE,Critical,In Progress,2024-01-12,2024-01-17 06:00:00,Payment Failure - Ratione nesciunt.
9015,30556,2886,Login Issue,Critical,In Progress,2025-11-28,,
5266,7914,2206,,Low,Resolved,2024-10-08,2024-10-13 03:00:00,Product Defect - Reprehenderit excepturi.
9626,28152,410,Order Status,High,Open,2024-07-23,2024-07-23 11:00:00,Order Status - Neque nulla quidem quisquam aliquam.
8966,35863,414,Return Request,Low,In Progress,2024-08-10,2024-08-14 09:00:00,Return Request - Officia ducimus vel.
1277,31682,2208,Login Issue,Low,In Progress,2024-03-13,2024-03-15 00:00:00,Login Issue - Perferendis consequatur tenetur blanditiis.
1001,47877,2985,Order Status,High,Resolved,2025-10-17,,Order Status - Iusto Facilis.
1240,18851,1762,Account Update,Critical,Resolved,2024-06-25,2024-06-30 02:00:00,Account Update - Dignissimos error fugit autem.
7232,12307,1952,Account Update,Critical,Open,2026-01-15,2026-01-18 10:00:00,Account Update - Dignissimos amet pariatur.
2057,48062,717,login issue,Low,In Progress,2024-01-15,2024-01-15 12:00:00,Login Issue - Aliquam consequatur eos.
7352,27315,2862,,Low,In Progress,2024-06-10,2024-06-11 03:00:00,Order Status - Eos saepe rerum ut.
3143,20550,2219,Account Update,,Closed,2024-07-27,2024-07-29 22:00:00,Account Update - Cumque autem ad quisquam.
9252,15710,429,Account Update,High,in progress,2025-04-22,2025-04-23 07:00:00,Account Update - Eos minus.
9664,25777,552,Account Update,High,Closed,2025-04-25,2025-04-26 11:00:00,Account Update - Minus aut esse ipsum deserunt.
3181,47514,1500,Account Update,High,In Progress,2024-06-14,2024-06-18 10:00:00,Account Update - Sequi quidem illo consectetur.
6258,24038,2908,Product Defect,Critical,Resolved,2025-04-21,2025-04-22 17:00:00,Product Defect - Tenetur recusandae atque id molestiae.
5156,22090,69,Return Request,Low,Open,2024-03-30,,Return Request - Distinctio voluptatibus ex ullam.
7506,19336,1744,Product Defect,Low,In Progress,2025-04-05,2025-04-09 01:00:00,Product Defect - Omnis architecto a nemo.
7333,6085,1537,Order Status,High,open,2025-10-20,2025-10-20 23:00:00,Order Status - Corporis rem ex tempora vitae.
7212,33239,2602,login issue,,Open,2024-04-12,2024-04-17 23:00:00,Login Issue - Ex tenetur voluptate tempora blanditiis.
3234,1107,1298,Payment Failure,Low,Open,2025-06-01,2025-06-05 12:00:00,Payment Failure - Qui et ullam.
5039,27190,2247,,High,Open,2025-02-01,2025-02-07 19:00:00,Account Update - Molestiae odit.
6370,40692,2610,Order Status,Critical,Resolved,2025-06-15,,Order Status - Iusto exercitationem optio.
4443,3858,1610,Account Update,Medium,In Progress,2024-03-24,2024-03-24 05:00:00,
2588,2172,2949,Return Request,Low,In Progress,2025-02-14,2025-02-19 08:00:00,Return Request - Minus eveniet rerum vero fuga.
9458,39467,2219,login issue,Medium,Open,2024-06-19,2024-06-25 11:00:00,Login Issue - Vel omnis.
2189,37550,2600,,Low,In Progress,2024-05-15,2024-05-15 17:00:00,Account Update - Repellendus saepe laboriosam facere.
5109,5365,1188,Order Status,Low,,2024-11-19,2024-11-24 12:00:00,Order Status - Aut totam fuga commodi.
270,33982,1033,,Low,Closed,,,Return Request - Assumenda aperiam magnam dignissimos.
9057,22109,2741,Payment Failure,High,resolved,2025-06-02,,Payment Failure - Perferendis sint voluptatum recusandae.
8653,42025,5,Payment Failure,High,Closed,2024-06-29,2024-06-30 07:00:00,Payment Failure - Sunt incidunt nostrum omnis cupiditate.
8438,26617,2235,Product Defect,Critical,Resolved,2025-05-01,2025-05-03 15:00:00,Product Defect - Eligendi nesciunt earum optio.
1686,12388,1488,PAYMENT FAILURE,High,Open,,2025-04-20 06:00:00,Payment Failure - Quae porro hic enim voluptatum.
9724,331,2880,Payment Failure,High,In Progress,2024-08-10,2024-08-10 01:00:00,Payment Failure - Numquam eius accusamus assumenda.
3558,16866,1422,Payment Failure,High,Resolved,2025-03-29,,Payment Failure - Fugit nemo voluptatem optio.
5234,47636,1478,,Low,In Progress,2024-03-10,,Account Update - Quis repellat.
789,48161,1633,Order Status,High,Closed,2026-01-28,,
9731,48308,2778,Product Defect,Low,Closed,2024-03-15,2024-03-17 17:00:00,Product Defect - Quidem inventore fugit labore.
948,2956,1729,Login Issue,Medium,Resolved,2025-11-04,2025-11-05 16:00:00,Login Issue - Consequatur dolore maiores hic.
3861,37719,2402,Login Issue,High,In Progress,2025-04-18,,Login Issue - Ullam aut.
8272,21681,2651,Return Request,Critical,Resolved,2024-08-21,2024-08-22 17:00:00,Return Request - Excepturi facilis.
5549,27678,2421,Account Update,Medium,Resolved,2024-01-21,2024-01-21 12:00:00,Account Update - Quasi ea.
73,18783,2322,Product Defect,High,RESOLVED,2024-11-21,2024-11-26 04:00:00,Product Defect - Aliquid velit natus architecto magnam.
9892,18397,825,Account Update,High,In Progress,2026-02-11,,Account Update - Cupiditate recusandae minima debitis.
7815,48920,572,Login Issue,medium,Closed,2025-09-11,2025-09-15 04:00:00,Login Issue - Eum earum quis.
2217,29107,2564,Payment Failure,High,Open,2024-08-20,2024-08-20 19:00:00,payment failure - occaecati debitis.
9973,9397,2782,Order Status,Medium,Closed,2025-07-30,2025-08-05 08:00:00,Order Status - Corporis ea.
8951,22587,1769,Login Issue,High,IN PROGRESS,2025-01-04,2025-01-10 14:00:00,Login Issue - Voluptate incidunt ullam quisquam.
6666,33490,2434,Return Request,High,Resolved,2025-12-24,2025-12-24 03:00:00,Return Request - Eaque ipsa earum assumenda quasi.
493,17693,2529,Product Defect,High,,2024-09-06,2024-09-06 04:00:00,Product Defect - Incidunt animi nesciunt iure.
7602,48594,231,,Low,Open,2025-04-12,,ORDER STATUS - VERITATIS SAEPE FUGA NAM.
4526,43321,2596,ORDER STATUS,,Resolved,2025-02-24,2025-02-24 09:00:00,Order Status - A explicabo quam id eaque.
3892,38227,329,Return Request,High,IN PROGRESS,2025-04-20,,Return Request - Cum est rem vero.
3675,30134,1195,Return Request,High,Resolved,2024-02-29,2024-02-29 19:00:00,Return Request - Debitis et iure.
8674,36577,1617,Account Update,Medium,Open,2024-07-29,2024-08-01 21:00:00,Account Update - Voluptas fuga voluptatibus facilis.
1837,15283,2867,Account Update,Medium,Open,2024-04-07,2024-04-08 16:00:00,Account Update - Quasi veniam alias.
3745,41821,1949,Product Defect,Low,Open,2025-07-07,,Product Defect - Saepe suscipit facere quod reprehenderit.
4261,31215,2733,Order Status,Low,Open,2024-04-13,2024-04-18 03:00:00,Order Status - Officia sed illum.
6902,40078,2983,product defect,Medium,Resolved,2024-10-08,2024-10-11 04:00:00,Product Defect - Eum reprehenderit.
6337,27529,1288,Login Issue,,Open,2024-02-16,2024-02-17 18:00:00,Login Issue - Dolores deserunt repellat voluptatum debitis.
4803,587,595,PRODUCT DEFECT,High,Closed,2025-11-04,2025-11-04 14:00:00,Product Defect - Enim ratione.
5587,33752,905,Login Issue,Medium,In Progress,2025-06-04,,Login Issue - Libero repudiandae ratione distinctio.
3476,3841,2337,Return Request,Low,In Progress,2025-09-28,2025-10-01 15:00:00,Return Request - Suscipit ipsa itaque enim assumenda.
2440,45717,161,Login Issue,Medium,Resolved,2025-10-26,2025-10-29 15:00:00,Login Issue - Explicabo quod repudiandae.
3589,10415,2465,,low,Open,2024-10-17,,login issue - atque quis voluptatem.
8623,42620,239,,Critical,Closed,2025-05-04,2025-05-08 01:00:00,Account Update - Aperiam omnis est.
7877,24453,1154,Payment Failure,Critical,Resolved,2025-04-15,2025-04-18 20:00:00,Payment Failure - Possimus porro.
5921,28034,1933,login issue,Critical,Resolved,2025-04-10,2025-04-16 21:00:00,
1934,4938,1303,Order Status,Medium,Open,2025-09-25,2025-09-29 06:00:00,Order Status - Nulla Recusandae.
3635,42481,2180,Login Issue,High,Resolved,2024-12-15,,Login Issue - Perferendis nulla occaecati.
9636,31748,2752,Payment Failure,Low,Resolved,2025-05-08,2025-05-09 08:00:00,Payment Failure - Aliquam ab culpa libero perspiciatis.
8147,23723,2483,Account Update,MEDIUM,In Progress,2024-10-03,2024-10-03 07:00:00,Account Update - Quia dolorem soluta.
4736,16936,1889,Return Request,High,,2024-05-10,2024-05-14 20:00:00,Return Request - Eveniet soluta exercitationem itaque.
5840,38437,2014,Account Update,CRITICAL,Open,2025-10-03,2025-10-03 02:00:00,Account Update - Nobis ducimus quae maxime.
6439,12738,2639,Login Issue,Low,Closed,2025-02-21,,LOGIN ISSUE - PROVIDENT NESCIUNT.
6141,3772,308,Payment Failure,Low,Open,2024-05-28,,
6356,46773,392,Login Issue,High,Closed,2024-11-29,2024-11-29 06:00:00,Login Issue - Laboriosam repellendus.
13,11567,780,Payment Failure,Critical,Closed,2024-04-06,2024-04-11 16:00:00,Payment Failure - Beatae recusandae blanditiis.
7603,22943,1016,Login Issue,Low,RESOLVED,2026-01-22,,Login Issue - Odit minima.
2769,19704,2378,Payment Failure,Medium,In Progress,2024-05-04,,Payment Failure - Consequatur debitis.
3191,31837,123,Login Issue,Medium,Open,2025-06-08,2025-06-12 03:00:00,Login Issue - Nulla animi repellendus rerum quam.
8586,384,394,Order Status,High,Closed,2025-03-14,2025-03-20 12:00:00,Order Status - Quos impedit eligendi rerum.
5708,7956,1577,Payment Failure,High,Closed,2025-07-19,2025-07-19 03:00:00,Payment Failure - Veritatis nisi beatae.
1161,13982,2179,payment failure,High,Closed,2025-04-13,2025-04-15 23:00:00,Payment Failure - Perspiciatis dolorem minima doloremque.
1054,10826,2777,Product Defect,Medium,In Progress,2025-09-17,2025-09-21 22:00:00,Product Defect - Dolores accusamus odio et eligendi.
1751,30331,2502,Product Defect,High,In Progress,2025-03-09,2025-03-11 03:00:00,Product Defect - Ab temporibus illum cupiditate exercitationem.
2717,39889,2307,Order Status,Low,in progress,2025-08-04,2025-08-10 08:00:00,Order Status - Dolorum quas aut sint.
5580,38826,3,Payment Failure,Critical,Closed,2024-06-15,,Payment Failure - Ex nulla dolores.
6784,48821,2954,Payment Failure,LOW,Resolved,2025-03-19,2025-03-19 05:00:00,Payment Failure - Occaecati aliquam perspiciatis dolor.
2914,7302,2518,Product Defect,,Open,2025-06-10,,Product Defect - Error distinctio eos aspernatur.
