ticket_id,customer_id,agent_id,category,priority,status,created_date,resolved_date,subject
1142,36716,24,Login Issue,High,Resolved,2025-04-12,2025-04-17 01:00:00,Login Issue - Officia consectetur enim.
1143,28169,1396,Return Request,Critical,Open,2024-05-25,2024-05-26 17:00:00,Return Request - Sequi et praesentium.
1144,24736,291,Payment Failure,High,In Progress,2025-02-27,2025-02-28 03:00:00,Payment Failure - Molestiae pariatur non possimus.
1145,6829,959,Payment Failure,Medium,Open,2026-01-20,,Payment Failure - Pariatur magnam vitae tenetur.
1146,5692,2384,Payment Failure,Low,In Progress,2025-03-17,2025-03-22 09:00:00,Payment Failure - Optio quisquam dolores.
1147,27362,1101,Account Update,Critical,Resolved,2024-08-24,2024-08-30 13:00:00,Account Update - Qui explicabo temporibus distinctio.
1148,35686,540,Login Issue,Low,In Progress,2024-03-20,2024-03-20 09:00:00,Login Issue - Illo eligendi praesentium.
1149,16739,2542,Account Update,Low,In Progress,2025-09-13,2025-09-19 00:00:00,Account Update - Ad architecto aliquam.
1150,45159,973,Account Update,High,Closed,2025-10-04,,Account Update - Officiis temporibus maiores debitis iure.
1151,28986,1218,Login Issue,Critical,In Progress,2024-11-21,,Login Issue - Praesentium harum dolorem optio.
1152,7030,2280,Return Request,High,Closed,2024-03-15,2024-03-16 21:00:00,Return Request - Impedit libero quod inventore.
1153,42929,2424,Return Request,Low,Open,2024-08-19,2024-08-24 20:00:00,Return Request - Minus id atque eveniet debitis.
1154,48521,322,Payment Failure,Medium,Closed,2025-04-22,,Payment Failure - Quod quos fugiat itaque.
1155,6376,909,Payment Failure,Medium,In Progress,2024-03-12,,Payment Failure - Iste nisi facilis.
1156,43868,2778,Return Request,Medium,Open,2025-07-27,2025-08-01 23:00:00,Return Request - Omnis quo illum ipsam.
1157,43789,97,Product Defect,Medium,Closed,2025-06-17,2025-06-19 13:00:00,Product Defect - In iste.
1158,24749,2322,Login Issue,High,Resolved,2024-10-15,2024-10-19 03:00:00,Login Issue - Assumenda corrupti harum porro esse.
1159,38787,624,Return Request,Critical,Open,2025-06-29,,Return Request - Dolor nulla similique deleniti.
1160,1104,2151,Product Defect,Medium,In Progress,2024-09-30,,Product Defect - Distinctio explicabo aut quam.
1161,13982,2179,Payment Failure,High,Closed,2025-04-13,2025-04-15 23:00:00,Payment Failure - Perspiciatis dolorem minima doloremque.
1162,25034,2458,Login Issue,Medium,In Progress,2025-01-18,2025-01-22 19:00:00,Login Issue - Distinctio iste eius provident tempora.
1163,22716,645,Account Update,Medium,Open,2025-09-24,,Account Update - Sequi sit dicta possimus.
1164,16289,496,Login Issue,Medium,In Progress,2025-09-25,2025-09-27 18:00:00,Login Issue - Eos recusandae delectus.
1165,47602,2624,Payment Failure,Low,Resolved,2024-07-20,2024-07-25 22:00:00,Payment Failure - Nulla velit.
1166,36470,114,Product Defect,Medium,Resolved,2025-03-04,,Product Defect - Deleniti est commodi autem.
1167,46014,743,Payment Failure,High,Resolved,2024-07-17,2024-07-20 01:00:00,Payment Failure - Cupiditate aperiam temporibus amet.
1168,27368,2802,Order Status,Low,In Progress,2024-10-10,2024-10-13 18:00:00,Order Status - Iusto exercitationem.
1169,39054,1821,Payment Failure,High,Closed,2024-11-11,2024-11-17 00:00:00,Payment Failure - Commodi culpa.
1170,31865,2376,Payment Failure,High,Resolved,2025-04-06,,Payment Failure - Et delectus dolore.
1171,45855,1523,Login Issue,Critical,Resolved,2024-02-09,2024-02-12 05:00:00,Login Issue - Dolor libero.
1172,8736,870,Product Defect,High,Resolved,2024-06-26,2024-07-01 01:00:00,Product Defect - Aspernatur quos quam magnam occaecati.
1173,42491,1927,Product Defect,Critical,Resolved,2024-11-16,2024-11-17 07:00:00,Product Defect - Inventore beatae dolorem fugiat explicabo.
1174,4098,2134,Payment Failure,High,Open,2024-03-30,,Payment Failure - Id neque quidem dignissimos.
1175,29221,2072,Payment Failure,Medium,In Progress,2025-12-30,,Payment Failure - Incidunt praesentium dolorem eos.
1176,20386,924,Order Status,High,Closed,2024-07-15,2024-07-20 02:00:00,Order Status - Adipisci cupiditate.
1177,12205,1395,Order Status,Low,Resolved,2024-10-29,2024-10-30 13:00:00,Order Status - Eveniet voluptatum voluptates consectetur.
1178,12928,1535,Account Update,Low,Closed,2024-06-20,2024-06-26 14:00:00,Account Update - Necessitatibus iure ipsum vel.
1179,42131,2235,Product Defect,High,Resolved,2025-10-06,2025-10-08 20:00:00,Product Defect - Numquam quam rem pariatur magnam.
1180,26277,893,Return Request,Critical,In Progress,2024-09-29,2024-10-02 08:00:00,Return Request - Quis provident.
1181,51,2310,Account Update,Medium,Open,2025-05-11,2025-05-11 14:00:00,Account Update - Aliquid reprehenderit corporis.
1182,39500,1806,Product Defect,Medium,Open,2025-01-12,2025-01-16 07:00:00,Product Defect - Magni consequuntur hic totam.
1183,10288,2532,Order Status,Critical,Resolved,2024-04-19,2024-04-22 02:00:00,Order Status - Enim provident est.
1184,44632,1548,Order Status,Low,Open,2024-03-31,2024-04-06 09:00:00,Order Status - Eum architecto exercitationem deserunt.
1185,49618,660,Account Update,Critical,Closed,2024-01-16,,Account Update - Consequuntur at numquam reiciendis.
1186,19277,1441,Login Issue,Critical,Closed,2024-09-07,,Login Issue - Labore eum id.
1187,5381,342,Order Status,Low,In Progress,2024-10-29,2024-11-04 07:00:00,Order Status - Magnam ut.
1188,25305,1256,Login Issue,Medium,In Progress,2024-02-03,2024-02-07 20:00:00,Login Issue - Dolor assumenda qui quasi.
1189,4571,583,Return Request,High,Closed,2025-03-06,2025-03-10 20:00:00,Return Request - Dolor aspernatur.
1190,43710,2568,Order Status,Critical,Resolved,2025-07-12,2025-07-16 04:00:00,Order Status - Doloribus reprehenderit.
1191,13237,1006,Login Issue,Low,Open,2025-03-18,2025-03-19 19:00:00,Login Issue - Quam est vitae.
1192,7354,563,Return Request,Critical,Resolved,2025-04-20,2025-04-23 05:00:00,Return Request - Magnam minima incidunt magnam.
1193,15539,2332,Order Status,Medium,Resolved,2025-12-07,2025-12-12 18:00:00,Order Status - Eos enim repellat.
1194,22494,910,Login Issue,Low,Closed,2025-10-05,,Login Issue - Culpa itaque ducimus quis quisquam.
1195,5096,2613,Product Defect,Low,Closed,2024-06-21,2024-06-22 18:00:00,Product Defect - Ducimus culpa.
1196,40314,2501,Return Request,Low,In Progress,2025-02-15,,Return Request - Ea vel nulla.
1197,5100,231,Return Request,Critical,Open,2024-05-13,2024-05-16 09:00:00,Return Request - Saepe voluptatem molestiae.
1198,45268,600,Login Issue,Medium,In Progress,2025-07-10,2025-07-11 11:00:00,Login Issue - Sunt praesentium quia eos ad.
1199,4430,987,Login Issue,Critical,Resolved,2025-02-13,2025-02-16 10:00:00,Login Issue - Voluptatum neque.
1200,7698,653,Return Request,Low,Open,2024-11-13,2024-11-14 13:00:00,Return Request - Cupiditate perspiciatis alias sapiente.
1201,770,899,Account Update,Critical,Open,2025-09-01,2025-09-03 23:00:00,Account Update - Laboriosam odio.
1202,36724,1728,Product Defect,Critical,Open,2024-09-08,,Product Defect - Accusamus suscipit fugiat in similique.
1203,4492,2546,Login Issue,High,In Progress,2025-05-11,2025-05-16 11:00:00,Login Issue - Dicta debitis.
1204,32038,1196,Order Status,High,In Progress,2024-06-01,2024-06-04 22:00:00,Order Status - Eius id nam maxime provident.
1205,46861,2565,Return Request,Low,Open,2025-12-31,2026-01-01 12:00:00,Return Request - Beatae fuga maiores animi.
1206,7076,1617,Payment Failure,Critical,Resolved,2025-12-16,,Payment Failure - Facilis est laboriosam perferendis.
1207,23895,2132,Return Request,Critical,In Progress,2025-08-12,2025-08-16 18:00:00,Return Request - Ipsa iste iste.
1208,15901,2270,Order Status,High,Open,2025-03-22,2025-03-24 11:00:00,Order Status - Quaerat voluptatem.
1209,12108,738,Return Request,Critical,Closed,2025-11-23,,Return Request - Odio iste modi architecto natus.
1210,428,2631,Order Status,Medium,Resolved,2025-08-14,,Order Status - Harum temporibus.
1211,43895,1251,Account Update,Critical,In Progress,2025-10-19,2025-10-20 21:00:00,Account Update - Cum labore.
1212,24617,565,Payment Failure,Critical,Open,2024-10-15,2024-10-21 06:00:00,Payment Failure - A ab deserunt doloribus quo.
1213,49872,2532,Account Update,Medium,Open,2024-07-23,2024-07-28 02:00:00,Account Update - Vero harum dicta dolore.
1214,30309,1692,Account Update,Low,In Progress,2025-03-23,,Account Update - Doloribus molestiae rem.
1215,41651,1332,Login Issue,Low,Open,2025-12-04,2025-12-06 10:00:00,Login Issue - Repellat corporis consectetur molestiae.
1216,1945,2742,Order Status,Low,Closed,2024-09-07,,Order Status - Numquam id deserunt.
1217,15475,2298,Return Request,Medium,Closed,2024-05-30,2024-06-01 09:00:00,Return Request - Error deleniti modi.
1218,6758,2637,Return Request,High,Open,2024-11-24,,Return Request - Quis fuga debitis et omnis.
1219,27218,868,Payment Failure,Low,Open,2024-12-05,,Payment Failure - Eos ipsam delectus ipsa.
1220,34295,1317,Return Request,Medium,In Progress,2024-07-08,2024-07-14 07:00:00,Return Request - Excepturi voluptas.
1221,27347,2518,Return Request,Medium,In Progress,2024-03-27,2024-04-01 06:00:00,Return Request - A adipisci nobis dolorem.
1222,12255,536,Payment Failure,Critical,Open,2024-12-12,,Payment Failure - Quod veniam placeat odit.
1223,10702,316,Return Request,Medium,Resolved,2024-04-09,2024-04-11 14:00:00,Return Request - Dolorum quia.
1224,48189,2381,Payment Failure,High,Resolved,2025-09-23,,Payment Failure - Sequi quia veritatis.
1225,28646,2702,Account Update,Medium,Open,2025-12-04,,Account Update - Tenetur deserunt.
1226,11152,754,Order Status,High,In Progress,2024-06-22,2024-06-23 06:00:00,Order Status - Consectetur ex quia voluptas.
1227,14386,1243,Login Issue,Critical,Closed,2024-04-28,2024-05-01 16:00:00,Login Issue - Mollitia beatae quidem et nihil.
1228,44107,2513,Order Status,Medium,In Progress,2026-02-03,,Order Status - Molestias possimus repudiandae.
1229,47910,1180,Product Defect,Critical,Closed,2024-09-23,,Product Defect - Recusandae deleniti.
1230,27799,1235,Account Update,Low,In Progress,2024-02-10,2024-02-12 11:00:00,Account Update - Officia vel quam optio beatae.
1231,4742,2932,Order Status,Low,Resolved,2024-04-03,2024-04-09 11:00:00,Order Status - Veniam eum deleniti optio cum.
1232,2083,1690,Payment Failure,High,In Progress,2026-02-15,2026-02-19 04:00:00,Payment Failure - Asperiores cupiditate aut.
1233,32888,486,Return Request,Low,In Progress,2024-01-20,2024-01-25 22:00:00,Return Request - Magnam laborum voluptas.
1234,13554,1925,Product Defect,High,Resolved,2025-04-03,2025-04-07 13:00:00,Product Defect - Voluptates dicta expedita.
1235,29502,1977,Account Update,Low,Open,2025-02-02,2025-02-08 04:00:00,Account Update - Numquam nostrum.
1236,1176,522,Payment Failure,Critical,Open,2025-03-19,,Payment Failure - Sequi ullam harum porro consequatur.
1237,33993,334,Login Issue,Low,Resolved,2024-01-05,2024-01-07 15:00:00,Login Issue - Cupiditate id.
1238,45715,2318,Payment Failure,Critical,Open,2025-05-28,2025-06-03 07:00:00,Payment Failure - Possimus inventore.
1239,36039,2082,Login Issue,Medium,Closed,2024-10-21,2024-10-27 12:00:00,Login Issue - Aliquid vitae voluptatem possimus.
1240,18851,1762,Account Update,Critical,Resolved,2024-06-25,2024-06-30 02:00:00,Account Update - Dignissimos error fugit autem.
1241,40964,23,Account Update,Low,In Progress,2026-02-14,,Account Update - Repellendus error suscipit explicabo.
1242,36601,815,Payment Failure,Medium,Resolved,2025-03-31,2025-04-03 12:00:00,Payment Failure - Ullam atque praesentium ut corrupti.
1243,35895,2646,Payment Failure,Medium,Resolved,2024-09-01,2024-09-05 02:00:00,Payment Failure - Ex enim culpa.
1244,1237,723,Account Update,High,Open,2025-01-04,2025-01-09 09:00:00,Account Update - Reiciendis saepe delectus tenetur.
1245,10741,907,Return Request,Medium,Closed,2024-06-12,,Return Request - Rerum cumque consectetur doloremque.
1246,23507,1025,Order Status,High,Closed,2025-11-08,2025-11-14 16:00:00,Order Status - Asperiores enim velit.
1247,34031,2786,Payment Failure,Medium,Closed,2025-04-04,2025-04-08 10:00:00,Payment Failure - Dolorem laborum blanditiis.
1248,3651,1595,Payment Failure,High,Open,2025-09-30,2025-10-06 05:00:00,Payment Failure - Ratione earum asperiores incidunt.
1249,48017,1571,Order Status,Low,Resolved,2026-02-08,2026-02-09 01:00:00,Order Status - Rem qui hic quis.
1250,38468,1363,Product Defect,High,In Progress,2025-08-03,,Product Defect - Fuga exercitationem distinctio sequi.
1251,24341,2548,Return Request,High,Resolved,2025-04-02,2025-04-06 15:00:00,Return Request - Laboriosam quaerat reprehenderit quidem.
1252,36694,804,Payment Failure,Critical,Closed,2024-04-01,2024-04-06 09:00:00,Payment Failure - Dolorem quo voluptas necessitatibus.
1253,4271,1061,Return Request,Low,Closed,2025-03-24,,Return Request - Ex vitae.
1254,46139,124,Payment Failure,High,Resolved,2024-12-05,,Payment Failure - Voluptate sed laboriosam.
1255,12792,1822,Return Request,Low,Resolved,2025-11-25,2025-11-27 06:00:00,Return Request - Repellendus dolorem aut.
1256,40259,1886,Order Status,Critical,Closed,2025-01-05,2025-01-11 05:00:00,Order Status - Culpa reprehenderit.
1257,27712,2648,Login Issue,Critical,In Progress,2025-05-28,2025-05-31 23:00:00,Login Issue - Sequi libero inventore a.
1258,18745,67,Login Issue,Low,In Progress,2025-05-17,2025-05-22 11:00:00,Login Issue - Ipsa iste provident eveniet.
1259,49924,1463,Return Request,Critical,Closed,2024-04-21,2024-04-24 10:00:00,Return Request - Delectus dolor placeat repellat laudantium.
1260,37830,2299,Order Status,High,In Progress,2025-04-21,2025-04-22 03:00:00,Order Status - Excepturi aut maxime sunt veritatis.
1261,16520,114,Account Update,Low,Resolved,2024-09-17,2024-09-21 07:00:00,Account Update - Nostrum fuga.
1262,1488,352,Return Request,Medium,Resolved,2024-03-13,2024-03-17 21:00:00,Return Request - Debitis saepe.
1263,46447,2038,Return Request,Medium,Closed,2024-03-18,2024-03-21 16:00:00,Return Request - Reprehenderit quisquam numquam sunt.
1264,15409,2643,Payment Failure,Critical,Closed,2024-03-27,,Payment Failure - Eveniet magni harum eligendi vel.
1265,37685,626,Login Issue,Critical,Closed,2024-02-13,2024-02-14 17:00:00,Login Issue - Eaque distinctio eligendi officiis voluptatum.
1266,32483,1320,Login Issue,High,Open,2024-10-27,2024-10-29 00:00:00,Login Issue - Assumenda labore nemo.
1267,31140,1006,Payment Failure,High,Resolved,2026-01-30,2026-01-31 05:00:00,Payment Failure - In nesciunt.
1268,35219,262,Account Update,Medium,Resolved,2026-01-24,,Account Update - Deleniti ducimus corporis dignissimos ullam.
1269,26363,2080,Product Defect,Low,Open,2024-09-21,2024-09-26 22:00:00,Product Defect - Nemo porro voluptatum aliquid doloribus.
1270,35657,1099,Account Update,Medium,Open,2025-08-09,2025-08-11 05:00:00,Account Update - Asperiores eos natus reprehenderit.
1271,27266,2723,Payment Failure,Critical,Open,2024-04-18,,Payment Failure - Facere magni perspiciatis adipisci.
1272,36049,569,Return Request,Medium,Open,2024-03-09,2024-03-13 19:00:00,Return Request - Voluptas expedita.
1273,22329,2128,Product Defect,Low,Resolved,2024-07-23,2024-07-24 20:00:00,Product Defect - Nulla pariatur.
1274,37290,1639,Account Update,Critical,Closed,2026-01-27,,Account Update - Harum eos provident.
1275,45826,856,Account Update,Critical,In Progress,2025-01-06,2025-01-07 23:00:00,Account Update - Earum eum quas.
1276,8443,607,Payment Failure,Critical,Closed,2024-04-11,,Payment Failure - Hic illo.
1277,31682,2208,Login Issue,Low,In Progress,2024-03-13,2024-03-15 00:00:00,Login Issue - Perferendis consequatur tenetur blanditiis.
1278,9646,1327,Account Update,High,Resolved,2025-04-15,2025-04-17 13:00:00,Account Update - Provident tempore.
1279,7649,280,Product Defect,High,In Progress,2025-10-04,2025-10-07 01:00:00,Product Defect - Esse nihil.
1280,18628,1819,Login Issue,High,In Progress,2025-09-12,2025-09-12 01:00:00,Login Issue - Aspernatur temporibus.
1281,40424,1594,Order Status,High,Open,2024-10-26,2024-11-01 10:00:00,Order Status - Cumque nostrum.
1282,25743,1522,Return Request,Low,In Progress,2024-01-04,,Return Request - Expedita consequuntur.
1283,31900,236,Payment Failure,Critical,In Progress,2024-11-26,2024-11-29 10:00:00,Payment Failure - Quo rem culpa at.
1284,30802,690,Login Issue,High,Closed,2025-01-28,,Login Issue - Similique veniam omnis ut.
1285,49572,2968,Payment Failure,Critical,Closed,2024-10-20,2024-10-20 08:00:00,Payment Failure - Nulla nostrum est.
1286,43367,915,Account Update,Medium,In Progress,2025-05-17,2025-05-20 18:00:00,Account Update - Consequatur nisi eius.
1287,30946,2798,Payment Failure,Medium,Closed,2025-06-12,2025-06-13 06:00:00,Payment Failure - A dolorem.
1288,36565,1687,Account Update,Low,Closed,2024-11-11,2024-11-11 05:00:00,Account Update - Rem repudiandae recusandae quaerat.
1289,12081,1638,Login Issue,Critical,Open,2024-03-13,2024-03-17 02:00:00,Login Issue - Mollitia numquam.
1290,6080,478,Payment Failure,Critical,Resolved,2025-08-19,2025-08-25 12:00:00,Payment Failure - Laboriosam eius expedita.
1291,21356,1893,Payment Failure,Critical,In Progress,2025-09-28,2025-09-29 17:00:00,Payment Failure - Vero maiores.
1292,37563,16,Account Update,High,In Progress,2024-02-10,,Account Update - Numquam optio.
1293,20548,2361,Payment Failure,Low,Resolved,2024-11-06,2024-11-10 08:00:00,Payment Failure - Laborum in cupiditate.
1294,23827,956,Login Issue,Low,In Progress,2024-03-29,2024-03-31 09:00:00,Login Issue - Mollitia voluptatibus tempore.
1295,21892,738,Order Status,Low,Closed,2025-09-10,,Order Status - Atque quidem officiis enim.
1296,47646,1396,Account Update,Medium,In Progress,2025-08-12,2025-08-15 09:00:00,Account Update - Corporis facere molestiae minima.
1297,5053,1136,Product Defect,Critical,Resolved,2026-01-06,,Product Defect - Ipsum doloribus architecto.
1298,37763,739,Return Request,Critical,Resolved,2025-08-15,2025-08-19 16:00:00,Return Request - Occaecati aliquam fugiat ducimus.
1299,18060,622,Account Update,High,Open,2025-01-26,2025-02-01 06:00:00,Account Update - Dolores saepe.
1300,15153,2379,Order Status,Critical,Open,2024-05-05,,Order Status - Quod architecto.
1301,32987,9,Product Defect,High,In Progress,2024-08-26,2024-08-27 21:00:00,Product Defect - Molestiae corrupti.
1302,17034,2628,Product Defect,Critical,Resolved,2025-06-04,2025-06-06 01:00:00,Product Defect - Debitis nemo debitis ipsa dolores.
1303,33845,2615,Login Issue,Low,Resolved,2024-12-28,2025-01-01 06:00:00,Login Issue - Nesciunt libero veniam tempora.
1304,16786,969,Product Defect,High,In Progress,2025-03-14,2025-03-17 11:00:00,Product Defect - Odit quo reiciendis.
1305,7369,709,Payment Failure,Critical,In Progress,2025-05-27,2025-05-27 07:00:00,Payment Failure - Quaerat suscipit enim vitae.
1306,14707,2218,Product Defect,Medium,In Progress,2024-04-09,2024-04-09 01:00:00,Product Defect - Fuga at tempore.
1307,39434,2937,Payment Failure,Critical,Open,2024-03-28,2024-03-31 08:00:00,Payment Failure - Delectus voluptas ad.
1308,14119,2364,Return Request,Critical,Open,2025-10-14,2025-10-18 21:00:00,Return Request - Illo odit.
1309,4819,2427,Order Status,High,Resolved,2025-08-04,2025-08-05 03:00:00,Order Status - Dignissimos quos quas corrupti.
1310,6462,2903,Return Request,Medium,Resolved,2024-11-02,2024-11-06 07:00:00,Return Request - Earum qui aut atque.
1311,33648,2391,Order Status,High,Closed,2024-09-22,2024-09-22 12:00:00,Order Status - Neque asperiores id dolor mollitia.
1312,37571,1245,Return Request,Medium,Open,2025-11-05,2025-11-09 14:00:00,Return Request - Voluptas sequi maxime.
1313,46662,2605,Return Request,Critical,Open,2024-07-16,2024-07-19 09:00:00,Return Request - Quaerat quisquam aperiam.
1314,39154,441,Product Defect,High,Closed,2024-11-21,2024-11-22 03:00:00,Product Defect - Facilis neque hic.
1315,41007,1201,Account Update,Critical,In Progress,2024-09-02,,Account Update - Voluptates soluta corrupti.
1316,45590,549,Order Status,Medium,Open,2025-11-01,2025-11-07 18:00:00,Order Status - Harum molestiae illum similique.
1317,38243,2802,Login Issue,High,Resolved,2024-04-21,2024-04-26 17:00:00,Login Issue - Quia porro quo consequatur.
1318,32615,729,Return Request,High,In Progress,2025-02-06,,Return Request - Et nisi laudantium.
1319,29023,2801,Account Update,Medium,Open,2024-03-25,2024-03-27 21:00:00,Account Update - Doloremque distinctio ducimus.
1320,49725,614,Login Issue,Medium,Open,2024-05-29,2024-05-30 21:00:00,Login Issue - Cumque officia facilis similique odio.
1321,21820,1159,Payment Failure,Medium,Closed,2025-05-31,,Payment Failure - Sit repudiandae.
1322,43876,2680,Order Status,High,Resolved,2025-03-15,2025-03-17 23:00:00,Order Status - Itaque autem.
1323,21577,525,Product Defect,Medium,In Progress,2026-01-21,2026-01-27 17:00:00,Product Defect - Voluptas laborum quibusdam.
1324,6053,1415,Order Status,Low,Resolved,2024-06-18,2024-06-20 13:00:00,Order Status - Alias vero sunt necessitatibus.
1325,42096,824,Account Update,Medium,Closed,2024-06-19,,Account Update - Blanditiis consectetur culpa autem aut.
1326,17185,916,Payment Failure,Critical,Closed,2024-12-19,,Payment Failure - Sed cum repudiandae.
1327,12552,2595,Return Request,Medium,In Progress,2024-03-30,,Return Request - Provident saepe.
1328,39654,2878,Return Request,Low,Open,2026-01-06,2026-01-06 14:00:00,Return Request - Natus nam corrupti.
1329,45631,1293,Order Status,Medium,Open,2024-07-12,2024-07-17 02:00:00,Order Status - Officia et eligendi.
1330,44969,475,Return Request,Critical,In Progress,2024-01-12,,Return Request - Ipsam eligendi.
1331,8322,1531,Account Update,High,Closed,2024-10-08,,Account Update - Expedita error enim animi.
1332,3960,2876,Order Status,Critical,Closed,2025-10-18,2025-10-21 05:00:00,Order Status - Odio officia voluptatum maxime laudantium.
1333,16692,2850,Order Status,Low,In Progress,2025-04-05,,Order Status - Facere voluptas deleniti.
1334,35400,2592,Order Status,Low,Closed,2024-07-11,2024-07-11 13:00:00,Order Status - Iste optio necessitatibus facere.
1335,35527,266,Account Update,Medium,In Progress,2025-09-21,2025-09-22 10:00:00,Account Update - Molestiae cum.
1336,30761,870,Product Defect,Critical,Open,2024-07-21,2024-07-27 03:00:00,Product Defect - Adipisci minima impedit tempora maxime.
1337,42349,2818,Login Issue,High,Open,2025-09-01,2025-09-03 18:00:00,Login Issue - Sint vitae facere illum.
1338,30261,2763,Return Request,High,Resolved,2025-04-16,2025-04-16 22:00:00,Return Request - Suscipit consectetur amet neque.
1339,958,751,Login Issue,High,Closed,2024-04-14,2024-04-16 18:00:00,Login Issue - Recusandae aut.
1340,47147,543,Product Defect,Low,Closed,2025-04-05,2025-04-05 05:00:00,Product Defect - A nemo.
1341,9200,706,Login Issue,High,Closed,2025-07-21,2025-07-21 12:00:00,Login Issue - Et ea numquam nam mollitia.
1342,42215,1465,Payment Failure,Critical,Resolved,2024-04-09,2024-04-10 00:00:00,Payment Failure - Fugit consequatur deleniti culpa eum.
1343,40329,1183,Account Update,Medium,Resolved,2024-11-18,,Account Update - Dolore repellendus ipsa.
1344,27554,20,Login Issue,Critical,Closed,2024-11-17,2024-11-20 18:00:00,Login Issue - Dignissimos facere.
1345,4566,2739,Payment Failure,Low,In Progress,2025-02-16,,Payment Failure - Velit aliquid distinctio perspiciatis iste.
1346,36998,1572,Product Defect,Low,Open,2025-04-24,2025-04-30 22:00:00,Product Defect - Magni iusto molestiae.
1347,7583,2829,Payment Failure,Critical,Open,2025-12-29,2026-01-02 08:00:00,Payment Failure - Itaque harum tempore tempore.
1348,7002,2703,Return Request,Low,Closed,2025-09-19,2025-09-20 11:00:00,Return Request - Iste suscipit adipisci fugiat.
1349,16182,218,Payment Failure,Critical,Closed,2024-05-24,2024-05-27 19:00:00,Payment Failure - Quibusdam magni possimus quia.
1350,7965,1955,Return Request,Medium,Open,2024-05-01,,Return Request - Quo vitae.
1351,39910,770,Payment Failure,Critical,Open,2024-07-01,2024-07-02 04:00:00,Payment Failure - Qui totam pariatur maxime.
1352,26714,625,Account Update,Medium,Resolved,2024-04-07,2024-04-10 12:00:00,Account Update - Quam minima incidunt repudiandae quam.
1353,35224,1541,Payment Failure,High,Closed,2025-08-06,2025-08-07 01:00:00,Payment Failure - Earum quae.
1354,29870,1657,Return Request,Medium,Resolved,2024-09-30,2024-10-05 02:00:00,Return Request - Totam qui modi saepe.
1355,44063,2442,Login Issue,High,In Progress,2024-09-14,2024-09-18 09:00:00,Login Issue - Neque dolorum voluptatem ipsum.
1356,36215,2224,Order Status,Critical,In Progress,2024-07-14,,Order Status - Veniam odit ducimus.
1357,39661,284,Login Issue,Critical,Resolved,2025-05-23,2025-05-29 06:00:00,Login Issue - Itaque tenetur repudiandae iure quidem.
1358,5917,2242,Return Request,Low,In Progress,2025-07-29,2025-08-01 18:00:00,Return Request - Eveniet praesentium deleniti.
1359,28793,1178,Payment Failure,Medium,Closed,2024-02-03,2024-02-09 13:00:00,Payment Failure - Temporibus nisi quas.
1360,15841,8,Product Defect,High,Open,2025-04-30,2025-05-03 17:00:00,Product Defect - Voluptatum repellendus ex ab laboriosam.
1361,13366,370,Order Status,Medium,Open,2025-07-31,2025-08-06 19:00:00,Order Status - Ab vel laboriosam fugit.
1362,19775,1251,Login Issue,Low,Resolved,2025-03-10,2025-03-14 16:00:00,Login Issue - Aut quis delectus eum fuga.
1363,7407,1905,Product Defect,High,In Progress,2024-08-04,2024-08-08 12:00:00,Product Defect - Aperiam reprehenderit repudiandae nemo.
1364,34635,883,Login Issue,Medium,Open,2026-01-01,2026-01-06 15:00:00,Login Issue - Quo dignissimos.
1365,15014,1925,Order Status,Critical,In Progress,2025-11-26,2025-11-26 02:00:00,Order Status - Sequi quod.
1366,19090,2194,Login Issue,Medium,Resolved,2025-07-03,2025-07-06 13:00:00,Login Issue - Perferendis odio hic vel.
1367,12695,2576,Account Update,High,Resolved,2024-10-12,2024-10-14 00:00:00,Account Update - Dolorem quasi est.
1368,38771,2757,Login Issue,High,Resolved,2025-06-07,2025-06-08 04:00:00,Login Issue - Quo necessitatibus maiores numquam.
1369,22718,2877,Account Update,Critical,Closed,2024-02-12,,Account Update - Cumque nam assumenda eveniet distinctio.
1370,1544,115,Product Defect,Medium,Resolved,2025-03-09,2025-03-11 17:00:00,Product Defect - Deleniti tempore.
1371,20483,2080,Payment Failure,Critical,In Progress,2025-04-27,2025-04-29 07:00:00,Payment Failure - Culpa nesciunt vero.
1372,11671,610,Product Defect,High,Closed,2024-10-20,2024-10-20 21:00:00,Product Defect - Maiores dolore expedita animi.
1373,31056,2337,Account Update,Low,Resolved,2024-04-16,2024-04-16 05:00:00,Account Update - Neque sed.
1374,7376,291,Return Request,Low,Closed,2025-07-15,2025-07-16 20:00:00,Return Request - Nam voluptate qui velit.
1375,49327,680,Order Status,Low,Resolved,2024-06-19,,Order Status - Tempore cupiditate consectetur.
1376,16870,2250,Payment Failure,High,Resolved,2024-02-01,2024-02-05 21:00:00,Payment Failure - Itaque facere.
1377,8976,404,Login Issue,Low,Open,2024-12-01,2024-12-03 22:00:00,Login Issue - Sed fuga quo pariatur quas.
1378,34933,1998,Product Defect,Critical,Open,2024-04-12,,Product Defect - Eum iste modi voluptatum beatae.
1379,26397,1686,Order Status,Low,Closed,2025-04-06,2025-04-09 20:00:00,Order Status - Officiis corrupti.
1380,27078,931,Product Defect,Medium,In Progress,2024-02-12,2024-02-14 16:00:00,Product Defect - Optio eveniet dicta perspiciatis.
1381,39063,2461,Order Status,Medium,Closed,2024-11-22,2024-11-26 18:00:00,Order Status - Rerum sapiente minus ea.
1382,40087,315,Product Defect,Low,Open,2025-07-20,2025-07-26 07:00:00,Product Defect - Laboriosam quae odit.
